[872, 605]
[folio, [484.0, 29.0, 66.0, 18.0], Ud6LBtEMGv, 6456736]
[section-title, [266.0, 30.0, 70.0, 30.0], VTbGVKBk3i, 6456736]
[paragraph, [311.0, 72.0, 240.0, 18.0], z8YwzbL5j5, 6456736]
[paragraph, [51.0, 74.0, 231.0, 18.0], shoonya_0sTH9YDIC9FMWM, 6456736]
[paragraph, [51.0, 92.0, 231.0, 18.0], shoonya_0sTH9YDIC9FMWM, 6456736]
[paragraph, [303.0, 89.0, 250.0, 18.0], nqeu8RIogL, 6456736]
[paragraph, [303.0, 107.0, 250.0, 18.0], nqeu8RIogL, 6456736]
[paragraph, [55.0, 112.0, 210.0, 18.0], IRhlxjIQv9, 6456736]
[paragraph, [50.0, 135.0, 249.0, 18.0], gdOgaTQu0M, 6456736]
[paragraph, [50.0, 153.0, 249.0, 18.0], gdOgaTQu0M, 6456736]
[paragraph, [50.0, 171.0, 249.0, 18.0], gdOgaTQu0M, 6456736]
[paragraph, [50.0, 189.0, 249.0, 18.0], gdOgaTQu0M, 6456736]
[paragraph, [50.0, 207.0, 249.0, 18.0], gdOgaTQu0M, 6456736]
[paragraph, [50.0, 225.0, 249.0, 18.0], gdOgaTQu0M, 6456736]
[paragraph, [316.0, 136.0, 218.0, 18.0], AIb7njzTW3, 6456736]
[paragraph, [304.0, 153.0, 245.0, 18.0], fReve59Boo, 6456736]
[paragraph, [304.0, 171.0, 245.0, 18.0], fReve59Boo, 6456736]
[paragraph, [303.0, 193.0, 244.0, 18.0], fc_GF_gco8, 6456736]
[paragraph, [303.0, 211.0, 244.0, 18.0], fc_GF_gco8, 6456736]
[paragraph, [303.0, 238.0, 247.0, 18.0], UCiRhc0Fyj, 6456736]
[paragraph, [303.0, 256.0, 247.0, 18.0], UCiRhc0Fyj, 6456736]
[paragraph, [303.0, 274.0, 247.0, 18.0], UCiRhc0Fyj, 6456736]
[paragraph, [303.0, 292.0, 247.0, 18.0], UCiRhc0Fyj, 6456736]
[paragraph, [303.0, 310.0, 247.0, 18.0], UCiRhc0Fyj, 6456736]
[paragraph, [303.0, 328.0, 247.0, 18.0], UCiRhc0Fyj, 6456736]
[paragraph, [54.0, 256.0, 247.0, 18.0], CnhqfNs5Z9, 6456736]
[paragraph, [54.0, 274.0, 247.0, 18.0], CnhqfNs5Z9, 6456736]
[paragraph, [54.0, 298.0, 229.0, 18.0], 9KnLGRB_DD, 6456736]
[paragraph, [53.0, 318.0, 234.0, 18.0], q7h0caqqm0, 6456736]
[paragraph, [53.0, 336.0, 234.0, 18.0], q7h0caqqm0, 6456736]
[paragraph, [302.0, 345.0, 249.0, 18.0], JTs4bdGjca, 6456736]
[paragraph, [302.0, 363.0, 249.0, 18.0], JTs4bdGjca, 6456736]
[paragraph, [302.0, 381.0, 249.0, 18.0], JTs4bdGjca, 6456736]
[paragraph, [302.0, 399.0, 249.0, 18.0], JTs4bdGjca, 6456736]
[paragraph, [52.0, 360.0, 249.0, 18.0], rvJSXCKWye, 6456736]
[paragraph, [52.0, 378.0, 249.0, 18.0], rvJSXCKWye, 6456736]
[paragraph, [52.0, 396.0, 249.0, 18.0], rvJSXCKWye, 6456736]
[paragraph, [52.0, 414.0, 249.0, 18.0], rvJSXCKWye, 6456736]
[paragraph, [52.0, 432.0, 249.0, 18.0], rvJSXCKWye, 6456736]
[paragraph, [52.0, 450.0, 249.0, 18.0], rvJSXCKWye, 6456736]
[paragraph, [52.0, 468.0, 249.0, 18.0], rvJSXCKWye, 6456736]
[paragraph, [52.0, 486.0, 249.0, 18.0], rvJSXCKWye, 6456736]
[paragraph, [303.0, 422.0, 250.0, 18.0], HEiDl3ze5X, 6456736]
[paragraph, [303.0, 440.0, 250.0, 18.0], HEiDl3ze5X, 6456736]
[paragraph, [305.0, 464.0, 249.0, 18.0], HDOQnIyAsL, 6456736]
[paragraph, [305.0, 482.0, 249.0, 18.0], HDOQnIyAsL, 6456736]
[paragraph, [305.0, 500.0, 249.0, 18.0], HDOQnIyAsL, 6456736]
[paragraph, [305.0, 518.0, 249.0, 18.0], HDOQnIyAsL, 6456736]
[paragraph, [305.0, 536.0, 249.0, 18.0], HDOQnIyAsL, 6456736]
[paragraph, [54.0, 516.0, 249.0, 18.0], EFpPr5q0OF, 6456736]
[paragraph, [54.0, 534.0, 249.0, 18.0], EFpPr5q0OF, 6456736]
[paragraph, [54.0, 552.0, 249.0, 18.0], EFpPr5q0OF, 6456736]
[paragraph, [54.0, 570.0, 249.0, 18.0], EFpPr5q0OF, 6456736]
[paragraph, [305.0, 551.0, 247.0, 18.0], kR2gLYk65a, 6456736]
[paragraph, [305.0, 569.0, 247.0, 18.0], kR2gLYk65a, 6456736]
[paragraph, [54.0, 584.0, 218.0, 18.0], yweb6wPXhe, 6456736]
[paragraph, [304.0, 591.0, 210.0, 18.0], stdRIj7Da8, 6456736]
[paragraph, [57.0, 610.0, 245.0, 18.0], -F8Qii2yE0, 6456736]
[paragraph, [57.0, 628.0, 245.0, 18.0], -F8Qii2yE0, 6456736]
[paragraph, [302.0, 617.0, 250.0, 18.0], 3PErvV6qZ5, 6456736]
[paragraph, [302.0, 635.0, 250.0, 18.0], 3PErvV6qZ5, 6456736]
[paragraph, [302.0, 653.0, 250.0, 18.0], 3PErvV6qZ5, 6456736]
[reference, [49.0, 647.0, 254.0, 18.0], fMC3XLoamK, 6456736]
[reference, [49.0, 665.0, 254.0, 18.0], fMC3XLoamK, 6456736]
[reference, [49.0, 683.0, 254.0, 18.0], fMC3XLoamK, 6456736]
[reference, [49.0, 701.0, 254.0, 18.0], fMC3XLoamK, 6456736]
[reference, [49.0, 719.0, 254.0, 18.0], fMC3XLoamK, 6456736]
[reference, [49.0, 737.0, 254.0, 18.0], fMC3XLoamK, 6456736]
[reference, [49.0, 755.0, 254.0, 18.0], fMC3XLoamK, 6456736]
[reference, [49.0, 773.0, 254.0, 18.0], fMC3XLoamK, 6456736]
[reference, [49.0, 791.0, 254.0, 18.0], fMC3XLoamK, 6456736]
[reference, [49.0, 809.0, 254.0, 18.0], fMC3XLoamK, 6456736]
[paragraph, [302.0, 673.0, 253.0, 18.0], aaiRt0v0B5, 6456736]
[paragraph, [302.0, 691.0, 253.0, 18.0], aaiRt0v0B5, 6456736]
[paragraph, [302.0, 709.0, 253.0, 18.0], aaiRt0v0B5, 6456736]
[reference, [303.0, 732.0, 250.0, 18.0], kz3vvB6Wiw, 6456736]
[reference, [303.0, 750.0, 250.0, 18.0], kz3vvB6Wiw, 6456736]
[reference, [303.0, 768.0, 250.0, 18.0], kz3vvB6Wiw, 6456736]
[reference, [303.0, 786.0, 250.0, 18.0], kz3vvB6Wiw, 6456736]
[reference, [303.0, 804.0, 250.0, 18.0], kz3vvB6Wiw, 6456736]
[reference, [303.0, 822.0, 250.0, 18.0], kz3vvB6Wiw, 6456736]
