[1571, 1187]
[section-title, [124.0, 62.0, 332.0, 49.5], shoonya_7s614VK6WLE5G7, 6471610]
[author, [120.0, 118.0, 246.0, 36.0], LHePJyY-1k, 6471610]
[headline, [259.0, 257.0, 462.0, 37.5], shoonya_5sQFY1TLETCJT3, 6471610]
[headline, [259.0, 294.5, 462.0, 37.5], shoonya_5sQFY1TLETCJT3, 6471610]
[headline, [259.0, 332.0, 462.0, 37.5], shoonya_5sQFY1TLETCJT3, 6471610]
[headline, [259.0, 369.5, 462.0, 37.5], shoonya_5sQFY1TLETCJT3, 6471610]
[headline, [259.0, 407.0, 462.0, 37.5], shoonya_5sQFY1TLETCJT3, 6471610]
[headline, [259.0, 444.5, 462.0, 37.5], shoonya_5sQFY1TLETCJT3, 6471610]
[sidebar, [259.0, 510.0, 537.0, 36.0], shoonya_0s4172UGOBPKXG, 6471610]
[sidebar, [259.0, 546.0, 537.0, 36.0], shoonya_0s4172UGOBPKXG, 6471610]
[sidebar, [259.0, 582.0, 537.0, 36.0], shoonya_0s4172UGOBPKXG, 6471610]
[sidebar, [259.0, 618.0, 537.0, 36.0], shoonya_0s4172UGOBPKXG, 6471610]
[sidebar, [259.0, 654.0, 537.0, 36.0], shoonya_0s4172UGOBPKXG, 6471610]
[sidebar, [259.0, 690.0, 537.0, 36.0], shoonya_0s4172UGOBPKXG, 6471610]
[answer, [682.0, 765.0, 406.0, 36.0], xVTyFytN3c, 6471610]
[answer, [682.0, 801.0, 406.0, 36.0], xVTyFytN3c, 6471610]
[answer, [682.0, 837.0, 406.0, 36.0], xVTyFytN3c, 6471610]
[answer, [682.0, 873.0, 406.0, 36.0], xVTyFytN3c, 6471610]
[paragraph, [262.0, 768.0, 410.0, 36.0], 5BaAODZc4R, 6471610]
[paragraph, [262.0, 804.0, 410.0, 36.0], 5BaAODZc4R, 6471610]
[paragraph, [262.0, 840.0, 410.0, 36.0], 5BaAODZc4R, 6471610]
[paragraph, [262.0, 876.0, 410.0, 36.0], 5BaAODZc4R, 6471610]
[paragraph, [262.0, 912.0, 410.0, 36.0], 5BaAODZc4R, 6471610]
[paragraph, [262.0, 948.0, 410.0, 36.0], 5BaAODZc4R, 6471610]
[paragraph, [262.0, 984.0, 410.0, 36.0], 5BaAODZc4R, 6471610]
[paragraph, [262.0, 1020.0, 410.0, 36.0], 5BaAODZc4R, 6471610]
[paragraph, [262.0, 1056.0, 410.0, 36.0], 5BaAODZc4R, 6471610]
[paragraph, [262.0, 1092.0, 410.0, 36.0], 5BaAODZc4R, 6471610]
[answer, [681.0, 968.0, 413.0, 36.0], MMX-89qJ2O, 6471610]
[answer, [681.0, 1004.0, 413.0, 36.0], MMX-89qJ2O, 6471610]
[answer, [681.0, 1040.0, 413.0, 36.0], MMX-89qJ2O, 6471610]
[answer, [681.0, 1076.0, 413.0, 36.0], MMX-89qJ2O, 6471610]
[answer, [681.0, 1112.0, 413.0, 36.0], MMX-89qJ2O, 6471610]
[answer, [681.0, 1148.0, 413.0, 36.0], MMX-89qJ2O, 6471610]
[answer, [681.0, 1184.0, 413.0, 36.0], MMX-89qJ2O, 6471610]
[answer, [681.0, 1220.0, 413.0, 36.0], MMX-89qJ2O, 6471610]
[answer, [681.0, 1256.0, 413.0, 36.0], MMX-89qJ2O, 6471610]
[answer, [681.0, 1292.0, 413.0, 36.0], MMX-89qJ2O, 6471610]
[answer, [681.0, 1328.0, 413.0, 36.0], MMX-89qJ2O, 6471610]
[answer, [681.0, 1364.0, 413.0, 36.0], MMX-89qJ2O, 6471610]
[answer, [681.0, 1400.0, 413.0, 36.0], MMX-89qJ2O, 6471610]
[answer, [265.0, 1197.0, 408.0, 36.0], x5ShWTeds2, 6471610]
[answer, [265.0, 1233.0, 408.0, 36.0], x5ShWTeds2, 6471610]
[answer, [265.0, 1269.0, 408.0, 36.0], x5ShWTeds2, 6471610]
[answer, [265.0, 1305.0, 408.0, 36.0], x5ShWTeds2, 6471610]
[answer, [265.0, 1341.0, 408.0, 36.0], x5ShWTeds2, 6471610]
[answer, [265.0, 1377.0, 408.0, 36.0], x5ShWTeds2, 6471610]
[answer, [265.0, 1413.0, 408.0, 36.0], x5ShWTeds2, 6471610]
