[1818, 1374]
[folio, [481.0, 107.0, 411.0, 36.0], shoonya_0sIDT1WMHXL8RY, 5683268]
[paragraph, [696.0, 175.0, 564.0, 36.0], ci2rvV_e50, 5683268]
[paragraph, [696.0, 211.0, 564.0, 36.0], ci2rvV_e50, 5683268]
[paragraph, [696.0, 247.0, 564.0, 36.0], ci2rvV_e50, 5683268]
[paragraph, [114.0, 181.0, 564.0, 36.0], DfWSlJGvpM, 5683268]
[paragraph, [114.0, 217.0, 564.0, 36.0], DfWSlJGvpM, 5683268]
[paragraph, [114.0, 253.0, 564.0, 36.0], DfWSlJGvpM, 5683268]
[paragraph, [114.0, 289.0, 564.0, 36.0], DfWSlJGvpM, 5683268]
[paragraph, [114.0, 325.0, 564.0, 36.0], DfWSlJGvpM, 5683268]
[paragraph, [114.0, 361.0, 564.0, 36.0], DfWSlJGvpM, 5683268]
[paragraph, [114.0, 397.0, 564.0, 36.0], DfWSlJGvpM, 5683268]
[paragraph, [114.0, 433.0, 564.0, 36.0], DfWSlJGvpM, 5683268]
[paragraph, [114.0, 469.0, 564.0, 36.0], DfWSlJGvpM, 5683268]
[paragraph, [114.0, 505.0, 564.0, 36.0], DfWSlJGvpM, 5683268]
[paragraph, [114.0, 541.0, 564.0, 36.0], DfWSlJGvpM, 5683268]
[paragraph, [727.0, 308.0, 512.0, 36.0], N2VJJ77zUw, 5683268]
[paragraph, [703.0, 350.0, 561.0, 36.0], ZyaMeLM3Bv, 5683268]
[paragraph, [703.0, 386.0, 561.0, 36.0], ZyaMeLM3Bv, 5683268]
[paragraph, [703.0, 422.0, 561.0, 36.0], ZyaMeLM3Bv, 5683268]
[paragraph, [703.0, 458.0, 561.0, 36.0], ZyaMeLM3Bv, 5683268]
[paragraph, [703.0, 494.0, 561.0, 36.0], ZyaMeLM3Bv, 5683268]
[paragraph, [703.0, 530.0, 561.0, 36.0], ZyaMeLM3Bv, 5683268]
[paragraph, [703.0, 566.0, 561.0, 36.0], ZyaMeLM3Bv, 5683268]
[paragraph, [703.0, 602.0, 561.0, 36.0], ZyaMeLM3Bv, 5683268]
[paragraph, [703.0, 638.0, 561.0, 36.0], ZyaMeLM3Bv, 5683268]
[paragraph, [703.0, 674.0, 561.0, 36.0], ZyaMeLM3Bv, 5683268]
[paragraph, [703.0, 710.0, 561.0, 36.0], ZyaMeLM3Bv, 5683268]
[paragraph, [703.0, 746.0, 561.0, 36.0], ZyaMeLM3Bv, 5683268]
[paragraph, [114.0, 606.0, 568.0, 36.0], NXelcrTkbp, 5683268]
[paragraph, [114.0, 642.0, 568.0, 36.0], NXelcrTkbp, 5683268]
[paragraph, [114.0, 693.0, 561.0, 36.0], bs3XwGAM5J, 5683268]
[paragraph, [114.0, 729.0, 561.0, 36.0], bs3XwGAM5J, 5683268]
[paragraph, [114.0, 765.0, 561.0, 36.0], bs3XwGAM5J, 5683268]
[paragraph, [114.0, 801.0, 561.0, 36.0], bs3XwGAM5J, 5683268]
[paragraph, [114.0, 837.0, 561.0, 36.0], bs3XwGAM5J, 5683268]
[paragraph, [114.0, 873.0, 561.0, 36.0], bs3XwGAM5J, 5683268]
[paragraph, [698.0, 817.0, 568.0, 36.0], 9304i8UOfM, 5683268]
[paragraph, [698.0, 853.0, 568.0, 36.0], 9304i8UOfM, 5683268]
[paragraph, [698.0, 889.0, 568.0, 36.0], 9304i8UOfM, 5683268]
[paragraph, [698.0, 925.0, 568.0, 36.0], 9304i8UOfM, 5683268]
[paragraph, [698.0, 961.0, 568.0, 36.0], 9304i8UOfM, 5683268]
[paragraph, [698.0, 997.0, 568.0, 36.0], 9304i8UOfM, 5683268]
[paragraph, [698.0, 1033.0, 568.0, 36.0], 9304i8UOfM, 5683268]
[paragraph, [698.0, 1069.0, 568.0, 36.0], 9304i8UOfM, 5683268]
[paragraph, [698.0, 1105.0, 568.0, 36.0], 9304i8UOfM, 5683268]
[paragraph, [698.0, 1141.0, 568.0, 36.0], 9304i8UOfM, 5683268]
[paragraph, [698.0, 1177.0, 568.0, 36.0], 9304i8UOfM, 5683268]
[paragraph, [698.0, 1213.0, 568.0, 36.0], 9304i8UOfM, 5683268]
[paragraph, [698.0, 1249.0, 568.0, 36.0], 9304i8UOfM, 5683268]
[paragraph, [698.0, 1285.0, 568.0, 36.0], 9304i8UOfM, 5683268]
[paragraph, [698.0, 1321.0, 568.0, 36.0], 9304i8UOfM, 5683268]
[paragraph, [698.0, 1357.0, 568.0, 36.0], 9304i8UOfM, 5683268]
[paragraph, [698.0, 1393.0, 568.0, 36.0], 9304i8UOfM, 5683268]
[paragraph, [698.0, 1429.0, 568.0, 36.0], 9304i8UOfM, 5683268]
[paragraph, [698.0, 1465.0, 568.0, 36.0], 9304i8UOfM, 5683268]
[paragraph, [698.0, 1501.0, 568.0, 36.0], 9304i8UOfM, 5683268]
