[6000, 4167]
[folio, [1182.0, 619.0, 1734.0, 52.5], xUuvsm1a6u, 5721472]
[folio, [1182.0, 671.5, 1734.0, 52.5], xUuvsm1a6u, 5721472]
[folio, [1182.0, 724.0, 1734.0, 52.5], xUuvsm1a6u, 5721472]
[paragraph, [609.0, 903.0, 2967.0, 52.5], shoonya_3sPMIIU4IQ6SKB, 5721472]
[paragraph, [609.0, 955.5, 2967.0, 52.5], shoonya_3sPMIIU4IQ6SKB, 5721472]
[paragraph, [609.0, 1008.0, 2967.0, 52.5], shoonya_3sPMIIU4IQ6SKB, 5721472]
[paragraph, [609.0, 1060.5, 2967.0, 52.5], shoonya_3sPMIIU4IQ6SKB, 5721472]
[paragraph, [609.0, 1113.0, 2967.0, 52.5], shoonya_3sPMIIU4IQ6SKB, 5721472]
[paragraph, [609.0, 1165.5, 2967.0, 52.5], shoonya_3sPMIIU4IQ6SKB, 5721472]
[paragraph, [609.0, 1218.0, 2967.0, 52.5], shoonya_3sPMIIU4IQ6SKB, 5721472]
[paragraph, [609.0, 1270.5, 2967.0, 52.5], shoonya_3sPMIIU4IQ6SKB, 5721472]
[paragraph, [609.0, 1323.0, 2967.0, 52.5], shoonya_3sPMIIU4IQ6SKB, 5721472]
[paragraph, [609.0, 1375.5, 2967.0, 52.5], shoonya_3sPMIIU4IQ6SKB, 5721472]
[paragraph, [609.0, 1428.0, 2967.0, 52.5], shoonya_3sPMIIU4IQ6SKB, 5721472]
[paragraph, [578.0, 1651.0, 3010.0, 52.5], UC1eBsNq71, 5721472]
[paragraph, [578.0, 1703.5, 3010.0, 52.5], UC1eBsNq71, 5721472]
[paragraph, [578.0, 1756.0, 3010.0, 52.5], UC1eBsNq71, 5721472]
[paragraph, [578.0, 1808.5, 3010.0, 52.5], UC1eBsNq71, 5721472]
[paragraph, [578.0, 1861.0, 3010.0, 52.5], UC1eBsNq71, 5721472]
[paragraph, [578.0, 1913.5, 3010.0, 52.5], UC1eBsNq71, 5721472]
[paragraph, [578.0, 1966.0, 3010.0, 52.5], UC1eBsNq71, 5721472]
[paragraph, [578.0, 2018.5, 3010.0, 52.5], UC1eBsNq71, 5721472]
[paragraph, [578.0, 2071.0, 3010.0, 52.5], UC1eBsNq71, 5721472]
[paragraph, [578.0, 2123.5, 3010.0, 52.5], UC1eBsNq71, 5721472]
[paragraph, [578.0, 2176.0, 3010.0, 52.5], UC1eBsNq71, 5721472]
[paragraph, [578.0, 2228.5, 3010.0, 52.5], UC1eBsNq71, 5721472]
[paragraph, [578.0, 2281.0, 3010.0, 52.5], UC1eBsNq71, 5721472]
[paragraph, [578.0, 2333.5, 3010.0, 52.5], UC1eBsNq71, 5721472]
[paragraph, [578.0, 2386.0, 3010.0, 52.5], UC1eBsNq71, 5721472]
[paragraph, [578.0, 2438.5, 3010.0, 52.5], UC1eBsNq71, 5721472]
[paragraph, [578.0, 2491.0, 3010.0, 52.5], UC1eBsNq71, 5721472]
[paragraph, [614.0, 2604.0, 2948.0, 52.5], shoonya_4sGWLLC4926NX8, 5721472]
[paragraph, [614.0, 2656.5, 2948.0, 52.5], shoonya_4sGWLLC4926NX8, 5721472]
[paragraph, [614.0, 2709.0, 2948.0, 52.5], shoonya_4sGWLLC4926NX8, 5721472]
[paragraph, [614.0, 2761.5, 2948.0, 52.5], shoonya_4sGWLLC4926NX8, 5721472]
[paragraph, [614.0, 2814.0, 2948.0, 52.5], shoonya_4sGWLLC4926NX8, 5721472]
[paragraph, [614.0, 2866.5, 2948.0, 52.5], shoonya_4sGWLLC4926NX8, 5721472]
[paragraph, [614.0, 2919.0, 2948.0, 52.5], shoonya_4sGWLLC4926NX8, 5721472]
[paragraph, [614.0, 2971.5, 2948.0, 52.5], shoonya_4sGWLLC4926NX8, 5721472]
[paragraph, [614.0, 3024.0, 2948.0, 52.5], shoonya_4sGWLLC4926NX8, 5721472]
[paragraph, [614.0, 3076.5, 2948.0, 52.5], shoonya_4sGWLLC4926NX8, 5721472]
[paragraph, [614.0, 3129.0, 2948.0, 52.5], shoonya_4sGWLLC4926NX8, 5721472]
[paragraph, [614.0, 3181.5, 2948.0, 52.5], shoonya_4sGWLLC4926NX8, 5721472]
[paragraph, [614.0, 3234.0, 2948.0, 52.5], shoonya_4sGWLLC4926NX8, 5721472]
[paragraph, [614.0, 3286.5, 2948.0, 52.5], shoonya_4sGWLLC4926NX8, 5721472]
[paragraph, [614.0, 3339.0, 2948.0, 52.5], shoonya_4sGWLLC4926NX8, 5721472]
[paragraph, [614.0, 3391.5, 2948.0, 52.5], shoonya_4sGWLLC4926NX8, 5721472]
[paragraph, [614.0, 3444.0, 2948.0, 52.5], shoonya_4sGWLLC4926NX8, 5721472]
[paragraph, [607.0, 3658.0, 2961.0, 52.5], shoonya_1sXSNGPSCNB5IA, 5721472]
[paragraph, [607.0, 3710.5, 2961.0, 52.5], shoonya_1sXSNGPSCNB5IA, 5721472]
[paragraph, [607.0, 3763.0, 2961.0, 52.5], shoonya_1sXSNGPSCNB5IA, 5721472]
[paragraph, [607.0, 3815.5, 2961.0, 52.5], shoonya_1sXSNGPSCNB5IA, 5721472]
[paragraph, [607.0, 3868.0, 2961.0, 52.5], shoonya_1sXSNGPSCNB5IA, 5721472]
[paragraph, [607.0, 3920.5, 2961.0, 52.5], shoonya_1sXSNGPSCNB5IA, 5721472]
[paragraph, [607.0, 3973.0, 2961.0, 52.5], shoonya_1sXSNGPSCNB5IA, 5721472]
[paragraph, [607.0, 4025.5, 2961.0, 52.5], shoonya_1sXSNGPSCNB5IA, 5721472]
[paragraph, [607.0, 4078.0, 2961.0, 52.5], shoonya_1sXSNGPSCNB5IA, 5721472]
[paragraph, [607.0, 4130.5, 2961.0, 52.5], shoonya_1sXSNGPSCNB5IA, 5721472]
