[3508, 2481]
[contact-info, [304.0, 90.0, 1852.0, 52.5], tmE6bTDiV3, 6490836]
[contact-info, [304.0, 142.5, 1852.0, 52.5], tmE6bTDiV3, 6490836]
[contact-info, [304.0, 195.0, 1852.0, 52.5], tmE6bTDiV3, 6490836]
[contact-info, [304.0, 247.5, 1852.0, 52.5], tmE6bTDiV3, 6490836]
[contact-info, [304.0, 300.0, 1852.0, 52.5], tmE6bTDiV3, 6490836]
[contact-info, [304.0, 352.5, 1852.0, 52.5], tmE6bTDiV3, 6490836]
[contact-info, [304.0, 405.0, 1852.0, 52.5], tmE6bTDiV3, 6490836]
[headline, [1078.0, 572.0, 323.0, 52.5], abPuUUt2Y1, 6490836]
[headline, [1078.0, 624.5, 323.0, 52.5], abPuUUt2Y1, 6490836]
[sub-headline, [621.0, 799.0, 1231.0, 73.5], ckLYid5BGR, 6490836]
[dateline, [202.0, 1041.0, 568.0, 52.5], uQb2wkXg9X, 6490836]
[paragraph, [211.0, 1321.0, 481.0, 52.5], mU2Ef_IAFe, 6490836]
[paragraph, [192.0, 1421.0, 2107.0, 52.5], pivtLFdERc, 6490836]
[paragraph, [192.0, 1473.5, 2107.0, 52.5], pivtLFdERc, 6490836]
[paragraph, [192.0, 1526.0, 2107.0, 52.5], pivtLFdERc, 6490836]
[paragraph, [192.0, 1578.5, 2107.0, 52.5], pivtLFdERc, 6490836]
[paragraph, [192.0, 1631.0, 2107.0, 52.5], pivtLFdERc, 6490836]
[paragraph, [192.0, 1683.5, 2107.0, 52.5], pivtLFdERc, 6490836]
[ordered-list, [267.0, 1831.0, 2030.0, 52.5], U0B0pLkD0w, 6490836]
[ordered-list, [267.0, 1883.5, 2030.0, 52.5], U0B0pLkD0w, 6490836]
[ordered-list, [267.0, 1936.0, 2030.0, 52.5], U0B0pLkD0w, 6490836]
[ordered-list, [267.0, 1988.5, 2030.0, 52.5], U0B0pLkD0w, 6490836]
[ordered-list, [267.0, 2041.0, 2030.0, 52.5], U0B0pLkD0w, 6490836]
[ordered-list, [267.0, 2093.5, 2030.0, 52.5], U0B0pLkD0w, 6490836]
[ordered-list, [267.0, 2146.0, 2030.0, 52.5], U0B0pLkD0w, 6490836]
[ordered-list, [267.0, 2198.5, 2030.0, 52.5], U0B0pLkD0w, 6490836]
[ordered-list, [267.0, 2251.0, 2030.0, 52.5], U0B0pLkD0w, 6490836]
[ordered-list, [267.0, 2303.5, 2030.0, 52.5], U0B0pLkD0w, 6490836]
[ordered-list, [267.0, 2356.0, 2030.0, 52.5], U0B0pLkD0w, 6490836]
[ordered-list, [267.0, 2408.5, 2030.0, 52.5], U0B0pLkD0w, 6490836]
[ordered-list, [267.0, 2461.0, 2030.0, 52.5], U0B0pLkD0w, 6490836]
[contact-info, [198.0, 2665.0, 503.0, 52.5], mVv5ZjpLKu, 6490836]
[contact-info, [198.0, 2717.5, 503.0, 52.5], mVv5ZjpLKu, 6490836]
