[792, 612]
[section-title, [250.0, 121.0, 96.0, 30.0], DLX_QTT8h2, 6494143]
[paragraph, [104.0, 182.0, 391.0, 18.0], shoonya_0s7J4HUP6VJKCF, 6494143]
[paragraph, [104.0, 200.0, 391.0, 18.0], shoonya_0s7J4HUP6VJKCF, 6494143]
[paragraph, [104.0, 218.0, 391.0, 18.0], shoonya_0s7J4HUP6VJKCF, 6494143]
[paragraph, [104.0, 236.0, 391.0, 18.0], shoonya_0s7J4HUP6VJKCF, 6494143]
[paragraph, [104.0, 254.0, 391.0, 18.0], shoonya_0s7J4HUP6VJKCF, 6494143]
[paragraph, [104.0, 272.0, 391.0, 18.0], shoonya_0s7J4HUP6VJKCF, 6494143]
[paragraph, [104.0, 290.0, 391.0, 18.0], shoonya_0s7J4HUP6VJKCF, 6494143]
[paragraph, [104.0, 308.0, 391.0, 18.0], shoonya_0s7J4HUP6VJKCF, 6494143]
[paragraph, [104.0, 326.0, 391.0, 18.0], shoonya_0s7J4HUP6VJKCF, 6494143]
[paragraph, [104.0, 344.0, 391.0, 18.0], shoonya_0s7J4HUP6VJKCF, 6494143]
[paragraph, [104.0, 362.0, 391.0, 18.0], shoonya_0s7J4HUP6VJKCF, 6494143]
[paragraph, [104.0, 380.0, 391.0, 18.0], shoonya_0s7J4HUP6VJKCF, 6494143]
[paragraph, [104.0, 398.0, 391.0, 18.0], shoonya_0s7J4HUP6VJKCF, 6494143]
[paragraph, [104.0, 416.0, 391.0, 18.0], shoonya_0s7J4HUP6VJKCF, 6494143]
[paragraph, [104.0, 434.0, 391.0, 18.0], shoonya_0s7J4HUP6VJKCF, 6494143]
[paragraph, [104.0, 452.0, 391.0, 18.0], shoonya_0s7J4HUP6VJKCF, 6494143]
[paragraph, [104.0, 470.0, 391.0, 18.0], shoonya_0s7J4HUP6VJKCF, 6494143]
[paragraph, [104.0, 488.0, 391.0, 18.0], shoonya_0s7J4HUP6VJKCF, 6494143]
[paragraph, [104.0, 506.0, 391.0, 18.0], shoonya_0s7J4HUP6VJKCF, 6494143]
[paragraph, [104.0, 524.0, 391.0, 18.0], shoonya_0s7J4HUP6VJKCF, 6494143]
[paragraph, [104.0, 542.0, 391.0, 18.0], shoonya_0s7J4HUP6VJKCF, 6494143]
[paragraph, [104.0, 560.0, 391.0, 18.0], shoonya_0s7J4HUP6VJKCF, 6494143]
[paragraph, [104.0, 578.0, 391.0, 18.0], shoonya_0s7J4HUP6VJKCF, 6494143]
[paragraph, [104.0, 596.0, 391.0, 18.0], shoonya_0s7J4HUP6VJKCF, 6494143]
[paragraph, [105.0, 632.0, 391.0, 18.0], shoonya_1s9ZSGDSJ2DIUR, 6494143]
[paragraph, [105.0, 650.0, 391.0, 18.0], shoonya_1s9ZSGDSJ2DIUR, 6494143]
[paragraph, [105.0, 668.0, 391.0, 18.0], shoonya_1s9ZSGDSJ2DIUR, 6494143]
[paragraph, [105.0, 686.0, 391.0, 18.0], shoonya_1s9ZSGDSJ2DIUR, 6494143]
