[1625, 1211]
[headline, [87.0, 78.0, 402.0, 37.5], Gropec3n17, 5742128]
[paragraph, [788.0, 102.0, 336.0, 36.0], _mIaTrpoyK, 5742128]
[paragraph, [788.0, 138.0, 336.0, 36.0], _mIaTrpoyK, 5742128]
[paragraph, [788.0, 174.0, 336.0, 36.0], _mIaTrpoyK, 5742128]
[paragraph, [788.0, 210.0, 336.0, 36.0], _mIaTrpoyK, 5742128]
[paragraph, [788.0, 246.0, 336.0, 36.0], _mIaTrpoyK, 5742128]
[paragraph, [788.0, 282.0, 336.0, 36.0], _mIaTrpoyK, 5742128]
[paragraph, [788.0, 318.0, 336.0, 36.0], _mIaTrpoyK, 5742128]
[paragraph, [788.0, 354.0, 336.0, 36.0], _mIaTrpoyK, 5742128]
[paragraph, [788.0, 390.0, 336.0, 36.0], _mIaTrpoyK, 5742128]
[sub-headline, [205.0, 181.0, 377.0, 36.0], shoonya_6sCRK4XIAFAZGH, 5742128]
[author, [626.0, 207.0, 118.0, 36.0], _i46QEFAwM, 5742128]
[paragraph, [74.0, 272.0, 343.0, 36.0], XPb7RAJoAQ, 5742128]
[paragraph, [74.0, 308.0, 343.0, 36.0], XPb7RAJoAQ, 5742128]
[paragraph, [74.0, 344.0, 343.0, 36.0], XPb7RAJoAQ, 5742128]
[paragraph, [74.0, 380.0, 343.0, 36.0], XPb7RAJoAQ, 5742128]
[paragraph, [74.0, 416.0, 343.0, 36.0], XPb7RAJoAQ, 5742128]
[paragraph, [74.0, 452.0, 343.0, 36.0], XPb7RAJoAQ, 5742128]
[paragraph, [74.0, 488.0, 343.0, 36.0], XPb7RAJoAQ, 5742128]
[paragraph, [74.0, 524.0, 343.0, 36.0], XPb7RAJoAQ, 5742128]
[paragraph, [74.0, 560.0, 343.0, 36.0], XPb7RAJoAQ, 5742128]
[paragraph, [74.0, 596.0, 343.0, 36.0], XPb7RAJoAQ, 5742128]
[paragraph, [74.0, 632.0, 343.0, 36.0], XPb7RAJoAQ, 5742128]
[paragraph, [74.0, 668.0, 343.0, 36.0], XPb7RAJoAQ, 5742128]
[paragraph, [74.0, 704.0, 343.0, 36.0], XPb7RAJoAQ, 5742128]
[paragraph, [74.0, 740.0, 343.0, 36.0], XPb7RAJoAQ, 5742128]
[paragraph, [74.0, 776.0, 343.0, 36.0], XPb7RAJoAQ, 5742128]
[paragraph, [74.0, 812.0, 343.0, 36.0], XPb7RAJoAQ, 5742128]
[paragraph, [74.0, 848.0, 343.0, 36.0], XPb7RAJoAQ, 5742128]
[paragraph, [74.0, 884.0, 343.0, 36.0], XPb7RAJoAQ, 5742128]
[paragraph, [74.0, 920.0, 343.0, 36.0], XPb7RAJoAQ, 5742128]
[paragraph, [74.0, 956.0, 343.0, 36.0], XPb7RAJoAQ, 5742128]
[paragraph, [74.0, 992.0, 343.0, 36.0], XPb7RAJoAQ, 5742128]
[paragraph, [74.0, 1028.0, 343.0, 36.0], XPb7RAJoAQ, 5742128]
[paragraph, [74.0, 1064.0, 343.0, 36.0], XPb7RAJoAQ, 5742128]
[paragraph, [74.0, 1100.0, 343.0, 36.0], XPb7RAJoAQ, 5742128]
[paragraph, [74.0, 1136.0, 343.0, 36.0], XPb7RAJoAQ, 5742128]
[paragraph, [74.0, 1172.0, 343.0, 36.0], XPb7RAJoAQ, 5742128]
[paragraph, [74.0, 1208.0, 343.0, 36.0], XPb7RAJoAQ, 5742128]
[paragraph, [74.0, 1244.0, 343.0, 36.0], XPb7RAJoAQ, 5742128]
[paragraph, [74.0, 1280.0, 343.0, 36.0], XPb7RAJoAQ, 5742128]
[paragraph, [74.0, 1316.0, 343.0, 36.0], XPb7RAJoAQ, 5742128]
[paragraph, [74.0, 1352.0, 343.0, 36.0], XPb7RAJoAQ, 5742128]
[paragraph, [74.0, 1388.0, 343.0, 36.0], XPb7RAJoAQ, 5742128]
[paragraph, [74.0, 1424.0, 343.0, 36.0], XPb7RAJoAQ, 5742128]
[paragraph, [432.0, 273.0, 336.0, 36.0], shoonya_1s5UPO3JIJ2XBP, 5742128]
[paragraph, [432.0, 309.0, 336.0, 36.0], shoonya_1s5UPO3JIJ2XBP, 5742128]
[paragraph, [432.0, 345.0, 336.0, 36.0], shoonya_1s5UPO3JIJ2XBP, 5742128]
[paragraph, [432.0, 381.0, 336.0, 36.0], shoonya_1s5UPO3JIJ2XBP, 5742128]
[paragraph, [430.0, 448.0, 346.0, 36.0], shoonya_2s4JUN7GQ682TZ, 5742128]
[paragraph, [430.0, 484.0, 346.0, 36.0], shoonya_2s4JUN7GQ682TZ, 5742128]
[paragraph, [430.0, 520.0, 346.0, 36.0], shoonya_2s4JUN7GQ682TZ, 5742128]
[paragraph, [430.0, 556.0, 346.0, 36.0], shoonya_2s4JUN7GQ682TZ, 5742128]
[paragraph, [430.0, 592.0, 346.0, 36.0], shoonya_2s4JUN7GQ682TZ, 5742128]
[paragraph, [430.0, 628.0, 346.0, 36.0], shoonya_2s4JUN7GQ682TZ, 5742128]
[paragraph, [790.0, 476.0, 347.0, 36.0], shoonya_0sDPC0D03597LJ, 5742128]
[paragraph, [790.0, 512.0, 347.0, 36.0], shoonya_0sDPC0D03597LJ, 5742128]
[paragraph, [790.0, 548.0, 347.0, 36.0], shoonya_0sDPC0D03597LJ, 5742128]
[paragraph, [790.0, 584.0, 347.0, 36.0], shoonya_0sDPC0D03597LJ, 5742128]
[paragraph, [788.0, 658.0, 342.0, 36.0], oQLyxpNQJG, 5742128]
[paragraph, [788.0, 694.0, 342.0, 36.0], oQLyxpNQJG, 5742128]
[paragraph, [788.0, 730.0, 342.0, 36.0], oQLyxpNQJG, 5742128]
[paragraph, [788.0, 766.0, 342.0, 36.0], oQLyxpNQJG, 5742128]
[paragraph, [788.0, 802.0, 342.0, 36.0], oQLyxpNQJG, 5742128]
[paragraph, [429.0, 702.0, 343.0, 36.0], wkvbpesyq3, 5742128]
[paragraph, [429.0, 738.0, 343.0, 36.0], wkvbpesyq3, 5742128]
[paragraph, [429.0, 774.0, 343.0, 36.0], wkvbpesyq3, 5742128]
[paragraph, [429.0, 810.0, 343.0, 36.0], wkvbpesyq3, 5742128]
[paragraph, [429.0, 846.0, 343.0, 36.0], wkvbpesyq3, 5742128]
[paragraph, [429.0, 882.0, 343.0, 36.0], wkvbpesyq3, 5742128]
[paragraph, [429.0, 918.0, 343.0, 36.0], wkvbpesyq3, 5742128]
[paragraph, [429.0, 954.0, 343.0, 36.0], wkvbpesyq3, 5742128]
[paragraph, [429.0, 990.0, 343.0, 36.0], wkvbpesyq3, 5742128]
[paragraph, [429.0, 1026.0, 343.0, 36.0], wkvbpesyq3, 5742128]
[paragraph, [785.0, 866.0, 351.0, 36.0], 2e2iQMAX6v, 5742128]
[paragraph, [785.0, 902.0, 351.0, 36.0], 2e2iQMAX6v, 5742128]
[paragraph, [785.0, 938.0, 351.0, 36.0], 2e2iQMAX6v, 5742128]
[paragraph, [785.0, 974.0, 351.0, 36.0], 2e2iQMAX6v, 5742128]
[paragraph, [785.0, 1010.0, 351.0, 36.0], 2e2iQMAX6v, 5742128]
[paragraph, [785.0, 1046.0, 351.0, 36.0], 2e2iQMAX6v, 5742128]
[paragraph, [785.0, 1082.0, 351.0, 36.0], 2e2iQMAX6v, 5742128]
[paragraph, [785.0, 1118.0, 351.0, 36.0], 2e2iQMAX6v, 5742128]
[paragraph, [785.0, 1154.0, 351.0, 36.0], 2e2iQMAX6v, 5742128]
[paragraph, [785.0, 1190.0, 351.0, 36.0], 2e2iQMAX6v, 5742128]
[paragraph, [785.0, 1226.0, 351.0, 36.0], 2e2iQMAX6v, 5742128]
[paragraph, [785.0, 1262.0, 351.0, 36.0], 2e2iQMAX6v, 5742128]
[paragraph, [785.0, 1298.0, 351.0, 36.0], 2e2iQMAX6v, 5742128]
[paragraph, [785.0, 1334.0, 351.0, 36.0], 2e2iQMAX6v, 5742128]
[paragraph, [785.0, 1370.0, 351.0, 36.0], 2e2iQMAX6v, 5742128]
[paragraph, [785.0, 1406.0, 351.0, 36.0], 2e2iQMAX6v, 5742128]
[paragraph, [785.0, 1442.0, 351.0, 36.0], 2e2iQMAX6v, 5742128]
[paragraph, [431.0, 1090.0, 328.0, 36.0], SLzR3h3JUr, 5742128]
[paragraph, [431.0, 1126.0, 328.0, 36.0], SLzR3h3JUr, 5742128]
[paragraph, [431.0, 1162.0, 328.0, 36.0], SLzR3h3JUr, 5742128]
[paragraph, [431.0, 1198.0, 328.0, 36.0], SLzR3h3JUr, 5742128]
[paragraph, [431.0, 1234.0, 328.0, 36.0], SLzR3h3JUr, 5742128]
[paragraph, [431.0, 1270.0, 328.0, 36.0], SLzR3h3JUr, 5742128]
[paragraph, [431.0, 1306.0, 328.0, 36.0], SLzR3h3JUr, 5742128]
[paragraph, [431.0, 1342.0, 328.0, 36.0], SLzR3h3JUr, 5742128]
[paragraph, [431.0, 1378.0, 328.0, 36.0], SLzR3h3JUr, 5742128]
[paragraph, [431.0, 1414.0, 328.0, 36.0], SLzR3h3JUr, 5742128]
[paragraph, [431.0, 1450.0, 328.0, 36.0], SLzR3h3JUr, 5742128]
[footnote, [748.0, 1578.0, 379.0, 36.0], Iu0Gfq4WOl, 5742128]
