[2078, 1431]
[chapter-title, [368.0, 89.0, 954.0, 70.5], shoonya_12sSSYQBDDCKWF, 5654191]
[chapter-title, [368.0, 159.5, 954.0, 70.5], shoonya_12sSSYQBDDCKWF, 5654191]
[chapter-title, [368.0, 230.0, 954.0, 70.5], shoonya_12sSSYQBDDCKWF, 5654191]
[author, [664.0, 351.0, 267.0, 36.0], WSBGSv1hJK, 5654191]
[paragraph, [76.0, 438.0, 631.0, 36.0], shoonya_2sUEML63RMQ35C, 5654191]
[paragraph, [76.0, 474.0, 631.0, 36.0], shoonya_2sUEML63RMQ35C, 5654191]
[paragraph, [76.0, 510.0, 631.0, 36.0], shoonya_2sUEML63RMQ35C, 5654191]
[paragraph, [76.0, 546.0, 631.0, 36.0], shoonya_2sUEML63RMQ35C, 5654191]
[paragraph, [76.0, 582.0, 631.0, 36.0], shoonya_2sUEML63RMQ35C, 5654191]
[paragraph, [76.0, 618.0, 631.0, 36.0], shoonya_2sUEML63RMQ35C, 5654191]
[paragraph, [76.0, 654.0, 631.0, 36.0], shoonya_2sUEML63RMQ35C, 5654191]
[paragraph, [76.0, 690.0, 631.0, 36.0], shoonya_2sUEML63RMQ35C, 5654191]
[paragraph, [76.0, 726.0, 631.0, 36.0], shoonya_2sUEML63RMQ35C, 5654191]
[paragraph, [76.0, 762.0, 631.0, 36.0], shoonya_2sUEML63RMQ35C, 5654191]
[paragraph, [76.0, 798.0, 631.0, 36.0], shoonya_2sUEML63RMQ35C, 5654191]
[paragraph, [723.0, 438.0, 620.0, 36.0], shoonya_4sIBBIBADN2M5X, 5654191]
[paragraph, [723.0, 474.0, 620.0, 36.0], shoonya_4sIBBIBADN2M5X, 5654191]
[paragraph, [723.0, 510.0, 620.0, 36.0], shoonya_4sIBBIBADN2M5X, 5654191]
[paragraph, [723.0, 546.0, 620.0, 36.0], shoonya_4sIBBIBADN2M5X, 5654191]
[paragraph, [723.0, 582.0, 620.0, 36.0], shoonya_4sIBBIBADN2M5X, 5654191]
[paragraph, [728.0, 637.0, 613.0, 36.0], shoonya_3sJYTOH6Z1W6X0, 5654191]
[paragraph, [728.0, 673.0, 613.0, 36.0], shoonya_3sJYTOH6Z1W6X0, 5654191]
[paragraph, [728.0, 709.0, 613.0, 36.0], shoonya_3sJYTOH6Z1W6X0, 5654191]
[paragraph, [728.0, 745.0, 613.0, 36.0], shoonya_3sJYTOH6Z1W6X0, 5654191]
[paragraph, [728.0, 781.0, 613.0, 36.0], shoonya_3sJYTOH6Z1W6X0, 5654191]
[paragraph, [950.0, 835.0, 395.0, 36.0], shoonya_0sOAVV7D6SDJFR, 5654191]
[paragraph, [950.0, 871.0, 395.0, 36.0], shoonya_0sOAVV7D6SDJFR, 5654191]
[paragraph, [950.0, 907.0, 395.0, 36.0], shoonya_0sOAVV7D6SDJFR, 5654191]
[paragraph, [950.0, 943.0, 395.0, 36.0], shoonya_0sOAVV7D6SDJFR, 5654191]
[paragraph, [950.0, 979.0, 395.0, 36.0], shoonya_0sOAVV7D6SDJFR, 5654191]
[paragraph, [950.0, 1015.0, 395.0, 36.0], shoonya_0sOAVV7D6SDJFR, 5654191]
[paragraph, [950.0, 1051.0, 395.0, 36.0], shoonya_0sOAVV7D6SDJFR, 5654191]
[paragraph, [950.0, 1087.0, 395.0, 36.0], shoonya_0sOAVV7D6SDJFR, 5654191]
[paragraph, [950.0, 1123.0, 395.0, 36.0], shoonya_0sOAVV7D6SDJFR, 5654191]
[paragraph, [950.0, 1159.0, 395.0, 36.0], shoonya_0sOAVV7D6SDJFR, 5654191]
[paragraph, [950.0, 1195.0, 395.0, 36.0], shoonya_0sOAVV7D6SDJFR, 5654191]
[paragraph, [950.0, 1231.0, 395.0, 36.0], shoonya_0sOAVV7D6SDJFR, 5654191]
[paragraph, [950.0, 1267.0, 395.0, 36.0], shoonya_0sOAVV7D6SDJFR, 5654191]
[paragraph, [950.0, 1303.0, 395.0, 36.0], shoonya_0sOAVV7D6SDJFR, 5654191]
[paragraph, [77.0, 845.0, 394.0, 36.0], shoonya_7sGUO3E6W1E7MO, 5654191]
[paragraph, [77.0, 881.0, 394.0, 36.0], shoonya_7sGUO3E6W1E7MO, 5654191]
[paragraph, [77.0, 917.0, 394.0, 36.0], shoonya_7sGUO3E6W1E7MO, 5654191]
[paragraph, [77.0, 953.0, 394.0, 36.0], shoonya_7sGUO3E6W1E7MO, 5654191]
[paragraph, [77.0, 989.0, 394.0, 36.0], shoonya_7sGUO3E6W1E7MO, 5654191]
[paragraph, [80.0, 1055.0, 395.0, 36.0], shoonya_6s8N8K84WSMRZY, 5654191]
[paragraph, [80.0, 1091.0, 395.0, 36.0], shoonya_6s8N8K84WSMRZY, 5654191]
[paragraph, [80.0, 1127.0, 395.0, 36.0], shoonya_6s8N8K84WSMRZY, 5654191]
[paragraph, [80.0, 1163.0, 395.0, 36.0], shoonya_6s8N8K84WSMRZY, 5654191]
[paragraph, [80.0, 1199.0, 395.0, 36.0], shoonya_6s8N8K84WSMRZY, 5654191]
[paragraph, [80.0, 1235.0, 395.0, 36.0], shoonya_6s8N8K84WSMRZY, 5654191]
[paragraph, [80.0, 1271.0, 395.0, 36.0], shoonya_6s8N8K84WSMRZY, 5654191]
[paragraph, [80.0, 1307.0, 395.0, 36.0], shoonya_6s8N8K84WSMRZY, 5654191]
[paragraph, [80.0, 1343.0, 395.0, 36.0], shoonya_6s8N8K84WSMRZY, 5654191]
[paragraph, [80.0, 1379.0, 395.0, 36.0], shoonya_6s8N8K84WSMRZY, 5654191]
[paragraph, [80.0, 1415.0, 395.0, 36.0], shoonya_6s8N8K84WSMRZY, 5654191]
[paragraph, [80.0, 1451.0, 395.0, 36.0], shoonya_6s8N8K84WSMRZY, 5654191]
[paragraph, [952.0, 1345.0, 394.0, 36.0], shoonya_9sELY28GQ7909F, 5654191]
[paragraph, [952.0, 1381.0, 394.0, 36.0], shoonya_9sELY28GQ7909F, 5654191]
