[1601, 1158]
[headline, [115.0, 135.0, 929.0, 37.5], shoonya_6s81BL9L3N1BRD, 5695852]
[headline, [115.0, 172.5, 929.0, 37.5], shoonya_6s81BL9L3N1BRD, 5695852]
[headline, [115.0, 210.0, 929.0, 37.5], shoonya_6s81BL9L3N1BRD, 5695852]
[paragraph, [582.0, 784.0, 457.0, 36.0], shoonya_7sPIPCTO6RA3R8, 5695852]
[paragraph, [114.0, 785.0, 454.0, 36.0], shoonya_9sG6N5K4Z83ZK7, 5695852]
[paragraph, [114.0, 821.0, 454.0, 36.0], shoonya_9sG6N5K4Z83ZK7, 5695852]
[paragraph, [114.0, 857.0, 454.0, 36.0], shoonya_9sG6N5K4Z83ZK7, 5695852]
[paragraph, [582.0, 845.0, 456.0, 36.0], shoonya_8sGZ5A5RIG4QJT, 5695852]
[paragraph, [582.0, 881.0, 456.0, 36.0], shoonya_8sGZ5A5RIG4QJT, 5695852]
[paragraph, [582.0, 917.0, 456.0, 36.0], shoonya_8sGZ5A5RIG4QJT, 5695852]
[paragraph, [582.0, 953.0, 456.0, 36.0], shoonya_8sGZ5A5RIG4QJT, 5695852]
[paragraph, [582.0, 989.0, 456.0, 36.0], shoonya_8sGZ5A5RIG4QJT, 5695852]
[paragraph, [111.0, 908.0, 458.0, 36.0], shoonya_0sRUF18XFT3BEI, 5695852]
[paragraph, [111.0, 944.0, 458.0, 36.0], shoonya_0sRUF18XFT3BEI, 5695852]
[paragraph, [111.0, 980.0, 458.0, 36.0], shoonya_0sRUF18XFT3BEI, 5695852]
[paragraph, [111.0, 1016.0, 458.0, 36.0], shoonya_0sRUF18XFT3BEI, 5695852]
[paragraph, [111.0, 1052.0, 458.0, 36.0], shoonya_0sRUF18XFT3BEI, 5695852]
[paragraph, [111.0, 1088.0, 458.0, 36.0], shoonya_0sRUF18XFT3BEI, 5695852]
[paragraph, [111.0, 1124.0, 458.0, 36.0], shoonya_0sRUF18XFT3BEI, 5695852]
[paragraph, [111.0, 1160.0, 458.0, 36.0], shoonya_0sRUF18XFT3BEI, 5695852]
[paragraph, [585.0, 1028.0, 460.0, 36.0], shoonya_4s2TOZO98RCJVR, 5695852]
[paragraph, [585.0, 1064.0, 460.0, 36.0], shoonya_4s2TOZO98RCJVR, 5695852]
[paragraph, [585.0, 1100.0, 460.0, 36.0], shoonya_4s2TOZO98RCJVR, 5695852]
[paragraph, [585.0, 1136.0, 460.0, 36.0], shoonya_4s2TOZO98RCJVR, 5695852]
[paragraph, [585.0, 1172.0, 460.0, 36.0], shoonya_4s2TOZO98RCJVR, 5695852]
[paragraph, [585.0, 1208.0, 460.0, 36.0], shoonya_4s2TOZO98RCJVR, 5695852]
[paragraph, [585.0, 1244.0, 460.0, 36.0], shoonya_4s2TOZO98RCJVR, 5695852]
[paragraph, [585.0, 1280.0, 460.0, 36.0], shoonya_4s2TOZO98RCJVR, 5695852]
[paragraph, [585.0, 1316.0, 460.0, 36.0], shoonya_4s2TOZO98RCJVR, 5695852]
[paragraph, [114.0, 1213.0, 455.0, 36.0], shoonya_2sD3RRYW2B5I3N, 5695852]
[paragraph, [114.0, 1249.0, 455.0, 36.0], shoonya_2sD3RRYW2B5I3N, 5695852]
[paragraph, [114.0, 1285.0, 455.0, 36.0], shoonya_2sD3RRYW2B5I3N, 5695852]
[paragraph, [114.0, 1321.0, 455.0, 36.0], shoonya_2sD3RRYW2B5I3N, 5695852]
[paragraph, [113.0, 1362.0, 461.0, 36.0], shoonya_5sYBTTMO2HYLCN, 5695852]
[paragraph, [113.0, 1398.0, 461.0, 36.0], shoonya_5sYBTTMO2HYLCN, 5695852]
[paragraph, [585.0, 1362.0, 460.0, 36.0], shoonya_3s4BS8XKY1QNQY, 5695852]
[paragraph, [585.0, 1398.0, 460.0, 36.0], shoonya_3s4BS8XKY1QNQY, 5695852]
