[1298, 853]
[section-title, [322.0, 69.0, 206.0, 30.0], shoonya_1s8MR9R1DE9K44, 5710158]
[paragraph, [49.0, 117.0, 742.0, 18.0], shoonya_0sHKK5AHK5DN2O, 5710158]
[paragraph, [49.0, 135.0, 742.0, 18.0], shoonya_0sHKK5AHK5DN2O, 5710158]
[paragraph, [49.0, 153.0, 742.0, 18.0], shoonya_0sHKK5AHK5DN2O, 5710158]
[paragraph, [49.0, 171.0, 742.0, 18.0], shoonya_0sHKK5AHK5DN2O, 5710158]
[paragraph, [49.0, 189.0, 742.0, 18.0], shoonya_0sHKK5AHK5DN2O, 5710158]
[paragraph, [49.0, 207.0, 742.0, 18.0], shoonya_0sHKK5AHK5DN2O, 5710158]
[paragraph, [49.0, 225.0, 742.0, 18.0], shoonya_0sHKK5AHK5DN2O, 5710158]
[paragraph, [49.0, 243.0, 742.0, 18.0], shoonya_0sHKK5AHK5DN2O, 5710158]
[paragraph, [49.0, 261.0, 742.0, 18.0], shoonya_0sHKK5AHK5DN2O, 5710158]
[paragraph, [49.0, 279.0, 742.0, 18.0], shoonya_0sHKK5AHK5DN2O, 5710158]
[paragraph, [49.0, 297.0, 742.0, 18.0], shoonya_0sHKK5AHK5DN2O, 5710158]
[paragraph, [49.0, 315.0, 742.0, 18.0], shoonya_0sHKK5AHK5DN2O, 5710158]
[paragraph, [49.0, 333.0, 742.0, 18.0], shoonya_0sHKK5AHK5DN2O, 5710158]
[paragraph, [49.0, 351.0, 742.0, 18.0], shoonya_0sHKK5AHK5DN2O, 5710158]
[paragraph, [49.0, 369.0, 742.0, 18.0], shoonya_0sHKK5AHK5DN2O, 5710158]
[paragraph, [49.0, 387.0, 742.0, 18.0], shoonya_0sHKK5AHK5DN2O, 5710158]
[paragraph, [49.0, 405.0, 742.0, 18.0], shoonya_0sHKK5AHK5DN2O, 5710158]
[paragraph, [49.0, 423.0, 742.0, 18.0], shoonya_0sHKK5AHK5DN2O, 5710158]
[paragraph, [49.0, 441.0, 742.0, 18.0], shoonya_0sHKK5AHK5DN2O, 5710158]
[paragraph, [49.0, 459.0, 742.0, 18.0], shoonya_0sHKK5AHK5DN2O, 5710158]
[paragraph, [49.0, 477.0, 742.0, 18.0], shoonya_0sHKK5AHK5DN2O, 5710158]
[paragraph, [49.0, 495.0, 742.0, 18.0], shoonya_0sHKK5AHK5DN2O, 5710158]
[paragraph, [49.0, 513.0, 742.0, 18.0], shoonya_0sHKK5AHK5DN2O, 5710158]
[paragraph, [49.0, 531.0, 742.0, 18.0], shoonya_0sHKK5AHK5DN2O, 5710158]
[paragraph, [49.0, 549.0, 742.0, 18.0], shoonya_0sHKK5AHK5DN2O, 5710158]
[section-title, [66.0, 612.0, 744.0, 30.0], ZD6LuiKzbh, 5710158]
[section-title, [66.0, 642.0, 744.0, 30.0], ZD6LuiKzbh, 5710158]
[paragraph, [58.0, 686.0, 758.0, 18.0], shoonya_2s88GENQBKSDAJ, 5710158]
[paragraph, [58.0, 704.0, 758.0, 18.0], shoonya_2s88GENQBKSDAJ, 5710158]
[paragraph, [58.0, 722.0, 758.0, 18.0], shoonya_2s88GENQBKSDAJ, 5710158]
[paragraph, [58.0, 740.0, 758.0, 18.0], shoonya_2s88GENQBKSDAJ, 5710158]
[paragraph, [58.0, 758.0, 758.0, 18.0], shoonya_2s88GENQBKSDAJ, 5710158]
[paragraph, [58.0, 776.0, 758.0, 18.0], shoonya_2s88GENQBKSDAJ, 5710158]
[paragraph, [58.0, 794.0, 758.0, 18.0], shoonya_2s88GENQBKSDAJ, 5710158]
[paragraph, [58.0, 812.0, 758.0, 18.0], shoonya_2s88GENQBKSDAJ, 5710158]
[paragraph, [58.0, 830.0, 758.0, 18.0], shoonya_2s88GENQBKSDAJ, 5710158]
[paragraph, [58.0, 848.0, 758.0, 18.0], shoonya_2s88GENQBKSDAJ, 5710158]
[paragraph, [58.0, 866.0, 758.0, 18.0], shoonya_2s88GENQBKSDAJ, 5710158]
[paragraph, [58.0, 884.0, 758.0, 18.0], shoonya_2s88GENQBKSDAJ, 5710158]
[paragraph, [58.0, 902.0, 758.0, 18.0], shoonya_2s88GENQBKSDAJ, 5710158]
[paragraph, [58.0, 920.0, 758.0, 18.0], shoonya_2s88GENQBKSDAJ, 5710158]
[paragraph, [58.0, 938.0, 758.0, 18.0], shoonya_2s88GENQBKSDAJ, 5710158]
[paragraph, [58.0, 956.0, 758.0, 18.0], shoonya_2s88GENQBKSDAJ, 5710158]
[paragraph, [58.0, 974.0, 758.0, 18.0], shoonya_2s88GENQBKSDAJ, 5710158]
[paragraph, [58.0, 992.0, 758.0, 18.0], shoonya_2s88GENQBKSDAJ, 5710158]
[paragraph, [58.0, 1010.0, 758.0, 18.0], shoonya_2s88GENQBKSDAJ, 5710158]
[paragraph, [58.0, 1028.0, 758.0, 18.0], shoonya_2s88GENQBKSDAJ, 5710158]
[paragraph, [58.0, 1046.0, 758.0, 18.0], shoonya_2s88GENQBKSDAJ, 5710158]
[paragraph, [58.0, 1064.0, 758.0, 18.0], shoonya_2s88GENQBKSDAJ, 5710158]
[paragraph, [58.0, 1082.0, 758.0, 18.0], shoonya_2s88GENQBKSDAJ, 5710158]
[paragraph, [58.0, 1100.0, 758.0, 18.0], shoonya_2s88GENQBKSDAJ, 5710158]
[paragraph, [58.0, 1118.0, 758.0, 18.0], shoonya_2s88GENQBKSDAJ, 5710158]
[paragraph, [58.0, 1136.0, 758.0, 18.0], shoonya_2s88GENQBKSDAJ, 5710158]
[paragraph, [58.0, 1154.0, 758.0, 18.0], shoonya_2s88GENQBKSDAJ, 5710158]
