[2339, 1656]
[paragraph, [180.0, 191.0, 1305.0, 36.0], shoonya_2sGPFMZIJHXUTX, 5752550]
[paragraph, [180.0, 227.0, 1305.0, 36.0], shoonya_2sGPFMZIJHXUTX, 5752550]
[paragraph, [180.0, 263.0, 1305.0, 36.0], shoonya_2sGPFMZIJHXUTX, 5752550]
[paragraph, [180.0, 299.0, 1305.0, 36.0], shoonya_2sGPFMZIJHXUTX, 5752550]
[paragraph, [180.0, 335.0, 1305.0, 36.0], shoonya_2sGPFMZIJHXUTX, 5752550]
[paragraph, [180.0, 371.0, 1305.0, 36.0], shoonya_2sGPFMZIJHXUTX, 5752550]
[paragraph, [180.0, 407.0, 1305.0, 36.0], shoonya_2sGPFMZIJHXUTX, 5752550]
[paragraph, [180.0, 443.0, 1305.0, 36.0], shoonya_2sGPFMZIJHXUTX, 5752550]
[paragraph, [180.0, 479.0, 1305.0, 36.0], shoonya_2sGPFMZIJHXUTX, 5752550]
[paragraph, [180.0, 515.0, 1305.0, 36.0], shoonya_2sGPFMZIJHXUTX, 5752550]
[paragraph, [180.0, 551.0, 1305.0, 36.0], shoonya_2sGPFMZIJHXUTX, 5752550]
[paragraph, [180.0, 587.0, 1305.0, 36.0], shoonya_2sGPFMZIJHXUTX, 5752550]
[paragraph, [180.0, 623.0, 1305.0, 36.0], shoonya_2sGPFMZIJHXUTX, 5752550]
[paragraph, [180.0, 659.0, 1305.0, 36.0], shoonya_2sGPFMZIJHXUTX, 5752550]
[paragraph, [175.0, 736.0, 1306.0, 36.0], WET_1tv-E8, 5752550]
[paragraph, [175.0, 772.0, 1306.0, 36.0], WET_1tv-E8, 5752550]
[paragraph, [175.0, 808.0, 1306.0, 36.0], WET_1tv-E8, 5752550]
[paragraph, [175.0, 844.0, 1306.0, 36.0], WET_1tv-E8, 5752550]
[paragraph, [175.0, 880.0, 1306.0, 36.0], WET_1tv-E8, 5752550]
[paragraph, [175.0, 916.0, 1306.0, 36.0], WET_1tv-E8, 5752550]
[paragraph, [175.0, 952.0, 1306.0, 36.0], WET_1tv-E8, 5752550]
[paragraph, [175.0, 988.0, 1306.0, 36.0], WET_1tv-E8, 5752550]
[paragraph, [175.0, 1024.0, 1306.0, 36.0], WET_1tv-E8, 5752550]
[paragraph, [175.0, 1060.0, 1306.0, 36.0], WET_1tv-E8, 5752550]
[paragraph, [175.0, 1096.0, 1306.0, 36.0], WET_1tv-E8, 5752550]
[paragraph, [175.0, 1132.0, 1306.0, 36.0], WET_1tv-E8, 5752550]
[paragraph, [175.0, 1168.0, 1306.0, 36.0], WET_1tv-E8, 5752550]
[paragraph, [175.0, 1204.0, 1306.0, 36.0], WET_1tv-E8, 5752550]
[paragraph, [175.0, 1240.0, 1306.0, 36.0], WET_1tv-E8, 5752550]
[paragraph, [175.0, 1276.0, 1306.0, 36.0], WET_1tv-E8, 5752550]
[paragraph, [175.0, 1312.0, 1306.0, 36.0], WET_1tv-E8, 5752550]
[paragraph, [175.0, 1348.0, 1306.0, 36.0], WET_1tv-E8, 5752550]
[paragraph, [175.0, 1384.0, 1306.0, 36.0], WET_1tv-E8, 5752550]
[paragraph, [175.0, 1420.0, 1306.0, 36.0], WET_1tv-E8, 5752550]
[paragraph, [175.0, 1456.0, 1306.0, 36.0], WET_1tv-E8, 5752550]
[paragraph, [175.0, 1492.0, 1306.0, 36.0], WET_1tv-E8, 5752550]
[paragraph, [175.0, 1528.0, 1306.0, 36.0], WET_1tv-E8, 5752550]
[paragraph, [175.0, 1564.0, 1306.0, 36.0], WET_1tv-E8, 5752550]
[paragraph, [175.0, 1600.0, 1306.0, 36.0], WET_1tv-E8, 5752550]
[paragraph, [175.0, 1636.0, 1306.0, 36.0], WET_1tv-E8, 5752550]
[paragraph, [175.0, 1672.0, 1306.0, 36.0], WET_1tv-E8, 5752550]
[paragraph, [175.0, 1708.0, 1306.0, 36.0], WET_1tv-E8, 5752550]
[paragraph, [175.0, 1744.0, 1306.0, 36.0], WET_1tv-E8, 5752550]
[paragraph, [175.0, 1780.0, 1306.0, 36.0], WET_1tv-E8, 5752550]
[paragraph, [175.0, 1816.0, 1306.0, 36.0], WET_1tv-E8, 5752550]
[paragraph, [175.0, 1852.0, 1306.0, 36.0], WET_1tv-E8, 5752550]
[paragraph, [180.0, 1908.0, 1293.0, 36.0], i8yWPIAzCG, 5752550]
[paragraph, [180.0, 1944.0, 1293.0, 36.0], i8yWPIAzCG, 5752550]
[paragraph, [180.0, 1980.0, 1293.0, 36.0], i8yWPIAzCG, 5752550]
[paragraph, [180.0, 2016.0, 1293.0, 36.0], i8yWPIAzCG, 5752550]
[paragraph, [180.0, 2052.0, 1293.0, 36.0], i8yWPIAzCG, 5752550]
[paragraph, [180.0, 2088.0, 1293.0, 36.0], i8yWPIAzCG, 5752550]
[folio, [291.0, 2144.0, 482.0, 36.0], g4EEccoWTs, 5752550]
