[1755, 1240]
[placeholder-text, [665.0, 170.0, 458.0, 18.0], shoonya_1s9VDHYY9MOBIR, 5773329]
[placeholder-text, [665.0, 188.0, 458.0, 18.0], shoonya_1s9VDHYY9MOBIR, 5773329]
[placeholder-text, [665.0, 206.0, 458.0, 18.0], shoonya_1s9VDHYY9MOBIR, 5773329]
[placeholder-text, [95.0, 213.0, 507.0, 18.0], shoonya_3s8YBPVF5B46SP, 5773329]
[placeholder-text, [95.0, 231.0, 507.0, 18.0], shoonya_3s8YBPVF5B46SP, 5773329]
[placeholder-text, [677.0, 233.0, 454.0, 18.0], shoonya_0sJRPD7VHAZ8EW, 5773329]
[placeholder-text, [677.0, 251.0, 454.0, 18.0], shoonya_0sJRPD7VHAZ8EW, 5773329]
[placeholder-text, [677.0, 269.0, 454.0, 18.0], shoonya_0sJRPD7VHAZ8EW, 5773329]
[placeholder-text, [130.0, 254.0, 464.0, 18.0], shoonya_4sC5ATL65YCHB9, 5773329]
[placeholder-text, [96.0, 281.0, 498.0, 18.0], UXGFhS986m, 5773329]
[placeholder-text, [669.0, 304.0, 466.0, 18.0], l57EO_B-Lk, 5773329]
[placeholder-text, [669.0, 322.0, 466.0, 18.0], l57EO_B-Lk, 5773329]
[placeholder-text, [669.0, 340.0, 466.0, 18.0], l57EO_B-Lk, 5773329]
[placeholder-text, [107.0, 310.0, 483.0, 18.0], tG7uXChfZH, 5773329]
[placeholder-text, [107.0, 328.0, 483.0, 18.0], tG7uXChfZH, 5773329]
[placeholder-text, [660.0, 371.0, 330.0, 18.0], VmE4x6Iojm, 5773329]
[placeholder-text, [660.0, 389.0, 330.0, 18.0], VmE4x6Iojm, 5773329]
[folio, [541.0, 419.0, 160.0, 36.0], shoonya_18s64QHP9Y9WNK, 5773329]
[folio, [541.0, 455.0, 160.0, 36.0], shoonya_18s64QHP9Y9WNK, 5773329]
[sidebar, [877.0, 422.0, 247.0, 36.0], wNqv35B72v, 5773329]
[sidebar, [707.0, 496.0, 419.0, 36.0], F8TdhbP55D, 5773329]
[sidebar, [104.0, 501.0, 425.0, 36.0], shoonya_24sJ0E63CBS4M0, 5773329]
[ordered-list, [613.0, 568.0, 517.0, 36.0], shoonya_16sJEB5M9H8C4M, 5773329]
[ordered-list, [613.0, 604.0, 517.0, 36.0], shoonya_16sJEB5M9H8C4M, 5773329]
[ordered-list, [613.0, 640.0, 517.0, 36.0], shoonya_16sJEB5M9H8C4M, 5773329]
[ordered-list, [613.0, 676.0, 517.0, 36.0], shoonya_16sJEB5M9H8C4M, 5773329]
[ordered-list, [613.0, 712.0, 517.0, 36.0], shoonya_16sJEB5M9H8C4M, 5773329]
[ordered-list, [613.0, 748.0, 517.0, 36.0], shoonya_16sJEB5M9H8C4M, 5773329]
[ordered-list, [613.0, 784.0, 517.0, 36.0], shoonya_16sJEB5M9H8C4M, 5773329]
[ordered-list, [613.0, 820.0, 517.0, 36.0], shoonya_16sJEB5M9H8C4M, 5773329]
[ordered-list, [613.0, 856.0, 517.0, 36.0], shoonya_16sJEB5M9H8C4M, 5773329]
[ordered-list, [613.0, 892.0, 517.0, 36.0], shoonya_16sJEB5M9H8C4M, 5773329]
[ordered-list, [613.0, 928.0, 517.0, 36.0], shoonya_16sJEB5M9H8C4M, 5773329]
[ordered-list, [613.0, 964.0, 517.0, 36.0], shoonya_16sJEB5M9H8C4M, 5773329]
[ordered-list, [613.0, 1000.0, 517.0, 36.0], shoonya_16sJEB5M9H8C4M, 5773329]
[ordered-list, [613.0, 1036.0, 517.0, 36.0], shoonya_16sJEB5M9H8C4M, 5773329]
[ordered-list, [613.0, 1072.0, 517.0, 36.0], shoonya_16sJEB5M9H8C4M, 5773329]
[ordered-list, [613.0, 1108.0, 517.0, 36.0], shoonya_16sJEB5M9H8C4M, 5773329]
[ordered-list, [613.0, 1144.0, 517.0, 36.0], shoonya_16sJEB5M9H8C4M, 5773329]
[ordered-list, [613.0, 1180.0, 517.0, 36.0], shoonya_16sJEB5M9H8C4M, 5773329]
[ordered-list, [613.0, 1216.0, 517.0, 36.0], shoonya_16sJEB5M9H8C4M, 5773329]
[ordered-list, [613.0, 1252.0, 517.0, 36.0], shoonya_16sJEB5M9H8C4M, 5773329]
[ordered-list, [613.0, 1288.0, 517.0, 36.0], shoonya_16sJEB5M9H8C4M, 5773329]
[ordered-list, [613.0, 1324.0, 517.0, 36.0], shoonya_16sJEB5M9H8C4M, 5773329]
[ordered-list, [613.0, 1360.0, 517.0, 36.0], shoonya_16sJEB5M9H8C4M, 5773329]
[ordered-list, [613.0, 1396.0, 517.0, 36.0], shoonya_16sJEB5M9H8C4M, 5773329]
[ordered-list, [613.0, 1432.0, 517.0, 36.0], shoonya_16sJEB5M9H8C4M, 5773329]
[ordered-list, [613.0, 1468.0, 517.0, 36.0], shoonya_16sJEB5M9H8C4M, 5773329]
[ordered-list, [613.0, 1504.0, 517.0, 36.0], shoonya_16sJEB5M9H8C4M, 5773329]
[ordered-list, [92.0, 573.0, 532.0, 36.0], shoonya_5sXYISWYDB43EA, 5773329]
[ordered-list, [92.0, 609.0, 532.0, 36.0], shoonya_5sXYISWYDB43EA, 5773329]
[ordered-list, [92.0, 645.0, 532.0, 36.0], shoonya_5sXYISWYDB43EA, 5773329]
[ordered-list, [92.0, 681.0, 532.0, 36.0], shoonya_5sXYISWYDB43EA, 5773329]
[ordered-list, [92.0, 717.0, 532.0, 36.0], shoonya_5sXYISWYDB43EA, 5773329]
[ordered-list, [92.0, 753.0, 532.0, 36.0], shoonya_5sXYISWYDB43EA, 5773329]
[ordered-list, [92.0, 789.0, 532.0, 36.0], shoonya_5sXYISWYDB43EA, 5773329]
[ordered-list, [92.0, 825.0, 532.0, 36.0], shoonya_5sXYISWYDB43EA, 5773329]
[ordered-list, [92.0, 861.0, 532.0, 36.0], shoonya_5sXYISWYDB43EA, 5773329]
[ordered-list, [92.0, 897.0, 532.0, 36.0], shoonya_5sXYISWYDB43EA, 5773329]
[ordered-list, [92.0, 933.0, 532.0, 36.0], shoonya_5sXYISWYDB43EA, 5773329]
[ordered-list, [92.0, 969.0, 532.0, 36.0], shoonya_5sXYISWYDB43EA, 5773329]
[ordered-list, [92.0, 1005.0, 532.0, 36.0], shoonya_5sXYISWYDB43EA, 5773329]
[ordered-list, [92.0, 1041.0, 532.0, 36.0], shoonya_5sXYISWYDB43EA, 5773329]
[ordered-list, [92.0, 1077.0, 532.0, 36.0], shoonya_5sXYISWYDB43EA, 5773329]
[ordered-list, [92.0, 1113.0, 532.0, 36.0], shoonya_5sXYISWYDB43EA, 5773329]
[ordered-list, [92.0, 1149.0, 532.0, 36.0], shoonya_5sXYISWYDB43EA, 5773329]
[ordered-list, [92.0, 1185.0, 532.0, 36.0], shoonya_5sXYISWYDB43EA, 5773329]
[ordered-list, [92.0, 1221.0, 532.0, 36.0], shoonya_5sXYISWYDB43EA, 5773329]
[ordered-list, [92.0, 1257.0, 532.0, 36.0], shoonya_5sXYISWYDB43EA, 5773329]
[ordered-list, [92.0, 1293.0, 532.0, 36.0], shoonya_5sXYISWYDB43EA, 5773329]
[ordered-list, [92.0, 1329.0, 532.0, 36.0], shoonya_5sXYISWYDB43EA, 5773329]
[ordered-list, [92.0, 1365.0, 532.0, 36.0], shoonya_5sXYISWYDB43EA, 5773329]
[ordered-list, [92.0, 1401.0, 532.0, 36.0], shoonya_5sXYISWYDB43EA, 5773329]
[ordered-list, [92.0, 1437.0, 532.0, 36.0], shoonya_5sXYISWYDB43EA, 5773329]
[ordered-list, [92.0, 1473.0, 532.0, 36.0], shoonya_5sXYISWYDB43EA, 5773329]
[ordered-list, [92.0, 1509.0, 532.0, 36.0], shoonya_5sXYISWYDB43EA, 5773329]
[sub-ordered-list, [639.0, 693.0, 479.0, 36.0], shoonya_11s0A2KWP18MRF, 5773329]
[sub-ordered-list, [639.0, 729.0, 479.0, 36.0], shoonya_11s0A2KWP18MRF, 5773329]
[sub-ordered-list, [639.0, 765.0, 479.0, 36.0], shoonya_11s0A2KWP18MRF, 5773329]
[sub-ordered-list, [639.0, 801.0, 479.0, 36.0], shoonya_11s0A2KWP18MRF, 5773329]
[sub-ordered-list, [639.0, 837.0, 479.0, 36.0], shoonya_11s0A2KWP18MRF, 5773329]
[sub-ordered-list, [639.0, 873.0, 479.0, 36.0], shoonya_11s0A2KWP18MRF, 5773329]
[sub-ordered-list, [639.0, 909.0, 479.0, 36.0], shoonya_11s0A2KWP18MRF, 5773329]
[sub-ordered-list, [639.0, 945.0, 479.0, 36.0], shoonya_11s0A2KWP18MRF, 5773329]
[sub-ordered-list, [639.0, 981.0, 479.0, 36.0], shoonya_11s0A2KWP18MRF, 5773329]
[sub-ordered-list, [146.0, 703.0, 474.0, 36.0], shoonya_10sMPJDAZ7QF7J, 5773329]
[sub-ordered-list, [146.0, 739.0, 474.0, 36.0], shoonya_10sMPJDAZ7QF7J, 5773329]
[sub-ordered-list, [146.0, 775.0, 474.0, 36.0], shoonya_10sMPJDAZ7QF7J, 5773329]
[sub-ordered-list, [146.0, 811.0, 474.0, 36.0], shoonya_10sMPJDAZ7QF7J, 5773329]
[sub-ordered-list, [146.0, 847.0, 474.0, 36.0], shoonya_10sMPJDAZ7QF7J, 5773329]
[sub-ordered-list, [146.0, 883.0, 474.0, 36.0], shoonya_10sMPJDAZ7QF7J, 5773329]
[sub-ordered-list, [146.0, 919.0, 474.0, 36.0], shoonya_10sMPJDAZ7QF7J, 5773329]
[sub-ordered-list, [146.0, 955.0, 474.0, 36.0], shoonya_10sMPJDAZ7QF7J, 5773329]
[sub-ordered-list, [146.0, 991.0, 474.0, 36.0], shoonya_10sMPJDAZ7QF7J, 5773329]
[folio, [1025.0, 1541.0, 96.0, 36.0], shoonya_13sD4CST44R5I8, 5773329]
[folio, [102.0, 1548.0, 138.0, 36.0], shoonya_25sFG92ID1X2BP, 5773329]
