[842, 595]
[section-title, [93.0, 92.0, 96.0, 30.0], 7ZjoVXK_1h, 5742742]
[paragraph, [240.0, 94.0, 301.0, 18.0], shoonya_2sEFGDEJUQPSSY, 5742742]
[paragraph, [240.0, 112.0, 301.0, 18.0], shoonya_2sEFGDEJUQPSSY, 5742742]
[paragraph, [240.0, 130.0, 301.0, 18.0], shoonya_2sEFGDEJUQPSSY, 5742742]
[paragraph, [240.0, 148.0, 301.0, 18.0], shoonya_2sEFGDEJUQPSSY, 5742742]
[paragraph, [240.0, 166.0, 301.0, 18.0], shoonya_2sEFGDEJUQPSSY, 5742742]
[paragraph, [240.0, 184.0, 301.0, 18.0], shoonya_2sEFGDEJUQPSSY, 5742742]
[paragraph, [240.0, 202.0, 301.0, 18.0], shoonya_2sEFGDEJUQPSSY, 5742742]
[paragraph, [240.0, 220.0, 301.0, 18.0], shoonya_2sEFGDEJUQPSSY, 5742742]
[section-title, [59.0, 131.0, 174.0, 30.0], 5IGLxxYyvA, 5742742]
[author, [106.0, 175.0, 80.0, 18.0], HcwoCYW56G, 5742742]
[contact-info, [95.0, 203.0, 96.0, 18.0], u9ILF0S1A8, 5742742]
[contact-info, [95.0, 221.0, 96.0, 18.0], u9ILF0S1A8, 5742742]
[paragraph, [240.0, 249.0, 303.0, 18.0], shoonya_1s1U0ZEFAKNLHG, 5742742]
[paragraph, [240.0, 267.0, 303.0, 18.0], shoonya_1s1U0ZEFAKNLHG, 5742742]
[paragraph, [240.0, 285.0, 303.0, 18.0], shoonya_1s1U0ZEFAKNLHG, 5742742]
[paragraph, [240.0, 303.0, 303.0, 18.0], shoonya_1s1U0ZEFAKNLHG, 5742742]
[paragraph, [240.0, 321.0, 303.0, 18.0], shoonya_1s1U0ZEFAKNLHG, 5742742]
[paragraph, [240.0, 339.0, 303.0, 18.0], shoonya_1s1U0ZEFAKNLHG, 5742742]
[paragraph, [240.0, 373.0, 302.0, 18.0], shoonya_0sZ6132JWL0HID, 5742742]
[paragraph, [240.0, 391.0, 302.0, 18.0], shoonya_0sZ6132JWL0HID, 5742742]
[paragraph, [240.0, 409.0, 302.0, 18.0], shoonya_0sZ6132JWL0HID, 5742742]
[paragraph, [240.0, 427.0, 302.0, 18.0], shoonya_0sZ6132JWL0HID, 5742742]
[paragraph, [240.0, 445.0, 302.0, 18.0], shoonya_0sZ6132JWL0HID, 5742742]
[paragraph, [240.0, 463.0, 302.0, 18.0], shoonya_0sZ6132JWL0HID, 5742742]
[paragraph, [240.0, 481.0, 302.0, 18.0], shoonya_0sZ6132JWL0HID, 5742742]
[paragraph, [240.0, 499.0, 302.0, 18.0], shoonya_0sZ6132JWL0HID, 5742742]
[paragraph, [240.0, 517.0, 302.0, 18.0], shoonya_0sZ6132JWL0HID, 5742742]
[paragraph, [240.0, 535.0, 302.0, 18.0], shoonya_0sZ6132JWL0HID, 5742742]
[paragraph, [240.0, 553.0, 302.0, 18.0], shoonya_0sZ6132JWL0HID, 5742742]
[paragraph, [240.0, 571.0, 302.0, 18.0], shoonya_0sZ6132JWL0HID, 5742742]
[paragraph, [240.0, 589.0, 302.0, 18.0], shoonya_0sZ6132JWL0HID, 5742742]
[paragraph, [240.0, 612.0, 303.0, 18.0], shoonya_3sYXV3R5HVSMQB, 5742742]
[paragraph, [240.0, 630.0, 303.0, 18.0], shoonya_3sYXV3R5HVSMQB, 5742742]
[paragraph, [240.0, 648.0, 303.0, 18.0], shoonya_3sYXV3R5HVSMQB, 5742742]
[paragraph, [240.0, 666.0, 303.0, 18.0], shoonya_3sYXV3R5HVSMQB, 5742742]
[paragraph, [240.0, 697.0, 305.0, 18.0], shoonya_4sMTGK8F1K7Q2M, 5742742]
[paragraph, [240.0, 715.0, 305.0, 18.0], shoonya_4sMTGK8F1K7Q2M, 5742742]
[author, [472.0, 742.0, 65.0, 18.0], shoonya_7sKJ9RMJRV2LOC, 5742742]
