[1425, 1088]
[chapter-title, [158.0, 122.0, 791.0, 30.0], Uk2dfK52SH, 5759576]
[chapter-title, [158.0, 152.0, 791.0, 30.0], Uk2dfK52SH, 5759576]
[chapter-title, [158.0, 182.0, 791.0, 30.0], Uk2dfK52SH, 5759576]
[paragraph, [136.0, 277.0, 859.0, 18.0], shoonya_3sESL90W75TJBA, 5759576]
[paragraph, [136.0, 295.0, 859.0, 18.0], shoonya_3sESL90W75TJBA, 5759576]
[paragraph, [136.0, 313.0, 859.0, 18.0], shoonya_3sESL90W75TJBA, 5759576]
[paragraph, [136.0, 331.0, 859.0, 18.0], shoonya_3sESL90W75TJBA, 5759576]
[paragraph, [136.0, 349.0, 859.0, 18.0], shoonya_3sESL90W75TJBA, 5759576]
[paragraph, [136.0, 367.0, 859.0, 18.0], shoonya_3sESL90W75TJBA, 5759576]
[paragraph, [136.0, 385.0, 859.0, 18.0], shoonya_3sESL90W75TJBA, 5759576]
[paragraph, [136.0, 403.0, 859.0, 18.0], shoonya_3sESL90W75TJBA, 5759576]
[paragraph, [136.0, 421.0, 859.0, 18.0], shoonya_3sESL90W75TJBA, 5759576]
[paragraph, [136.0, 439.0, 859.0, 18.0], shoonya_3sESL90W75TJBA, 5759576]
[paragraph, [136.0, 457.0, 859.0, 18.0], shoonya_3sESL90W75TJBA, 5759576]
[paragraph, [136.0, 475.0, 859.0, 18.0], shoonya_3sESL90W75TJBA, 5759576]
[paragraph, [137.0, 509.0, 848.0, 18.0], shoonya_4sAMJV2H44EZAW, 5759576]
[paragraph, [137.0, 527.0, 848.0, 18.0], shoonya_4sAMJV2H44EZAW, 5759576]
[paragraph, [137.0, 545.0, 848.0, 18.0], shoonya_4sAMJV2H44EZAW, 5759576]
[paragraph, [147.0, 601.0, 824.0, 18.0], shoonya_7sEV8YAOA6LQH5, 5759576]
[paragraph, [147.0, 619.0, 824.0, 18.0], shoonya_7sEV8YAOA6LQH5, 5759576]
[paragraph, [147.0, 637.0, 824.0, 18.0], shoonya_7sEV8YAOA6LQH5, 5759576]
[paragraph, [147.0, 655.0, 824.0, 18.0], shoonya_7sEV8YAOA6LQH5, 5759576]
[paragraph, [147.0, 673.0, 824.0, 18.0], shoonya_7sEV8YAOA6LQH5, 5759576]
[section-title, [223.0, 734.0, 429.0, 30.0], v8wTfflM9v, 5759576]
[paragraph, [136.0, 808.0, 848.0, 18.0], shoonya_5sY2HBKJAFYQ4S, 5759576]
[paragraph, [136.0, 826.0, 848.0, 18.0], shoonya_5sY2HBKJAFYQ4S, 5759576]
[paragraph, [136.0, 844.0, 848.0, 18.0], shoonya_5sY2HBKJAFYQ4S, 5759576]
[paragraph, [136.0, 862.0, 848.0, 18.0], shoonya_5sY2HBKJAFYQ4S, 5759576]
[paragraph, [136.0, 880.0, 848.0, 18.0], shoonya_5sY2HBKJAFYQ4S, 5759576]
[paragraph, [136.0, 898.0, 848.0, 18.0], shoonya_5sY2HBKJAFYQ4S, 5759576]
[paragraph, [136.0, 916.0, 848.0, 18.0], shoonya_5sY2HBKJAFYQ4S, 5759576]
[paragraph, [136.0, 934.0, 848.0, 18.0], shoonya_5sY2HBKJAFYQ4S, 5759576]
[paragraph, [136.0, 952.0, 848.0, 18.0], shoonya_5sY2HBKJAFYQ4S, 5759576]
[paragraph, [136.0, 970.0, 848.0, 18.0], shoonya_5sY2HBKJAFYQ4S, 5759576]
[paragraph, [130.0, 1004.0, 852.0, 18.0], nZtx5dtdsm, 5759576]
[paragraph, [130.0, 1022.0, 852.0, 18.0], nZtx5dtdsm, 5759576]
[paragraph, [130.0, 1040.0, 852.0, 18.0], nZtx5dtdsm, 5759576]
[paragraph, [130.0, 1058.0, 852.0, 18.0], nZtx5dtdsm, 5759576]
[section-title, [134.0, 1087.0, 592.0, 30.0], 5d8u3Htt0A, 5759576]
[ordered-list, [131.0, 1132.0, 823.0, 18.0], shoonya_8sWDVYSV67QNMG, 5759576]
[ordered-list, [131.0, 1150.0, 823.0, 18.0], shoonya_8sWDVYSV67QNMG, 5759576]
[ordered-list, [131.0, 1168.0, 823.0, 18.0], shoonya_8sWDVYSV67QNMG, 5759576]
[ordered-list, [131.0, 1186.0, 823.0, 18.0], shoonya_8sWDVYSV67QNMG, 5759576]
[ordered-list, [131.0, 1204.0, 823.0, 18.0], shoonya_8sWDVYSV67QNMG, 5759576]
[ordered-list, [131.0, 1222.0, 823.0, 18.0], shoonya_8sWDVYSV67QNMG, 5759576]
[ordered-list, [131.0, 1240.0, 823.0, 18.0], shoonya_8sWDVYSV67QNMG, 5759576]
[ordered-list, [131.0, 1258.0, 823.0, 18.0], shoonya_8sWDVYSV67QNMG, 5759576]
[ordered-list, [131.0, 1276.0, 823.0, 18.0], shoonya_8sWDVYSV67QNMG, 5759576]
[footnote, [803.0, 1348.0, 178.0, 18.0], shoonya_1sM9IEU9VKNZOK, 5759576]
