[1298, 853]
[section-title, [370.0, 68.0, 118.0, 30.0], shoonya_2sV5WBCMZVKFNV, 5709632]
[paragraph, [68.0, 119.0, 719.0, 18.0], shoonya_0sPBQLXLS3NP4M, 5709632]
[paragraph, [68.0, 137.0, 719.0, 18.0], shoonya_0sPBQLXLS3NP4M, 5709632]
[paragraph, [68.0, 155.0, 719.0, 18.0], shoonya_0sPBQLXLS3NP4M, 5709632]
[paragraph, [68.0, 173.0, 719.0, 18.0], shoonya_0sPBQLXLS3NP4M, 5709632]
[paragraph, [68.0, 191.0, 719.0, 18.0], shoonya_0sPBQLXLS3NP4M, 5709632]
[paragraph, [68.0, 209.0, 719.0, 18.0], shoonya_0sPBQLXLS3NP4M, 5709632]
[paragraph, [68.0, 227.0, 719.0, 18.0], shoonya_0sPBQLXLS3NP4M, 5709632]
[paragraph, [68.0, 245.0, 719.0, 18.0], shoonya_0sPBQLXLS3NP4M, 5709632]
[paragraph, [68.0, 263.0, 719.0, 18.0], shoonya_0sPBQLXLS3NP4M, 5709632]
[paragraph, [68.0, 281.0, 719.0, 18.0], shoonya_0sPBQLXLS3NP4M, 5709632]
[paragraph, [68.0, 299.0, 719.0, 18.0], shoonya_0sPBQLXLS3NP4M, 5709632]
[paragraph, [68.0, 317.0, 719.0, 18.0], shoonya_0sPBQLXLS3NP4M, 5709632]
[paragraph, [68.0, 335.0, 719.0, 18.0], shoonya_0sPBQLXLS3NP4M, 5709632]
[paragraph, [68.0, 353.0, 719.0, 18.0], shoonya_0sPBQLXLS3NP4M, 5709632]
[paragraph, [68.0, 371.0, 719.0, 18.0], shoonya_0sPBQLXLS3NP4M, 5709632]
[paragraph, [68.0, 389.0, 719.0, 18.0], shoonya_0sPBQLXLS3NP4M, 5709632]
[paragraph, [68.0, 407.0, 719.0, 18.0], shoonya_0sPBQLXLS3NP4M, 5709632]
[paragraph, [68.0, 425.0, 719.0, 18.0], shoonya_0sPBQLXLS3NP4M, 5709632]
[paragraph, [68.0, 443.0, 719.0, 18.0], shoonya_0sPBQLXLS3NP4M, 5709632]
[paragraph, [68.0, 461.0, 719.0, 18.0], shoonya_0sPBQLXLS3NP4M, 5709632]
[paragraph, [59.0, 492.0, 730.0, 18.0], UwuWgxo4Vv, 5709632]
[paragraph, [59.0, 510.0, 730.0, 18.0], UwuWgxo4Vv, 5709632]
[paragraph, [59.0, 528.0, 730.0, 18.0], UwuWgxo4Vv, 5709632]
[paragraph, [59.0, 546.0, 730.0, 18.0], UwuWgxo4Vv, 5709632]
[paragraph, [59.0, 564.0, 730.0, 18.0], UwuWgxo4Vv, 5709632]
[paragraph, [59.0, 582.0, 730.0, 18.0], UwuWgxo4Vv, 5709632]
[paragraph, [68.0, 615.0, 717.0, 18.0], shoonya_1s78A209BUOUMF, 5709632]
[paragraph, [68.0, 633.0, 717.0, 18.0], shoonya_1s78A209BUOUMF, 5709632]
[paragraph, [68.0, 651.0, 717.0, 18.0], shoonya_1s78A209BUOUMF, 5709632]
[paragraph, [68.0, 669.0, 717.0, 18.0], shoonya_1s78A209BUOUMF, 5709632]
[paragraph, [68.0, 687.0, 717.0, 18.0], shoonya_1s78A209BUOUMF, 5709632]
[paragraph, [68.0, 705.0, 717.0, 18.0], shoonya_1s78A209BUOUMF, 5709632]
[paragraph, [68.0, 723.0, 717.0, 18.0], shoonya_1s78A209BUOUMF, 5709632]
[paragraph, [68.0, 741.0, 717.0, 18.0], shoonya_1s78A209BUOUMF, 5709632]
[paragraph, [68.0, 759.0, 717.0, 18.0], shoonya_1s78A209BUOUMF, 5709632]
[paragraph, [68.0, 777.0, 717.0, 18.0], shoonya_1s78A209BUOUMF, 5709632]
[paragraph, [68.0, 795.0, 717.0, 18.0], shoonya_1s78A209BUOUMF, 5709632]
[paragraph, [68.0, 813.0, 717.0, 18.0], shoonya_1s78A209BUOUMF, 5709632]
[paragraph, [68.0, 831.0, 717.0, 18.0], shoonya_1s78A209BUOUMF, 5709632]
[paragraph, [68.0, 849.0, 717.0, 18.0], shoonya_1s78A209BUOUMF, 5709632]
[paragraph, [68.0, 867.0, 717.0, 18.0], shoonya_1s78A209BUOUMF, 5709632]
[paragraph, [68.0, 885.0, 717.0, 18.0], shoonya_1s78A209BUOUMF, 5709632]
[paragraph, [68.0, 903.0, 717.0, 18.0], shoonya_1s78A209BUOUMF, 5709632]
[paragraph, [68.0, 921.0, 717.0, 18.0], shoonya_1s78A209BUOUMF, 5709632]
[paragraph, [62.0, 942.0, 725.0, 18.0], _5AIdf4pg7, 5709632]
[paragraph, [62.0, 960.0, 725.0, 18.0], _5AIdf4pg7, 5709632]
[paragraph, [62.0, 978.0, 725.0, 18.0], _5AIdf4pg7, 5709632]
[paragraph, [62.0, 996.0, 725.0, 18.0], _5AIdf4pg7, 5709632]
[paragraph, [62.0, 1014.0, 725.0, 18.0], _5AIdf4pg7, 5709632]
[paragraph, [62.0, 1032.0, 725.0, 18.0], _5AIdf4pg7, 5709632]
[paragraph, [62.0, 1050.0, 725.0, 18.0], _5AIdf4pg7, 5709632]
[paragraph, [62.0, 1068.0, 725.0, 18.0], _5AIdf4pg7, 5709632]
[paragraph, [62.0, 1086.0, 725.0, 18.0], _5AIdf4pg7, 5709632]
[paragraph, [62.0, 1104.0, 725.0, 18.0], _5AIdf4pg7, 5709632]
[paragraph, [62.0, 1122.0, 725.0, 18.0], _5AIdf4pg7, 5709632]
[paragraph, [62.0, 1140.0, 725.0, 18.0], _5AIdf4pg7, 5709632]
[paragraph, [62.0, 1158.0, 725.0, 18.0], _5AIdf4pg7, 5709632]
[paragraph, [62.0, 1176.0, 725.0, 18.0], _5AIdf4pg7, 5709632]
[paragraph, [62.0, 1194.0, 725.0, 18.0], _5AIdf4pg7, 5709632]
[paragraph, [62.0, 1212.0, 725.0, 18.0], _5AIdf4pg7, 5709632]
