[998, 696]
[folio, [60.0, 43.0, 150.0, 18.0], HGC6_knvg_, 5773923]
[folio, [60.0, 61.0, 150.0, 18.0], HGC6_knvg_, 5773923]
[author, [427.0, 47.0, 212.0, 18.0], pMss9mpMhx, 5773923]
[author, [427.0, 65.0, 212.0, 18.0], pMss9mpMhx, 5773923]
[paragraph, [61.0, 83.0, 583.0, 18.0], shoonya_0sH1EQZOFXXJT3, 5773923]
[paragraph, [61.0, 101.0, 583.0, 18.0], shoonya_0sH1EQZOFXXJT3, 5773923]
[paragraph, [61.0, 119.0, 583.0, 18.0], shoonya_0sH1EQZOFXXJT3, 5773923]
[paragraph, [61.0, 137.0, 583.0, 18.0], shoonya_0sH1EQZOFXXJT3, 5773923]
[paragraph, [61.0, 155.0, 583.0, 18.0], shoonya_0sH1EQZOFXXJT3, 5773923]
[paragraph, [61.0, 173.0, 583.0, 18.0], shoonya_0sH1EQZOFXXJT3, 5773923]
[paragraph, [61.0, 191.0, 583.0, 18.0], shoonya_0sH1EQZOFXXJT3, 5773923]
[paragraph, [62.0, 213.0, 590.0, 18.0], mhpnB2NW43, 5773923]
[paragraph, [62.0, 231.0, 590.0, 18.0], mhpnB2NW43, 5773923]
[paragraph, [62.0, 249.0, 590.0, 18.0], mhpnB2NW43, 5773923]
[paragraph, [62.0, 267.0, 590.0, 18.0], mhpnB2NW43, 5773923]
[paragraph, [62.0, 285.0, 590.0, 18.0], mhpnB2NW43, 5773923]
[paragraph, [62.0, 303.0, 590.0, 18.0], mhpnB2NW43, 5773923]
[paragraph, [62.0, 321.0, 590.0, 18.0], mhpnB2NW43, 5773923]
[paragraph, [62.0, 339.0, 590.0, 18.0], mhpnB2NW43, 5773923]
[paragraph, [62.0, 357.0, 590.0, 18.0], mhpnB2NW43, 5773923]
[section-title, [193.0, 395.0, 341.0, 30.0], UWPHzNBSH-, 5773923]
[paragraph, [72.0, 429.0, 601.0, 18.0], 7WA6R3StOx, 5773923]
[paragraph, [72.0, 447.0, 601.0, 18.0], 7WA6R3StOx, 5773923]
[paragraph, [72.0, 465.0, 601.0, 18.0], 7WA6R3StOx, 5773923]
[paragraph, [72.0, 483.0, 601.0, 18.0], 7WA6R3StOx, 5773923]
[paragraph, [72.0, 501.0, 601.0, 18.0], 7WA6R3StOx, 5773923]
[paragraph, [72.0, 519.0, 601.0, 18.0], 7WA6R3StOx, 5773923]
[paragraph, [72.0, 537.0, 601.0, 18.0], 7WA6R3StOx, 5773923]
[paragraph, [72.0, 555.0, 601.0, 18.0], 7WA6R3StOx, 5773923]
[paragraph, [72.0, 573.0, 601.0, 18.0], 7WA6R3StOx, 5773923]
[paragraph, [72.0, 591.0, 601.0, 18.0], 7WA6R3StOx, 5773923]
[paragraph, [72.0, 609.0, 601.0, 18.0], 7WA6R3StOx, 5773923]
[paragraph, [72.0, 627.0, 601.0, 18.0], 7WA6R3StOx, 5773923]
[paragraph, [72.0, 645.0, 601.0, 18.0], 7WA6R3StOx, 5773923]
[paragraph, [72.0, 663.0, 601.0, 18.0], 7WA6R3StOx, 5773923]
[paragraph, [72.0, 681.0, 601.0, 18.0], 7WA6R3StOx, 5773923]
[paragraph, [72.0, 699.0, 601.0, 18.0], 7WA6R3StOx, 5773923]
[paragraph, [72.0, 717.0, 601.0, 18.0], 7WA6R3StOx, 5773923]
[paragraph, [72.0, 735.0, 601.0, 18.0], 7WA6R3StOx, 5773923]
[paragraph, [72.0, 753.0, 601.0, 18.0], 7WA6R3StOx, 5773923]
[paragraph, [72.0, 771.0, 601.0, 18.0], 7WA6R3StOx, 5773923]
[paragraph, [72.0, 789.0, 601.0, 18.0], 7WA6R3StOx, 5773923]
[paragraph, [72.0, 807.0, 601.0, 18.0], 7WA6R3StOx, 5773923]
[paragraph, [72.0, 825.0, 601.0, 18.0], 7WA6R3StOx, 5773923]
[paragraph, [72.0, 843.0, 601.0, 18.0], 7WA6R3StOx, 5773923]
[paragraph, [72.0, 861.0, 601.0, 18.0], 7WA6R3StOx, 5773923]
[paragraph, [72.0, 879.0, 601.0, 18.0], 7WA6R3StOx, 5773923]
[paragraph, [72.0, 897.0, 601.0, 18.0], 7WA6R3StOx, 5773923]
[paragraph, [72.0, 915.0, 601.0, 18.0], 7WA6R3StOx, 5773923]
[paragraph, [72.0, 933.0, 601.0, 18.0], 7WA6R3StOx, 5773923]
