[2230, 1704]
[paragraph, [104.0, 146.0, 783.0, 36.0], shoonya_3sYH1T7Y3OKDNA, 5654771]
[paragraph, [104.0, 182.0, 783.0, 36.0], shoonya_3sYH1T7Y3OKDNA, 5654771]
[paragraph, [104.0, 218.0, 783.0, 36.0], shoonya_3sYH1T7Y3OKDNA, 5654771]
[paragraph, [104.0, 254.0, 783.0, 36.0], shoonya_3sYH1T7Y3OKDNA, 5654771]
[paragraph, [104.0, 290.0, 783.0, 36.0], shoonya_3sYH1T7Y3OKDNA, 5654771]
[paragraph, [104.0, 326.0, 783.0, 36.0], shoonya_3sYH1T7Y3OKDNA, 5654771]
[paragraph, [104.0, 362.0, 783.0, 36.0], shoonya_3sYH1T7Y3OKDNA, 5654771]
[paragraph, [104.0, 398.0, 783.0, 36.0], shoonya_3sYH1T7Y3OKDNA, 5654771]
[paragraph, [900.0, 152.0, 801.0, 36.0], shoonya_5sH9N5GCLQLO89, 5654771]
[paragraph, [900.0, 188.0, 801.0, 36.0], shoonya_5sH9N5GCLQLO89, 5654771]
[paragraph, [910.0, 262.0, 763.0, 36.0], hv-l-chhdo, 5654771]
[paragraph, [910.0, 298.0, 763.0, 36.0], hv-l-chhdo, 5654771]
[paragraph, [910.0, 334.0, 763.0, 36.0], hv-l-chhdo, 5654771]
[paragraph, [910.0, 370.0, 763.0, 36.0], hv-l-chhdo, 5654771]
[paragraph, [910.0, 406.0, 763.0, 36.0], hv-l-chhdo, 5654771]
[paragraph, [910.0, 442.0, 763.0, 36.0], hv-l-chhdo, 5654771]
[paragraph, [910.0, 478.0, 763.0, 36.0], hv-l-chhdo, 5654771]
[paragraph, [910.0, 514.0, 763.0, 36.0], hv-l-chhdo, 5654771]
[paragraph, [910.0, 550.0, 763.0, 36.0], hv-l-chhdo, 5654771]
[paragraph, [910.0, 586.0, 763.0, 36.0], hv-l-chhdo, 5654771]
[paragraph, [910.0, 622.0, 763.0, 36.0], hv-l-chhdo, 5654771]
[paragraph, [910.0, 658.0, 763.0, 36.0], hv-l-chhdo, 5654771]
[paragraph, [910.0, 694.0, 763.0, 36.0], hv-l-chhdo, 5654771]
[paragraph, [910.0, 730.0, 763.0, 36.0], hv-l-chhdo, 5654771]
[paragraph, [910.0, 766.0, 763.0, 36.0], hv-l-chhdo, 5654771]
[paragraph, [910.0, 802.0, 763.0, 36.0], hv-l-chhdo, 5654771]
[paragraph, [910.0, 838.0, 763.0, 36.0], hv-l-chhdo, 5654771]
[paragraph, [910.0, 874.0, 763.0, 36.0], hv-l-chhdo, 5654771]
[paragraph, [910.0, 910.0, 763.0, 36.0], hv-l-chhdo, 5654771]
[paragraph, [910.0, 946.0, 763.0, 36.0], hv-l-chhdo, 5654771]
[paragraph, [910.0, 982.0, 763.0, 36.0], hv-l-chhdo, 5654771]
[paragraph, [910.0, 1018.0, 763.0, 36.0], hv-l-chhdo, 5654771]
[paragraph, [910.0, 1054.0, 763.0, 36.0], hv-l-chhdo, 5654771]
[paragraph, [910.0, 1090.0, 763.0, 36.0], hv-l-chhdo, 5654771]
[paragraph, [910.0, 1126.0, 763.0, 36.0], hv-l-chhdo, 5654771]
[paragraph, [910.0, 1162.0, 763.0, 36.0], hv-l-chhdo, 5654771]
[paragraph, [910.0, 1198.0, 763.0, 36.0], hv-l-chhdo, 5654771]
[paragraph, [910.0, 1234.0, 763.0, 36.0], hv-l-chhdo, 5654771]
[paragraph, [910.0, 1270.0, 763.0, 36.0], hv-l-chhdo, 5654771]
[paragraph, [910.0, 1306.0, 763.0, 36.0], hv-l-chhdo, 5654771]
[paragraph, [910.0, 1342.0, 763.0, 36.0], hv-l-chhdo, 5654771]
[paragraph, [910.0, 1378.0, 763.0, 36.0], hv-l-chhdo, 5654771]
[paragraph, [910.0, 1414.0, 763.0, 36.0], hv-l-chhdo, 5654771]
[paragraph, [910.0, 1450.0, 763.0, 36.0], hv-l-chhdo, 5654771]
[paragraph, [910.0, 1486.0, 763.0, 36.0], hv-l-chhdo, 5654771]
[paragraph, [910.0, 1522.0, 763.0, 36.0], hv-l-chhdo, 5654771]
[paragraph, [89.0, 446.0, 797.0, 36.0], shoonya_2s38EIZRWZ7YRK, 5654771]
[paragraph, [89.0, 482.0, 797.0, 36.0], shoonya_2s38EIZRWZ7YRK, 5654771]
[paragraph, [89.0, 518.0, 797.0, 36.0], shoonya_2s38EIZRWZ7YRK, 5654771]
[paragraph, [89.0, 554.0, 797.0, 36.0], shoonya_2s38EIZRWZ7YRK, 5654771]
[paragraph, [89.0, 590.0, 797.0, 36.0], shoonya_2s38EIZRWZ7YRK, 5654771]
[paragraph, [89.0, 626.0, 797.0, 36.0], shoonya_2s38EIZRWZ7YRK, 5654771]
[paragraph, [89.0, 662.0, 797.0, 36.0], shoonya_2s38EIZRWZ7YRK, 5654771]
[paragraph, [89.0, 698.0, 797.0, 36.0], shoonya_2s38EIZRWZ7YRK, 5654771]
[paragraph, [89.0, 734.0, 797.0, 36.0], shoonya_2s38EIZRWZ7YRK, 5654771]
[paragraph, [89.0, 770.0, 797.0, 36.0], shoonya_2s38EIZRWZ7YRK, 5654771]
[paragraph, [89.0, 806.0, 797.0, 36.0], shoonya_2s38EIZRWZ7YRK, 5654771]
[paragraph, [89.0, 842.0, 797.0, 36.0], shoonya_2s38EIZRWZ7YRK, 5654771]
[paragraph, [89.0, 878.0, 797.0, 36.0], shoonya_2s38EIZRWZ7YRK, 5654771]
[paragraph, [89.0, 914.0, 797.0, 36.0], shoonya_2s38EIZRWZ7YRK, 5654771]
[paragraph, [89.0, 950.0, 797.0, 36.0], shoonya_2s38EIZRWZ7YRK, 5654771]
[paragraph, [89.0, 986.0, 797.0, 36.0], shoonya_2s38EIZRWZ7YRK, 5654771]
