[872, 605]
[folio, [40.0, 27.0, 86.0, 18.0], NEy981Iimm, 6457481]
[paragraph, [305.0, 62.0, 228.0, 18.0], aMoJb6lBr3, 6457481]
[paragraph, [37.0, 64.0, 265.0, 18.0], shoonya_0sJ9YZ2FO1FROP, 6457481]
[paragraph, [37.0, 82.0, 265.0, 18.0], shoonya_0sJ9YZ2FO1FROP, 6457481]
[paragraph, [37.0, 100.0, 265.0, 18.0], shoonya_0sJ9YZ2FO1FROP, 6457481]
[paragraph, [37.0, 118.0, 265.0, 18.0], shoonya_0sJ9YZ2FO1FROP, 6457481]
[paragraph, [37.0, 136.0, 265.0, 18.0], shoonya_0sJ9YZ2FO1FROP, 6457481]
[paragraph, [37.0, 154.0, 265.0, 18.0], shoonya_0sJ9YZ2FO1FROP, 6457481]
[paragraph, [37.0, 172.0, 265.0, 18.0], shoonya_0sJ9YZ2FO1FROP, 6457481]
[paragraph, [37.0, 190.0, 265.0, 18.0], shoonya_0sJ9YZ2FO1FROP, 6457481]
[paragraph, [37.0, 208.0, 265.0, 18.0], shoonya_0sJ9YZ2FO1FROP, 6457481]
[paragraph, [304.0, 82.0, 219.0, 18.0], u-SQHkPV8v, 6457481]
[paragraph, [303.0, 104.0, 261.0, 18.0], J2iRr9E2ij, 6457481]
[paragraph, [303.0, 122.0, 261.0, 18.0], J2iRr9E2ij, 6457481]
[paragraph, [303.0, 140.0, 261.0, 18.0], J2iRr9E2ij, 6457481]
[paragraph, [303.0, 158.0, 261.0, 18.0], J2iRr9E2ij, 6457481]
[paragraph, [303.0, 176.0, 261.0, 18.0], J2iRr9E2ij, 6457481]
[paragraph, [303.0, 194.0, 261.0, 18.0], J2iRr9E2ij, 6457481]
[paragraph, [303.0, 212.0, 261.0, 18.0], J2iRr9E2ij, 6457481]
[paragraph, [303.0, 230.0, 261.0, 18.0], J2iRr9E2ij, 6457481]
[paragraph, [303.0, 248.0, 261.0, 18.0], J2iRr9E2ij, 6457481]
[paragraph, [303.0, 266.0, 261.0, 18.0], J2iRr9E2ij, 6457481]
[paragraph, [303.0, 284.0, 261.0, 18.0], J2iRr9E2ij, 6457481]
[paragraph, [303.0, 302.0, 261.0, 18.0], J2iRr9E2ij, 6457481]
[paragraph, [303.0, 320.0, 261.0, 18.0], J2iRr9E2ij, 6457481]
[paragraph, [303.0, 338.0, 261.0, 18.0], J2iRr9E2ij, 6457481]
[paragraph, [303.0, 356.0, 261.0, 18.0], J2iRr9E2ij, 6457481]
[paragraph, [35.0, 241.0, 263.0, 18.0], d_iGK3DRCe, 6457481]
[paragraph, [35.0, 259.0, 263.0, 18.0], d_iGK3DRCe, 6457481]
[paragraph, [35.0, 277.0, 263.0, 18.0], d_iGK3DRCe, 6457481]
[paragraph, [35.0, 295.0, 263.0, 18.0], d_iGK3DRCe, 6457481]
[paragraph, [35.0, 313.0, 263.0, 18.0], d_iGK3DRCe, 6457481]
[paragraph, [35.0, 331.0, 263.0, 18.0], d_iGK3DRCe, 6457481]
[paragraph, [35.0, 349.0, 263.0, 18.0], d_iGK3DRCe, 6457481]
[paragraph, [35.0, 367.0, 263.0, 18.0], d_iGK3DRCe, 6457481]
[paragraph, [302.0, 383.0, 260.0, 18.0], tUCIE858s1, 6457481]
[paragraph, [302.0, 401.0, 260.0, 18.0], tUCIE858s1, 6457481]
[paragraph, [302.0, 419.0, 260.0, 18.0], tUCIE858s1, 6457481]
[paragraph, [53.0, 401.0, 202.0, 18.0], 7vxiAE5glD, 6457481]
[paragraph, [39.0, 424.0, 227.0, 18.0], GodT-nV8vQ, 6457481]
[paragraph, [38.0, 447.0, 265.0, 18.0], 4c9w8jo_f2, 6457481]
[paragraph, [38.0, 465.0, 265.0, 18.0], 4c9w8jo_f2, 6457481]
[paragraph, [317.0, 455.0, 116.0, 18.0], lHMsjHOW9H, 6457481]
