[1492, 1000]
[folio, [463.0, 153.0, 100.0, 18.0], 5JTXsUNsJ6, 5720031]
[paragraph, [155.0, 211.0, 715.0, 18.0], shoonya_0sECGIMV0GOT9C, 5720031]
[paragraph, [155.0, 229.0, 715.0, 18.0], shoonya_0sECGIMV0GOT9C, 5720031]
[paragraph, [155.0, 247.0, 715.0, 18.0], shoonya_0sECGIMV0GOT9C, 5720031]
[paragraph, [155.0, 265.0, 715.0, 18.0], shoonya_0sECGIMV0GOT9C, 5720031]
[paragraph, [151.0, 293.0, 728.0, 18.0], qSIF4Ih3l-, 5720031]
[paragraph, [151.0, 311.0, 728.0, 18.0], qSIF4Ih3l-, 5720031]
[paragraph, [151.0, 329.0, 728.0, 18.0], qSIF4Ih3l-, 5720031]
[paragraph, [151.0, 347.0, 728.0, 18.0], qSIF4Ih3l-, 5720031]
[paragraph, [151.0, 365.0, 728.0, 18.0], qSIF4Ih3l-, 5720031]
[paragraph, [151.0, 383.0, 728.0, 18.0], qSIF4Ih3l-, 5720031]
[paragraph, [151.0, 401.0, 728.0, 18.0], qSIF4Ih3l-, 5720031]
[paragraph, [151.0, 419.0, 728.0, 18.0], qSIF4Ih3l-, 5720031]
[paragraph, [151.0, 437.0, 728.0, 18.0], qSIF4Ih3l-, 5720031]
[paragraph, [151.0, 455.0, 728.0, 18.0], qSIF4Ih3l-, 5720031]
[paragraph, [151.0, 473.0, 728.0, 18.0], qSIF4Ih3l-, 5720031]
[paragraph, [151.0, 491.0, 728.0, 18.0], qSIF4Ih3l-, 5720031]
[paragraph, [151.0, 509.0, 728.0, 18.0], qSIF4Ih3l-, 5720031]
[paragraph, [151.0, 527.0, 728.0, 18.0], qSIF4Ih3l-, 5720031]
[paragraph, [151.0, 545.0, 728.0, 18.0], qSIF4Ih3l-, 5720031]
[paragraph, [151.0, 563.0, 728.0, 18.0], qSIF4Ih3l-, 5720031]
[paragraph, [151.0, 581.0, 728.0, 18.0], qSIF4Ih3l-, 5720031]
[paragraph, [151.0, 599.0, 728.0, 18.0], qSIF4Ih3l-, 5720031]
[paragraph, [151.0, 617.0, 728.0, 18.0], qSIF4Ih3l-, 5720031]
[paragraph, [151.0, 635.0, 728.0, 18.0], qSIF4Ih3l-, 5720031]
[paragraph, [151.0, 653.0, 728.0, 18.0], qSIF4Ih3l-, 5720031]
[paragraph, [151.0, 671.0, 728.0, 18.0], qSIF4Ih3l-, 5720031]
[paragraph, [151.0, 689.0, 728.0, 18.0], qSIF4Ih3l-, 5720031]
[paragraph, [151.0, 707.0, 728.0, 18.0], qSIF4Ih3l-, 5720031]
[paragraph, [152.0, 728.0, 723.0, 18.0], QFpZK5txwM, 5720031]
[paragraph, [152.0, 746.0, 723.0, 18.0], QFpZK5txwM, 5720031]
[paragraph, [152.0, 764.0, 723.0, 18.0], QFpZK5txwM, 5720031]
[paragraph, [152.0, 782.0, 723.0, 18.0], QFpZK5txwM, 5720031]
[paragraph, [152.0, 800.0, 723.0, 18.0], QFpZK5txwM, 5720031]
[paragraph, [152.0, 818.0, 723.0, 18.0], QFpZK5txwM, 5720031]
[paragraph, [152.0, 836.0, 723.0, 18.0], QFpZK5txwM, 5720031]
[paragraph, [152.0, 854.0, 723.0, 18.0], QFpZK5txwM, 5720031]
[paragraph, [152.0, 872.0, 723.0, 18.0], QFpZK5txwM, 5720031]
[paragraph, [152.0, 890.0, 723.0, 18.0], QFpZK5txwM, 5720031]
[paragraph, [152.0, 908.0, 723.0, 18.0], QFpZK5txwM, 5720031]
[paragraph, [152.0, 926.0, 723.0, 18.0], QFpZK5txwM, 5720031]
[paragraph, [152.0, 944.0, 723.0, 18.0], QFpZK5txwM, 5720031]
[paragraph, [152.0, 962.0, 723.0, 18.0], QFpZK5txwM, 5720031]
[paragraph, [152.0, 980.0, 723.0, 18.0], QFpZK5txwM, 5720031]
[paragraph, [152.0, 998.0, 723.0, 18.0], QFpZK5txwM, 5720031]
[paragraph, [152.0, 1016.0, 723.0, 18.0], QFpZK5txwM, 5720031]
[paragraph, [152.0, 1034.0, 723.0, 18.0], QFpZK5txwM, 5720031]
[paragraph, [152.0, 1052.0, 723.0, 18.0], QFpZK5txwM, 5720031]
[paragraph, [152.0, 1070.0, 723.0, 18.0], QFpZK5txwM, 5720031]
[paragraph, [152.0, 1088.0, 723.0, 18.0], QFpZK5txwM, 5720031]
[paragraph, [152.0, 1106.0, 723.0, 18.0], QFpZK5txwM, 5720031]
[paragraph, [152.0, 1124.0, 723.0, 18.0], QFpZK5txwM, 5720031]
[paragraph, [152.0, 1142.0, 723.0, 18.0], QFpZK5txwM, 5720031]
[paragraph, [152.0, 1160.0, 723.0, 18.0], QFpZK5txwM, 5720031]
[paragraph, [152.0, 1178.0, 723.0, 18.0], QFpZK5txwM, 5720031]
[paragraph, [152.0, 1196.0, 723.0, 18.0], QFpZK5txwM, 5720031]
[paragraph, [152.0, 1214.0, 723.0, 18.0], QFpZK5txwM, 5720031]
[paragraph, [152.0, 1232.0, 723.0, 18.0], QFpZK5txwM, 5720031]
[paragraph, [152.0, 1250.0, 723.0, 18.0], QFpZK5txwM, 5720031]
[paragraph, [152.0, 1268.0, 723.0, 18.0], QFpZK5txwM, 5720031]
[paragraph, [152.0, 1286.0, 723.0, 18.0], QFpZK5txwM, 5720031]
[paragraph, [152.0, 1304.0, 723.0, 18.0], QFpZK5txwM, 5720031]
