[576, 792]
[section-title, [43.0, 141.0, 237.0, 30.0], shoonya_2sDQ4MU2NAF3E3, 5656402]
[section-title, [43.0, 171.0, 237.0, 30.0], shoonya_2sDQ4MU2NAF3E3, 5656402]
[unordered-list, [45.0, 227.0, 247.0, 18.0], shoonya_0s29ND0GXS5ASP, 5656402]
[unordered-list, [45.0, 245.0, 247.0, 18.0], shoonya_0s29ND0GXS5ASP, 5656402]
[unordered-list, [45.0, 263.0, 247.0, 18.0], shoonya_0s29ND0GXS5ASP, 5656402]
[unordered-list, [45.0, 281.0, 247.0, 18.0], shoonya_0s29ND0GXS5ASP, 5656402]
[unordered-list, [45.0, 299.0, 247.0, 18.0], shoonya_0s29ND0GXS5ASP, 5656402]
[unordered-list, [45.0, 317.0, 247.0, 18.0], shoonya_0s29ND0GXS5ASP, 5656402]
[unordered-list, [45.0, 335.0, 247.0, 18.0], shoonya_0s29ND0GXS5ASP, 5656402]
[unordered-list, [45.0, 353.0, 247.0, 18.0], shoonya_0s29ND0GXS5ASP, 5656402]
[unordered-list, [45.0, 371.0, 247.0, 18.0], shoonya_0s29ND0GXS5ASP, 5656402]
[unordered-list, [45.0, 389.0, 247.0, 18.0], shoonya_0s29ND0GXS5ASP, 5656402]
[unordered-list, [45.0, 407.0, 247.0, 18.0], shoonya_0s29ND0GXS5ASP, 5656402]
[unordered-list, [45.0, 425.0, 247.0, 18.0], shoonya_0s29ND0GXS5ASP, 5656402]
[unordered-list, [45.0, 443.0, 247.0, 18.0], shoonya_0s29ND0GXS5ASP, 5656402]
[unordered-list, [45.0, 461.0, 247.0, 18.0], shoonya_0s29ND0GXS5ASP, 5656402]
[unordered-list, [45.0, 479.0, 247.0, 18.0], shoonya_0s29ND0GXS5ASP, 5656402]
[unordered-list, [45.0, 497.0, 247.0, 18.0], shoonya_0s29ND0GXS5ASP, 5656402]
