[2339, 1654]
[paragraph, [303.0, 194.0, 1170.0, 36.0], shoonya_0sDSKP5UDLNYDN, 5753743]
[paragraph, [303.0, 230.0, 1170.0, 36.0], shoonya_0sDSKP5UDLNYDN, 5753743]
[paragraph, [303.0, 266.0, 1170.0, 36.0], shoonya_0sDSKP5UDLNYDN, 5753743]
[paragraph, [303.0, 302.0, 1170.0, 36.0], shoonya_0sDSKP5UDLNYDN, 5753743]
[paragraph, [303.0, 338.0, 1170.0, 36.0], shoonya_0sDSKP5UDLNYDN, 5753743]
[paragraph, [303.0, 374.0, 1170.0, 36.0], shoonya_0sDSKP5UDLNYDN, 5753743]
[paragraph, [303.0, 410.0, 1170.0, 36.0], shoonya_0sDSKP5UDLNYDN, 5753743]
[paragraph, [303.0, 446.0, 1170.0, 36.0], shoonya_0sDSKP5UDLNYDN, 5753743]
[paragraph, [303.0, 482.0, 1170.0, 36.0], shoonya_0sDSKP5UDLNYDN, 5753743]
[paragraph, [303.0, 518.0, 1170.0, 36.0], shoonya_0sDSKP5UDLNYDN, 5753743]
[paragraph, [303.0, 554.0, 1170.0, 36.0], shoonya_0sDSKP5UDLNYDN, 5753743]
[paragraph, [305.0, 643.0, 1164.0, 36.0], shoonya_1sS7ZK8FA2YYXF, 5753743]
[paragraph, [305.0, 679.0, 1164.0, 36.0], shoonya_1sS7ZK8FA2YYXF, 5753743]
[paragraph, [305.0, 715.0, 1164.0, 36.0], shoonya_1sS7ZK8FA2YYXF, 5753743]
[paragraph, [305.0, 751.0, 1164.0, 36.0], shoonya_1sS7ZK8FA2YYXF, 5753743]
[paragraph, [305.0, 787.0, 1164.0, 36.0], shoonya_1sS7ZK8FA2YYXF, 5753743]
[paragraph, [305.0, 823.0, 1164.0, 36.0], shoonya_1sS7ZK8FA2YYXF, 5753743]
[paragraph, [305.0, 859.0, 1164.0, 36.0], shoonya_1sS7ZK8FA2YYXF, 5753743]
[paragraph, [305.0, 895.0, 1164.0, 36.0], shoonya_1sS7ZK8FA2YYXF, 5753743]
[paragraph, [305.0, 931.0, 1164.0, 36.0], shoonya_1sS7ZK8FA2YYXF, 5753743]
[paragraph, [305.0, 967.0, 1164.0, 36.0], shoonya_1sS7ZK8FA2YYXF, 5753743]
[paragraph, [305.0, 1003.0, 1164.0, 36.0], shoonya_1sS7ZK8FA2YYXF, 5753743]
[paragraph, [305.0, 1039.0, 1164.0, 36.0], shoonya_1sS7ZK8FA2YYXF, 5753743]
[paragraph, [305.0, 1075.0, 1164.0, 36.0], shoonya_1sS7ZK8FA2YYXF, 5753743]
[paragraph, [305.0, 1111.0, 1164.0, 36.0], shoonya_1sS7ZK8FA2YYXF, 5753743]
[paragraph, [305.0, 1147.0, 1164.0, 36.0], shoonya_1sS7ZK8FA2YYXF, 5753743]
[paragraph, [305.0, 1183.0, 1164.0, 36.0], shoonya_1sS7ZK8FA2YYXF, 5753743]
[paragraph, [305.0, 1219.0, 1164.0, 36.0], shoonya_1sS7ZK8FA2YYXF, 5753743]
[paragraph, [305.0, 1255.0, 1164.0, 36.0], shoonya_1sS7ZK8FA2YYXF, 5753743]
[paragraph, [305.0, 1291.0, 1164.0, 36.0], shoonya_1sS7ZK8FA2YYXF, 5753743]
[paragraph, [305.0, 1327.0, 1164.0, 36.0], shoonya_1sS7ZK8FA2YYXF, 5753743]
[paragraph, [305.0, 1363.0, 1164.0, 36.0], shoonya_1sS7ZK8FA2YYXF, 5753743]
[section-title, [300.0, 1439.0, 319.0, 52.5], f5BEYTaSwK, 5753743]
[paragraph, [304.0, 1532.0, 1166.0, 36.0], shoonya_2sAZ3XN400ZTNO, 5753743]
[paragraph, [304.0, 1568.0, 1166.0, 36.0], shoonya_2sAZ3XN400ZTNO, 5753743]
[paragraph, [304.0, 1604.0, 1166.0, 36.0], shoonya_2sAZ3XN400ZTNO, 5753743]
[paragraph, [304.0, 1640.0, 1166.0, 36.0], shoonya_2sAZ3XN400ZTNO, 5753743]
[paragraph, [304.0, 1676.0, 1166.0, 36.0], shoonya_2sAZ3XN400ZTNO, 5753743]
[paragraph, [304.0, 1712.0, 1166.0, 36.0], shoonya_2sAZ3XN400ZTNO, 5753743]
[paragraph, [304.0, 1748.0, 1166.0, 36.0], shoonya_2sAZ3XN400ZTNO, 5753743]
[paragraph, [304.0, 1784.0, 1166.0, 36.0], shoonya_2sAZ3XN400ZTNO, 5753743]
[paragraph, [304.0, 1820.0, 1166.0, 36.0], shoonya_2sAZ3XN400ZTNO, 5753743]
[paragraph, [304.0, 1856.0, 1166.0, 36.0], shoonya_2sAZ3XN400ZTNO, 5753743]
[paragraph, [304.0, 1892.0, 1166.0, 36.0], shoonya_2sAZ3XN400ZTNO, 5753743]
[reference, [311.0, 2065.0, 500.0, 36.0], shoonya_3sUVIO3RRFE6MH, 5753743]
