[1387, 987]
[paragraph, [46.0, 84.0, 547.0, 18.0], shoonya_0s6QIJSQAPSYZK, 5651635]
[paragraph, [46.0, 102.0, 547.0, 18.0], shoonya_0s6QIJSQAPSYZK, 5651635]
[paragraph, [46.0, 120.0, 547.0, 18.0], shoonya_0s6QIJSQAPSYZK, 5651635]
[paragraph, [46.0, 138.0, 547.0, 18.0], shoonya_0s6QIJSQAPSYZK, 5651635]
[paragraph, [56.0, 159.0, 829.0, 18.0], ipeoTt8uNJ, 5651635]
[paragraph, [56.0, 177.0, 829.0, 18.0], ipeoTt8uNJ, 5651635]
[paragraph, [56.0, 195.0, 829.0, 18.0], ipeoTt8uNJ, 5651635]
[paragraph, [56.0, 213.0, 829.0, 18.0], ipeoTt8uNJ, 5651635]
[paragraph, [56.0, 231.0, 829.0, 18.0], ipeoTt8uNJ, 5651635]
[paragraph, [56.0, 249.0, 829.0, 18.0], ipeoTt8uNJ, 5651635]
[paragraph, [59.0, 284.0, 839.0, 18.0], K6DipF93kH, 5651635]
[paragraph, [59.0, 302.0, 839.0, 18.0], K6DipF93kH, 5651635]
[paragraph, [59.0, 320.0, 839.0, 18.0], K6DipF93kH, 5651635]
[paragraph, [59.0, 338.0, 839.0, 18.0], K6DipF93kH, 5651635]
[paragraph, [59.0, 356.0, 839.0, 18.0], K6DipF93kH, 5651635]
[paragraph, [59.0, 374.0, 839.0, 18.0], K6DipF93kH, 5651635]
[paragraph, [59.0, 392.0, 839.0, 18.0], K6DipF93kH, 5651635]
[paragraph, [59.0, 410.0, 839.0, 18.0], K6DipF93kH, 5651635]
[paragraph, [59.0, 428.0, 839.0, 18.0], K6DipF93kH, 5651635]
[paragraph, [59.0, 446.0, 839.0, 18.0], K6DipF93kH, 5651635]
[paragraph, [66.0, 472.0, 866.0, 18.0], b1vvK7-xGR, 5651635]
[paragraph, [66.0, 490.0, 866.0, 18.0], b1vvK7-xGR, 5651635]
[paragraph, [66.0, 508.0, 866.0, 18.0], b1vvK7-xGR, 5651635]
[paragraph, [66.0, 526.0, 866.0, 18.0], b1vvK7-xGR, 5651635]
[paragraph, [66.0, 544.0, 866.0, 18.0], b1vvK7-xGR, 5651635]
[paragraph, [66.0, 562.0, 866.0, 18.0], b1vvK7-xGR, 5651635]
[paragraph, [66.0, 580.0, 866.0, 18.0], b1vvK7-xGR, 5651635]
[paragraph, [66.0, 598.0, 866.0, 18.0], b1vvK7-xGR, 5651635]
[paragraph, [66.0, 616.0, 866.0, 18.0], b1vvK7-xGR, 5651635]
[paragraph, [66.0, 634.0, 866.0, 18.0], b1vvK7-xGR, 5651635]
[paragraph, [66.0, 652.0, 866.0, 18.0], b1vvK7-xGR, 5651635]
[paragraph, [66.0, 670.0, 866.0, 18.0], b1vvK7-xGR, 5651635]
[paragraph, [66.0, 688.0, 866.0, 18.0], b1vvK7-xGR, 5651635]
[paragraph, [66.0, 706.0, 866.0, 18.0], b1vvK7-xGR, 5651635]
[paragraph, [66.0, 724.0, 866.0, 18.0], b1vvK7-xGR, 5651635]
[paragraph, [66.0, 742.0, 866.0, 18.0], b1vvK7-xGR, 5651635]
[paragraph, [66.0, 760.0, 866.0, 18.0], b1vvK7-xGR, 5651635]
[paragraph, [66.0, 778.0, 866.0, 18.0], b1vvK7-xGR, 5651635]
[paragraph, [66.0, 796.0, 866.0, 18.0], b1vvK7-xGR, 5651635]
[paragraph, [66.0, 814.0, 866.0, 18.0], b1vvK7-xGR, 5651635]
[paragraph, [66.0, 832.0, 866.0, 18.0], b1vvK7-xGR, 5651635]
[paragraph, [66.0, 850.0, 866.0, 18.0], b1vvK7-xGR, 5651635]
[paragraph, [66.0, 868.0, 866.0, 18.0], b1vvK7-xGR, 5651635]
[paragraph, [66.0, 886.0, 866.0, 18.0], b1vvK7-xGR, 5651635]
[paragraph, [66.0, 904.0, 866.0, 18.0], b1vvK7-xGR, 5651635]
[paragraph, [66.0, 922.0, 866.0, 18.0], b1vvK7-xGR, 5651635]
[paragraph, [66.0, 940.0, 866.0, 18.0], b1vvK7-xGR, 5651635]
[paragraph, [66.0, 958.0, 866.0, 18.0], b1vvK7-xGR, 5651635]
[paragraph, [66.0, 976.0, 866.0, 18.0], b1vvK7-xGR, 5651635]
[paragraph, [66.0, 994.0, 866.0, 18.0], b1vvK7-xGR, 5651635]
[paragraph, [66.0, 1012.0, 866.0, 18.0], b1vvK7-xGR, 5651635]
[paragraph, [67.0, 1050.0, 827.0, 18.0], dJKQ-jDwVO, 5651635]
[paragraph, [67.0, 1068.0, 827.0, 18.0], dJKQ-jDwVO, 5651635]
[paragraph, [67.0, 1086.0, 827.0, 18.0], dJKQ-jDwVO, 5651635]
[paragraph, [67.0, 1104.0, 827.0, 18.0], dJKQ-jDwVO, 5651635]
[paragraph, [67.0, 1122.0, 827.0, 18.0], dJKQ-jDwVO, 5651635]
[paragraph, [67.0, 1140.0, 827.0, 18.0], dJKQ-jDwVO, 5651635]
[paragraph, [67.0, 1158.0, 827.0, 18.0], dJKQ-jDwVO, 5651635]
[paragraph, [67.0, 1176.0, 827.0, 18.0], dJKQ-jDwVO, 5651635]
[paragraph, [67.0, 1194.0, 827.0, 18.0], dJKQ-jDwVO, 5651635]
[paragraph, [67.0, 1212.0, 827.0, 18.0], dJKQ-jDwVO, 5651635]
[paragraph, [67.0, 1230.0, 827.0, 18.0], dJKQ-jDwVO, 5651635]
[paragraph, [67.0, 1248.0, 827.0, 18.0], dJKQ-jDwVO, 5651635]
[paragraph, [67.0, 1266.0, 827.0, 18.0], dJKQ-jDwVO, 5651635]
[paragraph, [67.0, 1284.0, 827.0, 18.0], dJKQ-jDwVO, 5651635]
