[1437, 878]
[headline, [367.0, 71.0, 161.0, 25.5], -TT6ibTUrF, 5769933]
[paragraph, [93.0, 134.0, 337.0, 18.0], 9G68cecYXx, 5769933]
[paragraph, [93.0, 152.0, 337.0, 18.0], 9G68cecYXx, 5769933]
[paragraph, [93.0, 170.0, 337.0, 18.0], 9G68cecYXx, 5769933]
[paragraph, [93.0, 188.0, 337.0, 18.0], 9G68cecYXx, 5769933]
[paragraph, [93.0, 206.0, 337.0, 18.0], 9G68cecYXx, 5769933]
[paragraph, [93.0, 224.0, 337.0, 18.0], 9G68cecYXx, 5769933]
[paragraph, [93.0, 242.0, 337.0, 18.0], 9G68cecYXx, 5769933]
[paragraph, [93.0, 260.0, 337.0, 18.0], 9G68cecYXx, 5769933]
[paragraph, [93.0, 278.0, 337.0, 18.0], 9G68cecYXx, 5769933]
[paragraph, [93.0, 296.0, 337.0, 18.0], 9G68cecYXx, 5769933]
[paragraph, [93.0, 314.0, 337.0, 18.0], 9G68cecYXx, 5769933]
[paragraph, [93.0, 332.0, 337.0, 18.0], 9G68cecYXx, 5769933]
[paragraph, [93.0, 350.0, 337.0, 18.0], 9G68cecYXx, 5769933]
[paragraph, [93.0, 368.0, 337.0, 18.0], 9G68cecYXx, 5769933]
[paragraph, [93.0, 386.0, 337.0, 18.0], 9G68cecYXx, 5769933]
[paragraph, [93.0, 404.0, 337.0, 18.0], 9G68cecYXx, 5769933]
[paragraph, [93.0, 422.0, 337.0, 18.0], 9G68cecYXx, 5769933]
[paragraph, [93.0, 440.0, 337.0, 18.0], 9G68cecYXx, 5769933]
[paragraph, [93.0, 458.0, 337.0, 18.0], 9G68cecYXx, 5769933]
[paragraph, [93.0, 476.0, 337.0, 18.0], 9G68cecYXx, 5769933]
[paragraph, [93.0, 494.0, 337.0, 18.0], 9G68cecYXx, 5769933]
[paragraph, [93.0, 512.0, 337.0, 18.0], 9G68cecYXx, 5769933]
[paragraph, [93.0, 530.0, 337.0, 18.0], 9G68cecYXx, 5769933]
[paragraph, [93.0, 548.0, 337.0, 18.0], 9G68cecYXx, 5769933]
[paragraph, [93.0, 566.0, 337.0, 18.0], 9G68cecYXx, 5769933]
[paragraph, [93.0, 584.0, 337.0, 18.0], 9G68cecYXx, 5769933]
[paragraph, [93.0, 602.0, 337.0, 18.0], 9G68cecYXx, 5769933]
[paragraph, [93.0, 620.0, 337.0, 18.0], 9G68cecYXx, 5769933]
[paragraph, [93.0, 638.0, 337.0, 18.0], 9G68cecYXx, 5769933]
[paragraph, [93.0, 656.0, 337.0, 18.0], 9G68cecYXx, 5769933]
[paragraph, [441.0, 135.0, 355.0, 18.0], shoonya_2sBTWH8T1IYZ5J, 5769933]
[paragraph, [441.0, 153.0, 355.0, 18.0], shoonya_2sBTWH8T1IYZ5J, 5769933]
[paragraph, [441.0, 171.0, 355.0, 18.0], shoonya_2sBTWH8T1IYZ5J, 5769933]
[paragraph, [441.0, 189.0, 355.0, 18.0], shoonya_2sBTWH8T1IYZ5J, 5769933]
[paragraph, [441.0, 207.0, 355.0, 18.0], shoonya_2sBTWH8T1IYZ5J, 5769933]
[paragraph, [441.0, 225.0, 355.0, 18.0], shoonya_2sBTWH8T1IYZ5J, 5769933]
[paragraph, [441.0, 243.0, 355.0, 18.0], shoonya_2sBTWH8T1IYZ5J, 5769933]
[paragraph, [441.0, 261.0, 355.0, 18.0], shoonya_2sBTWH8T1IYZ5J, 5769933]
[paragraph, [441.0, 279.0, 355.0, 18.0], shoonya_2sBTWH8T1IYZ5J, 5769933]
[paragraph, [441.0, 297.0, 355.0, 18.0], shoonya_2sBTWH8T1IYZ5J, 5769933]
[paragraph, [441.0, 315.0, 355.0, 18.0], shoonya_2sBTWH8T1IYZ5J, 5769933]
[paragraph, [441.0, 333.0, 355.0, 18.0], shoonya_2sBTWH8T1IYZ5J, 5769933]
[paragraph, [441.0, 351.0, 355.0, 18.0], shoonya_2sBTWH8T1IYZ5J, 5769933]
[paragraph, [441.0, 369.0, 355.0, 18.0], shoonya_2sBTWH8T1IYZ5J, 5769933]
[paragraph, [441.0, 387.0, 355.0, 18.0], shoonya_2sBTWH8T1IYZ5J, 5769933]
[paragraph, [441.0, 405.0, 355.0, 18.0], shoonya_2sBTWH8T1IYZ5J, 5769933]
[paragraph, [441.0, 423.0, 355.0, 18.0], shoonya_2sBTWH8T1IYZ5J, 5769933]
[paragraph, [441.0, 441.0, 355.0, 18.0], shoonya_2sBTWH8T1IYZ5J, 5769933]
[paragraph, [441.0, 459.0, 355.0, 18.0], shoonya_2sBTWH8T1IYZ5J, 5769933]
[paragraph, [441.0, 477.0, 355.0, 18.0], shoonya_2sBTWH8T1IYZ5J, 5769933]
[paragraph, [447.0, 502.0, 358.0, 18.0], SL_kiXoNXt, 5769933]
[paragraph, [447.0, 520.0, 358.0, 18.0], SL_kiXoNXt, 5769933]
[paragraph, [447.0, 538.0, 358.0, 18.0], SL_kiXoNXt, 5769933]
[paragraph, [447.0, 556.0, 358.0, 18.0], SL_kiXoNXt, 5769933]
[paragraph, [447.0, 574.0, 358.0, 18.0], SL_kiXoNXt, 5769933]
[paragraph, [447.0, 592.0, 358.0, 18.0], SL_kiXoNXt, 5769933]
[paragraph, [447.0, 610.0, 358.0, 18.0], SL_kiXoNXt, 5769933]
[paragraph, [447.0, 628.0, 358.0, 18.0], SL_kiXoNXt, 5769933]
[paragraph, [447.0, 646.0, 358.0, 18.0], SL_kiXoNXt, 5769933]
[paragraph, [447.0, 664.0, 358.0, 18.0], SL_kiXoNXt, 5769933]
[paragraph, [447.0, 682.0, 358.0, 18.0], SL_kiXoNXt, 5769933]
[paragraph, [447.0, 700.0, 358.0, 18.0], SL_kiXoNXt, 5769933]
[paragraph, [447.0, 718.0, 358.0, 18.0], SL_kiXoNXt, 5769933]
[paragraph, [447.0, 736.0, 358.0, 18.0], SL_kiXoNXt, 5769933]
[paragraph, [447.0, 754.0, 358.0, 18.0], SL_kiXoNXt, 5769933]
[paragraph, [447.0, 772.0, 358.0, 18.0], SL_kiXoNXt, 5769933]
[paragraph, [447.0, 790.0, 358.0, 18.0], SL_kiXoNXt, 5769933]
[paragraph, [447.0, 808.0, 358.0, 18.0], SL_kiXoNXt, 5769933]
[paragraph, [447.0, 826.0, 358.0, 18.0], SL_kiXoNXt, 5769933]
[paragraph, [447.0, 844.0, 358.0, 18.0], SL_kiXoNXt, 5769933]
[paragraph, [447.0, 862.0, 358.0, 18.0], SL_kiXoNXt, 5769933]
[paragraph, [447.0, 880.0, 358.0, 18.0], SL_kiXoNXt, 5769933]
[paragraph, [447.0, 898.0, 358.0, 18.0], SL_kiXoNXt, 5769933]
[paragraph, [447.0, 916.0, 358.0, 18.0], SL_kiXoNXt, 5769933]
[paragraph, [447.0, 934.0, 358.0, 18.0], SL_kiXoNXt, 5769933]
[paragraph, [447.0, 952.0, 358.0, 18.0], SL_kiXoNXt, 5769933]
[paragraph, [447.0, 970.0, 358.0, 18.0], SL_kiXoNXt, 5769933]
[paragraph, [447.0, 988.0, 358.0, 18.0], SL_kiXoNXt, 5769933]
[paragraph, [447.0, 1006.0, 358.0, 18.0], SL_kiXoNXt, 5769933]
[paragraph, [447.0, 1024.0, 358.0, 18.0], SL_kiXoNXt, 5769933]
[paragraph, [447.0, 1042.0, 358.0, 18.0], SL_kiXoNXt, 5769933]
[paragraph, [447.0, 1060.0, 358.0, 18.0], SL_kiXoNXt, 5769933]
[paragraph, [447.0, 1078.0, 358.0, 18.0], SL_kiXoNXt, 5769933]
[paragraph, [447.0, 1096.0, 358.0, 18.0], SL_kiXoNXt, 5769933]
[paragraph, [447.0, 1114.0, 358.0, 18.0], SL_kiXoNXt, 5769933]
[paragraph, [447.0, 1132.0, 358.0, 18.0], SL_kiXoNXt, 5769933]
[paragraph, [447.0, 1150.0, 358.0, 18.0], SL_kiXoNXt, 5769933]
[paragraph, [447.0, 1168.0, 358.0, 18.0], SL_kiXoNXt, 5769933]
[paragraph, [447.0, 1186.0, 358.0, 18.0], SL_kiXoNXt, 5769933]
[reference, [268.0, 677.0, 171.0, 18.0], CfuEKaSwue, 5769933]
[paragraph, [86.0, 708.0, 353.0, 18.0], hGoAzq6LWy, 5769933]
[paragraph, [86.0, 726.0, 353.0, 18.0], hGoAzq6LWy, 5769933]
[paragraph, [86.0, 744.0, 353.0, 18.0], hGoAzq6LWy, 5769933]
[paragraph, [86.0, 762.0, 353.0, 18.0], hGoAzq6LWy, 5769933]
[paragraph, [86.0, 780.0, 353.0, 18.0], hGoAzq6LWy, 5769933]
[paragraph, [86.0, 798.0, 353.0, 18.0], hGoAzq6LWy, 5769933]
[paragraph, [86.0, 816.0, 353.0, 18.0], hGoAzq6LWy, 5769933]
[paragraph, [86.0, 834.0, 353.0, 18.0], hGoAzq6LWy, 5769933]
[paragraph, [86.0, 852.0, 353.0, 18.0], hGoAzq6LWy, 5769933]
[paragraph, [86.0, 870.0, 353.0, 18.0], hGoAzq6LWy, 5769933]
[paragraph, [86.0, 888.0, 353.0, 18.0], hGoAzq6LWy, 5769933]
[paragraph, [86.0, 906.0, 353.0, 18.0], hGoAzq6LWy, 5769933]
[paragraph, [86.0, 924.0, 353.0, 18.0], hGoAzq6LWy, 5769933]
[paragraph, [86.0, 942.0, 353.0, 18.0], hGoAzq6LWy, 5769933]
[paragraph, [86.0, 960.0, 353.0, 18.0], hGoAzq6LWy, 5769933]
[paragraph, [86.0, 978.0, 353.0, 18.0], hGoAzq6LWy, 5769933]
[paragraph, [86.0, 996.0, 353.0, 18.0], hGoAzq6LWy, 5769933]
[paragraph, [86.0, 1014.0, 353.0, 18.0], hGoAzq6LWy, 5769933]
[paragraph, [86.0, 1032.0, 353.0, 18.0], hGoAzq6LWy, 5769933]
[paragraph, [86.0, 1050.0, 353.0, 18.0], hGoAzq6LWy, 5769933]
[paragraph, [86.0, 1068.0, 353.0, 18.0], hGoAzq6LWy, 5769933]
[paragraph, [86.0, 1086.0, 353.0, 18.0], hGoAzq6LWy, 5769933]
[paragraph, [86.0, 1104.0, 353.0, 18.0], hGoAzq6LWy, 5769933]
[paragraph, [86.0, 1122.0, 353.0, 18.0], hGoAzq6LWy, 5769933]
[paragraph, [86.0, 1140.0, 353.0, 18.0], hGoAzq6LWy, 5769933]
[paragraph, [86.0, 1158.0, 353.0, 18.0], hGoAzq6LWy, 5769933]
[paragraph, [86.0, 1176.0, 353.0, 18.0], hGoAzq6LWy, 5769933]
[paragraph, [89.0, 1214.0, 347.0, 18.0], shoonya_1sQ9FK03RSRL5T, 5769933]
