[2363, 1655]
[folio, [970.0, 109.0, 502.0, 36.0], r5kg5iAftm, 5721566]
[section-title, [252.0, 204.0, 786.0, 52.5], aOdlhTo-r-, 5721566]
[paragraph, [171.0, 305.0, 1319.0, 36.0], uVdlnw7oZW, 5721566]
[paragraph, [171.0, 341.0, 1319.0, 36.0], uVdlnw7oZW, 5721566]
[paragraph, [171.0, 377.0, 1319.0, 36.0], uVdlnw7oZW, 5721566]
[paragraph, [171.0, 413.0, 1319.0, 36.0], uVdlnw7oZW, 5721566]
[paragraph, [171.0, 449.0, 1319.0, 36.0], uVdlnw7oZW, 5721566]
[paragraph, [171.0, 485.0, 1319.0, 36.0], uVdlnw7oZW, 5721566]
[paragraph, [171.0, 521.0, 1319.0, 36.0], uVdlnw7oZW, 5721566]
[paragraph, [171.0, 557.0, 1319.0, 36.0], uVdlnw7oZW, 5721566]
[paragraph, [171.0, 593.0, 1319.0, 36.0], uVdlnw7oZW, 5721566]
[paragraph, [171.0, 629.0, 1319.0, 36.0], uVdlnw7oZW, 5721566]
[paragraph, [171.0, 665.0, 1319.0, 36.0], uVdlnw7oZW, 5721566]
[paragraph, [171.0, 701.0, 1319.0, 36.0], uVdlnw7oZW, 5721566]
[paragraph, [165.0, 762.0, 1321.0, 36.0], cwPXN7zAvG, 5721566]
[paragraph, [165.0, 798.0, 1321.0, 36.0], cwPXN7zAvG, 5721566]
[paragraph, [165.0, 834.0, 1321.0, 36.0], cwPXN7zAvG, 5721566]
[paragraph, [165.0, 870.0, 1321.0, 36.0], cwPXN7zAvG, 5721566]
[paragraph, [165.0, 906.0, 1321.0, 36.0], cwPXN7zAvG, 5721566]
[paragraph, [165.0, 942.0, 1321.0, 36.0], cwPXN7zAvG, 5721566]
[paragraph, [165.0, 978.0, 1321.0, 36.0], cwPXN7zAvG, 5721566]
[paragraph, [165.0, 1014.0, 1321.0, 36.0], cwPXN7zAvG, 5721566]
[paragraph, [165.0, 1050.0, 1321.0, 36.0], cwPXN7zAvG, 5721566]
[paragraph, [165.0, 1086.0, 1321.0, 36.0], cwPXN7zAvG, 5721566]
[paragraph, [165.0, 1122.0, 1321.0, 36.0], cwPXN7zAvG, 5721566]
[paragraph, [165.0, 1158.0, 1321.0, 36.0], cwPXN7zAvG, 5721566]
[paragraph, [165.0, 1194.0, 1321.0, 36.0], cwPXN7zAvG, 5721566]
[paragraph, [165.0, 1230.0, 1321.0, 36.0], cwPXN7zAvG, 5721566]
[paragraph, [167.0, 1285.0, 1315.0, 36.0], -7OCaGfu5s, 5721566]
[paragraph, [167.0, 1321.0, 1315.0, 36.0], -7OCaGfu5s, 5721566]
[paragraph, [167.0, 1357.0, 1315.0, 36.0], -7OCaGfu5s, 5721566]
[paragraph, [167.0, 1393.0, 1315.0, 36.0], -7OCaGfu5s, 5721566]
[paragraph, [167.0, 1429.0, 1315.0, 36.0], -7OCaGfu5s, 5721566]
[paragraph, [167.0, 1465.0, 1315.0, 36.0], -7OCaGfu5s, 5721566]
[paragraph, [167.0, 1501.0, 1315.0, 36.0], -7OCaGfu5s, 5721566]
[paragraph, [167.0, 1537.0, 1315.0, 36.0], -7OCaGfu5s, 5721566]
[paragraph, [167.0, 1573.0, 1315.0, 36.0], -7OCaGfu5s, 5721566]
[paragraph, [167.0, 1609.0, 1315.0, 36.0], -7OCaGfu5s, 5721566]
[paragraph, [167.0, 1645.0, 1315.0, 36.0], -7OCaGfu5s, 5721566]
[paragraph, [167.0, 1681.0, 1315.0, 36.0], -7OCaGfu5s, 5721566]
[paragraph, [167.0, 1748.0, 1311.0, 36.0], tRGnlsKmaS, 5721566]
[paragraph, [167.0, 1784.0, 1311.0, 36.0], tRGnlsKmaS, 5721566]
[paragraph, [167.0, 1820.0, 1311.0, 36.0], tRGnlsKmaS, 5721566]
[paragraph, [167.0, 1856.0, 1311.0, 36.0], tRGnlsKmaS, 5721566]
[paragraph, [167.0, 1892.0, 1311.0, 36.0], tRGnlsKmaS, 5721566]
[paragraph, [167.0, 1928.0, 1311.0, 36.0], tRGnlsKmaS, 5721566]
[paragraph, [167.0, 1964.0, 1311.0, 36.0], tRGnlsKmaS, 5721566]
[paragraph, [167.0, 2000.0, 1311.0, 36.0], tRGnlsKmaS, 5721566]
[paragraph, [167.0, 2036.0, 1311.0, 36.0], tRGnlsKmaS, 5721566]
[paragraph, [167.0, 2072.0, 1311.0, 36.0], tRGnlsKmaS, 5721566]
[paragraph, [167.0, 2108.0, 1311.0, 36.0], tRGnlsKmaS, 5721566]
[paragraph, [167.0, 2144.0, 1311.0, 36.0], tRGnlsKmaS, 5721566]
[paragraph, [167.0, 2180.0, 1311.0, 36.0], tRGnlsKmaS, 5721566]
[paragraph, [167.0, 2216.0, 1311.0, 36.0], tRGnlsKmaS, 5721566]
