[1806, 1262]
[chapter-title, [452.0, 427.0, 296.0, 58.5], shoonya_4sM4CH2LLMDU5B, 5680304]
[author, [487.0, 504.0, 225.0, 36.0], OFgwY9K1Es, 5680304]
[paragraph, [645.0, 606.0, 533.0, 36.0], shoonya_2s8ZJ23O725IF5, 5680304]
[paragraph, [645.0, 642.0, 533.0, 36.0], shoonya_2s8ZJ23O725IF5, 5680304]
[paragraph, [645.0, 678.0, 533.0, 36.0], shoonya_2s8ZJ23O725IF5, 5680304]
[paragraph, [645.0, 714.0, 533.0, 36.0], shoonya_2s8ZJ23O725IF5, 5680304]
[paragraph, [645.0, 750.0, 533.0, 36.0], shoonya_2s8ZJ23O725IF5, 5680304]
[paragraph, [645.0, 786.0, 533.0, 36.0], shoonya_2s8ZJ23O725IF5, 5680304]
[paragraph, [645.0, 822.0, 533.0, 36.0], shoonya_2s8ZJ23O725IF5, 5680304]
[paragraph, [645.0, 858.0, 533.0, 36.0], shoonya_2s8ZJ23O725IF5, 5680304]
[paragraph, [645.0, 894.0, 533.0, 36.0], shoonya_2s8ZJ23O725IF5, 5680304]
[paragraph, [645.0, 930.0, 533.0, 36.0], shoonya_2s8ZJ23O725IF5, 5680304]
[paragraph, [645.0, 966.0, 533.0, 36.0], shoonya_2s8ZJ23O725IF5, 5680304]
[paragraph, [645.0, 1002.0, 533.0, 36.0], shoonya_2s8ZJ23O725IF5, 5680304]
[paragraph, [645.0, 1038.0, 533.0, 36.0], shoonya_2s8ZJ23O725IF5, 5680304]
[paragraph, [96.0, 608.0, 502.0, 36.0], shoonya_0sMEKHQAT1ADJS, 5680304]
[paragraph, [96.0, 644.0, 502.0, 36.0], shoonya_0sMEKHQAT1ADJS, 5680304]
[paragraph, [96.0, 680.0, 502.0, 36.0], shoonya_0sMEKHQAT1ADJS, 5680304]
[paragraph, [96.0, 716.0, 502.0, 36.0], shoonya_0sMEKHQAT1ADJS, 5680304]
[paragraph, [96.0, 752.0, 502.0, 36.0], shoonya_0sMEKHQAT1ADJS, 5680304]
[paragraph, [96.0, 788.0, 502.0, 36.0], shoonya_0sMEKHQAT1ADJS, 5680304]
[paragraph, [96.0, 824.0, 502.0, 36.0], shoonya_0sMEKHQAT1ADJS, 5680304]
[paragraph, [96.0, 860.0, 502.0, 36.0], shoonya_0sMEKHQAT1ADJS, 5680304]
[paragraph, [96.0, 896.0, 502.0, 36.0], shoonya_0sMEKHQAT1ADJS, 5680304]
[paragraph, [96.0, 932.0, 502.0, 36.0], shoonya_0sMEKHQAT1ADJS, 5680304]
[paragraph, [96.0, 968.0, 502.0, 36.0], shoonya_0sMEKHQAT1ADJS, 5680304]
[paragraph, [96.0, 1004.0, 502.0, 36.0], shoonya_0sMEKHQAT1ADJS, 5680304]
