[864, 612]
[ordered-list, [54.0, 121.0, 497.0, 18.0], mTugVepzjH, 5717340]
[ordered-list, [54.0, 139.0, 497.0, 18.0], mTugVepzjH, 5717340]
[ordered-list, [54.0, 157.0, 497.0, 18.0], mTugVepzjH, 5717340]
[ordered-list, [54.0, 175.0, 497.0, 18.0], mTugVepzjH, 5717340]
[ordered-list, [54.0, 193.0, 497.0, 18.0], mTugVepzjH, 5717340]
[ordered-list, [54.0, 211.0, 497.0, 18.0], mTugVepzjH, 5717340]
[ordered-list, [54.0, 229.0, 497.0, 18.0], mTugVepzjH, 5717340]
[ordered-list, [54.0, 247.0, 497.0, 18.0], mTugVepzjH, 5717340]
[ordered-list, [54.0, 265.0, 497.0, 18.0], mTugVepzjH, 5717340]
[ordered-list, [54.0, 283.0, 497.0, 18.0], mTugVepzjH, 5717340]
[ordered-list, [54.0, 301.0, 497.0, 18.0], mTugVepzjH, 5717340]
[ordered-list, [54.0, 319.0, 497.0, 18.0], mTugVepzjH, 5717340]
[ordered-list, [54.0, 337.0, 497.0, 18.0], mTugVepzjH, 5717340]
[ordered-list, [54.0, 355.0, 497.0, 18.0], mTugVepzjH, 5717340]
[ordered-list, [54.0, 373.0, 497.0, 18.0], mTugVepzjH, 5717340]
[ordered-list, [54.0, 391.0, 497.0, 18.0], mTugVepzjH, 5717340]
[ordered-list, [54.0, 409.0, 497.0, 18.0], mTugVepzjH, 5717340]
[ordered-list, [54.0, 427.0, 497.0, 18.0], mTugVepzjH, 5717340]
[ordered-list, [54.0, 445.0, 497.0, 18.0], mTugVepzjH, 5717340]
[ordered-list, [54.0, 463.0, 497.0, 18.0], mTugVepzjH, 5717340]
[ordered-list, [54.0, 481.0, 497.0, 18.0], mTugVepzjH, 5717340]
[ordered-list, [54.0, 499.0, 497.0, 18.0], mTugVepzjH, 5717340]
[ordered-list, [54.0, 517.0, 497.0, 18.0], mTugVepzjH, 5717340]
[ordered-list, [54.0, 535.0, 497.0, 18.0], mTugVepzjH, 5717340]
[ordered-list, [54.0, 553.0, 497.0, 18.0], mTugVepzjH, 5717340]
[ordered-list, [54.0, 571.0, 497.0, 18.0], mTugVepzjH, 5717340]
[ordered-list, [54.0, 589.0, 497.0, 18.0], mTugVepzjH, 5717340]
[ordered-list, [54.0, 607.0, 497.0, 18.0], mTugVepzjH, 5717340]
[ordered-list, [54.0, 625.0, 497.0, 18.0], mTugVepzjH, 5717340]
[ordered-list, [54.0, 643.0, 497.0, 18.0], mTugVepzjH, 5717340]
[ordered-list, [54.0, 661.0, 497.0, 18.0], mTugVepzjH, 5717340]
[ordered-list, [54.0, 679.0, 497.0, 18.0], mTugVepzjH, 5717340]
[ordered-list, [54.0, 697.0, 497.0, 18.0], mTugVepzjH, 5717340]
[ordered-list, [54.0, 715.0, 497.0, 18.0], mTugVepzjH, 5717340]
[ordered-list, [54.0, 733.0, 497.0, 18.0], mTugVepzjH, 5717340]
[ordered-list, [54.0, 751.0, 497.0, 18.0], mTugVepzjH, 5717340]
[ordered-list, [54.0, 769.0, 497.0, 18.0], mTugVepzjH, 5717340]
[sub-ordered-list, [61.0, 121.0, 485.0, 18.0], H4na17P2qV, 5717340]
[sub-ordered-list, [61.0, 139.0, 485.0, 18.0], H4na17P2qV, 5717340]
[sub-ordered-list, [61.0, 157.0, 485.0, 18.0], H4na17P2qV, 5717340]
[sub-ordered-list, [61.0, 175.0, 485.0, 18.0], H4na17P2qV, 5717340]
[sub-ordered-list, [61.0, 193.0, 485.0, 18.0], H4na17P2qV, 5717340]
[sub-ordered-list, [61.0, 211.0, 485.0, 18.0], H4na17P2qV, 5717340]
[sub-ordered-list, [61.0, 229.0, 485.0, 18.0], H4na17P2qV, 5717340]
[sub-ordered-list, [61.0, 247.0, 485.0, 18.0], H4na17P2qV, 5717340]
[sub-ordered-list, [61.0, 265.0, 485.0, 18.0], H4na17P2qV, 5717340]
[sub-ordered-list, [61.0, 283.0, 485.0, 18.0], H4na17P2qV, 5717340]
[sub-ordered-list, [61.0, 301.0, 485.0, 18.0], H4na17P2qV, 5717340]
[sub-ordered-list, [61.0, 319.0, 485.0, 18.0], H4na17P2qV, 5717340]
[sub-ordered-list, [61.0, 337.0, 485.0, 18.0], H4na17P2qV, 5717340]
[sub-ordered-list, [56.0, 568.0, 489.0, 18.0], PKA-xkWClc, 5717340]
[sub-ordered-list, [56.0, 586.0, 489.0, 18.0], PKA-xkWClc, 5717340]
[sub-ordered-list, [56.0, 604.0, 489.0, 18.0], PKA-xkWClc, 5717340]
[sub-ordered-list, [56.0, 622.0, 489.0, 18.0], PKA-xkWClc, 5717340]
[sub-ordered-list, [56.0, 640.0, 489.0, 18.0], PKA-xkWClc, 5717340]
[sub-ordered-list, [56.0, 658.0, 489.0, 18.0], PKA-xkWClc, 5717340]
[sub-ordered-list, [74.0, 701.0, 471.0, 18.0], Vesi3S-6az, 5717340]
[sub-ordered-list, [74.0, 719.0, 471.0, 18.0], Vesi3S-6az, 5717340]
[sub-ordered-list, [74.0, 737.0, 471.0, 18.0], Vesi3S-6az, 5717340]
[sub-ordered-list, [74.0, 755.0, 471.0, 18.0], Vesi3S-6az, 5717340]
[sub-ordered-list, [74.0, 773.0, 471.0, 18.0], Vesi3S-6az, 5717340]
[subsub-ordered-list, [100.0, 720.0, 444.0, 18.0], vK-oa9jkzb, 5717340]
[subsub-ordered-list, [100.0, 738.0, 444.0, 18.0], vK-oa9jkzb, 5717340]
[subsub-ordered-list, [100.0, 756.0, 444.0, 18.0], vK-oa9jkzb, 5717340]
[subsub-ordered-list, [100.0, 774.0, 444.0, 18.0], vK-oa9jkzb, 5717340]
