[2481, 1654]
[folio, [341.0, 95.0, 136.0, 36.0], 3kCtRjoZHt, 5721561]
[paragraph, [188.0, 218.0, 1343.0, 36.0], shwAtD2biq, 5721561]
[paragraph, [188.0, 254.0, 1343.0, 36.0], shwAtD2biq, 5721561]
[paragraph, [188.0, 290.0, 1343.0, 36.0], shwAtD2biq, 5721561]
[paragraph, [188.0, 326.0, 1343.0, 36.0], shwAtD2biq, 5721561]
[paragraph, [186.0, 380.0, 1339.0, 36.0], es8fMLub65, 5721561]
[paragraph, [186.0, 416.0, 1339.0, 36.0], es8fMLub65, 5721561]
[paragraph, [186.0, 485.0, 1343.0, 36.0], CksDhCvqOe, 5721561]
[paragraph, [186.0, 521.0, 1343.0, 36.0], CksDhCvqOe, 5721561]
[paragraph, [186.0, 557.0, 1343.0, 36.0], CksDhCvqOe, 5721561]
[paragraph, [186.0, 593.0, 1343.0, 36.0], CksDhCvqOe, 5721561]
[paragraph, [233.0, 646.0, 1250.0, 36.0], lTTwN9DZ_H, 5721561]
[paragraph, [229.0, 702.0, 1283.0, 36.0], T-zkOby2W0, 5721561]
[paragraph, [229.0, 738.0, 1283.0, 36.0], T-zkOby2W0, 5721561]
[paragraph, [270.0, 805.0, 845.0, 36.0], r_8GldSGTo, 5721561]
[paragraph, [204.0, 863.0, 1312.0, 36.0], eTTsAH0ah5, 5721561]
[paragraph, [204.0, 899.0, 1312.0, 36.0], eTTsAH0ah5, 5721561]
[paragraph, [204.0, 935.0, 1312.0, 36.0], eTTsAH0ah5, 5721561]
[paragraph, [204.0, 971.0, 1312.0, 36.0], eTTsAH0ah5, 5721561]
[paragraph, [204.0, 1007.0, 1312.0, 36.0], eTTsAH0ah5, 5721561]
[paragraph, [204.0, 1043.0, 1312.0, 36.0], eTTsAH0ah5, 5721561]
[paragraph, [204.0, 1079.0, 1312.0, 36.0], eTTsAH0ah5, 5721561]
[paragraph, [198.0, 1127.0, 1319.0, 36.0], Ma1kjpIcEg, 5721561]
[paragraph, [198.0, 1163.0, 1319.0, 36.0], Ma1kjpIcEg, 5721561]
[paragraph, [198.0, 1199.0, 1319.0, 36.0], Ma1kjpIcEg, 5721561]
[paragraph, [198.0, 1235.0, 1319.0, 36.0], Ma1kjpIcEg, 5721561]
[paragraph, [198.0, 1271.0, 1319.0, 36.0], Ma1kjpIcEg, 5721561]
[paragraph, [198.0, 1307.0, 1319.0, 36.0], Ma1kjpIcEg, 5721561]
[paragraph, [198.0, 1343.0, 1319.0, 36.0], Ma1kjpIcEg, 5721561]
[paragraph, [198.0, 1379.0, 1319.0, 36.0], Ma1kjpIcEg, 5721561]
[paragraph, [196.0, 1448.0, 1316.0, 36.0], ze9czkE1m7, 5721561]
[paragraph, [196.0, 1484.0, 1316.0, 36.0], ze9czkE1m7, 5721561]
[paragraph, [277.0, 1553.0, 529.0, 36.0], iY0svkem8X, 5721561]
[paragraph, [206.0, 1607.0, 1304.0, 36.0], 6iz63ybp7J, 5721561]
[paragraph, [206.0, 1643.0, 1304.0, 36.0], 6iz63ybp7J, 5721561]
[paragraph, [206.0, 1679.0, 1304.0, 36.0], 6iz63ybp7J, 5721561]
[paragraph, [206.0, 1715.0, 1304.0, 36.0], 6iz63ybp7J, 5721561]
[paragraph, [277.0, 1762.0, 1087.0, 36.0], AziNJdAr0d, 5721561]
[paragraph, [277.0, 1817.0, 1217.0, 36.0], NDtmHKbbYP, 5721561]
[paragraph, [210.0, 1873.0, 1304.0, 36.0], OV4bY34y6G, 5721561]
[paragraph, [210.0, 1909.0, 1304.0, 36.0], OV4bY34y6G, 5721561]
[paragraph, [210.0, 1945.0, 1304.0, 36.0], OV4bY34y6G, 5721561]
[paragraph, [210.0, 1981.0, 1304.0, 36.0], OV4bY34y6G, 5721561]
[paragraph, [210.0, 2017.0, 1304.0, 36.0], OV4bY34y6G, 5721561]
[paragraph, [210.0, 2053.0, 1304.0, 36.0], OV4bY34y6G, 5721561]
[paragraph, [210.0, 2089.0, 1304.0, 36.0], OV4bY34y6G, 5721561]
[paragraph, [210.0, 2125.0, 1304.0, 36.0], OV4bY34y6G, 5721561]
