[1298, 853]
[section-title, [272.0, 217.0, 306.0, 30.0], shoonya_1sJ5CY63RJZG4I, 5709997]
[paragraph, [67.0, 277.0, 717.0, 18.0], shoonya_0sQ3LOEN1TA039, 5709997]
[paragraph, [67.0, 295.0, 717.0, 18.0], shoonya_0sQ3LOEN1TA039, 5709997]
[paragraph, [67.0, 313.0, 717.0, 18.0], shoonya_0sQ3LOEN1TA039, 5709997]
[paragraph, [67.0, 331.0, 717.0, 18.0], shoonya_0sQ3LOEN1TA039, 5709997]
[paragraph, [67.0, 349.0, 717.0, 18.0], shoonya_0sQ3LOEN1TA039, 5709997]
[paragraph, [67.0, 367.0, 717.0, 18.0], shoonya_0sQ3LOEN1TA039, 5709997]
[paragraph, [67.0, 385.0, 717.0, 18.0], shoonya_0sQ3LOEN1TA039, 5709997]
[paragraph, [67.0, 403.0, 717.0, 18.0], shoonya_0sQ3LOEN1TA039, 5709997]
[paragraph, [67.0, 421.0, 717.0, 18.0], shoonya_0sQ3LOEN1TA039, 5709997]
[paragraph, [67.0, 439.0, 717.0, 18.0], shoonya_0sQ3LOEN1TA039, 5709997]
[paragraph, [67.0, 457.0, 717.0, 18.0], shoonya_0sQ3LOEN1TA039, 5709997]
[paragraph, [67.0, 475.0, 717.0, 18.0], shoonya_0sQ3LOEN1TA039, 5709997]
[paragraph, [67.0, 493.0, 717.0, 18.0], shoonya_0sQ3LOEN1TA039, 5709997]
[paragraph, [67.0, 511.0, 717.0, 18.0], shoonya_0sQ3LOEN1TA039, 5709997]
[paragraph, [67.0, 529.0, 717.0, 18.0], shoonya_0sQ3LOEN1TA039, 5709997]
[paragraph, [67.0, 547.0, 717.0, 18.0], shoonya_0sQ3LOEN1TA039, 5709997]
[paragraph, [67.0, 565.0, 717.0, 18.0], shoonya_0sQ3LOEN1TA039, 5709997]
[paragraph, [67.0, 583.0, 717.0, 18.0], shoonya_0sQ3LOEN1TA039, 5709997]
[paragraph, [67.0, 601.0, 717.0, 18.0], shoonya_0sQ3LOEN1TA039, 5709997]
[paragraph, [67.0, 633.0, 720.0, 18.0], shoonya_2sDZ05BUFW749Z, 5709997]
[paragraph, [67.0, 651.0, 720.0, 18.0], shoonya_2sDZ05BUFW749Z, 5709997]
[paragraph, [67.0, 669.0, 720.0, 18.0], shoonya_2sDZ05BUFW749Z, 5709997]
[paragraph, [67.0, 687.0, 720.0, 18.0], shoonya_2sDZ05BUFW749Z, 5709997]
[paragraph, [67.0, 705.0, 720.0, 18.0], shoonya_2sDZ05BUFW749Z, 5709997]
[paragraph, [67.0, 723.0, 720.0, 18.0], shoonya_2sDZ05BUFW749Z, 5709997]
[paragraph, [67.0, 741.0, 720.0, 18.0], shoonya_2sDZ05BUFW749Z, 5709997]
[paragraph, [67.0, 759.0, 720.0, 18.0], shoonya_2sDZ05BUFW749Z, 5709997]
[paragraph, [67.0, 777.0, 720.0, 18.0], shoonya_2sDZ05BUFW749Z, 5709997]
[paragraph, [67.0, 795.0, 720.0, 18.0], shoonya_2sDZ05BUFW749Z, 5709997]
[paragraph, [67.0, 813.0, 720.0, 18.0], shoonya_2sDZ05BUFW749Z, 5709997]
[paragraph, [67.0, 831.0, 720.0, 18.0], shoonya_2sDZ05BUFW749Z, 5709997]
[paragraph, [67.0, 849.0, 720.0, 18.0], shoonya_2sDZ05BUFW749Z, 5709997]
[paragraph, [67.0, 867.0, 720.0, 18.0], shoonya_2sDZ05BUFW749Z, 5709997]
[paragraph, [67.0, 885.0, 720.0, 18.0], shoonya_2sDZ05BUFW749Z, 5709997]
[paragraph, [67.0, 903.0, 720.0, 18.0], shoonya_2sDZ05BUFW749Z, 5709997]
[paragraph, [67.0, 921.0, 720.0, 18.0], shoonya_2sDZ05BUFW749Z, 5709997]
[paragraph, [67.0, 939.0, 720.0, 18.0], shoonya_2sDZ05BUFW749Z, 5709997]
[paragraph, [67.0, 957.0, 720.0, 18.0], shoonya_2sDZ05BUFW749Z, 5709997]
[paragraph, [67.0, 975.0, 720.0, 18.0], shoonya_2sDZ05BUFW749Z, 5709997]
[paragraph, [67.0, 993.0, 720.0, 18.0], shoonya_2sDZ05BUFW749Z, 5709997]
[paragraph, [67.0, 1011.0, 720.0, 18.0], shoonya_2sDZ05BUFW749Z, 5709997]
[paragraph, [67.0, 1029.0, 720.0, 18.0], shoonya_2sDZ05BUFW749Z, 5709997]
[paragraph, [67.0, 1047.0, 720.0, 18.0], shoonya_2sDZ05BUFW749Z, 5709997]
[paragraph, [67.0, 1065.0, 720.0, 18.0], shoonya_2sDZ05BUFW749Z, 5709997]
[paragraph, [67.0, 1083.0, 720.0, 18.0], shoonya_2sDZ05BUFW749Z, 5709997]
[paragraph, [67.0, 1101.0, 720.0, 18.0], shoonya_2sDZ05BUFW749Z, 5709997]
[paragraph, [67.0, 1119.0, 720.0, 18.0], shoonya_2sDZ05BUFW749Z, 5709997]
[paragraph, [67.0, 1137.0, 720.0, 18.0], shoonya_2sDZ05BUFW749Z, 5709997]
[paragraph, [67.0, 1155.0, 720.0, 18.0], shoonya_2sDZ05BUFW749Z, 5709997]
[paragraph, [67.0, 1173.0, 720.0, 18.0], shoonya_2sDZ05BUFW749Z, 5709997]
[paragraph, [67.0, 1191.0, 720.0, 18.0], shoonya_2sDZ05BUFW749Z, 5709997]
