[2200, 1700]
[section-title, [300.0, 59.0, 938.0, 52.5], shoonya_6sOIS29WND6GG0, 5730744]
[paragraph, [285.0, 135.0, 1129.0, 36.0], shoonya_0s3QDB8XJ4YTUZ, 5730744]
[paragraph, [285.0, 171.0, 1129.0, 36.0], shoonya_0s3QDB8XJ4YTUZ, 5730744]
[paragraph, [285.0, 207.0, 1129.0, 36.0], shoonya_0s3QDB8XJ4YTUZ, 5730744]
[paragraph, [285.0, 243.0, 1129.0, 36.0], shoonya_0s3QDB8XJ4YTUZ, 5730744]
[paragraph, [285.0, 279.0, 1129.0, 36.0], shoonya_0s3QDB8XJ4YTUZ, 5730744]
[paragraph, [285.0, 315.0, 1129.0, 36.0], shoonya_0s3QDB8XJ4YTUZ, 5730744]
[paragraph, [285.0, 351.0, 1129.0, 36.0], shoonya_0s3QDB8XJ4YTUZ, 5730744]
[paragraph, [285.0, 387.0, 1129.0, 36.0], shoonya_0s3QDB8XJ4YTUZ, 5730744]
[paragraph, [285.0, 423.0, 1129.0, 36.0], shoonya_0s3QDB8XJ4YTUZ, 5730744]
[paragraph, [285.0, 459.0, 1129.0, 36.0], shoonya_0s3QDB8XJ4YTUZ, 5730744]
[paragraph, [285.0, 495.0, 1129.0, 36.0], shoonya_0s3QDB8XJ4YTUZ, 5730744]
[paragraph, [285.0, 531.0, 1129.0, 36.0], shoonya_0s3QDB8XJ4YTUZ, 5730744]
[paragraph, [285.0, 567.0, 1129.0, 36.0], shoonya_0s3QDB8XJ4YTUZ, 5730744]
[paragraph, [285.0, 603.0, 1129.0, 36.0], shoonya_0s3QDB8XJ4YTUZ, 5730744]
[paragraph, [285.0, 639.0, 1129.0, 36.0], shoonya_0s3QDB8XJ4YTUZ, 5730744]
[paragraph, [285.0, 675.0, 1129.0, 36.0], shoonya_0s3QDB8XJ4YTUZ, 5730744]
[paragraph, [285.0, 711.0, 1129.0, 36.0], shoonya_0s3QDB8XJ4YTUZ, 5730744]
[paragraph, [285.0, 747.0, 1129.0, 36.0], shoonya_0s3QDB8XJ4YTUZ, 5730744]
[paragraph, [285.0, 783.0, 1129.0, 36.0], shoonya_0s3QDB8XJ4YTUZ, 5730744]
[paragraph, [285.0, 819.0, 1129.0, 36.0], shoonya_0s3QDB8XJ4YTUZ, 5730744]
[paragraph, [285.0, 855.0, 1129.0, 36.0], shoonya_0s3QDB8XJ4YTUZ, 5730744]
[paragraph, [285.0, 891.0, 1129.0, 36.0], shoonya_0s3QDB8XJ4YTUZ, 5730744]
[paragraph, [285.0, 927.0, 1129.0, 36.0], shoonya_0s3QDB8XJ4YTUZ, 5730744]
[paragraph, [285.0, 963.0, 1129.0, 36.0], shoonya_0s3QDB8XJ4YTUZ, 5730744]
[paragraph, [285.0, 999.0, 1129.0, 36.0], shoonya_0s3QDB8XJ4YTUZ, 5730744]
[paragraph, [285.0, 1035.0, 1129.0, 36.0], shoonya_0s3QDB8XJ4YTUZ, 5730744]
[paragraph, [285.0, 1071.0, 1129.0, 36.0], shoonya_0s3QDB8XJ4YTUZ, 5730744]
[paragraph, [285.0, 1107.0, 1129.0, 36.0], shoonya_0s3QDB8XJ4YTUZ, 5730744]
[paragraph, [285.0, 1143.0, 1129.0, 36.0], shoonya_0s3QDB8XJ4YTUZ, 5730744]
[section-title, [318.0, 1234.0, 674.0, 52.5], shoonya_5sTY5JOX3EKAD3, 5730744]
[paragraph, [311.0, 1309.0, 1103.0, 36.0], shoonya_1sTZ3L3M568G7X, 5730744]
[paragraph, [311.0, 1345.0, 1103.0, 36.0], shoonya_1sTZ3L3M568G7X, 5730744]
[paragraph, [311.0, 1381.0, 1103.0, 36.0], shoonya_1sTZ3L3M568G7X, 5730744]
[paragraph, [311.0, 1417.0, 1103.0, 36.0], shoonya_1sTZ3L3M568G7X, 5730744]
[paragraph, [311.0, 1453.0, 1103.0, 36.0], shoonya_1sTZ3L3M568G7X, 5730744]
[paragraph, [311.0, 1489.0, 1103.0, 36.0], shoonya_1sTZ3L3M568G7X, 5730744]
[paragraph, [311.0, 1525.0, 1103.0, 36.0], shoonya_1sTZ3L3M568G7X, 5730744]
[paragraph, [311.0, 1561.0, 1103.0, 36.0], shoonya_1sTZ3L3M568G7X, 5730744]
[paragraph, [311.0, 1597.0, 1103.0, 36.0], shoonya_1sTZ3L3M568G7X, 5730744]
[paragraph, [311.0, 1633.0, 1103.0, 36.0], shoonya_1sTZ3L3M568G7X, 5730744]
[paragraph, [311.0, 1669.0, 1103.0, 36.0], shoonya_1sTZ3L3M568G7X, 5730744]
[paragraph, [311.0, 1705.0, 1103.0, 36.0], shoonya_1sTZ3L3M568G7X, 5730744]
[paragraph, [319.0, 1762.0, 1097.0, 36.0], shoonya_3sA0ZN100DR424, 5730744]
[paragraph, [319.0, 1798.0, 1097.0, 36.0], shoonya_3sA0ZN100DR424, 5730744]
[paragraph, [319.0, 1834.0, 1097.0, 36.0], shoonya_3sA0ZN100DR424, 5730744]
[paragraph, [319.0, 1870.0, 1097.0, 36.0], shoonya_3sA0ZN100DR424, 5730744]
[paragraph, [319.0, 1906.0, 1097.0, 36.0], shoonya_3sA0ZN100DR424, 5730744]
[folio, [955.0, 1996.0, 345.0, 36.0], UTltmL_sBd, 5730744]
