[911, 559]
[chapter-title, [166.0, 7.0, 232.0, 30.0], shoonya_0s4HHWS6NNN36J, 5776218]
[paragraph, [17.0, 49.0, 532.0, 18.0], fcuYLKk-Ok, 5776218]
[paragraph, [17.0, 67.0, 532.0, 18.0], fcuYLKk-Ok, 5776218]
[paragraph, [17.0, 85.0, 532.0, 18.0], fcuYLKk-Ok, 5776218]
[paragraph, [17.0, 103.0, 532.0, 18.0], fcuYLKk-Ok, 5776218]
[paragraph, [17.0, 121.0, 532.0, 18.0], fcuYLKk-Ok, 5776218]
[paragraph, [17.0, 139.0, 532.0, 18.0], fcuYLKk-Ok, 5776218]
[paragraph, [12.0, 169.0, 538.0, 18.0], CtRjSFx4Bv, 5776218]
[paragraph, [12.0, 187.0, 538.0, 18.0], CtRjSFx4Bv, 5776218]
[paragraph, [12.0, 205.0, 538.0, 18.0], CtRjSFx4Bv, 5776218]
[paragraph, [12.0, 223.0, 538.0, 18.0], CtRjSFx4Bv, 5776218]
[paragraph, [12.0, 241.0, 538.0, 18.0], CtRjSFx4Bv, 5776218]
[paragraph, [12.0, 259.0, 538.0, 18.0], CtRjSFx4Bv, 5776218]
[paragraph, [12.0, 277.0, 538.0, 18.0], CtRjSFx4Bv, 5776218]
[paragraph, [12.0, 295.0, 538.0, 18.0], CtRjSFx4Bv, 5776218]
[paragraph, [12.0, 313.0, 538.0, 18.0], CtRjSFx4Bv, 5776218]
[paragraph, [12.0, 331.0, 538.0, 18.0], CtRjSFx4Bv, 5776218]
[paragraph, [12.0, 349.0, 538.0, 18.0], CtRjSFx4Bv, 5776218]
[paragraph, [12.0, 367.0, 538.0, 18.0], CtRjSFx4Bv, 5776218]
[paragraph, [12.0, 385.0, 538.0, 18.0], CtRjSFx4Bv, 5776218]
[paragraph, [12.0, 403.0, 538.0, 18.0], CtRjSFx4Bv, 5776218]
[paragraph, [12.0, 421.0, 538.0, 18.0], CtRjSFx4Bv, 5776218]
[paragraph, [12.0, 439.0, 538.0, 18.0], CtRjSFx4Bv, 5776218]
[paragraph, [12.0, 457.0, 538.0, 18.0], CtRjSFx4Bv, 5776218]
[paragraph, [12.0, 475.0, 538.0, 18.0], CtRjSFx4Bv, 5776218]
[paragraph, [12.0, 493.0, 538.0, 18.0], CtRjSFx4Bv, 5776218]
[paragraph, [12.0, 511.0, 538.0, 18.0], CtRjSFx4Bv, 5776218]
[paragraph, [12.0, 529.0, 538.0, 18.0], CtRjSFx4Bv, 5776218]
[paragraph, [12.0, 547.0, 538.0, 18.0], CtRjSFx4Bv, 5776218]
[paragraph, [12.0, 565.0, 538.0, 18.0], CtRjSFx4Bv, 5776218]
[paragraph, [12.0, 583.0, 538.0, 18.0], CtRjSFx4Bv, 5776218]
[paragraph, [12.0, 601.0, 538.0, 18.0], CtRjSFx4Bv, 5776218]
[paragraph, [12.0, 619.0, 538.0, 18.0], CtRjSFx4Bv, 5776218]
[paragraph, [12.0, 637.0, 538.0, 18.0], CtRjSFx4Bv, 5776218]
[paragraph, [12.0, 655.0, 538.0, 18.0], CtRjSFx4Bv, 5776218]
[paragraph, [12.0, 673.0, 538.0, 18.0], CtRjSFx4Bv, 5776218]
[paragraph, [12.0, 691.0, 538.0, 18.0], CtRjSFx4Bv, 5776218]
[paragraph, [12.0, 709.0, 538.0, 18.0], CtRjSFx4Bv, 5776218]
[paragraph, [12.0, 727.0, 538.0, 18.0], CtRjSFx4Bv, 5776218]
[paragraph, [12.0, 745.0, 538.0, 18.0], CtRjSFx4Bv, 5776218]
[paragraph, [12.0, 763.0, 538.0, 18.0], CtRjSFx4Bv, 5776218]
[paragraph, [12.0, 781.0, 538.0, 18.0], CtRjSFx4Bv, 5776218]
[paragraph, [12.0, 799.0, 538.0, 18.0], CtRjSFx4Bv, 5776218]
[paragraph, [12.0, 817.0, 538.0, 18.0], CtRjSFx4Bv, 5776218]
[paragraph, [12.0, 835.0, 538.0, 18.0], CtRjSFx4Bv, 5776218]
[paragraph, [12.0, 853.0, 538.0, 18.0], CtRjSFx4Bv, 5776218]
[paragraph, [12.0, 871.0, 538.0, 18.0], CtRjSFx4Bv, 5776218]
