[1241, 827]
[folio, [379.0, 54.0, 298.0, 18.0], 1IHzH4p7BK, 6478220]
[section-title, [212.0, 147.0, 435.0, 30.0], shoonya_6sQMU9F6EXGMLE, 6478220]
[sub-section-title, [113.0, 216.0, 212.0, 25.5], shoonya_5sQ4JKHOCX5WWD, 6478220]
[paragraph, [110.0, 254.0, 634.0, 18.0], shoonya_0sOPDEKDMKXUFA, 6478220]
[paragraph, [110.0, 272.0, 634.0, 18.0], shoonya_0sOPDEKDMKXUFA, 6478220]
[paragraph, [110.0, 290.0, 634.0, 18.0], shoonya_0sOPDEKDMKXUFA, 6478220]
[paragraph, [110.0, 308.0, 634.0, 18.0], shoonya_0sOPDEKDMKXUFA, 6478220]
[paragraph, [110.0, 326.0, 634.0, 18.0], shoonya_0sOPDEKDMKXUFA, 6478220]
[paragraph, [110.0, 344.0, 634.0, 18.0], shoonya_0sOPDEKDMKXUFA, 6478220]
[paragraph, [111.0, 401.0, 636.0, 18.0], shoonya_1sDDMS5KT0I711, 6478220]
[paragraph, [111.0, 419.0, 636.0, 18.0], shoonya_1sDDMS5KT0I711, 6478220]
[paragraph, [111.0, 437.0, 636.0, 18.0], shoonya_1sDDMS5KT0I711, 6478220]
[paragraph, [111.0, 455.0, 636.0, 18.0], shoonya_1sDDMS5KT0I711, 6478220]
[paragraph, [111.0, 473.0, 636.0, 18.0], shoonya_1sDDMS5KT0I711, 6478220]
[paragraph, [111.0, 491.0, 636.0, 18.0], shoonya_1sDDMS5KT0I711, 6478220]
[paragraph, [111.0, 509.0, 636.0, 18.0], shoonya_1sDDMS5KT0I711, 6478220]
[paragraph, [111.0, 527.0, 636.0, 18.0], shoonya_1sDDMS5KT0I711, 6478220]
[paragraph, [111.0, 545.0, 636.0, 18.0], shoonya_1sDDMS5KT0I711, 6478220]
[paragraph, [111.0, 563.0, 636.0, 18.0], shoonya_1sDDMS5KT0I711, 6478220]
[paragraph, [111.0, 581.0, 636.0, 18.0], shoonya_1sDDMS5KT0I711, 6478220]
[paragraph, [111.0, 639.0, 638.0, 18.0], BdwU-iT0wA, 6478220]
[paragraph, [111.0, 657.0, 638.0, 18.0], BdwU-iT0wA, 6478220]
[paragraph, [111.0, 675.0, 638.0, 18.0], BdwU-iT0wA, 6478220]
[paragraph, [111.0, 693.0, 638.0, 18.0], BdwU-iT0wA, 6478220]
[paragraph, [111.0, 711.0, 638.0, 18.0], BdwU-iT0wA, 6478220]
[paragraph, [111.0, 729.0, 638.0, 18.0], BdwU-iT0wA, 6478220]
[paragraph, [108.0, 766.0, 641.0, 18.0], shoonya_4sKCEOFIJTMSJH, 6478220]
[paragraph, [108.0, 784.0, 641.0, 18.0], shoonya_4sKCEOFIJTMSJH, 6478220]
[paragraph, [108.0, 802.0, 641.0, 18.0], shoonya_4sKCEOFIJTMSJH, 6478220]
[paragraph, [108.0, 820.0, 641.0, 18.0], shoonya_4sKCEOFIJTMSJH, 6478220]
[paragraph, [108.0, 838.0, 641.0, 18.0], shoonya_4sKCEOFIJTMSJH, 6478220]
[paragraph, [108.0, 856.0, 641.0, 18.0], shoonya_4sKCEOFIJTMSJH, 6478220]
[paragraph, [108.0, 874.0, 641.0, 18.0], shoonya_4sKCEOFIJTMSJH, 6478220]
[paragraph, [108.0, 892.0, 641.0, 18.0], shoonya_4sKCEOFIJTMSJH, 6478220]
[paragraph, [108.0, 910.0, 641.0, 18.0], shoonya_4sKCEOFIJTMSJH, 6478220]
[paragraph, [108.0, 928.0, 641.0, 18.0], shoonya_4sKCEOFIJTMSJH, 6478220]
[paragraph, [108.0, 946.0, 641.0, 18.0], shoonya_4sKCEOFIJTMSJH, 6478220]
[paragraph, [108.0, 964.0, 641.0, 18.0], shoonya_4sKCEOFIJTMSJH, 6478220]
[paragraph, [108.0, 982.0, 641.0, 18.0], shoonya_4sKCEOFIJTMSJH, 6478220]
[paragraph, [108.0, 1000.0, 641.0, 18.0], shoonya_4sKCEOFIJTMSJH, 6478220]
[paragraph, [108.0, 1018.0, 641.0, 18.0], shoonya_4sKCEOFIJTMSJH, 6478220]
[paragraph, [108.0, 1065.0, 639.0, 18.0], 0NiEH-6jKY, 6478220]
[paragraph, [108.0, 1083.0, 639.0, 18.0], 0NiEH-6jKY, 6478220]
[paragraph, [108.0, 1101.0, 639.0, 18.0], 0NiEH-6jKY, 6478220]
[paragraph, [108.0, 1119.0, 639.0, 18.0], 0NiEH-6jKY, 6478220]
[paragraph, [108.0, 1137.0, 639.0, 18.0], 0NiEH-6jKY, 6478220]
[paragraph, [108.0, 1155.0, 639.0, 18.0], 0NiEH-6jKY, 6478220]
