[889, 615]
[section-title, [113.0, 28.0, 400.0, 30.0], shoonya_3s4WF24BNT7CLT, 5704970]
[sub-section-title, [182.0, 160.0, 271.0, 25.5], Ql_SjcVcg-, 5704970]
[paragraph, [25.0, 228.0, 210.0, 18.0], shoonya_2s230TLJXLTLSP, 5704970]
[paragraph, [25.0, 246.0, 210.0, 18.0], shoonya_2s230TLJXLTLSP, 5704970]
[paragraph, [12.0, 279.0, 589.0, 18.0], shoonya_0sWM54B7TQZIZM, 5704970]
[paragraph, [12.0, 297.0, 589.0, 18.0], shoonya_0sWM54B7TQZIZM, 5704970]
[paragraph, [12.0, 315.0, 589.0, 18.0], shoonya_0sWM54B7TQZIZM, 5704970]
[paragraph, [12.0, 333.0, 589.0, 18.0], shoonya_0sWM54B7TQZIZM, 5704970]
[paragraph, [12.0, 351.0, 589.0, 18.0], shoonya_0sWM54B7TQZIZM, 5704970]
[paragraph, [12.0, 369.0, 589.0, 18.0], shoonya_0sWM54B7TQZIZM, 5704970]
[paragraph, [12.0, 387.0, 589.0, 18.0], shoonya_0sWM54B7TQZIZM, 5704970]
[paragraph, [12.0, 405.0, 589.0, 18.0], shoonya_0sWM54B7TQZIZM, 5704970]
[paragraph, [12.0, 423.0, 589.0, 18.0], shoonya_0sWM54B7TQZIZM, 5704970]
[paragraph, [12.0, 441.0, 589.0, 18.0], shoonya_0sWM54B7TQZIZM, 5704970]
[paragraph, [12.0, 459.0, 589.0, 18.0], shoonya_0sWM54B7TQZIZM, 5704970]
[paragraph, [12.0, 477.0, 589.0, 18.0], shoonya_0sWM54B7TQZIZM, 5704970]
[paragraph, [12.0, 495.0, 589.0, 18.0], shoonya_0sWM54B7TQZIZM, 5704970]
[paragraph, [12.0, 513.0, 589.0, 18.0], shoonya_0sWM54B7TQZIZM, 5704970]
[paragraph, [12.0, 531.0, 589.0, 18.0], shoonya_0sWM54B7TQZIZM, 5704970]
[paragraph, [12.0, 549.0, 589.0, 18.0], shoonya_0sWM54B7TQZIZM, 5704970]
[paragraph, [12.0, 567.0, 589.0, 18.0], shoonya_0sWM54B7TQZIZM, 5704970]
[paragraph, [12.0, 585.0, 589.0, 18.0], shoonya_0sWM54B7TQZIZM, 5704970]
[paragraph, [12.0, 603.0, 589.0, 18.0], shoonya_0sWM54B7TQZIZM, 5704970]
[paragraph, [12.0, 621.0, 589.0, 18.0], shoonya_0sWM54B7TQZIZM, 5704970]
[paragraph, [12.0, 639.0, 589.0, 18.0], shoonya_0sWM54B7TQZIZM, 5704970]
[paragraph, [6.0, 679.0, 593.0, 18.0], 39UuvXfaNf, 5704970]
[paragraph, [6.0, 697.0, 593.0, 18.0], 39UuvXfaNf, 5704970]
[paragraph, [6.0, 715.0, 593.0, 18.0], 39UuvXfaNf, 5704970]
[paragraph, [6.0, 733.0, 593.0, 18.0], 39UuvXfaNf, 5704970]
[paragraph, [6.0, 751.0, 593.0, 18.0], 39UuvXfaNf, 5704970]
[paragraph, [6.0, 769.0, 593.0, 18.0], 39UuvXfaNf, 5704970]
[paragraph, [6.0, 787.0, 593.0, 18.0], 39UuvXfaNf, 5704970]
[paragraph, [6.0, 805.0, 593.0, 18.0], 39UuvXfaNf, 5704970]
[paragraph, [6.0, 823.0, 593.0, 18.0], 39UuvXfaNf, 5704970]
[paragraph, [6.0, 841.0, 593.0, 18.0], 39UuvXfaNf, 5704970]
