[2339, 1653]
[paragraph, [250.0, 243.0, 1160.0, 36.0], shoonya_2s85SINCA7UGPO, 5687464]
[paragraph, [250.0, 279.0, 1160.0, 36.0], shoonya_2s85SINCA7UGPO, 5687464]
[paragraph, [250.0, 315.0, 1160.0, 36.0], shoonya_2s85SINCA7UGPO, 5687464]
[paragraph, [250.0, 351.0, 1160.0, 36.0], shoonya_2s85SINCA7UGPO, 5687464]
[paragraph, [250.0, 387.0, 1160.0, 36.0], shoonya_2s85SINCA7UGPO, 5687464]
[paragraph, [250.0, 423.0, 1160.0, 36.0], shoonya_2s85SINCA7UGPO, 5687464]
[paragraph, [250.0, 459.0, 1160.0, 36.0], shoonya_2s85SINCA7UGPO, 5687464]
[paragraph, [246.0, 523.0, 1157.0, 36.0], shoonya_3sPHCCP26A3LIN, 5687464]
[paragraph, [246.0, 559.0, 1157.0, 36.0], shoonya_3sPHCCP26A3LIN, 5687464]
[paragraph, [246.0, 595.0, 1157.0, 36.0], shoonya_3sPHCCP26A3LIN, 5687464]
[paragraph, [246.0, 631.0, 1157.0, 36.0], shoonya_3sPHCCP26A3LIN, 5687464]
[paragraph, [246.0, 667.0, 1157.0, 36.0], shoonya_3sPHCCP26A3LIN, 5687464]
[paragraph, [246.0, 703.0, 1157.0, 36.0], shoonya_3sPHCCP26A3LIN, 5687464]
[paragraph, [246.0, 739.0, 1157.0, 36.0], shoonya_3sPHCCP26A3LIN, 5687464]
[paragraph, [246.0, 775.0, 1157.0, 36.0], shoonya_3sPHCCP26A3LIN, 5687464]
[paragraph, [246.0, 811.0, 1157.0, 36.0], shoonya_3sPHCCP26A3LIN, 5687464]
[paragraph, [246.0, 847.0, 1157.0, 36.0], shoonya_3sPHCCP26A3LIN, 5687464]
[paragraph, [246.0, 883.0, 1157.0, 36.0], shoonya_3sPHCCP26A3LIN, 5687464]
[paragraph, [246.0, 919.0, 1157.0, 36.0], shoonya_3sPHCCP26A3LIN, 5687464]
[paragraph, [246.0, 955.0, 1157.0, 36.0], shoonya_3sPHCCP26A3LIN, 5687464]
[paragraph, [246.0, 991.0, 1157.0, 36.0], shoonya_3sPHCCP26A3LIN, 5687464]
[paragraph, [246.0, 1027.0, 1157.0, 36.0], shoonya_3sPHCCP26A3LIN, 5687464]
[paragraph, [246.0, 1063.0, 1157.0, 36.0], shoonya_3sPHCCP26A3LIN, 5687464]
[paragraph, [246.0, 1099.0, 1157.0, 36.0], shoonya_3sPHCCP26A3LIN, 5687464]
[paragraph, [243.0, 1147.0, 1157.0, 36.0], RayT_RJyDM, 5687464]
[paragraph, [243.0, 1183.0, 1157.0, 36.0], RayT_RJyDM, 5687464]
[paragraph, [243.0, 1219.0, 1157.0, 36.0], RayT_RJyDM, 5687464]
[paragraph, [243.0, 1255.0, 1157.0, 36.0], RayT_RJyDM, 5687464]
[paragraph, [243.0, 1291.0, 1157.0, 36.0], RayT_RJyDM, 5687464]
[paragraph, [243.0, 1327.0, 1157.0, 36.0], RayT_RJyDM, 5687464]
[paragraph, [243.0, 1363.0, 1157.0, 36.0], RayT_RJyDM, 5687464]
[paragraph, [243.0, 1399.0, 1157.0, 36.0], RayT_RJyDM, 5687464]
[paragraph, [243.0, 1435.0, 1157.0, 36.0], RayT_RJyDM, 5687464]
[paragraph, [243.0, 1471.0, 1157.0, 36.0], RayT_RJyDM, 5687464]
[paragraph, [243.0, 1507.0, 1157.0, 36.0], RayT_RJyDM, 5687464]
[paragraph, [243.0, 1543.0, 1157.0, 36.0], RayT_RJyDM, 5687464]
[paragraph, [243.0, 1579.0, 1157.0, 36.0], RayT_RJyDM, 5687464]
[paragraph, [243.0, 1615.0, 1157.0, 36.0], RayT_RJyDM, 5687464]
[paragraph, [237.0, 1699.0, 1163.0, 36.0], N6q6aieJco, 5687464]
[paragraph, [237.0, 1735.0, 1163.0, 36.0], N6q6aieJco, 5687464]
[paragraph, [237.0, 1771.0, 1163.0, 36.0], N6q6aieJco, 5687464]
[paragraph, [237.0, 1807.0, 1163.0, 36.0], N6q6aieJco, 5687464]
[paragraph, [237.0, 1843.0, 1163.0, 36.0], N6q6aieJco, 5687464]
[paragraph, [237.0, 1879.0, 1163.0, 36.0], N6q6aieJco, 5687464]
[paragraph, [237.0, 1915.0, 1163.0, 36.0], N6q6aieJco, 5687464]
[paragraph, [237.0, 1951.0, 1163.0, 36.0], N6q6aieJco, 5687464]
[paragraph, [237.0, 1987.0, 1163.0, 36.0], N6q6aieJco, 5687464]
[reference, [246.0, 2044.0, 909.0, 36.0], avFzPJ7Ukp, 5687464]
[reference, [246.0, 2080.0, 909.0, 36.0], avFzPJ7Ukp, 5687464]
