[842, 596]
[paragraph, [114.0, 54.0, 415.0, 18.0], SLn-z8zqWx, 5658078]
[paragraph, [114.0, 72.0, 415.0, 18.0], SLn-z8zqWx, 5658078]
[ordered-list, [63.0, 94.0, 481.0, 18.0], -I2uUuwkN_, 5658078]
[ordered-list, [63.0, 112.0, 481.0, 18.0], -I2uUuwkN_, 5658078]
[ordered-list, [63.0, 130.0, 481.0, 18.0], -I2uUuwkN_, 5658078]
[ordered-list, [63.0, 148.0, 481.0, 18.0], -I2uUuwkN_, 5658078]
[ordered-list, [63.0, 166.0, 481.0, 18.0], -I2uUuwkN_, 5658078]
[ordered-list, [63.0, 184.0, 481.0, 18.0], -I2uUuwkN_, 5658078]
[ordered-list, [63.0, 202.0, 481.0, 18.0], -I2uUuwkN_, 5658078]
[ordered-list, [63.0, 220.0, 481.0, 18.0], -I2uUuwkN_, 5658078]
[ordered-list, [63.0, 238.0, 481.0, 18.0], -I2uUuwkN_, 5658078]
[ordered-list, [63.0, 256.0, 481.0, 18.0], -I2uUuwkN_, 5658078]
[ordered-list, [63.0, 274.0, 481.0, 18.0], -I2uUuwkN_, 5658078]
[ordered-list, [63.0, 292.0, 481.0, 18.0], -I2uUuwkN_, 5658078]
[ordered-list, [63.0, 310.0, 481.0, 18.0], -I2uUuwkN_, 5658078]
[ordered-list, [63.0, 328.0, 481.0, 18.0], -I2uUuwkN_, 5658078]
[ordered-list, [63.0, 346.0, 481.0, 18.0], -I2uUuwkN_, 5658078]
[ordered-list, [63.0, 364.0, 481.0, 18.0], -I2uUuwkN_, 5658078]
[ordered-list, [63.0, 382.0, 481.0, 18.0], -I2uUuwkN_, 5658078]
[ordered-list, [63.0, 400.0, 481.0, 18.0], -I2uUuwkN_, 5658078]
[ordered-list, [63.0, 418.0, 481.0, 18.0], -I2uUuwkN_, 5658078]
[ordered-list, [63.0, 436.0, 481.0, 18.0], -I2uUuwkN_, 5658078]
[ordered-list, [63.0, 454.0, 481.0, 18.0], -I2uUuwkN_, 5658078]
[ordered-list, [63.0, 472.0, 481.0, 18.0], -I2uUuwkN_, 5658078]
[ordered-list, [63.0, 490.0, 481.0, 18.0], -I2uUuwkN_, 5658078]
[ordered-list, [63.0, 508.0, 481.0, 18.0], -I2uUuwkN_, 5658078]
[ordered-list, [63.0, 526.0, 481.0, 18.0], -I2uUuwkN_, 5658078]
[ordered-list, [63.0, 544.0, 481.0, 18.0], -I2uUuwkN_, 5658078]
[ordered-list, [63.0, 562.0, 481.0, 18.0], -I2uUuwkN_, 5658078]
[ordered-list, [63.0, 580.0, 481.0, 18.0], -I2uUuwkN_, 5658078]
[ordered-list, [63.0, 598.0, 481.0, 18.0], -I2uUuwkN_, 5658078]
[ordered-list, [63.0, 616.0, 481.0, 18.0], -I2uUuwkN_, 5658078]
[ordered-list, [63.0, 634.0, 481.0, 18.0], -I2uUuwkN_, 5658078]
[ordered-list, [63.0, 652.0, 481.0, 18.0], -I2uUuwkN_, 5658078]
[ordered-list, [63.0, 670.0, 481.0, 18.0], -I2uUuwkN_, 5658078]
[ordered-list, [63.0, 688.0, 481.0, 18.0], -I2uUuwkN_, 5658078]
[ordered-list, [63.0, 706.0, 481.0, 18.0], -I2uUuwkN_, 5658078]
[ordered-list, [63.0, 724.0, 481.0, 18.0], -I2uUuwkN_, 5658078]
[sub-ordered-list, [73.0, 113.0, 459.0, 18.0], s-q-DmAxHX, 5658078]
[sub-ordered-list, [73.0, 131.0, 459.0, 18.0], s-q-DmAxHX, 5658078]
[sub-ordered-list, [73.0, 149.0, 459.0, 18.0], s-q-DmAxHX, 5658078]
[sub-ordered-list, [73.0, 167.0, 459.0, 18.0], s-q-DmAxHX, 5658078]
[sub-ordered-list, [73.0, 185.0, 459.0, 18.0], s-q-DmAxHX, 5658078]
[sub-ordered-list, [73.0, 203.0, 459.0, 18.0], s-q-DmAxHX, 5658078]
[sub-ordered-list, [73.0, 221.0, 459.0, 18.0], s-q-DmAxHX, 5658078]
[sub-ordered-list, [73.0, 239.0, 459.0, 18.0], s-q-DmAxHX, 5658078]
[sub-ordered-list, [73.0, 257.0, 459.0, 18.0], s-q-DmAxHX, 5658078]
[sub-ordered-list, [73.0, 275.0, 459.0, 18.0], s-q-DmAxHX, 5658078]
[sub-ordered-list, [73.0, 293.0, 459.0, 18.0], s-q-DmAxHX, 5658078]
[sub-ordered-list, [73.0, 311.0, 459.0, 18.0], s-q-DmAxHX, 5658078]
[sub-ordered-list, [73.0, 329.0, 459.0, 18.0], s-q-DmAxHX, 5658078]
[sub-ordered-list, [71.0, 376.0, 466.0, 18.0], BhHLWJWSqq, 5658078]
[sub-ordered-list, [71.0, 394.0, 466.0, 18.0], BhHLWJWSqq, 5658078]
[sub-ordered-list, [71.0, 412.0, 466.0, 18.0], BhHLWJWSqq, 5658078]
[sub-ordered-list, [71.0, 430.0, 466.0, 18.0], BhHLWJWSqq, 5658078]
[sub-ordered-list, [71.0, 448.0, 466.0, 18.0], BhHLWJWSqq, 5658078]
[sub-ordered-list, [71.0, 466.0, 466.0, 18.0], BhHLWJWSqq, 5658078]
[sub-ordered-list, [71.0, 484.0, 466.0, 18.0], BhHLWJWSqq, 5658078]
[sub-ordered-list, [71.0, 502.0, 466.0, 18.0], BhHLWJWSqq, 5658078]
[sub-ordered-list, [71.0, 520.0, 466.0, 18.0], BhHLWJWSqq, 5658078]
[sub-ordered-list, [71.0, 538.0, 466.0, 18.0], BhHLWJWSqq, 5658078]
[sub-ordered-list, [71.0, 556.0, 466.0, 18.0], BhHLWJWSqq, 5658078]
[sub-ordered-list, [71.0, 574.0, 466.0, 18.0], BhHLWJWSqq, 5658078]
[sub-ordered-list, [71.0, 592.0, 466.0, 18.0], BhHLWJWSqq, 5658078]
[sub-ordered-list, [71.0, 610.0, 466.0, 18.0], BhHLWJWSqq, 5658078]
[sub-ordered-list, [71.0, 628.0, 466.0, 18.0], BhHLWJWSqq, 5658078]
[sub-ordered-list, [71.0, 646.0, 466.0, 18.0], BhHLWJWSqq, 5658078]
[sub-ordered-list, [71.0, 664.0, 466.0, 18.0], BhHLWJWSqq, 5658078]
[sub-ordered-list, [71.0, 682.0, 466.0, 18.0], BhHLWJWSqq, 5658078]
[sub-ordered-list, [71.0, 700.0, 466.0, 18.0], BhHLWJWSqq, 5658078]
[sub-ordered-list, [71.0, 718.0, 466.0, 18.0], BhHLWJWSqq, 5658078]
[footnote, [75.0, 778.0, 468.0, 18.0], GNyQiJ4jLS, 5658078]
[footnote, [75.0, 796.0, 468.0, 18.0], GNyQiJ4jLS, 5658078]
