[1447, 1063]
[folio, [424.0, 54.0, 209.0, 18.0], shoonya_5sYBND1B0ARJK0, 5763175]
[paragraph, [89.0, 91.0, 435.0, 18.0], shoonya_3s6SYNZH5FM3Y3, 5763175]
[paragraph, [89.0, 109.0, 435.0, 18.0], shoonya_3s6SYNZH5FM3Y3, 5763175]
[paragraph, [89.0, 127.0, 435.0, 18.0], shoonya_3s6SYNZH5FM3Y3, 5763175]
[paragraph, [89.0, 145.0, 435.0, 18.0], shoonya_3s6SYNZH5FM3Y3, 5763175]
[paragraph, [89.0, 163.0, 435.0, 18.0], shoonya_3s6SYNZH5FM3Y3, 5763175]
[paragraph, [89.0, 181.0, 435.0, 18.0], shoonya_3s6SYNZH5FM3Y3, 5763175]
[paragraph, [89.0, 199.0, 435.0, 18.0], shoonya_3s6SYNZH5FM3Y3, 5763175]
[paragraph, [89.0, 217.0, 435.0, 18.0], shoonya_3s6SYNZH5FM3Y3, 5763175]
[paragraph, [89.0, 235.0, 435.0, 18.0], shoonya_3s6SYNZH5FM3Y3, 5763175]
[paragraph, [89.0, 253.0, 435.0, 18.0], shoonya_3s6SYNZH5FM3Y3, 5763175]
[paragraph, [89.0, 271.0, 435.0, 18.0], shoonya_3s6SYNZH5FM3Y3, 5763175]
[paragraph, [89.0, 289.0, 435.0, 18.0], shoonya_3s6SYNZH5FM3Y3, 5763175]
[paragraph, [89.0, 307.0, 435.0, 18.0], shoonya_3s6SYNZH5FM3Y3, 5763175]
[paragraph, [89.0, 325.0, 435.0, 18.0], shoonya_3s6SYNZH5FM3Y3, 5763175]
[paragraph, [89.0, 343.0, 435.0, 18.0], shoonya_3s6SYNZH5FM3Y3, 5763175]
[paragraph, [89.0, 361.0, 435.0, 18.0], shoonya_3s6SYNZH5FM3Y3, 5763175]
[paragraph, [89.0, 379.0, 435.0, 18.0], shoonya_3s6SYNZH5FM3Y3, 5763175]
[paragraph, [534.0, 94.0, 435.0, 18.0], hoyVMwDL19, 5763175]
[paragraph, [534.0, 112.0, 435.0, 18.0], hoyVMwDL19, 5763175]
[paragraph, [534.0, 130.0, 435.0, 18.0], hoyVMwDL19, 5763175]
[paragraph, [534.0, 148.0, 435.0, 18.0], hoyVMwDL19, 5763175]
[paragraph, [534.0, 166.0, 435.0, 18.0], hoyVMwDL19, 5763175]
[paragraph, [534.0, 184.0, 435.0, 18.0], hoyVMwDL19, 5763175]
[paragraph, [534.0, 202.0, 435.0, 18.0], hoyVMwDL19, 5763175]
[paragraph, [534.0, 220.0, 435.0, 18.0], hoyVMwDL19, 5763175]
[paragraph, [534.0, 238.0, 435.0, 18.0], hoyVMwDL19, 5763175]
[paragraph, [534.0, 256.0, 435.0, 18.0], hoyVMwDL19, 5763175]
[paragraph, [534.0, 274.0, 435.0, 18.0], hoyVMwDL19, 5763175]
[paragraph, [534.0, 292.0, 435.0, 18.0], hoyVMwDL19, 5763175]
[paragraph, [534.0, 310.0, 435.0, 18.0], hoyVMwDL19, 5763175]
[paragraph, [534.0, 328.0, 435.0, 18.0], hoyVMwDL19, 5763175]
[paragraph, [560.0, 358.0, 407.0, 18.0], 0mBfs2B1oB, 5763175]
[paragraph, [560.0, 376.0, 407.0, 18.0], 0mBfs2B1oB, 5763175]
[paragraph, [89.0, 410.0, 415.0, 18.0], -EViUMPDOp, 5763175]
[paragraph, [89.0, 428.0, 415.0, 18.0], -EViUMPDOp, 5763175]
[paragraph, [89.0, 446.0, 415.0, 18.0], -EViUMPDOp, 5763175]
[paragraph, [89.0, 464.0, 415.0, 18.0], -EViUMPDOp, 5763175]
[paragraph, [89.0, 482.0, 415.0, 18.0], -EViUMPDOp, 5763175]
[paragraph, [89.0, 500.0, 415.0, 18.0], -EViUMPDOp, 5763175]
[paragraph, [89.0, 518.0, 415.0, 18.0], -EViUMPDOp, 5763175]
[paragraph, [89.0, 536.0, 415.0, 18.0], -EViUMPDOp, 5763175]
[paragraph, [89.0, 554.0, 415.0, 18.0], -EViUMPDOp, 5763175]
[paragraph, [89.0, 572.0, 415.0, 18.0], -EViUMPDOp, 5763175]
[paragraph, [93.0, 612.0, 410.0, 18.0], ASz9PiKs_Z, 5763175]
[paragraph, [93.0, 630.0, 410.0, 18.0], ASz9PiKs_Z, 5763175]
[paragraph, [93.0, 648.0, 410.0, 18.0], ASz9PiKs_Z, 5763175]
[paragraph, [93.0, 666.0, 410.0, 18.0], ASz9PiKs_Z, 5763175]
[paragraph, [93.0, 684.0, 410.0, 18.0], ASz9PiKs_Z, 5763175]
[paragraph, [93.0, 702.0, 410.0, 18.0], ASz9PiKs_Z, 5763175]
[paragraph, [93.0, 720.0, 410.0, 18.0], ASz9PiKs_Z, 5763175]
[paragraph, [535.0, 750.0, 437.0, 18.0], nXdxJ1qhzo, 5763175]
[paragraph, [535.0, 768.0, 437.0, 18.0], nXdxJ1qhzo, 5763175]
[paragraph, [535.0, 786.0, 437.0, 18.0], nXdxJ1qhzo, 5763175]
[paragraph, [535.0, 804.0, 437.0, 18.0], nXdxJ1qhzo, 5763175]
[paragraph, [535.0, 822.0, 437.0, 18.0], nXdxJ1qhzo, 5763175]
[paragraph, [535.0, 840.0, 437.0, 18.0], nXdxJ1qhzo, 5763175]
[paragraph, [535.0, 858.0, 437.0, 18.0], nXdxJ1qhzo, 5763175]
[paragraph, [535.0, 876.0, 437.0, 18.0], nXdxJ1qhzo, 5763175]
[paragraph, [535.0, 894.0, 437.0, 18.0], nXdxJ1qhzo, 5763175]
[paragraph, [535.0, 912.0, 437.0, 18.0], nXdxJ1qhzo, 5763175]
[paragraph, [535.0, 930.0, 437.0, 18.0], nXdxJ1qhzo, 5763175]
[paragraph, [535.0, 948.0, 437.0, 18.0], nXdxJ1qhzo, 5763175]
[paragraph, [535.0, 966.0, 437.0, 18.0], nXdxJ1qhzo, 5763175]
[paragraph, [535.0, 984.0, 437.0, 18.0], nXdxJ1qhzo, 5763175]
[paragraph, [535.0, 1002.0, 437.0, 18.0], nXdxJ1qhzo, 5763175]
[paragraph, [535.0, 1020.0, 437.0, 18.0], nXdxJ1qhzo, 5763175]
[paragraph, [535.0, 1038.0, 437.0, 18.0], nXdxJ1qhzo, 5763175]
[paragraph, [535.0, 1056.0, 437.0, 18.0], nXdxJ1qhzo, 5763175]
[paragraph, [535.0, 1074.0, 437.0, 18.0], nXdxJ1qhzo, 5763175]
[paragraph, [535.0, 1092.0, 437.0, 18.0], nXdxJ1qhzo, 5763175]
[paragraph, [535.0, 1110.0, 437.0, 18.0], nXdxJ1qhzo, 5763175]
[paragraph, [535.0, 1128.0, 437.0, 18.0], nXdxJ1qhzo, 5763175]
[paragraph, [535.0, 1146.0, 437.0, 18.0], nXdxJ1qhzo, 5763175]
[paragraph, [535.0, 1164.0, 437.0, 18.0], nXdxJ1qhzo, 5763175]
[paragraph, [535.0, 1182.0, 437.0, 18.0], nXdxJ1qhzo, 5763175]
[paragraph, [535.0, 1200.0, 437.0, 18.0], nXdxJ1qhzo, 5763175]
[paragraph, [535.0, 1218.0, 437.0, 18.0], nXdxJ1qhzo, 5763175]
[paragraph, [535.0, 1236.0, 437.0, 18.0], nXdxJ1qhzo, 5763175]
[paragraph, [535.0, 1254.0, 437.0, 18.0], nXdxJ1qhzo, 5763175]
[paragraph, [535.0, 1272.0, 437.0, 18.0], nXdxJ1qhzo, 5763175]
[paragraph, [535.0, 1290.0, 437.0, 18.0], nXdxJ1qhzo, 5763175]
[paragraph, [535.0, 1308.0, 437.0, 18.0], nXdxJ1qhzo, 5763175]
[paragraph, [91.0, 756.0, 433.0, 18.0], OKlZ3I94BT, 5763175]
[paragraph, [91.0, 774.0, 433.0, 18.0], OKlZ3I94BT, 5763175]
[paragraph, [91.0, 792.0, 433.0, 18.0], OKlZ3I94BT, 5763175]
[paragraph, [91.0, 810.0, 433.0, 18.0], OKlZ3I94BT, 5763175]
[paragraph, [91.0, 828.0, 433.0, 18.0], OKlZ3I94BT, 5763175]
[paragraph, [91.0, 846.0, 433.0, 18.0], OKlZ3I94BT, 5763175]
[paragraph, [91.0, 864.0, 433.0, 18.0], OKlZ3I94BT, 5763175]
[paragraph, [91.0, 882.0, 433.0, 18.0], OKlZ3I94BT, 5763175]
[paragraph, [91.0, 900.0, 433.0, 18.0], OKlZ3I94BT, 5763175]
[paragraph, [91.0, 918.0, 433.0, 18.0], OKlZ3I94BT, 5763175]
[paragraph, [91.0, 936.0, 433.0, 18.0], OKlZ3I94BT, 5763175]
[paragraph, [87.0, 962.0, 438.0, 18.0], oNh3q2nbVo, 5763175]
[paragraph, [87.0, 980.0, 438.0, 18.0], oNh3q2nbVo, 5763175]
[paragraph, [87.0, 998.0, 438.0, 18.0], oNh3q2nbVo, 5763175]
[paragraph, [87.0, 1016.0, 438.0, 18.0], oNh3q2nbVo, 5763175]
[paragraph, [87.0, 1034.0, 438.0, 18.0], oNh3q2nbVo, 5763175]
[paragraph, [87.0, 1052.0, 438.0, 18.0], oNh3q2nbVo, 5763175]
[paragraph, [87.0, 1070.0, 438.0, 18.0], oNh3q2nbVo, 5763175]
[paragraph, [87.0, 1088.0, 438.0, 18.0], oNh3q2nbVo, 5763175]
[paragraph, [87.0, 1106.0, 438.0, 18.0], oNh3q2nbVo, 5763175]
[paragraph, [87.0, 1124.0, 438.0, 18.0], oNh3q2nbVo, 5763175]
[paragraph, [87.0, 1142.0, 438.0, 18.0], oNh3q2nbVo, 5763175]
[paragraph, [87.0, 1160.0, 438.0, 18.0], oNh3q2nbVo, 5763175]
[paragraph, [87.0, 1178.0, 438.0, 18.0], oNh3q2nbVo, 5763175]
[paragraph, [87.0, 1196.0, 438.0, 18.0], oNh3q2nbVo, 5763175]
[paragraph, [87.0, 1214.0, 438.0, 18.0], oNh3q2nbVo, 5763175]
[paragraph, [87.0, 1232.0, 438.0, 18.0], oNh3q2nbVo, 5763175]
[paragraph, [87.0, 1250.0, 438.0, 18.0], oNh3q2nbVo, 5763175]
[paragraph, [87.0, 1268.0, 438.0, 18.0], oNh3q2nbVo, 5763175]
[paragraph, [87.0, 1286.0, 438.0, 18.0], oNh3q2nbVo, 5763175]
