[1755, 1240]
[contact-info, [502.0, 91.0, 381.0, 36.0], yMQfTuKblo, 6473582]
[contact-info, [502.0, 127.0, 381.0, 36.0], yMQfTuKblo, 6473582]
[contact-info, [961.0, 104.0, 239.0, 36.0], shoonya_8sWK0EV0NADV2P, 6473582]
[section-title, [409.0, 192.0, 565.0, 49.5], XcLc7nuH5J, 6473582]
[contact-info, [596.0, 265.0, 211.0, 36.0], n5ZpQZxHqT, 6473582]
[folio, [159.0, 292.0, 216.0, 36.0], shoonya_7sEDZPU3XLPPA5, 6473582]
[folio, [159.0, 328.0, 216.0, 36.0], shoonya_7sEDZPU3XLPPA5, 6473582]
[paragraph, [163.0, 515.0, 1000.0, 36.0], shoonya_1s5GSN1WLINMPW, 6473582]
[paragraph, [163.0, 551.0, 1000.0, 36.0], shoonya_1s5GSN1WLINMPW, 6473582]
[paragraph, [163.0, 587.0, 1000.0, 36.0], shoonya_1s5GSN1WLINMPW, 6473582]
[paragraph, [163.0, 623.0, 1000.0, 36.0], shoonya_1s5GSN1WLINMPW, 6473582]
[paragraph, [163.0, 659.0, 1000.0, 36.0], shoonya_1s5GSN1WLINMPW, 6473582]
[paragraph, [163.0, 695.0, 1000.0, 36.0], shoonya_1s5GSN1WLINMPW, 6473582]
[paragraph, [163.0, 731.0, 1000.0, 36.0], shoonya_1s5GSN1WLINMPW, 6473582]
[paragraph, [158.0, 809.0, 999.0, 36.0], PW8Oh6-Y2F, 6473582]
[paragraph, [158.0, 845.0, 999.0, 36.0], PW8Oh6-Y2F, 6473582]
[paragraph, [158.0, 881.0, 999.0, 36.0], PW8Oh6-Y2F, 6473582]
[paragraph, [158.0, 917.0, 999.0, 36.0], PW8Oh6-Y2F, 6473582]
[paragraph, [158.0, 953.0, 999.0, 36.0], PW8Oh6-Y2F, 6473582]
[paragraph, [158.0, 989.0, 999.0, 36.0], PW8Oh6-Y2F, 6473582]
[paragraph, [158.0, 1025.0, 999.0, 36.0], PW8Oh6-Y2F, 6473582]
[paragraph, [158.0, 1061.0, 999.0, 36.0], PW8Oh6-Y2F, 6473582]
[paragraph, [158.0, 1097.0, 999.0, 36.0], PW8Oh6-Y2F, 6473582]
[paragraph, [158.0, 1133.0, 999.0, 36.0], PW8Oh6-Y2F, 6473582]
[paragraph, [158.0, 1169.0, 999.0, 36.0], PW8Oh6-Y2F, 6473582]
[paragraph, [158.0, 1205.0, 999.0, 36.0], PW8Oh6-Y2F, 6473582]
[footnote, [964.0, 1255.0, 235.0, 36.0], 0rehkJfd7C, 6473582]
[footnote, [964.0, 1291.0, 235.0, 36.0], 0rehkJfd7C, 6473582]
[footnote, [964.0, 1327.0, 235.0, 36.0], 0rehkJfd7C, 6473582]
[paragraph, [162.0, 1260.0, 105.0, 36.0], YIN1EXBpXv, 6473582]
[contact-info, [960.0, 1372.0, 227.0, 36.0], shoonya_0sV48ALR81W499, 6473582]
[contact-info, [960.0, 1408.0, 227.0, 36.0], shoonya_0sV48ALR81W499, 6473582]
