[1625, 1211]
[headline, [78.0, 83.0, 1046.0, 37.5], shoonya_0sDXO9N6Y0D5Z8, 5742392]
[paragraph, [76.0, 150.0, 339.0, 36.0], shoonya_5sC9VBA8UL6QJB, 5742392]
[paragraph, [76.0, 186.0, 339.0, 36.0], shoonya_5sC9VBA8UL6QJB, 5742392]
[paragraph, [76.0, 222.0, 339.0, 36.0], shoonya_5sC9VBA8UL6QJB, 5742392]
[paragraph, [76.0, 258.0, 339.0, 36.0], shoonya_5sC9VBA8UL6QJB, 5742392]
[paragraph, [76.0, 294.0, 339.0, 36.0], shoonya_5sC9VBA8UL6QJB, 5742392]
[paragraph, [76.0, 330.0, 339.0, 36.0], shoonya_5sC9VBA8UL6QJB, 5742392]
[paragraph, [76.0, 366.0, 339.0, 36.0], shoonya_5sC9VBA8UL6QJB, 5742392]
[paragraph, [427.0, 160.0, 352.0, 36.0], shoonya_1s07X60ZDGL3AX, 5742392]
[paragraph, [793.0, 192.0, 340.0, 36.0], G5ZBC6Ggjv, 5742392]
[paragraph, [793.0, 228.0, 340.0, 36.0], G5ZBC6Ggjv, 5742392]
[paragraph, [793.0, 264.0, 340.0, 36.0], G5ZBC6Ggjv, 5742392]
[paragraph, [793.0, 300.0, 340.0, 36.0], G5ZBC6Ggjv, 5742392]
[paragraph, [793.0, 336.0, 340.0, 36.0], G5ZBC6Ggjv, 5742392]
[paragraph, [793.0, 372.0, 340.0, 36.0], G5ZBC6Ggjv, 5742392]
[paragraph, [435.0, 245.0, 340.0, 36.0], jEetQ7OAR3, 5742392]
[paragraph, [435.0, 281.0, 340.0, 36.0], jEetQ7OAR3, 5742392]
[paragraph, [435.0, 317.0, 340.0, 36.0], jEetQ7OAR3, 5742392]
[paragraph, [435.0, 353.0, 340.0, 36.0], jEetQ7OAR3, 5742392]
[paragraph, [435.0, 389.0, 340.0, 36.0], jEetQ7OAR3, 5742392]
[paragraph, [435.0, 425.0, 340.0, 36.0], jEetQ7OAR3, 5742392]
[paragraph, [435.0, 461.0, 340.0, 36.0], jEetQ7OAR3, 5742392]
[paragraph, [435.0, 497.0, 340.0, 36.0], jEetQ7OAR3, 5742392]
[paragraph, [435.0, 533.0, 340.0, 36.0], jEetQ7OAR3, 5742392]
[paragraph, [435.0, 569.0, 340.0, 36.0], jEetQ7OAR3, 5742392]
[paragraph, [435.0, 605.0, 340.0, 36.0], jEetQ7OAR3, 5742392]
[paragraph, [435.0, 641.0, 340.0, 36.0], jEetQ7OAR3, 5742392]
[paragraph, [435.0, 677.0, 340.0, 36.0], jEetQ7OAR3, 5742392]
[paragraph, [435.0, 713.0, 340.0, 36.0], jEetQ7OAR3, 5742392]
[paragraph, [435.0, 749.0, 340.0, 36.0], jEetQ7OAR3, 5742392]
[paragraph, [435.0, 785.0, 340.0, 36.0], jEetQ7OAR3, 5742392]
[paragraph, [435.0, 821.0, 340.0, 36.0], jEetQ7OAR3, 5742392]
[paragraph, [435.0, 857.0, 340.0, 36.0], jEetQ7OAR3, 5742392]
[paragraph, [435.0, 893.0, 340.0, 36.0], jEetQ7OAR3, 5742392]
[paragraph, [81.0, 401.0, 333.0, 36.0], shoonya_3sI3MYYDHRFL7M, 5742392]
[paragraph, [81.0, 437.0, 333.0, 36.0], shoonya_3sI3MYYDHRFL7M, 5742392]
[paragraph, [81.0, 473.0, 333.0, 36.0], shoonya_3sI3MYYDHRFL7M, 5742392]
[paragraph, [81.0, 509.0, 333.0, 36.0], shoonya_3sI3MYYDHRFL7M, 5742392]
[paragraph, [81.0, 545.0, 333.0, 36.0], shoonya_3sI3MYYDHRFL7M, 5742392]
[paragraph, [81.0, 581.0, 333.0, 36.0], shoonya_3sI3MYYDHRFL7M, 5742392]
[paragraph, [81.0, 617.0, 333.0, 36.0], shoonya_3sI3MYYDHRFL7M, 5742392]
[paragraph, [794.0, 437.0, 336.0, 36.0], RyBe29Ln2v, 5742392]
[paragraph, [794.0, 473.0, 336.0, 36.0], RyBe29Ln2v, 5742392]
[paragraph, [794.0, 509.0, 336.0, 36.0], RyBe29Ln2v, 5742392]
[paragraph, [794.0, 545.0, 336.0, 36.0], RyBe29Ln2v, 5742392]
[paragraph, [794.0, 581.0, 336.0, 36.0], RyBe29Ln2v, 5742392]
[paragraph, [794.0, 617.0, 336.0, 36.0], RyBe29Ln2v, 5742392]
[paragraph, [794.0, 653.0, 336.0, 36.0], RyBe29Ln2v, 5742392]
[paragraph, [794.0, 689.0, 336.0, 36.0], RyBe29Ln2v, 5742392]
[paragraph, [794.0, 725.0, 336.0, 36.0], RyBe29Ln2v, 5742392]
[paragraph, [794.0, 761.0, 336.0, 36.0], RyBe29Ln2v, 5742392]
[paragraph, [794.0, 797.0, 336.0, 36.0], RyBe29Ln2v, 5742392]
[paragraph, [794.0, 833.0, 336.0, 36.0], RyBe29Ln2v, 5742392]
[paragraph, [794.0, 869.0, 336.0, 36.0], RyBe29Ln2v, 5742392]
[paragraph, [78.0, 685.0, 345.0, 36.0], shoonya_4sM8W3QA6EOHGL, 5742392]
[paragraph, [78.0, 721.0, 345.0, 36.0], shoonya_4sM8W3QA6EOHGL, 5742392]
[paragraph, [78.0, 757.0, 345.0, 36.0], shoonya_4sM8W3QA6EOHGL, 5742392]
[paragraph, [78.0, 793.0, 345.0, 36.0], shoonya_4sM8W3QA6EOHGL, 5742392]
[paragraph, [78.0, 829.0, 345.0, 36.0], shoonya_4sM8W3QA6EOHGL, 5742392]
[paragraph, [78.0, 865.0, 345.0, 36.0], shoonya_4sM8W3QA6EOHGL, 5742392]
[paragraph, [78.0, 901.0, 345.0, 36.0], shoonya_4sM8W3QA6EOHGL, 5742392]
[paragraph, [75.0, 957.0, 337.0, 36.0], wZWuQnXY2m, 5742392]
[paragraph, [75.0, 993.0, 337.0, 36.0], wZWuQnXY2m, 5742392]
[section-title, [464.0, 967.0, 641.0, 49.5], dNx29t61lM, 5742392]
[paragraph, [71.0, 1043.0, 343.0, 36.0], XC05-oYmb_, 5742392]
[paragraph, [71.0, 1079.0, 343.0, 36.0], XC05-oYmb_, 5742392]
[paragraph, [71.0, 1115.0, 343.0, 36.0], XC05-oYmb_, 5742392]
[paragraph, [71.0, 1151.0, 343.0, 36.0], XC05-oYmb_, 5742392]
[paragraph, [71.0, 1187.0, 343.0, 36.0], XC05-oYmb_, 5742392]
[paragraph, [71.0, 1223.0, 343.0, 36.0], XC05-oYmb_, 5742392]
[paragraph, [443.0, 1090.0, 335.0, 36.0], shoonya_7sQEE9Q1ZY7A7B, 5742392]
[paragraph, [443.0, 1126.0, 335.0, 36.0], shoonya_7sQEE9Q1ZY7A7B, 5742392]
[paragraph, [443.0, 1162.0, 335.0, 36.0], shoonya_7sQEE9Q1ZY7A7B, 5742392]
[paragraph, [443.0, 1198.0, 335.0, 36.0], shoonya_7sQEE9Q1ZY7A7B, 5742392]
[paragraph, [443.0, 1234.0, 335.0, 36.0], shoonya_7sQEE9Q1ZY7A7B, 5742392]
[paragraph, [793.0, 1102.0, 337.0, 36.0], shoonya_2sM4W6H2SIJW2B, 5742392]
[paragraph, [793.0, 1138.0, 337.0, 36.0], shoonya_2sM4W6H2SIJW2B, 5742392]
[paragraph, [793.0, 1174.0, 337.0, 36.0], shoonya_2sM4W6H2SIJW2B, 5742392]
[paragraph, [793.0, 1210.0, 337.0, 36.0], shoonya_2sM4W6H2SIJW2B, 5742392]
[paragraph, [793.0, 1246.0, 337.0, 36.0], shoonya_2sM4W6H2SIJW2B, 5742392]
[paragraph, [793.0, 1282.0, 337.0, 36.0], shoonya_2sM4W6H2SIJW2B, 5742392]
[paragraph, [793.0, 1318.0, 337.0, 36.0], shoonya_2sM4W6H2SIJW2B, 5742392]
[paragraph, [793.0, 1354.0, 337.0, 36.0], shoonya_2sM4W6H2SIJW2B, 5742392]
