[2200, 1700]
[paragraph, [335.0, 61.0, 1101.0, 36.0], shoonya_2sG9WM4VRZ0UO2, 5731381]
[paragraph, [335.0, 97.0, 1101.0, 36.0], shoonya_2sG9WM4VRZ0UO2, 5731381]
[paragraph, [335.0, 133.0, 1101.0, 36.0], shoonya_2sG9WM4VRZ0UO2, 5731381]
[paragraph, [335.0, 169.0, 1101.0, 36.0], shoonya_2sG9WM4VRZ0UO2, 5731381]
[paragraph, [335.0, 205.0, 1101.0, 36.0], shoonya_2sG9WM4VRZ0UO2, 5731381]
[paragraph, [335.0, 241.0, 1101.0, 36.0], shoonya_2sG9WM4VRZ0UO2, 5731381]
[paragraph, [335.0, 277.0, 1101.0, 36.0], shoonya_2sG9WM4VRZ0UO2, 5731381]
[paragraph, [335.0, 313.0, 1101.0, 36.0], shoonya_2sG9WM4VRZ0UO2, 5731381]
[paragraph, [335.0, 349.0, 1101.0, 36.0], shoonya_2sG9WM4VRZ0UO2, 5731381]
[paragraph, [335.0, 385.0, 1101.0, 36.0], shoonya_2sG9WM4VRZ0UO2, 5731381]
[paragraph, [335.0, 421.0, 1101.0, 36.0], shoonya_2sG9WM4VRZ0UO2, 5731381]
[paragraph, [335.0, 457.0, 1101.0, 36.0], shoonya_2sG9WM4VRZ0UO2, 5731381]
[paragraph, [335.0, 493.0, 1101.0, 36.0], shoonya_2sG9WM4VRZ0UO2, 5731381]
[paragraph, [335.0, 529.0, 1101.0, 36.0], shoonya_2sG9WM4VRZ0UO2, 5731381]
[paragraph, [335.0, 565.0, 1101.0, 36.0], shoonya_2sG9WM4VRZ0UO2, 5731381]
[paragraph, [335.0, 601.0, 1101.0, 36.0], shoonya_2sG9WM4VRZ0UO2, 5731381]
[paragraph, [335.0, 637.0, 1101.0, 36.0], shoonya_2sG9WM4VRZ0UO2, 5731381]
[paragraph, [335.0, 673.0, 1101.0, 36.0], shoonya_2sG9WM4VRZ0UO2, 5731381]
[paragraph, [335.0, 709.0, 1101.0, 36.0], shoonya_2sG9WM4VRZ0UO2, 5731381]
[paragraph, [335.0, 745.0, 1101.0, 36.0], shoonya_2sG9WM4VRZ0UO2, 5731381]
[paragraph, [335.0, 781.0, 1101.0, 36.0], shoonya_2sG9WM4VRZ0UO2, 5731381]
[paragraph, [335.0, 817.0, 1101.0, 36.0], shoonya_2sG9WM4VRZ0UO2, 5731381]
[paragraph, [335.0, 853.0, 1101.0, 36.0], shoonya_2sG9WM4VRZ0UO2, 5731381]
[paragraph, [353.0, 919.0, 1093.0, 36.0], shoonya_0sGEEHMQ42Q8C5, 5731381]
[paragraph, [353.0, 955.0, 1093.0, 36.0], shoonya_0sGEEHMQ42Q8C5, 5731381]
[paragraph, [353.0, 991.0, 1093.0, 36.0], shoonya_0sGEEHMQ42Q8C5, 5731381]
[paragraph, [353.0, 1027.0, 1093.0, 36.0], shoonya_0sGEEHMQ42Q8C5, 5731381]
[paragraph, [353.0, 1063.0, 1093.0, 36.0], shoonya_0sGEEHMQ42Q8C5, 5731381]
[paragraph, [353.0, 1099.0, 1093.0, 36.0], shoonya_0sGEEHMQ42Q8C5, 5731381]
[paragraph, [353.0, 1135.0, 1093.0, 36.0], shoonya_0sGEEHMQ42Q8C5, 5731381]
[paragraph, [353.0, 1171.0, 1093.0, 36.0], shoonya_0sGEEHMQ42Q8C5, 5731381]
[paragraph, [353.0, 1207.0, 1093.0, 36.0], shoonya_0sGEEHMQ42Q8C5, 5731381]
[paragraph, [353.0, 1243.0, 1093.0, 36.0], shoonya_0sGEEHMQ42Q8C5, 5731381]
[paragraph, [353.0, 1279.0, 1093.0, 36.0], shoonya_0sGEEHMQ42Q8C5, 5731381]
[paragraph, [353.0, 1315.0, 1093.0, 36.0], shoonya_0sGEEHMQ42Q8C5, 5731381]
[paragraph, [353.0, 1351.0, 1093.0, 36.0], shoonya_0sGEEHMQ42Q8C5, 5731381]
[paragraph, [353.0, 1387.0, 1093.0, 36.0], shoonya_0sGEEHMQ42Q8C5, 5731381]
[footnote, [350.0, 1465.0, 1103.0, 36.0], shoonya_1sSVTTPN7M73MU, 5731381]
[footnote, [350.0, 1501.0, 1103.0, 36.0], shoonya_1sSVTTPN7M73MU, 5731381]
[footnote, [350.0, 1537.0, 1103.0, 36.0], shoonya_1sSVTTPN7M73MU, 5731381]
[footnote, [350.0, 1573.0, 1103.0, 36.0], shoonya_1sSVTTPN7M73MU, 5731381]
[footnote, [350.0, 1609.0, 1103.0, 36.0], shoonya_1sSVTTPN7M73MU, 5731381]
[footnote, [350.0, 1645.0, 1103.0, 36.0], shoonya_1sSVTTPN7M73MU, 5731381]
[footnote, [350.0, 1681.0, 1103.0, 36.0], shoonya_1sSVTTPN7M73MU, 5731381]
[footnote, [350.0, 1717.0, 1103.0, 36.0], shoonya_1sSVTTPN7M73MU, 5731381]
[footnote, [350.0, 1753.0, 1103.0, 36.0], shoonya_1sSVTTPN7M73MU, 5731381]
[footnote, [350.0, 1789.0, 1103.0, 36.0], shoonya_1sSVTTPN7M73MU, 5731381]
[footnote, [350.0, 1825.0, 1103.0, 36.0], shoonya_1sSVTTPN7M73MU, 5731381]
[footnote, [350.0, 1861.0, 1103.0, 36.0], shoonya_1sSVTTPN7M73MU, 5731381]
[footnote, [350.0, 1897.0, 1103.0, 36.0], shoonya_1sSVTTPN7M73MU, 5731381]
[folio, [360.0, 2027.0, 358.0, 36.0], OORUt68h1I, 5731381]
