[2339, 1653]
[folio, [1269.0, 330.0, 144.0, 36.0], ffKKkB4pH7, 5736155]
[paragraph, [237.0, 388.0, 577.0, 36.0], shoonya_2sIGYZ5L5DOCVK, 5736155]
[paragraph, [237.0, 424.0, 577.0, 36.0], shoonya_2sIGYZ5L5DOCVK, 5736155]
[paragraph, [237.0, 460.0, 577.0, 36.0], shoonya_2sIGYZ5L5DOCVK, 5736155]
[paragraph, [237.0, 496.0, 577.0, 36.0], shoonya_2sIGYZ5L5DOCVK, 5736155]
[paragraph, [237.0, 532.0, 577.0, 36.0], shoonya_2sIGYZ5L5DOCVK, 5736155]
[paragraph, [237.0, 568.0, 577.0, 36.0], shoonya_2sIGYZ5L5DOCVK, 5736155]
[paragraph, [237.0, 604.0, 577.0, 36.0], shoonya_2sIGYZ5L5DOCVK, 5736155]
[paragraph, [237.0, 640.0, 577.0, 36.0], shoonya_2sIGYZ5L5DOCVK, 5736155]
[paragraph, [237.0, 676.0, 577.0, 36.0], shoonya_2sIGYZ5L5DOCVK, 5736155]
[paragraph, [835.0, 388.0, 579.0, 36.0], shoonya_3sOU8ESQ8X3GDM, 5736155]
[paragraph, [835.0, 424.0, 579.0, 36.0], shoonya_3sOU8ESQ8X3GDM, 5736155]
[paragraph, [835.0, 460.0, 579.0, 36.0], shoonya_3sOU8ESQ8X3GDM, 5736155]
[paragraph, [835.0, 496.0, 579.0, 36.0], shoonya_3sOU8ESQ8X3GDM, 5736155]
[paragraph, [835.0, 532.0, 579.0, 36.0], shoonya_3sOU8ESQ8X3GDM, 5736155]
[paragraph, [835.0, 568.0, 579.0, 36.0], shoonya_3sOU8ESQ8X3GDM, 5736155]
[paragraph, [835.0, 604.0, 579.0, 36.0], shoonya_3sOU8ESQ8X3GDM, 5736155]
[paragraph, [835.0, 640.0, 579.0, 36.0], shoonya_3sOU8ESQ8X3GDM, 5736155]
[paragraph, [835.0, 676.0, 579.0, 36.0], shoonya_3sOU8ESQ8X3GDM, 5736155]
[paragraph, [835.0, 712.0, 579.0, 36.0], shoonya_3sOU8ESQ8X3GDM, 5736155]
[paragraph, [835.0, 748.0, 579.0, 36.0], shoonya_3sOU8ESQ8X3GDM, 5736155]
[paragraph, [835.0, 784.0, 579.0, 36.0], shoonya_3sOU8ESQ8X3GDM, 5736155]
[paragraph, [835.0, 820.0, 579.0, 36.0], shoonya_3sOU8ESQ8X3GDM, 5736155]
[paragraph, [835.0, 856.0, 579.0, 36.0], shoonya_3sOU8ESQ8X3GDM, 5736155]
[paragraph, [835.0, 892.0, 579.0, 36.0], shoonya_3sOU8ESQ8X3GDM, 5736155]
[paragraph, [835.0, 928.0, 579.0, 36.0], shoonya_3sOU8ESQ8X3GDM, 5736155]
[paragraph, [835.0, 964.0, 579.0, 36.0], shoonya_3sOU8ESQ8X3GDM, 5736155]
[paragraph, [835.0, 1000.0, 579.0, 36.0], shoonya_3sOU8ESQ8X3GDM, 5736155]
[paragraph, [835.0, 1036.0, 579.0, 36.0], shoonya_3sOU8ESQ8X3GDM, 5736155]
[paragraph, [238.0, 744.0, 580.0, 36.0], shoonya_5sMDARGBOJSPU5, 5736155]
[paragraph, [238.0, 780.0, 580.0, 36.0], shoonya_5sMDARGBOJSPU5, 5736155]
[paragraph, [238.0, 816.0, 580.0, 36.0], shoonya_5sMDARGBOJSPU5, 5736155]
[paragraph, [238.0, 852.0, 580.0, 36.0], shoonya_5sMDARGBOJSPU5, 5736155]
[paragraph, [238.0, 888.0, 580.0, 36.0], shoonya_5sMDARGBOJSPU5, 5736155]
[paragraph, [238.0, 924.0, 580.0, 36.0], shoonya_5sMDARGBOJSPU5, 5736155]
[paragraph, [238.0, 960.0, 580.0, 36.0], shoonya_5sMDARGBOJSPU5, 5736155]
[sidebar, [64.0, 939.0, 130.0, 36.0], shoonya_9sHLW03IB3FYUN, 5736155]
[paragraph, [238.0, 1013.0, 576.0, 36.0], shoonya_0sTIATAZ9C56EJ, 5736155]
[paragraph, [238.0, 1049.0, 576.0, 36.0], shoonya_0sTIATAZ9C56EJ, 5736155]
[paragraph, [238.0, 1085.0, 576.0, 36.0], shoonya_0sTIATAZ9C56EJ, 5736155]
[paragraph, [238.0, 1121.0, 576.0, 36.0], shoonya_0sTIATAZ9C56EJ, 5736155]
[paragraph, [238.0, 1157.0, 576.0, 36.0], shoonya_0sTIATAZ9C56EJ, 5736155]
[paragraph, [238.0, 1193.0, 576.0, 36.0], shoonya_0sTIATAZ9C56EJ, 5736155]
[paragraph, [238.0, 1229.0, 576.0, 36.0], shoonya_0sTIATAZ9C56EJ, 5736155]
[paragraph, [238.0, 1265.0, 576.0, 36.0], shoonya_0sTIATAZ9C56EJ, 5736155]
[paragraph, [238.0, 1301.0, 576.0, 36.0], shoonya_0sTIATAZ9C56EJ, 5736155]
[paragraph, [836.0, 1100.0, 577.0, 36.0], shoonya_4sF80WUEG8WRF6, 5736155]
[paragraph, [836.0, 1136.0, 577.0, 36.0], shoonya_4sF80WUEG8WRF6, 5736155]
[paragraph, [836.0, 1172.0, 577.0, 36.0], shoonya_4sF80WUEG8WRF6, 5736155]
[paragraph, [836.0, 1208.0, 577.0, 36.0], shoonya_4sF80WUEG8WRF6, 5736155]
[paragraph, [836.0, 1244.0, 577.0, 36.0], shoonya_4sF80WUEG8WRF6, 5736155]
[paragraph, [836.0, 1280.0, 577.0, 36.0], shoonya_4sF80WUEG8WRF6, 5736155]
[paragraph, [836.0, 1316.0, 577.0, 36.0], shoonya_4sF80WUEG8WRF6, 5736155]
[paragraph, [837.0, 1367.0, 577.0, 36.0], shoonya_6sGJBYE47W9W85, 5736155]
[paragraph, [837.0, 1403.0, 577.0, 36.0], shoonya_6sGJBYE47W9W85, 5736155]
[paragraph, [837.0, 1439.0, 577.0, 36.0], shoonya_6sGJBYE47W9W85, 5736155]
[paragraph, [837.0, 1475.0, 577.0, 36.0], shoonya_6sGJBYE47W9W85, 5736155]
[paragraph, [837.0, 1511.0, 577.0, 36.0], shoonya_6sGJBYE47W9W85, 5736155]
[paragraph, [837.0, 1547.0, 577.0, 36.0], shoonya_6sGJBYE47W9W85, 5736155]
[paragraph, [837.0, 1583.0, 577.0, 36.0], shoonya_6sGJBYE47W9W85, 5736155]
[paragraph, [837.0, 1619.0, 577.0, 36.0], shoonya_6sGJBYE47W9W85, 5736155]
[paragraph, [237.0, 1369.0, 583.0, 36.0], shoonya_1sM9M9I6ZFQ3HX, 5736155]
[paragraph, [237.0, 1405.0, 583.0, 36.0], shoonya_1sM9M9I6ZFQ3HX, 5736155]
[paragraph, [237.0, 1441.0, 583.0, 36.0], shoonya_1sM9M9I6ZFQ3HX, 5736155]
[paragraph, [237.0, 1477.0, 583.0, 36.0], shoonya_1sM9M9I6ZFQ3HX, 5736155]
[paragraph, [237.0, 1513.0, 583.0, 36.0], shoonya_1sM9M9I6ZFQ3HX, 5736155]
[paragraph, [237.0, 1549.0, 583.0, 36.0], shoonya_1sM9M9I6ZFQ3HX, 5736155]
