[576, 720]
[folio, [378.0, 43.0, 75.0, 18.0], PmpTMLjzgu, 6533633]
[paragraph, [28.0, 58.0, 306.0, 18.0], vegnYiiUIJ, 6533633]
[paragraph, [382.0, 65.0, 301.0, 18.0], G6VxvBUpsd, 6533633]
[paragraph, [382.0, 83.0, 301.0, 18.0], G6VxvBUpsd, 6533633]
[paragraph, [382.0, 101.0, 301.0, 18.0], G6VxvBUpsd, 6533633]
[paragraph, [382.0, 119.0, 301.0, 18.0], G6VxvBUpsd, 6533633]
[paragraph, [382.0, 137.0, 301.0, 18.0], G6VxvBUpsd, 6533633]
[paragraph, [382.0, 155.0, 301.0, 18.0], G6VxvBUpsd, 6533633]
[paragraph, [382.0, 173.0, 301.0, 18.0], G6VxvBUpsd, 6533633]
[paragraph, [34.0, 92.0, 302.0, 18.0], oSGwp5CdmJ, 6533633]
[paragraph, [34.0, 110.0, 302.0, 18.0], oSGwp5CdmJ, 6533633]
[paragraph, [34.0, 128.0, 302.0, 18.0], oSGwp5CdmJ, 6533633]
[paragraph, [34.0, 146.0, 302.0, 18.0], oSGwp5CdmJ, 6533633]
[paragraph, [34.0, 164.0, 302.0, 18.0], oSGwp5CdmJ, 6533633]
[paragraph, [34.0, 182.0, 302.0, 18.0], oSGwp5CdmJ, 6533633]
[paragraph, [34.0, 200.0, 302.0, 18.0], oSGwp5CdmJ, 6533633]
[paragraph, [34.0, 218.0, 302.0, 18.0], oSGwp5CdmJ, 6533633]
[paragraph, [34.0, 236.0, 302.0, 18.0], oSGwp5CdmJ, 6533633]
[paragraph, [34.0, 254.0, 302.0, 18.0], oSGwp5CdmJ, 6533633]
[paragraph, [34.0, 272.0, 302.0, 18.0], oSGwp5CdmJ, 6533633]
[paragraph, [34.0, 290.0, 302.0, 18.0], oSGwp5CdmJ, 6533633]
[paragraph, [34.0, 308.0, 302.0, 18.0], oSGwp5CdmJ, 6533633]
[paragraph, [381.0, 200.0, 301.0, 18.0], NAQIFMLZk1, 6533633]
[paragraph, [381.0, 218.0, 301.0, 18.0], NAQIFMLZk1, 6533633]
[paragraph, [381.0, 236.0, 301.0, 18.0], NAQIFMLZk1, 6533633]
[paragraph, [381.0, 254.0, 301.0, 18.0], NAQIFMLZk1, 6533633]
[paragraph, [382.0, 278.0, 304.0, 18.0], ehjbu-Uk4l, 6533633]
[paragraph, [382.0, 296.0, 304.0, 18.0], ehjbu-Uk4l, 6533633]
[paragraph, [382.0, 314.0, 304.0, 18.0], ehjbu-Uk4l, 6533633]
[paragraph, [382.0, 332.0, 304.0, 18.0], ehjbu-Uk4l, 6533633]
[paragraph, [382.0, 350.0, 304.0, 18.0], ehjbu-Uk4l, 6533633]
[paragraph, [382.0, 368.0, 304.0, 18.0], ehjbu-Uk4l, 6533633]
[paragraph, [382.0, 386.0, 304.0, 18.0], ehjbu-Uk4l, 6533633]
[paragraph, [382.0, 404.0, 304.0, 18.0], ehjbu-Uk4l, 6533633]
[paragraph, [382.0, 422.0, 304.0, 18.0], ehjbu-Uk4l, 6533633]
[paragraph, [382.0, 440.0, 304.0, 18.0], ehjbu-Uk4l, 6533633]
[paragraph, [382.0, 458.0, 304.0, 18.0], ehjbu-Uk4l, 6533633]
[paragraph, [382.0, 476.0, 304.0, 18.0], ehjbu-Uk4l, 6533633]
[paragraph, [40.0, 324.0, 296.0, 18.0], fNBk-Y5aEq, 6533633]
[paragraph, [40.0, 342.0, 296.0, 18.0], fNBk-Y5aEq, 6533633]
[paragraph, [40.0, 360.0, 296.0, 18.0], fNBk-Y5aEq, 6533633]
[paragraph, [40.0, 378.0, 296.0, 18.0], fNBk-Y5aEq, 6533633]
[paragraph, [40.0, 396.0, 296.0, 18.0], fNBk-Y5aEq, 6533633]
[paragraph, [40.0, 414.0, 296.0, 18.0], fNBk-Y5aEq, 6533633]
[paragraph, [40.0, 432.0, 296.0, 18.0], fNBk-Y5aEq, 6533633]
[paragraph, [41.0, 455.0, 299.0, 18.0], 1cBq2vJgWL, 6533633]
[paragraph, [41.0, 473.0, 299.0, 18.0], 1cBq2vJgWL, 6533633]
[paragraph, [41.0, 491.0, 299.0, 18.0], 1cBq2vJgWL, 6533633]
[paragraph, [41.0, 509.0, 299.0, 18.0], 1cBq2vJgWL, 6533633]
[paragraph, [41.0, 527.0, 299.0, 18.0], 1cBq2vJgWL, 6533633]
[paragraph, [383.0, 497.0, 301.0, 18.0], lYXmYQfziQ, 6533633]
[paragraph, [383.0, 515.0, 301.0, 18.0], lYXmYQfziQ, 6533633]
[paragraph, [383.0, 533.0, 301.0, 18.0], lYXmYQfziQ, 6533633]
