[1754, 1241]
[section-title, [164.0, 56.0, 907.0, 49.5], 3TTIeKMmYb, 6477234]
[section-title, [164.0, 105.5, 907.0, 49.5], 3TTIeKMmYb, 6477234]
[ordered-list, [158.0, 171.0, 981.0, 36.0], ABPzG1XVqH, 6477234]
[ordered-list, [158.0, 207.0, 981.0, 36.0], ABPzG1XVqH, 6477234]
[ordered-list, [158.0, 243.0, 981.0, 36.0], ABPzG1XVqH, 6477234]
[ordered-list, [158.0, 279.0, 981.0, 36.0], ABPzG1XVqH, 6477234]
[ordered-list, [100.0, 426.0, 1065.0, 36.0], 5YhXeKWqNm, 6477234]
[ordered-list, [100.0, 462.0, 1065.0, 36.0], 5YhXeKWqNm, 6477234]
[ordered-list, [100.0, 498.0, 1065.0, 36.0], 5YhXeKWqNm, 6477234]
[ordered-list, [100.0, 534.0, 1065.0, 36.0], 5YhXeKWqNm, 6477234]
[ordered-list, [100.0, 570.0, 1065.0, 36.0], 5YhXeKWqNm, 6477234]
[ordered-list, [100.0, 606.0, 1065.0, 36.0], 5YhXeKWqNm, 6477234]
[ordered-list, [100.0, 642.0, 1065.0, 36.0], 5YhXeKWqNm, 6477234]
[ordered-list, [100.0, 678.0, 1065.0, 36.0], 5YhXeKWqNm, 6477234]
[ordered-list, [100.0, 714.0, 1065.0, 36.0], 5YhXeKWqNm, 6477234]
[ordered-list, [100.0, 750.0, 1065.0, 36.0], 5YhXeKWqNm, 6477234]
[ordered-list, [100.0, 786.0, 1065.0, 36.0], 5YhXeKWqNm, 6477234]
[ordered-list, [100.0, 822.0, 1065.0, 36.0], 5YhXeKWqNm, 6477234]
[ordered-list, [100.0, 858.0, 1065.0, 36.0], 5YhXeKWqNm, 6477234]
[ordered-list, [100.0, 894.0, 1065.0, 36.0], 5YhXeKWqNm, 6477234]
[ordered-list, [100.0, 930.0, 1065.0, 36.0], 5YhXeKWqNm, 6477234]
[ordered-list, [100.0, 966.0, 1065.0, 36.0], 5YhXeKWqNm, 6477234]
[ordered-list, [100.0, 1002.0, 1065.0, 36.0], 5YhXeKWqNm, 6477234]
[ordered-list, [100.0, 1038.0, 1065.0, 36.0], 5YhXeKWqNm, 6477234]
[ordered-list, [100.0, 1074.0, 1065.0, 36.0], 5YhXeKWqNm, 6477234]
[ordered-list, [100.0, 1110.0, 1065.0, 36.0], 5YhXeKWqNm, 6477234]
[ordered-list, [100.0, 1146.0, 1065.0, 36.0], 5YhXeKWqNm, 6477234]
[ordered-list, [100.0, 1182.0, 1065.0, 36.0], 5YhXeKWqNm, 6477234]
[ordered-list, [100.0, 1218.0, 1065.0, 36.0], 5YhXeKWqNm, 6477234]
[ordered-list, [100.0, 1254.0, 1065.0, 36.0], 5YhXeKWqNm, 6477234]
[ordered-list, [100.0, 1290.0, 1065.0, 36.0], 5YhXeKWqNm, 6477234]
[ordered-list, [100.0, 1326.0, 1065.0, 36.0], 5YhXeKWqNm, 6477234]
[sub-ordered-list, [161.0, 455.0, 981.0, 36.0], mubUoco2-d, 6477234]
[sub-ordered-list, [161.0, 491.0, 981.0, 36.0], mubUoco2-d, 6477234]
[sub-ordered-list, [161.0, 527.0, 981.0, 36.0], mubUoco2-d, 6477234]
[sub-ordered-list, [161.0, 563.0, 981.0, 36.0], mubUoco2-d, 6477234]
[sub-ordered-list, [161.0, 599.0, 981.0, 36.0], mubUoco2-d, 6477234]
[sub-ordered-list, [161.0, 635.0, 981.0, 36.0], mubUoco2-d, 6477234]
[sub-ordered-list, [161.0, 671.0, 981.0, 36.0], mubUoco2-d, 6477234]
[sub-ordered-list, [161.0, 749.0, 946.0, 36.0], YBwwGOQRbc, 6477234]
[sub-ordered-list, [161.0, 785.0, 946.0, 36.0], YBwwGOQRbc, 6477234]
[sub-ordered-list, [161.0, 821.0, 946.0, 36.0], YBwwGOQRbc, 6477234]
[sub-ordered-list, [161.0, 857.0, 946.0, 36.0], YBwwGOQRbc, 6477234]
[sub-section-title, [349.0, 949.0, 542.0, 36.0], _5yyJ-PHia, 6477234]
[sub-ordered-list, [163.0, 1051.0, 978.0, 36.0], shoonya_4sRMDD6BA9UUPH, 6477234]
[sub-ordered-list, [163.0, 1087.0, 978.0, 36.0], shoonya_4sRMDD6BA9UUPH, 6477234]
[sub-ordered-list, [163.0, 1123.0, 978.0, 36.0], shoonya_4sRMDD6BA9UUPH, 6477234]
[sub-ordered-list, [163.0, 1159.0, 978.0, 36.0], shoonya_4sRMDD6BA9UUPH, 6477234]
[sub-ordered-list, [163.0, 1195.0, 978.0, 36.0], shoonya_4sRMDD6BA9UUPH, 6477234]
[sub-ordered-list, [163.0, 1231.0, 978.0, 36.0], shoonya_4sRMDD6BA9UUPH, 6477234]
[sub-ordered-list, [163.0, 1267.0, 978.0, 36.0], shoonya_4sRMDD6BA9UUPH, 6477234]
[sub-ordered-list, [163.0, 1303.0, 978.0, 36.0], shoonya_4sRMDD6BA9UUPH, 6477234]
