[1050, 693]
[folio, [521.0, 76.0, 86.0, 18.0], shoonya_0sMK787WXR37C8, 5702089]
[folio, [521.0, 94.0, 86.0, 18.0], shoonya_0sMK787WXR37C8, 5702089]
[paragraph, [86.0, 128.0, 516.0, 18.0], Cb43dBKILM, 5702089]
[paragraph, [86.0, 146.0, 516.0, 18.0], Cb43dBKILM, 5702089]
[paragraph, [86.0, 164.0, 516.0, 18.0], Cb43dBKILM, 5702089]
[paragraph, [86.0, 184.0, 521.0, 18.0], RMix-xB7kg, 5702089]
[paragraph, [86.0, 202.0, 521.0, 18.0], RMix-xB7kg, 5702089]
[paragraph, [86.0, 220.0, 521.0, 18.0], RMix-xB7kg, 5702089]
[paragraph, [86.0, 238.0, 521.0, 18.0], RMix-xB7kg, 5702089]
[paragraph, [86.0, 256.0, 521.0, 18.0], RMix-xB7kg, 5702089]
[paragraph, [86.0, 274.0, 521.0, 18.0], RMix-xB7kg, 5702089]
[paragraph, [86.0, 292.0, 521.0, 18.0], RMix-xB7kg, 5702089]
[paragraph, [86.0, 310.0, 521.0, 18.0], RMix-xB7kg, 5702089]
[paragraph, [86.0, 328.0, 521.0, 18.0], RMix-xB7kg, 5702089]
[paragraph, [84.0, 363.0, 523.0, 18.0], -76vKFopu5, 5702089]
[paragraph, [84.0, 381.0, 523.0, 18.0], -76vKFopu5, 5702089]
[paragraph, [84.0, 399.0, 523.0, 18.0], -76vKFopu5, 5702089]
[paragraph, [84.0, 417.0, 523.0, 18.0], -76vKFopu5, 5702089]
[paragraph, [84.0, 435.0, 523.0, 18.0], -76vKFopu5, 5702089]
[paragraph, [84.0, 453.0, 523.0, 18.0], -76vKFopu5, 5702089]
[paragraph, [84.0, 471.0, 523.0, 18.0], -76vKFopu5, 5702089]
[paragraph, [84.0, 489.0, 523.0, 18.0], -76vKFopu5, 5702089]
[paragraph, [86.0, 513.0, 523.0, 18.0], 1W_FICpq-E, 5702089]
[paragraph, [86.0, 531.0, 523.0, 18.0], 1W_FICpq-E, 5702089]
[paragraph, [86.0, 549.0, 523.0, 18.0], 1W_FICpq-E, 5702089]
[paragraph, [86.0, 567.0, 523.0, 18.0], 1W_FICpq-E, 5702089]
[paragraph, [86.0, 585.0, 523.0, 18.0], 1W_FICpq-E, 5702089]
[paragraph, [86.0, 603.0, 523.0, 18.0], 1W_FICpq-E, 5702089]
[paragraph, [86.0, 621.0, 523.0, 18.0], 1W_FICpq-E, 5702089]
[paragraph, [86.0, 639.0, 523.0, 18.0], 1W_FICpq-E, 5702089]
[paragraph, [86.0, 657.0, 523.0, 18.0], 1W_FICpq-E, 5702089]
[paragraph, [86.0, 675.0, 523.0, 18.0], 1W_FICpq-E, 5702089]
[paragraph, [89.0, 699.0, 522.0, 18.0], UMgzV4oze0, 5702089]
[paragraph, [89.0, 717.0, 522.0, 18.0], UMgzV4oze0, 5702089]
[paragraph, [89.0, 735.0, 522.0, 18.0], UMgzV4oze0, 5702089]
[paragraph, [89.0, 753.0, 522.0, 18.0], UMgzV4oze0, 5702089]
[paragraph, [89.0, 771.0, 522.0, 18.0], UMgzV4oze0, 5702089]
[paragraph, [89.0, 789.0, 522.0, 18.0], UMgzV4oze0, 5702089]
[paragraph, [89.0, 807.0, 522.0, 18.0], UMgzV4oze0, 5702089]
[paragraph, [89.0, 825.0, 522.0, 18.0], UMgzV4oze0, 5702089]
[paragraph, [89.0, 843.0, 522.0, 18.0], UMgzV4oze0, 5702089]
[paragraph, [89.0, 861.0, 522.0, 18.0], UMgzV4oze0, 5702089]
[paragraph, [86.0, 879.0, 525.0, 18.0], oS0Cg0BpYL, 5702089]
[paragraph, [86.0, 897.0, 525.0, 18.0], oS0Cg0BpYL, 5702089]
[paragraph, [86.0, 915.0, 525.0, 18.0], oS0Cg0BpYL, 5702089]
[paragraph, [86.0, 933.0, 525.0, 18.0], oS0Cg0BpYL, 5702089]
[paragraph, [86.0, 951.0, 525.0, 18.0], oS0Cg0BpYL, 5702089]
