[2339, 1656]
[paragraph, [131.0, 117.0, 695.0, 36.0], shoonya_1sEFNJKH7QD5IB, 5749834]
[paragraph, [131.0, 153.0, 695.0, 36.0], shoonya_1sEFNJKH7QD5IB, 5749834]
[paragraph, [131.0, 189.0, 695.0, 36.0], shoonya_1sEFNJKH7QD5IB, 5749834]
[paragraph, [131.0, 225.0, 695.0, 36.0], shoonya_1sEFNJKH7QD5IB, 5749834]
[paragraph, [131.0, 261.0, 695.0, 36.0], shoonya_1sEFNJKH7QD5IB, 5749834]
[paragraph, [131.0, 297.0, 695.0, 36.0], shoonya_1sEFNJKH7QD5IB, 5749834]
[paragraph, [857.0, 122.0, 168.0, 36.0], shoonya_9sKCEKE7HIQNR4, 5749834]
[paragraph, [928.0, 170.0, 402.0, 36.0], shoonya_7sOQ6UI58DTG1M, 5749834]
[paragraph, [857.0, 231.0, 704.0, 36.0], shoonya_11sU7VZGJPJMHT, 5749834]
[paragraph, [857.0, 267.0, 704.0, 36.0], shoonya_11sU7VZGJPJMHT, 5749834]
[paragraph, [855.0, 333.0, 704.0, 36.0], GH0Xfmab7y, 5749834]
[paragraph, [855.0, 369.0, 704.0, 36.0], GH0Xfmab7y, 5749834]
[paragraph, [131.0, 335.0, 700.0, 36.0], shoonya_2sCCBOESF8HPWG, 5749834]
[paragraph, [131.0, 371.0, 700.0, 36.0], shoonya_2sCCBOESF8HPWG, 5749834]
[paragraph, [131.0, 407.0, 700.0, 36.0], shoonya_2sCCBOESF8HPWG, 5749834]
[paragraph, [131.0, 443.0, 700.0, 36.0], shoonya_2sCCBOESF8HPWG, 5749834]
[paragraph, [131.0, 479.0, 700.0, 36.0], shoonya_2sCCBOESF8HPWG, 5749834]
[paragraph, [131.0, 515.0, 700.0, 36.0], shoonya_2sCCBOESF8HPWG, 5749834]
[paragraph, [131.0, 551.0, 700.0, 36.0], shoonya_2sCCBOESF8HPWG, 5749834]
[paragraph, [131.0, 587.0, 700.0, 36.0], shoonya_2sCCBOESF8HPWG, 5749834]
[paragraph, [131.0, 623.0, 700.0, 36.0], shoonya_2sCCBOESF8HPWG, 5749834]
[paragraph, [131.0, 659.0, 700.0, 36.0], shoonya_2sCCBOESF8HPWG, 5749834]
[paragraph, [131.0, 695.0, 700.0, 36.0], shoonya_2sCCBOESF8HPWG, 5749834]
[paragraph, [131.0, 731.0, 700.0, 36.0], shoonya_2sCCBOESF8HPWG, 5749834]
[paragraph, [131.0, 767.0, 700.0, 36.0], shoonya_2sCCBOESF8HPWG, 5749834]
[paragraph, [131.0, 803.0, 700.0, 36.0], shoonya_2sCCBOESF8HPWG, 5749834]
[paragraph, [131.0, 839.0, 700.0, 36.0], shoonya_2sCCBOESF8HPWG, 5749834]
[paragraph, [131.0, 875.0, 700.0, 36.0], shoonya_2sCCBOESF8HPWG, 5749834]
[paragraph, [131.0, 911.0, 700.0, 36.0], shoonya_2sCCBOESF8HPWG, 5749834]
[paragraph, [131.0, 947.0, 700.0, 36.0], shoonya_2sCCBOESF8HPWG, 5749834]
[paragraph, [131.0, 983.0, 700.0, 36.0], shoonya_2sCCBOESF8HPWG, 5749834]
[paragraph, [131.0, 1019.0, 700.0, 36.0], shoonya_2sCCBOESF8HPWG, 5749834]
[paragraph, [131.0, 1055.0, 700.0, 36.0], shoonya_2sCCBOESF8HPWG, 5749834]
[paragraph, [131.0, 1091.0, 700.0, 36.0], shoonya_2sCCBOESF8HPWG, 5749834]
[paragraph, [131.0, 1127.0, 700.0, 36.0], shoonya_2sCCBOESF8HPWG, 5749834]
[paragraph, [131.0, 1163.0, 700.0, 36.0], shoonya_2sCCBOESF8HPWG, 5749834]
[paragraph, [131.0, 1199.0, 700.0, 36.0], shoonya_2sCCBOESF8HPWG, 5749834]
[paragraph, [131.0, 1235.0, 700.0, 36.0], shoonya_2sCCBOESF8HPWG, 5749834]
[paragraph, [131.0, 1271.0, 700.0, 36.0], shoonya_2sCCBOESF8HPWG, 5749834]
[paragraph, [131.0, 1307.0, 700.0, 36.0], shoonya_2sCCBOESF8HPWG, 5749834]
[paragraph, [131.0, 1343.0, 700.0, 36.0], shoonya_2sCCBOESF8HPWG, 5749834]
[paragraph, [131.0, 1379.0, 700.0, 36.0], shoonya_2sCCBOESF8HPWG, 5749834]
[paragraph, [131.0, 1415.0, 700.0, 36.0], shoonya_2sCCBOESF8HPWG, 5749834]
[paragraph, [131.0, 1451.0, 700.0, 36.0], shoonya_2sCCBOESF8HPWG, 5749834]
[paragraph, [131.0, 1487.0, 700.0, 36.0], shoonya_2sCCBOESF8HPWG, 5749834]
[paragraph, [131.0, 1523.0, 700.0, 36.0], shoonya_2sCCBOESF8HPWG, 5749834]
[paragraph, [131.0, 1559.0, 700.0, 36.0], shoonya_2sCCBOESF8HPWG, 5749834]
[paragraph, [131.0, 1595.0, 700.0, 36.0], shoonya_2sCCBOESF8HPWG, 5749834]
[paragraph, [131.0, 1631.0, 700.0, 36.0], shoonya_2sCCBOESF8HPWG, 5749834]
[paragraph, [131.0, 1667.0, 700.0, 36.0], shoonya_2sCCBOESF8HPWG, 5749834]
[paragraph, [131.0, 1703.0, 700.0, 36.0], shoonya_2sCCBOESF8HPWG, 5749834]
[paragraph, [131.0, 1739.0, 700.0, 36.0], shoonya_2sCCBOESF8HPWG, 5749834]
[paragraph, [131.0, 1775.0, 700.0, 36.0], shoonya_2sCCBOESF8HPWG, 5749834]
[paragraph, [863.0, 440.0, 692.0, 36.0], shoonya_8sP2YDIGGTJIVJ, 5749834]
[paragraph, [863.0, 476.0, 692.0, 36.0], shoonya_8sP2YDIGGTJIVJ, 5749834]
[paragraph, [934.0, 550.0, 221.0, 36.0], shoonya_10sMAR7XTYNUHR, 5749834]
[paragraph, [857.0, 600.0, 698.0, 36.0], shoonya_6sS1PTP2SY7T2D, 5749834]
[paragraph, [857.0, 636.0, 698.0, 36.0], shoonya_6sS1PTP2SY7T2D, 5749834]
[paragraph, [857.0, 672.0, 698.0, 36.0], shoonya_6sS1PTP2SY7T2D, 5749834]
[paragraph, [857.0, 708.0, 698.0, 36.0], shoonya_6sS1PTP2SY7T2D, 5749834]
[paragraph, [862.0, 766.0, 697.0, 36.0], shoonya_0sFNJBY2MORL3J, 5749834]
[paragraph, [862.0, 802.0, 697.0, 36.0], shoonya_0sFNJBY2MORL3J, 5749834]
[paragraph, [862.0, 838.0, 697.0, 36.0], shoonya_0sFNJBY2MORL3J, 5749834]
[paragraph, [862.0, 874.0, 697.0, 36.0], shoonya_0sFNJBY2MORL3J, 5749834]
[paragraph, [862.0, 910.0, 697.0, 36.0], shoonya_0sFNJBY2MORL3J, 5749834]
[paragraph, [862.0, 946.0, 697.0, 36.0], shoonya_0sFNJBY2MORL3J, 5749834]
[paragraph, [862.0, 982.0, 697.0, 36.0], shoonya_0sFNJBY2MORL3J, 5749834]
[paragraph, [862.0, 1018.0, 697.0, 36.0], shoonya_0sFNJBY2MORL3J, 5749834]
[paragraph, [862.0, 1054.0, 697.0, 36.0], shoonya_0sFNJBY2MORL3J, 5749834]
[paragraph, [862.0, 1090.0, 697.0, 36.0], shoonya_0sFNJBY2MORL3J, 5749834]
[paragraph, [862.0, 1126.0, 697.0, 36.0], shoonya_0sFNJBY2MORL3J, 5749834]
[paragraph, [862.0, 1162.0, 697.0, 36.0], shoonya_0sFNJBY2MORL3J, 5749834]
[paragraph, [862.0, 1198.0, 697.0, 36.0], shoonya_0sFNJBY2MORL3J, 5749834]
[paragraph, [862.0, 1234.0, 697.0, 36.0], shoonya_0sFNJBY2MORL3J, 5749834]
[paragraph, [862.0, 1270.0, 697.0, 36.0], shoonya_0sFNJBY2MORL3J, 5749834]
[paragraph, [862.0, 1306.0, 697.0, 36.0], shoonya_0sFNJBY2MORL3J, 5749834]
[paragraph, [862.0, 1342.0, 697.0, 36.0], shoonya_0sFNJBY2MORL3J, 5749834]
[paragraph, [862.0, 1378.0, 697.0, 36.0], shoonya_0sFNJBY2MORL3J, 5749834]
[paragraph, [862.0, 1414.0, 697.0, 36.0], shoonya_0sFNJBY2MORL3J, 5749834]
[paragraph, [862.0, 1450.0, 697.0, 36.0], shoonya_0sFNJBY2MORL3J, 5749834]
[paragraph, [862.0, 1486.0, 697.0, 36.0], shoonya_0sFNJBY2MORL3J, 5749834]
[paragraph, [862.0, 1522.0, 697.0, 36.0], shoonya_0sFNJBY2MORL3J, 5749834]
[paragraph, [862.0, 1558.0, 697.0, 36.0], shoonya_0sFNJBY2MORL3J, 5749834]
[paragraph, [862.0, 1594.0, 697.0, 36.0], shoonya_0sFNJBY2MORL3J, 5749834]
[paragraph, [862.0, 1630.0, 697.0, 36.0], shoonya_0sFNJBY2MORL3J, 5749834]
[paragraph, [854.0, 1676.0, 705.0, 36.0], _y9HwGSp_8, 5749834]
[paragraph, [854.0, 1712.0, 705.0, 36.0], _y9HwGSp_8, 5749834]
[paragraph, [861.0, 1778.0, 701.0, 36.0], shoonya_5sHX5NCJJF203F, 5749834]
[paragraph, [861.0, 1814.0, 701.0, 36.0], shoonya_5sHX5NCJJF203F, 5749834]
[paragraph, [861.0, 1850.0, 701.0, 36.0], shoonya_5sHX5NCJJF203F, 5749834]
[paragraph, [861.0, 1886.0, 701.0, 36.0], shoonya_5sHX5NCJJF203F, 5749834]
[paragraph, [861.0, 1922.0, 701.0, 36.0], shoonya_5sHX5NCJJF203F, 5749834]
[paragraph, [861.0, 1958.0, 701.0, 36.0], shoonya_5sHX5NCJJF203F, 5749834]
[paragraph, [861.0, 1994.0, 701.0, 36.0], shoonya_5sHX5NCJJF203F, 5749834]
[paragraph, [861.0, 2030.0, 701.0, 36.0], shoonya_5sHX5NCJJF203F, 5749834]
[paragraph, [861.0, 2066.0, 701.0, 36.0], shoonya_5sHX5NCJJF203F, 5749834]
[paragraph, [861.0, 2102.0, 701.0, 36.0], shoonya_5sHX5NCJJF203F, 5749834]
[paragraph, [131.0, 1832.0, 697.0, 36.0], shoonya_4sRV08LAIENUZT, 5749834]
[paragraph, [131.0, 1868.0, 697.0, 36.0], shoonya_4sRV08LAIENUZT, 5749834]
[paragraph, [131.0, 1904.0, 697.0, 36.0], shoonya_4sRV08LAIENUZT, 5749834]
[paragraph, [131.0, 1940.0, 697.0, 36.0], shoonya_4sRV08LAIENUZT, 5749834]
[paragraph, [131.0, 1976.0, 697.0, 36.0], shoonya_4sRV08LAIENUZT, 5749834]
[paragraph, [129.0, 2046.0, 699.0, 36.0], shoonya_3s61TOUHMW2SUI, 5749834]
[paragraph, [129.0, 2082.0, 699.0, 36.0], shoonya_3s61TOUHMW2SUI, 5749834]
