[3968, 2806]
[paragraph, [171.0, 156.0, 1182.0, 52.5], shoonya_0sUZT34T9SZEIJ, 5683420]
[paragraph, [171.0, 208.5, 1182.0, 52.5], shoonya_0sUZT34T9SZEIJ, 5683420]
[paragraph, [171.0, 261.0, 1182.0, 52.5], shoonya_0sUZT34T9SZEIJ, 5683420]
[paragraph, [171.0, 313.5, 1182.0, 52.5], shoonya_0sUZT34T9SZEIJ, 5683420]
[paragraph, [171.0, 366.0, 1182.0, 52.5], shoonya_0sUZT34T9SZEIJ, 5683420]
[paragraph, [171.0, 418.5, 1182.0, 52.5], shoonya_0sUZT34T9SZEIJ, 5683420]
[paragraph, [171.0, 471.0, 1182.0, 52.5], shoonya_0sUZT34T9SZEIJ, 5683420]
[paragraph, [171.0, 523.5, 1182.0, 52.5], shoonya_0sUZT34T9SZEIJ, 5683420]
[paragraph, [171.0, 576.0, 1182.0, 52.5], shoonya_0sUZT34T9SZEIJ, 5683420]
[paragraph, [171.0, 628.5, 1182.0, 52.5], shoonya_0sUZT34T9SZEIJ, 5683420]
[paragraph, [171.0, 681.0, 1182.0, 52.5], shoonya_0sUZT34T9SZEIJ, 5683420]
[paragraph, [171.0, 733.5, 1182.0, 52.5], shoonya_0sUZT34T9SZEIJ, 5683420]
[paragraph, [171.0, 786.0, 1182.0, 52.5], shoonya_0sUZT34T9SZEIJ, 5683420]
[paragraph, [171.0, 838.5, 1182.0, 52.5], shoonya_0sUZT34T9SZEIJ, 5683420]
[paragraph, [171.0, 891.0, 1182.0, 52.5], shoonya_0sUZT34T9SZEIJ, 5683420]
[paragraph, [171.0, 943.5, 1182.0, 52.5], shoonya_0sUZT34T9SZEIJ, 5683420]
[paragraph, [171.0, 996.0, 1182.0, 52.5], shoonya_0sUZT34T9SZEIJ, 5683420]
[paragraph, [171.0, 1048.5, 1182.0, 52.5], shoonya_0sUZT34T9SZEIJ, 5683420]
[paragraph, [171.0, 1101.0, 1182.0, 52.5], shoonya_0sUZT34T9SZEIJ, 5683420]
[paragraph, [171.0, 1153.5, 1182.0, 52.5], shoonya_0sUZT34T9SZEIJ, 5683420]
[paragraph, [171.0, 1206.0, 1182.0, 52.5], shoonya_0sUZT34T9SZEIJ, 5683420]
[paragraph, [171.0, 1258.5, 1182.0, 52.5], shoonya_0sUZT34T9SZEIJ, 5683420]
[paragraph, [171.0, 1311.0, 1182.0, 52.5], shoonya_0sUZT34T9SZEIJ, 5683420]
[paragraph, [171.0, 1363.5, 1182.0, 52.5], shoonya_0sUZT34T9SZEIJ, 5683420]
[paragraph, [171.0, 1416.0, 1182.0, 52.5], shoonya_0sUZT34T9SZEIJ, 5683420]
[paragraph, [1420.0, 175.0, 1168.0, 52.5], shoonya_3sZ1Y3MP7G9JRF, 5683420]
[paragraph, [1420.0, 227.5, 1168.0, 52.5], shoonya_3sZ1Y3MP7G9JRF, 5683420]
[paragraph, [1420.0, 280.0, 1168.0, 52.5], shoonya_3sZ1Y3MP7G9JRF, 5683420]
[paragraph, [1420.0, 332.5, 1168.0, 52.5], shoonya_3sZ1Y3MP7G9JRF, 5683420]
[paragraph, [1420.0, 385.0, 1168.0, 52.5], shoonya_3sZ1Y3MP7G9JRF, 5683420]
[paragraph, [1420.0, 437.5, 1168.0, 52.5], shoonya_3sZ1Y3MP7G9JRF, 5683420]
[paragraph, [1420.0, 490.0, 1168.0, 52.5], shoonya_3sZ1Y3MP7G9JRF, 5683420]
[paragraph, [1420.0, 542.5, 1168.0, 52.5], shoonya_3sZ1Y3MP7G9JRF, 5683420]
[paragraph, [1420.0, 595.0, 1168.0, 52.5], shoonya_3sZ1Y3MP7G9JRF, 5683420]
[paragraph, [1420.0, 647.5, 1168.0, 52.5], shoonya_3sZ1Y3MP7G9JRF, 5683420]
[paragraph, [1420.0, 700.0, 1168.0, 52.5], shoonya_3sZ1Y3MP7G9JRF, 5683420]
[paragraph, [1420.0, 752.5, 1168.0, 52.5], shoonya_3sZ1Y3MP7G9JRF, 5683420]
[paragraph, [1420.0, 805.0, 1168.0, 52.5], shoonya_3sZ1Y3MP7G9JRF, 5683420]
[paragraph, [1420.0, 857.5, 1168.0, 52.5], shoonya_3sZ1Y3MP7G9JRF, 5683420]
[paragraph, [1420.0, 910.0, 1168.0, 52.5], shoonya_3sZ1Y3MP7G9JRF, 5683420]
[paragraph, [1420.0, 962.5, 1168.0, 52.5], shoonya_3sZ1Y3MP7G9JRF, 5683420]
[paragraph, [1420.0, 1015.0, 1168.0, 52.5], shoonya_3sZ1Y3MP7G9JRF, 5683420]
[paragraph, [1420.0, 1067.5, 1168.0, 52.5], shoonya_3sZ1Y3MP7G9JRF, 5683420]
[paragraph, [1420.0, 1120.0, 1168.0, 52.5], shoonya_3sZ1Y3MP7G9JRF, 5683420]
[paragraph, [1420.0, 1172.5, 1168.0, 52.5], shoonya_3sZ1Y3MP7G9JRF, 5683420]
[paragraph, [1420.0, 1225.0, 1168.0, 52.5], shoonya_3sZ1Y3MP7G9JRF, 5683420]
[paragraph, [1420.0, 1277.5, 1168.0, 52.5], shoonya_3sZ1Y3MP7G9JRF, 5683420]
[paragraph, [1420.0, 1330.0, 1168.0, 52.5], shoonya_3sZ1Y3MP7G9JRF, 5683420]
[paragraph, [1420.0, 1382.5, 1168.0, 52.5], shoonya_3sZ1Y3MP7G9JRF, 5683420]
[paragraph, [1420.0, 1435.0, 1168.0, 52.5], shoonya_3sZ1Y3MP7G9JRF, 5683420]
[paragraph, [1420.0, 1487.5, 1168.0, 52.5], shoonya_3sZ1Y3MP7G9JRF, 5683420]
[paragraph, [1420.0, 1540.0, 1168.0, 52.5], shoonya_3sZ1Y3MP7G9JRF, 5683420]
[paragraph, [1420.0, 1592.5, 1168.0, 52.5], shoonya_3sZ1Y3MP7G9JRF, 5683420]
[paragraph, [1420.0, 1645.0, 1168.0, 52.5], shoonya_3sZ1Y3MP7G9JRF, 5683420]
[paragraph, [1420.0, 1697.5, 1168.0, 52.5], shoonya_3sZ1Y3MP7G9JRF, 5683420]
[paragraph, [1420.0, 1750.0, 1168.0, 52.5], shoonya_3sZ1Y3MP7G9JRF, 5683420]
[paragraph, [1420.0, 1802.5, 1168.0, 52.5], shoonya_3sZ1Y3MP7G9JRF, 5683420]
[paragraph, [1420.0, 1855.0, 1168.0, 52.5], shoonya_3sZ1Y3MP7G9JRF, 5683420]
[paragraph, [1420.0, 1907.5, 1168.0, 52.5], shoonya_3sZ1Y3MP7G9JRF, 5683420]
[paragraph, [1420.0, 1960.0, 1168.0, 52.5], shoonya_3sZ1Y3MP7G9JRF, 5683420]
[paragraph, [1420.0, 2012.5, 1168.0, 52.5], shoonya_3sZ1Y3MP7G9JRF, 5683420]
[paragraph, [1420.0, 2065.0, 1168.0, 52.5], shoonya_3sZ1Y3MP7G9JRF, 5683420]
[paragraph, [1420.0, 2117.5, 1168.0, 52.5], shoonya_3sZ1Y3MP7G9JRF, 5683420]
[paragraph, [1420.0, 2170.0, 1168.0, 52.5], shoonya_3sZ1Y3MP7G9JRF, 5683420]
[paragraph, [183.0, 1585.0, 1173.0, 52.5], shoonya_1sLWIMYSJTDMPX, 5683420]
[paragraph, [183.0, 1637.5, 1173.0, 52.5], shoonya_1sLWIMYSJTDMPX, 5683420]
[paragraph, [183.0, 1690.0, 1173.0, 52.5], shoonya_1sLWIMYSJTDMPX, 5683420]
[paragraph, [183.0, 1742.5, 1173.0, 52.5], shoonya_1sLWIMYSJTDMPX, 5683420]
[paragraph, [183.0, 1795.0, 1173.0, 52.5], shoonya_1sLWIMYSJTDMPX, 5683420]
[paragraph, [183.0, 1847.5, 1173.0, 52.5], shoonya_1sLWIMYSJTDMPX, 5683420]
[paragraph, [183.0, 1900.0, 1173.0, 52.5], shoonya_1sLWIMYSJTDMPX, 5683420]
