[1948, 1214]
[folio, [122.0, 176.0, 162.0, 36.0], eKdolOuQH5, 5732377]
[paragraph, [118.0, 245.0, 891.0, 36.0], shoonya_0sDK59JG3S82O2, 5732377]
[paragraph, [118.0, 281.0, 891.0, 36.0], shoonya_0sDK59JG3S82O2, 5732377]
[paragraph, [118.0, 317.0, 891.0, 36.0], shoonya_0sDK59JG3S82O2, 5732377]
[paragraph, [118.0, 353.0, 891.0, 36.0], shoonya_0sDK59JG3S82O2, 5732377]
[paragraph, [118.0, 389.0, 891.0, 36.0], shoonya_0sDK59JG3S82O2, 5732377]
[paragraph, [118.0, 425.0, 891.0, 36.0], shoonya_0sDK59JG3S82O2, 5732377]
[paragraph, [118.0, 461.0, 891.0, 36.0], shoonya_0sDK59JG3S82O2, 5732377]
[paragraph, [118.0, 497.0, 891.0, 36.0], shoonya_0sDK59JG3S82O2, 5732377]
[paragraph, [118.0, 533.0, 891.0, 36.0], shoonya_0sDK59JG3S82O2, 5732377]
[paragraph, [118.0, 569.0, 891.0, 36.0], shoonya_0sDK59JG3S82O2, 5732377]
[paragraph, [118.0, 605.0, 891.0, 36.0], shoonya_0sDK59JG3S82O2, 5732377]
[paragraph, [118.0, 641.0, 891.0, 36.0], shoonya_0sDK59JG3S82O2, 5732377]
[paragraph, [118.0, 677.0, 891.0, 36.0], shoonya_0sDK59JG3S82O2, 5732377]
[section-title, [158.0, 748.0, 109.0, 49.5], EToupxJaND, 5732377]
[paragraph, [120.0, 803.0, 856.0, 36.0], shoonya_1sG411MKWB04U4, 5732377]
[paragraph, [120.0, 839.0, 856.0, 36.0], shoonya_1sG411MKWB04U4, 5732377]
[paragraph, [120.0, 875.0, 856.0, 36.0], shoonya_1sG411MKWB04U4, 5732377]
[paragraph, [120.0, 911.0, 856.0, 36.0], shoonya_1sG411MKWB04U4, 5732377]
[paragraph, [120.0, 947.0, 856.0, 36.0], shoonya_1sG411MKWB04U4, 5732377]
[paragraph, [120.0, 983.0, 856.0, 36.0], shoonya_1sG411MKWB04U4, 5732377]
[paragraph, [120.0, 1019.0, 856.0, 36.0], shoonya_1sG411MKWB04U4, 5732377]
[paragraph, [120.0, 1055.0, 856.0, 36.0], shoonya_1sG411MKWB04U4, 5732377]
[paragraph, [120.0, 1091.0, 856.0, 36.0], shoonya_1sG411MKWB04U4, 5732377]
[paragraph, [120.0, 1127.0, 856.0, 36.0], shoonya_1sG411MKWB04U4, 5732377]
[paragraph, [120.0, 1163.0, 856.0, 36.0], shoonya_1sG411MKWB04U4, 5732377]
[paragraph, [120.0, 1199.0, 856.0, 36.0], shoonya_1sG411MKWB04U4, 5732377]
[paragraph, [120.0, 1235.0, 856.0, 36.0], shoonya_1sG411MKWB04U4, 5732377]
[paragraph, [120.0, 1271.0, 856.0, 36.0], shoonya_1sG411MKWB04U4, 5732377]
[paragraph, [125.0, 1405.0, 822.0, 36.0], shoonya_2s7GB627FWTWW6, 5732377]
[paragraph, [125.0, 1441.0, 822.0, 36.0], shoonya_2s7GB627FWTWW6, 5732377]
[paragraph, [125.0, 1477.0, 822.0, 36.0], shoonya_2s7GB627FWTWW6, 5732377]
[paragraph, [125.0, 1513.0, 822.0, 36.0], shoonya_2s7GB627FWTWW6, 5732377]
[footnote, [132.0, 1564.0, 911.0, 36.0], vw4yvE_cJC, 5732377]
[footnote, [132.0, 1600.0, 911.0, 36.0], vw4yvE_cJC, 5732377]
[footnote, [132.0, 1636.0, 911.0, 36.0], vw4yvE_cJC, 5732377]
[footnote, [132.0, 1672.0, 911.0, 36.0], vw4yvE_cJC, 5732377]
[footnote, [132.0, 1708.0, 911.0, 36.0], vw4yvE_cJC, 5732377]
[folio, [502.0, 1840.0, 208.0, 36.0], 8hhjleXNl1, 5732377]
