[1300, 900]
[folio, [325.0, 44.0, 256.0, 18.0], QkynSmZGeZ, 5730621]
[paragraph, [101.0, 104.0, 706.0, 18.0], shoonya_1s8Y4F5E12ODB7, 5730621]
[paragraph, [101.0, 122.0, 706.0, 18.0], shoonya_1s8Y4F5E12ODB7, 5730621]
[paragraph, [101.0, 140.0, 706.0, 18.0], shoonya_1s8Y4F5E12ODB7, 5730621]
[paragraph, [101.0, 158.0, 706.0, 18.0], shoonya_1s8Y4F5E12ODB7, 5730621]
[paragraph, [101.0, 176.0, 706.0, 18.0], shoonya_1s8Y4F5E12ODB7, 5730621]
[paragraph, [101.0, 194.0, 706.0, 18.0], shoonya_1s8Y4F5E12ODB7, 5730621]
[paragraph, [101.0, 212.0, 706.0, 18.0], shoonya_1s8Y4F5E12ODB7, 5730621]
[paragraph, [101.0, 230.0, 706.0, 18.0], shoonya_1s8Y4F5E12ODB7, 5730621]
[paragraph, [101.0, 248.0, 706.0, 18.0], shoonya_1s8Y4F5E12ODB7, 5730621]
[paragraph, [98.0, 277.0, 704.0, 18.0], shoonya_4sHF3QXV4ORCGJ, 5730621]
[paragraph, [98.0, 295.0, 704.0, 18.0], shoonya_4sHF3QXV4ORCGJ, 5730621]
[paragraph, [98.0, 313.0, 704.0, 18.0], shoonya_4sHF3QXV4ORCGJ, 5730621]
[paragraph, [98.0, 331.0, 704.0, 18.0], shoonya_4sHF3QXV4ORCGJ, 5730621]
[paragraph, [197.0, 362.0, 481.0, 18.0], shoonya_2sCTHE3A2Y62GC, 5730621]
[paragraph, [197.0, 380.0, 481.0, 18.0], shoonya_2sCTHE3A2Y62GC, 5730621]
[paragraph, [197.0, 398.0, 481.0, 18.0], shoonya_2sCTHE3A2Y62GC, 5730621]
[paragraph, [197.0, 416.0, 481.0, 18.0], shoonya_2sCTHE3A2Y62GC, 5730621]
[paragraph, [197.0, 434.0, 481.0, 18.0], shoonya_2sCTHE3A2Y62GC, 5730621]
[paragraph, [197.0, 452.0, 481.0, 18.0], shoonya_2sCTHE3A2Y62GC, 5730621]
[paragraph, [197.0, 470.0, 481.0, 18.0], shoonya_2sCTHE3A2Y62GC, 5730621]
[paragraph, [197.0, 488.0, 481.0, 18.0], shoonya_2sCTHE3A2Y62GC, 5730621]
[paragraph, [197.0, 506.0, 481.0, 18.0], shoonya_2sCTHE3A2Y62GC, 5730621]
[paragraph, [197.0, 524.0, 481.0, 18.0], shoonya_2sCTHE3A2Y62GC, 5730621]
[paragraph, [197.0, 542.0, 481.0, 18.0], shoonya_2sCTHE3A2Y62GC, 5730621]
[paragraph, [197.0, 560.0, 481.0, 18.0], shoonya_2sCTHE3A2Y62GC, 5730621]
[paragraph, [197.0, 578.0, 481.0, 18.0], shoonya_2sCTHE3A2Y62GC, 5730621]
[paragraph, [197.0, 596.0, 481.0, 18.0], shoonya_2sCTHE3A2Y62GC, 5730621]
[folio, [591.0, 626.0, 211.0, 18.0], shoonya_3sJRIFEN6JBNSM, 5730621]
[paragraph, [97.0, 661.0, 709.0, 18.0], shoonya_0sNIEJMV84H1N8, 5730621]
[paragraph, [97.0, 679.0, 709.0, 18.0], shoonya_0sNIEJMV84H1N8, 5730621]
[paragraph, [97.0, 697.0, 709.0, 18.0], shoonya_0sNIEJMV84H1N8, 5730621]
[paragraph, [97.0, 715.0, 709.0, 18.0], shoonya_0sNIEJMV84H1N8, 5730621]
[paragraph, [97.0, 733.0, 709.0, 18.0], shoonya_0sNIEJMV84H1N8, 5730621]
[paragraph, [97.0, 751.0, 709.0, 18.0], shoonya_0sNIEJMV84H1N8, 5730621]
[paragraph, [97.0, 769.0, 709.0, 18.0], shoonya_0sNIEJMV84H1N8, 5730621]
[paragraph, [97.0, 787.0, 709.0, 18.0], shoonya_0sNIEJMV84H1N8, 5730621]
[paragraph, [97.0, 805.0, 709.0, 18.0], shoonya_0sNIEJMV84H1N8, 5730621]
[paragraph, [97.0, 823.0, 709.0, 18.0], shoonya_0sNIEJMV84H1N8, 5730621]
[paragraph, [97.0, 841.0, 709.0, 18.0], shoonya_0sNIEJMV84H1N8, 5730621]
[paragraph, [97.0, 859.0, 709.0, 18.0], shoonya_0sNIEJMV84H1N8, 5730621]
[paragraph, [97.0, 877.0, 709.0, 18.0], shoonya_0sNIEJMV84H1N8, 5730621]
[paragraph, [97.0, 895.0, 709.0, 18.0], shoonya_0sNIEJMV84H1N8, 5730621]
[paragraph, [97.0, 913.0, 709.0, 18.0], shoonya_0sNIEJMV84H1N8, 5730621]
[paragraph, [97.0, 931.0, 709.0, 18.0], shoonya_0sNIEJMV84H1N8, 5730621]
[paragraph, [97.0, 949.0, 709.0, 18.0], shoonya_0sNIEJMV84H1N8, 5730621]
[paragraph, [97.0, 967.0, 709.0, 18.0], shoonya_0sNIEJMV84H1N8, 5730621]
[paragraph, [97.0, 985.0, 709.0, 18.0], shoonya_0sNIEJMV84H1N8, 5730621]
[paragraph, [97.0, 1003.0, 709.0, 18.0], shoonya_0sNIEJMV84H1N8, 5730621]
[paragraph, [97.0, 1021.0, 709.0, 18.0], shoonya_0sNIEJMV84H1N8, 5730621]
[paragraph, [94.0, 1039.0, 711.0, 18.0], shoonya_5sF0IFEWN9W2VZ, 5730621]
[paragraph, [94.0, 1057.0, 711.0, 18.0], shoonya_5sF0IFEWN9W2VZ, 5730621]
[paragraph, [94.0, 1075.0, 711.0, 18.0], shoonya_5sF0IFEWN9W2VZ, 5730621]
[paragraph, [94.0, 1093.0, 711.0, 18.0], shoonya_5sF0IFEWN9W2VZ, 5730621]
[paragraph, [94.0, 1111.0, 711.0, 18.0], shoonya_5sF0IFEWN9W2VZ, 5730621]
[paragraph, [94.0, 1129.0, 711.0, 18.0], shoonya_5sF0IFEWN9W2VZ, 5730621]
