[1518, 1075]
[folio, [446.0, 108.0, 80.0, 36.0], 6NCs31Kc65, 5722692]
[paragraph, [82.0, 164.0, 443.0, 36.0], shoonya_2sRR0LUPV198F0, 5722692]
[paragraph, [82.0, 200.0, 443.0, 36.0], shoonya_2sRR0LUPV198F0, 5722692]
[paragraph, [82.0, 236.0, 443.0, 36.0], shoonya_2sRR0LUPV198F0, 5722692]
[paragraph, [82.0, 272.0, 443.0, 36.0], shoonya_2sRR0LUPV198F0, 5722692]
[paragraph, [82.0, 308.0, 443.0, 36.0], shoonya_2sRR0LUPV198F0, 5722692]
[paragraph, [82.0, 344.0, 443.0, 36.0], shoonya_2sRR0LUPV198F0, 5722692]
[paragraph, [525.0, 167.0, 443.0, 36.0], shoonya_3s82G0K973U9MF, 5722692]
[paragraph, [525.0, 203.0, 443.0, 36.0], shoonya_3s82G0K973U9MF, 5722692]
[paragraph, [525.0, 239.0, 443.0, 36.0], shoonya_3s82G0K973U9MF, 5722692]
[paragraph, [525.0, 275.0, 443.0, 36.0], shoonya_3s82G0K973U9MF, 5722692]
[paragraph, [525.0, 311.0, 443.0, 36.0], shoonya_3s82G0K973U9MF, 5722692]
[paragraph, [525.0, 347.0, 443.0, 36.0], shoonya_3s82G0K973U9MF, 5722692]
[paragraph, [525.0, 383.0, 443.0, 36.0], shoonya_3s82G0K973U9MF, 5722692]
[paragraph, [525.0, 419.0, 443.0, 36.0], shoonya_3s82G0K973U9MF, 5722692]
[paragraph, [525.0, 455.0, 443.0, 36.0], shoonya_3s82G0K973U9MF, 5722692]
[paragraph, [525.0, 491.0, 443.0, 36.0], shoonya_3s82G0K973U9MF, 5722692]
[paragraph, [525.0, 527.0, 443.0, 36.0], shoonya_3s82G0K973U9MF, 5722692]
[paragraph, [525.0, 563.0, 443.0, 36.0], shoonya_3s82G0K973U9MF, 5722692]
[paragraph, [81.0, 418.0, 443.0, 36.0], shoonya_0sBAA5Z8F00ZTM, 5722692]
[paragraph, [81.0, 454.0, 443.0, 36.0], shoonya_0sBAA5Z8F00ZTM, 5722692]
[paragraph, [81.0, 490.0, 443.0, 36.0], shoonya_0sBAA5Z8F00ZTM, 5722692]
[paragraph, [81.0, 526.0, 443.0, 36.0], shoonya_0sBAA5Z8F00ZTM, 5722692]
[paragraph, [81.0, 562.0, 443.0, 36.0], shoonya_0sBAA5Z8F00ZTM, 5722692]
[paragraph, [81.0, 598.0, 443.0, 36.0], shoonya_0sBAA5Z8F00ZTM, 5722692]
[paragraph, [81.0, 634.0, 443.0, 36.0], shoonya_0sBAA5Z8F00ZTM, 5722692]
[paragraph, [81.0, 670.0, 443.0, 36.0], shoonya_0sBAA5Z8F00ZTM, 5722692]
[paragraph, [81.0, 706.0, 443.0, 36.0], shoonya_0sBAA5Z8F00ZTM, 5722692]
[paragraph, [81.0, 742.0, 443.0, 36.0], shoonya_0sBAA5Z8F00ZTM, 5722692]
[paragraph, [81.0, 778.0, 443.0, 36.0], shoonya_0sBAA5Z8F00ZTM, 5722692]
[paragraph, [81.0, 814.0, 443.0, 36.0], shoonya_0sBAA5Z8F00ZTM, 5722692]
[paragraph, [526.0, 672.0, 443.0, 36.0], shoonya_1sL94Y9ZACYO72, 5722692]
[paragraph, [526.0, 708.0, 443.0, 36.0], shoonya_1sL94Y9ZACYO72, 5722692]
[paragraph, [526.0, 744.0, 443.0, 36.0], shoonya_1sL94Y9ZACYO72, 5722692]
[paragraph, [526.0, 780.0, 443.0, 36.0], shoonya_1sL94Y9ZACYO72, 5722692]
[paragraph, [526.0, 816.0, 443.0, 36.0], shoonya_1sL94Y9ZACYO72, 5722692]
[paragraph, [526.0, 852.0, 443.0, 36.0], shoonya_1sL94Y9ZACYO72, 5722692]
[paragraph, [526.0, 888.0, 443.0, 36.0], shoonya_1sL94Y9ZACYO72, 5722692]
[paragraph, [526.0, 924.0, 443.0, 36.0], shoonya_1sL94Y9ZACYO72, 5722692]
[paragraph, [526.0, 960.0, 443.0, 36.0], shoonya_1sL94Y9ZACYO72, 5722692]
[paragraph, [526.0, 996.0, 443.0, 36.0], shoonya_1sL94Y9ZACYO72, 5722692]
[paragraph, [526.0, 1032.0, 443.0, 36.0], shoonya_1sL94Y9ZACYO72, 5722692]
[paragraph, [526.0, 1068.0, 443.0, 36.0], shoonya_1sL94Y9ZACYO72, 5722692]
[paragraph, [526.0, 1104.0, 443.0, 36.0], shoonya_1sL94Y9ZACYO72, 5722692]
[paragraph, [81.0, 870.0, 443.0, 36.0], shoonya_4sFZ6WPRKDICB6, 5722692]
[paragraph, [81.0, 906.0, 443.0, 36.0], shoonya_4sFZ6WPRKDICB6, 5722692]
[paragraph, [81.0, 942.0, 443.0, 36.0], shoonya_4sFZ6WPRKDICB6, 5722692]
[paragraph, [81.0, 978.0, 443.0, 36.0], shoonya_4sFZ6WPRKDICB6, 5722692]
[paragraph, [81.0, 1014.0, 443.0, 36.0], shoonya_4sFZ6WPRKDICB6, 5722692]
[paragraph, [81.0, 1050.0, 443.0, 36.0], shoonya_4sFZ6WPRKDICB6, 5722692]
[paragraph, [81.0, 1086.0, 443.0, 36.0], shoonya_4sFZ6WPRKDICB6, 5722692]
[paragraph, [81.0, 1122.0, 443.0, 36.0], shoonya_4sFZ6WPRKDICB6, 5722692]
[paragraph, [81.0, 1158.0, 443.0, 36.0], shoonya_4sFZ6WPRKDICB6, 5722692]
[paragraph, [81.0, 1194.0, 443.0, 36.0], shoonya_4sFZ6WPRKDICB6, 5722692]
[sub-headline, [553.0, 1163.0, 385.0, 36.0], shoonya_9sZAPS4QAEJOXX, 5722692]
[paragraph, [528.0, 1224.0, 449.0, 36.0], shoonya_8s0V5NORH2A18L, 5722692]
[paragraph, [528.0, 1260.0, 449.0, 36.0], shoonya_8s0V5NORH2A18L, 5722692]
[paragraph, [528.0, 1296.0, 449.0, 36.0], shoonya_8s0V5NORH2A18L, 5722692]
[sub-headline, [136.0, 1241.0, 334.0, 36.0], spvuNgzvyK, 5722692]
[paragraph, [84.0, 1280.0, 440.0, 36.0], fOEyFD6vsO, 5722692]
[folio, [593.0, 1376.0, 286.0, 36.0], shoonya_10sETEE9AU475I, 5722692]
