[3300, 2550]
[paragraph, [328.0, 261.0, 1966.0, 52.5], eU-HFvaRW7, 5719954]
[paragraph, [328.0, 313.5, 1966.0, 52.5], eU-HFvaRW7, 5719954]
[paragraph, [328.0, 366.0, 1966.0, 52.5], eU-HFvaRW7, 5719954]
[paragraph, [328.0, 418.5, 1966.0, 52.5], eU-HFvaRW7, 5719954]
[paragraph, [328.0, 471.0, 1966.0, 52.5], eU-HFvaRW7, 5719954]
[paragraph, [328.0, 523.5, 1966.0, 52.5], eU-HFvaRW7, 5719954]
[paragraph, [328.0, 576.0, 1966.0, 52.5], eU-HFvaRW7, 5719954]
[paragraph, [328.0, 628.5, 1966.0, 52.5], eU-HFvaRW7, 5719954]
[paragraph, [328.0, 681.0, 1966.0, 52.5], eU-HFvaRW7, 5719954]
[paragraph, [328.0, 733.5, 1966.0, 52.5], eU-HFvaRW7, 5719954]
[paragraph, [328.0, 786.0, 1966.0, 52.5], eU-HFvaRW7, 5719954]
[paragraph, [328.0, 838.5, 1966.0, 52.5], eU-HFvaRW7, 5719954]
[paragraph, [328.0, 891.0, 1966.0, 52.5], eU-HFvaRW7, 5719954]
[paragraph, [328.0, 943.5, 1966.0, 52.5], eU-HFvaRW7, 5719954]
[paragraph, [328.0, 996.0, 1966.0, 52.5], eU-HFvaRW7, 5719954]
[paragraph, [328.0, 1048.5, 1966.0, 52.5], eU-HFvaRW7, 5719954]
[paragraph, [328.0, 1101.0, 1966.0, 52.5], eU-HFvaRW7, 5719954]
[paragraph, [328.0, 1153.5, 1966.0, 52.5], eU-HFvaRW7, 5719954]
[paragraph, [328.0, 1206.0, 1966.0, 52.5], eU-HFvaRW7, 5719954]
[paragraph, [341.0, 1307.0, 1938.0, 52.5], IS6J2l16vF, 5719954]
[paragraph, [341.0, 1359.5, 1938.0, 52.5], IS6J2l16vF, 5719954]
[paragraph, [341.0, 1412.0, 1938.0, 52.5], IS6J2l16vF, 5719954]
[paragraph, [341.0, 1464.5, 1938.0, 52.5], IS6J2l16vF, 5719954]
[paragraph, [341.0, 1517.0, 1938.0, 52.5], IS6J2l16vF, 5719954]
[paragraph, [341.0, 1569.5, 1938.0, 52.5], IS6J2l16vF, 5719954]
[paragraph, [341.0, 1622.0, 1938.0, 52.5], IS6J2l16vF, 5719954]
[paragraph, [341.0, 1674.5, 1938.0, 52.5], IS6J2l16vF, 5719954]
[paragraph, [341.0, 1727.0, 1938.0, 52.5], IS6J2l16vF, 5719954]
[paragraph, [341.0, 1779.5, 1938.0, 52.5], IS6J2l16vF, 5719954]
[paragraph, [341.0, 1832.0, 1938.0, 52.5], IS6J2l16vF, 5719954]
[paragraph, [341.0, 1884.5, 1938.0, 52.5], IS6J2l16vF, 5719954]
[paragraph, [341.0, 1937.0, 1938.0, 52.5], IS6J2l16vF, 5719954]
[paragraph, [341.0, 1989.5, 1938.0, 52.5], IS6J2l16vF, 5719954]
[paragraph, [341.0, 2042.0, 1938.0, 52.5], IS6J2l16vF, 5719954]
[paragraph, [341.0, 2094.5, 1938.0, 52.5], IS6J2l16vF, 5719954]
[paragraph, [341.0, 2147.0, 1938.0, 52.5], IS6J2l16vF, 5719954]
[paragraph, [341.0, 2199.5, 1938.0, 52.5], IS6J2l16vF, 5719954]
[paragraph, [341.0, 2252.0, 1938.0, 52.5], IS6J2l16vF, 5719954]
[paragraph, [341.0, 2304.5, 1938.0, 52.5], IS6J2l16vF, 5719954]
[paragraph, [341.0, 2357.0, 1938.0, 52.5], IS6J2l16vF, 5719954]
[paragraph, [341.0, 2409.5, 1938.0, 52.5], IS6J2l16vF, 5719954]
[paragraph, [341.0, 2462.0, 1938.0, 52.5], IS6J2l16vF, 5719954]
[paragraph, [341.0, 2514.5, 1938.0, 52.5], IS6J2l16vF, 5719954]
[paragraph, [341.0, 2567.0, 1938.0, 52.5], IS6J2l16vF, 5719954]
[paragraph, [341.0, 2619.5, 1938.0, 52.5], IS6J2l16vF, 5719954]
[paragraph, [341.0, 2672.0, 1938.0, 52.5], IS6J2l16vF, 5719954]
[paragraph, [341.0, 2724.5, 1938.0, 52.5], IS6J2l16vF, 5719954]
[paragraph, [341.0, 2777.0, 1938.0, 52.5], IS6J2l16vF, 5719954]
[paragraph, [341.0, 2829.5, 1938.0, 52.5], IS6J2l16vF, 5719954]
[paragraph, [341.0, 2882.0, 1938.0, 52.5], IS6J2l16vF, 5719954]
