[2450, 1800]
[paragraph, [1207.0, 153.0, 519.0, 36.0], JcMsiADx_t, 5694097]
[paragraph, [1207.0, 189.0, 519.0, 36.0], JcMsiADx_t, 5694097]
[paragraph, [1207.0, 225.0, 519.0, 36.0], JcMsiADx_t, 5694097]
[paragraph, [1207.0, 261.0, 519.0, 36.0], JcMsiADx_t, 5694097]
[paragraph, [1207.0, 297.0, 519.0, 36.0], JcMsiADx_t, 5694097]
[paragraph, [1207.0, 333.0, 519.0, 36.0], JcMsiADx_t, 5694097]
[paragraph, [1207.0, 369.0, 519.0, 36.0], JcMsiADx_t, 5694097]
[paragraph, [1207.0, 405.0, 519.0, 36.0], JcMsiADx_t, 5694097]
[paragraph, [1207.0, 441.0, 519.0, 36.0], JcMsiADx_t, 5694097]
[paragraph, [1207.0, 477.0, 519.0, 36.0], JcMsiADx_t, 5694097]
[paragraph, [1207.0, 513.0, 519.0, 36.0], JcMsiADx_t, 5694097]
[paragraph, [1207.0, 549.0, 519.0, 36.0], JcMsiADx_t, 5694097]
[paragraph, [1207.0, 585.0, 519.0, 36.0], JcMsiADx_t, 5694097]
[paragraph, [1207.0, 621.0, 519.0, 36.0], JcMsiADx_t, 5694097]
[paragraph, [1207.0, 657.0, 519.0, 36.0], JcMsiADx_t, 5694097]
[paragraph, [1207.0, 693.0, 519.0, 36.0], JcMsiADx_t, 5694097]
[paragraph, [1207.0, 729.0, 519.0, 36.0], JcMsiADx_t, 5694097]
[paragraph, [1207.0, 765.0, 519.0, 36.0], JcMsiADx_t, 5694097]
[paragraph, [1207.0, 801.0, 519.0, 36.0], JcMsiADx_t, 5694097]
[paragraph, [1207.0, 837.0, 519.0, 36.0], JcMsiADx_t, 5694097]
[paragraph, [1207.0, 873.0, 519.0, 36.0], JcMsiADx_t, 5694097]
[paragraph, [1207.0, 909.0, 519.0, 36.0], JcMsiADx_t, 5694097]
[paragraph, [1207.0, 945.0, 519.0, 36.0], JcMsiADx_t, 5694097]
[paragraph, [1207.0, 981.0, 519.0, 36.0], JcMsiADx_t, 5694097]
[paragraph, [1207.0, 1017.0, 519.0, 36.0], JcMsiADx_t, 5694097]
[paragraph, [1207.0, 1053.0, 519.0, 36.0], JcMsiADx_t, 5694097]
[paragraph, [1207.0, 1089.0, 519.0, 36.0], JcMsiADx_t, 5694097]
[paragraph, [1207.0, 1125.0, 519.0, 36.0], JcMsiADx_t, 5694097]
[paragraph, [1207.0, 1161.0, 519.0, 36.0], JcMsiADx_t, 5694097]
[paragraph, [1207.0, 1197.0, 519.0, 36.0], JcMsiADx_t, 5694097]
[paragraph, [1207.0, 1233.0, 519.0, 36.0], JcMsiADx_t, 5694097]
[paragraph, [1207.0, 1269.0, 519.0, 36.0], JcMsiADx_t, 5694097]
[paragraph, [1207.0, 1305.0, 519.0, 36.0], JcMsiADx_t, 5694097]
[paragraph, [1207.0, 1341.0, 519.0, 36.0], JcMsiADx_t, 5694097]
[paragraph, [1207.0, 1377.0, 519.0, 36.0], JcMsiADx_t, 5694097]
[paragraph, [1207.0, 1413.0, 519.0, 36.0], JcMsiADx_t, 5694097]
[paragraph, [1207.0, 1449.0, 519.0, 36.0], JcMsiADx_t, 5694097]
[paragraph, [1207.0, 1485.0, 519.0, 36.0], JcMsiADx_t, 5694097]
[paragraph, [1207.0, 1521.0, 519.0, 36.0], JcMsiADx_t, 5694097]
[paragraph, [1207.0, 1557.0, 519.0, 36.0], JcMsiADx_t, 5694097]
[paragraph, [1207.0, 1593.0, 519.0, 36.0], JcMsiADx_t, 5694097]
[paragraph, [1207.0, 1629.0, 519.0, 36.0], JcMsiADx_t, 5694097]
[paragraph, [1207.0, 1665.0, 519.0, 36.0], JcMsiADx_t, 5694097]
[paragraph, [1207.0, 1701.0, 519.0, 36.0], JcMsiADx_t, 5694097]
[paragraph, [1207.0, 1737.0, 519.0, 36.0], JcMsiADx_t, 5694097]
[paragraph, [1207.0, 1773.0, 519.0, 36.0], JcMsiADx_t, 5694097]
[paragraph, [1207.0, 1809.0, 519.0, 36.0], JcMsiADx_t, 5694097]
[paragraph, [1207.0, 1845.0, 519.0, 36.0], JcMsiADx_t, 5694097]
[paragraph, [687.0, 160.0, 136.0, 36.0], shoonya_2s2GXLDP70PBMN, 5694097]
[paragraph, [153.0, 162.0, 500.0, 36.0], shoonya_10sFP82DZEC2SU, 5694097]
[paragraph, [153.0, 198.0, 500.0, 36.0], shoonya_10sFP82DZEC2SU, 5694097]
[paragraph, [153.0, 234.0, 500.0, 36.0], shoonya_10sFP82DZEC2SU, 5694097]
[paragraph, [153.0, 270.0, 500.0, 36.0], shoonya_10sFP82DZEC2SU, 5694097]
[paragraph, [678.0, 198.0, 502.0, 36.0], j56a00LhNH, 5694097]
[paragraph, [678.0, 234.0, 502.0, 36.0], j56a00LhNH, 5694097]
[paragraph, [678.0, 270.0, 502.0, 36.0], j56a00LhNH, 5694097]
[paragraph, [678.0, 306.0, 502.0, 36.0], j56a00LhNH, 5694097]
[paragraph, [678.0, 342.0, 502.0, 36.0], j56a00LhNH, 5694097]
[paragraph, [120.0, 363.0, 534.0, 36.0], kjIbd5bFzd, 5694097]
[paragraph, [120.0, 399.0, 534.0, 36.0], kjIbd5bFzd, 5694097]
[paragraph, [120.0, 435.0, 534.0, 36.0], kjIbd5bFzd, 5694097]
[paragraph, [120.0, 471.0, 534.0, 36.0], kjIbd5bFzd, 5694097]
[paragraph, [671.0, 403.0, 510.0, 36.0], ORzB1b_T0v, 5694097]
[paragraph, [671.0, 439.0, 510.0, 36.0], ORzB1b_T0v, 5694097]
[paragraph, [671.0, 475.0, 510.0, 36.0], ORzB1b_T0v, 5694097]
[paragraph, [671.0, 511.0, 510.0, 36.0], ORzB1b_T0v, 5694097]
[paragraph, [671.0, 547.0, 510.0, 36.0], ORzB1b_T0v, 5694097]
[paragraph, [671.0, 583.0, 510.0, 36.0], ORzB1b_T0v, 5694097]
[paragraph, [671.0, 619.0, 510.0, 36.0], ORzB1b_T0v, 5694097]
[paragraph, [671.0, 655.0, 510.0, 36.0], ORzB1b_T0v, 5694097]
[paragraph, [133.0, 524.0, 470.0, 36.0], -6PSDO2WBx, 5694097]
[paragraph, [133.0, 560.0, 470.0, 36.0], -6PSDO2WBx, 5694097]
[paragraph, [120.0, 609.0, 534.0, 36.0], INofTesIYp, 5694097]
