[1238, 765]
[headline, [223.0, 82.0, 432.0, 25.5], _h5suS5twx, 5770482]
[paragraph, [386.0, 137.0, 310.0, 18.0], Ir88Qstoen, 5770482]
[paragraph, [386.0, 155.0, 310.0, 18.0], Ir88Qstoen, 5770482]
[paragraph, [386.0, 173.0, 310.0, 18.0], Ir88Qstoen, 5770482]
[paragraph, [386.0, 191.0, 310.0, 18.0], Ir88Qstoen, 5770482]
[paragraph, [82.0, 139.0, 297.0, 18.0], shoonya_0sF51SAETYEXH8, 5770482]
[paragraph, [82.0, 157.0, 297.0, 18.0], shoonya_0sF51SAETYEXH8, 5770482]
[paragraph, [82.0, 175.0, 297.0, 18.0], shoonya_0sF51SAETYEXH8, 5770482]
[paragraph, [82.0, 193.0, 297.0, 18.0], shoonya_0sF51SAETYEXH8, 5770482]
[paragraph, [82.0, 211.0, 297.0, 18.0], shoonya_0sF51SAETYEXH8, 5770482]
[paragraph, [82.0, 229.0, 297.0, 18.0], shoonya_0sF51SAETYEXH8, 5770482]
[paragraph, [82.0, 247.0, 297.0, 18.0], shoonya_0sF51SAETYEXH8, 5770482]
[paragraph, [82.0, 265.0, 297.0, 18.0], shoonya_0sF51SAETYEXH8, 5770482]
[paragraph, [82.0, 283.0, 297.0, 18.0], shoonya_0sF51SAETYEXH8, 5770482]
[paragraph, [82.0, 301.0, 297.0, 18.0], shoonya_0sF51SAETYEXH8, 5770482]
[paragraph, [82.0, 319.0, 297.0, 18.0], shoonya_0sF51SAETYEXH8, 5770482]
[paragraph, [82.0, 337.0, 297.0, 18.0], shoonya_0sF51SAETYEXH8, 5770482]
[paragraph, [82.0, 355.0, 297.0, 18.0], shoonya_0sF51SAETYEXH8, 5770482]
[paragraph, [82.0, 373.0, 297.0, 18.0], shoonya_0sF51SAETYEXH8, 5770482]
[paragraph, [82.0, 391.0, 297.0, 18.0], shoonya_0sF51SAETYEXH8, 5770482]
[paragraph, [82.0, 409.0, 297.0, 18.0], shoonya_0sF51SAETYEXH8, 5770482]
[paragraph, [82.0, 427.0, 297.0, 18.0], shoonya_0sF51SAETYEXH8, 5770482]
[paragraph, [82.0, 445.0, 297.0, 18.0], shoonya_0sF51SAETYEXH8, 5770482]
[paragraph, [82.0, 463.0, 297.0, 18.0], shoonya_0sF51SAETYEXH8, 5770482]
[paragraph, [82.0, 481.0, 297.0, 18.0], shoonya_0sF51SAETYEXH8, 5770482]
[paragraph, [82.0, 499.0, 297.0, 18.0], shoonya_0sF51SAETYEXH8, 5770482]
[paragraph, [82.0, 517.0, 297.0, 18.0], shoonya_0sF51SAETYEXH8, 5770482]
[paragraph, [389.0, 210.0, 303.0, 18.0], ETMejJ68J-, 5770482]
[paragraph, [389.0, 228.0, 303.0, 18.0], ETMejJ68J-, 5770482]
[paragraph, [389.0, 246.0, 303.0, 18.0], ETMejJ68J-, 5770482]
[paragraph, [389.0, 264.0, 303.0, 18.0], ETMejJ68J-, 5770482]
[paragraph, [389.0, 282.0, 303.0, 18.0], ETMejJ68J-, 5770482]
[paragraph, [389.0, 300.0, 303.0, 18.0], ETMejJ68J-, 5770482]
[paragraph, [389.0, 318.0, 303.0, 18.0], ETMejJ68J-, 5770482]
[paragraph, [386.0, 347.0, 303.0, 18.0], 3UoxSR6oSY, 5770482]
[paragraph, [386.0, 365.0, 303.0, 18.0], 3UoxSR6oSY, 5770482]
[paragraph, [386.0, 383.0, 303.0, 18.0], 3UoxSR6oSY, 5770482]
[paragraph, [386.0, 401.0, 303.0, 18.0], 3UoxSR6oSY, 5770482]
[paragraph, [406.0, 423.0, 280.0, 18.0], 5VD5IqMdwX, 5770482]
[paragraph, [406.0, 441.0, 280.0, 18.0], 5VD5IqMdwX, 5770482]
[paragraph, [406.0, 459.0, 280.0, 18.0], 5VD5IqMdwX, 5770482]
[paragraph, [406.0, 477.0, 280.0, 18.0], 5VD5IqMdwX, 5770482]
[paragraph, [406.0, 495.0, 280.0, 18.0], 5VD5IqMdwX, 5770482]
[paragraph, [406.0, 513.0, 280.0, 18.0], 5VD5IqMdwX, 5770482]
[paragraph, [389.0, 543.0, 295.0, 18.0], 8Xk-SbrWsA, 5770482]
[paragraph, [389.0, 561.0, 295.0, 18.0], 8Xk-SbrWsA, 5770482]
[paragraph, [389.0, 579.0, 295.0, 18.0], 8Xk-SbrWsA, 5770482]
[paragraph, [389.0, 597.0, 295.0, 18.0], 8Xk-SbrWsA, 5770482]
[paragraph, [389.0, 615.0, 295.0, 18.0], 8Xk-SbrWsA, 5770482]
[paragraph, [389.0, 633.0, 295.0, 18.0], 8Xk-SbrWsA, 5770482]
[paragraph, [389.0, 651.0, 295.0, 18.0], 8Xk-SbrWsA, 5770482]
[paragraph, [389.0, 669.0, 295.0, 18.0], 8Xk-SbrWsA, 5770482]
[paragraph, [389.0, 687.0, 295.0, 18.0], 8Xk-SbrWsA, 5770482]
[paragraph, [389.0, 705.0, 295.0, 18.0], 8Xk-SbrWsA, 5770482]
[paragraph, [389.0, 723.0, 295.0, 18.0], 8Xk-SbrWsA, 5770482]
[paragraph, [389.0, 741.0, 295.0, 18.0], 8Xk-SbrWsA, 5770482]
[paragraph, [389.0, 759.0, 295.0, 18.0], 8Xk-SbrWsA, 5770482]
[paragraph, [389.0, 777.0, 295.0, 18.0], 8Xk-SbrWsA, 5770482]
[paragraph, [389.0, 795.0, 295.0, 18.0], 8Xk-SbrWsA, 5770482]
[paragraph, [389.0, 813.0, 295.0, 18.0], 8Xk-SbrWsA, 5770482]
[paragraph, [389.0, 831.0, 295.0, 18.0], 8Xk-SbrWsA, 5770482]
[paragraph, [389.0, 849.0, 295.0, 18.0], 8Xk-SbrWsA, 5770482]
[paragraph, [389.0, 867.0, 295.0, 18.0], 8Xk-SbrWsA, 5770482]
[paragraph, [389.0, 885.0, 295.0, 18.0], 8Xk-SbrWsA, 5770482]
[paragraph, [389.0, 903.0, 295.0, 18.0], 8Xk-SbrWsA, 5770482]
[paragraph, [389.0, 921.0, 295.0, 18.0], 8Xk-SbrWsA, 5770482]
[paragraph, [389.0, 939.0, 295.0, 18.0], 8Xk-SbrWsA, 5770482]
[paragraph, [389.0, 957.0, 295.0, 18.0], 8Xk-SbrWsA, 5770482]
[paragraph, [389.0, 975.0, 295.0, 18.0], 8Xk-SbrWsA, 5770482]
