[2339, 1653]
[folio, [291.0, 214.0, 200.0, 36.0], 3IW9eviHNY, 5655173]
[paragraph, [283.0, 312.0, 1093.0, 36.0], shoonya_1sU9W9JGR8XEAV, 5655173]
[paragraph, [283.0, 348.0, 1093.0, 36.0], shoonya_1sU9W9JGR8XEAV, 5655173]
[paragraph, [283.0, 384.0, 1093.0, 36.0], shoonya_1sU9W9JGR8XEAV, 5655173]
[paragraph, [283.0, 420.0, 1093.0, 36.0], shoonya_1sU9W9JGR8XEAV, 5655173]
[paragraph, [283.0, 456.0, 1093.0, 36.0], shoonya_1sU9W9JGR8XEAV, 5655173]
[paragraph, [283.0, 492.0, 1093.0, 36.0], shoonya_1sU9W9JGR8XEAV, 5655173]
[paragraph, [283.0, 528.0, 1093.0, 36.0], shoonya_1sU9W9JGR8XEAV, 5655173]
[paragraph, [283.0, 564.0, 1093.0, 36.0], shoonya_1sU9W9JGR8XEAV, 5655173]
[paragraph, [283.0, 600.0, 1093.0, 36.0], shoonya_1sU9W9JGR8XEAV, 5655173]
[paragraph, [283.0, 636.0, 1093.0, 36.0], shoonya_1sU9W9JGR8XEAV, 5655173]
[paragraph, [283.0, 672.0, 1093.0, 36.0], shoonya_1sU9W9JGR8XEAV, 5655173]
[paragraph, [283.0, 708.0, 1093.0, 36.0], shoonya_1sU9W9JGR8XEAV, 5655173]
[paragraph, [283.0, 744.0, 1093.0, 36.0], shoonya_1sU9W9JGR8XEAV, 5655173]
[paragraph, [283.0, 780.0, 1093.0, 36.0], shoonya_1sU9W9JGR8XEAV, 5655173]
[paragraph, [283.0, 816.0, 1093.0, 36.0], shoonya_1sU9W9JGR8XEAV, 5655173]
[paragraph, [283.0, 852.0, 1093.0, 36.0], shoonya_1sU9W9JGR8XEAV, 5655173]
[paragraph, [283.0, 888.0, 1093.0, 36.0], shoonya_1sU9W9JGR8XEAV, 5655173]
[paragraph, [283.0, 924.0, 1093.0, 36.0], shoonya_1sU9W9JGR8XEAV, 5655173]
[paragraph, [283.0, 960.0, 1093.0, 36.0], shoonya_1sU9W9JGR8XEAV, 5655173]
[paragraph, [283.0, 996.0, 1093.0, 36.0], shoonya_1sU9W9JGR8XEAV, 5655173]
[paragraph, [283.0, 1032.0, 1093.0, 36.0], shoonya_1sU9W9JGR8XEAV, 5655173]
[paragraph, [283.0, 1068.0, 1093.0, 36.0], shoonya_1sU9W9JGR8XEAV, 5655173]
[paragraph, [283.0, 1104.0, 1093.0, 36.0], shoonya_1sU9W9JGR8XEAV, 5655173]
[paragraph, [283.0, 1140.0, 1093.0, 36.0], shoonya_1sU9W9JGR8XEAV, 5655173]
[paragraph, [286.0, 1196.0, 1075.0, 36.0], shoonya_0s69FMBN7BPFV2, 5655173]
[paragraph, [286.0, 1232.0, 1075.0, 36.0], shoonya_0s69FMBN7BPFV2, 5655173]
[paragraph, [286.0, 1268.0, 1075.0, 36.0], shoonya_0s69FMBN7BPFV2, 5655173]
[paragraph, [286.0, 1304.0, 1075.0, 36.0], shoonya_0s69FMBN7BPFV2, 5655173]
[paragraph, [286.0, 1340.0, 1075.0, 36.0], shoonya_0s69FMBN7BPFV2, 5655173]
[paragraph, [286.0, 1376.0, 1075.0, 36.0], shoonya_0s69FMBN7BPFV2, 5655173]
[paragraph, [286.0, 1412.0, 1075.0, 36.0], shoonya_0s69FMBN7BPFV2, 5655173]
[paragraph, [286.0, 1448.0, 1075.0, 36.0], shoonya_0s69FMBN7BPFV2, 5655173]
[paragraph, [286.0, 1484.0, 1075.0, 36.0], shoonya_0s69FMBN7BPFV2, 5655173]
[paragraph, [286.0, 1520.0, 1075.0, 36.0], shoonya_0s69FMBN7BPFV2, 5655173]
[paragraph, [286.0, 1556.0, 1075.0, 36.0], shoonya_0s69FMBN7BPFV2, 5655173]
[paragraph, [286.0, 1592.0, 1075.0, 36.0], shoonya_0s69FMBN7BPFV2, 5655173]
[paragraph, [286.0, 1628.0, 1075.0, 36.0], shoonya_0s69FMBN7BPFV2, 5655173]
[paragraph, [286.0, 1664.0, 1075.0, 36.0], shoonya_0s69FMBN7BPFV2, 5655173]
[paragraph, [286.0, 1700.0, 1075.0, 36.0], shoonya_0s69FMBN7BPFV2, 5655173]
[paragraph, [286.0, 1736.0, 1075.0, 36.0], shoonya_0s69FMBN7BPFV2, 5655173]
[paragraph, [286.0, 1772.0, 1075.0, 36.0], shoonya_0s69FMBN7BPFV2, 5655173]
[paragraph, [286.0, 1808.0, 1075.0, 36.0], shoonya_0s69FMBN7BPFV2, 5655173]
[paragraph, [286.0, 1844.0, 1075.0, 36.0], shoonya_0s69FMBN7BPFV2, 5655173]
[paragraph, [287.0, 1916.0, 1076.0, 36.0], shoonya_2s1EPYBDTCLHI2, 5655173]
[paragraph, [287.0, 1952.0, 1076.0, 36.0], shoonya_2s1EPYBDTCLHI2, 5655173]
[paragraph, [287.0, 1988.0, 1076.0, 36.0], shoonya_2s1EPYBDTCLHI2, 5655173]
[paragraph, [287.0, 2024.0, 1076.0, 36.0], shoonya_2s1EPYBDTCLHI2, 5655173]
[paragraph, [287.0, 2060.0, 1076.0, 36.0], shoonya_2s1EPYBDTCLHI2, 5655173]
[paragraph, [287.0, 2096.0, 1076.0, 36.0], shoonya_2s1EPYBDTCLHI2, 5655173]
