[4767, 3325]
[folio, [295.0, 385.0, 577.0, 52.5], shoonya_1sTIC6DD65NNO2, 5710218]
[paragraph, [196.0, 516.0, 2644.0, 52.5], shoonya_4sCXAWKC06KUHC, 5710218]
[paragraph, [196.0, 568.5, 2644.0, 52.5], shoonya_4sCXAWKC06KUHC, 5710218]
[paragraph, [196.0, 621.0, 2644.0, 52.5], shoonya_4sCXAWKC06KUHC, 5710218]
[paragraph, [196.0, 673.5, 2644.0, 52.5], shoonya_4sCXAWKC06KUHC, 5710218]
[paragraph, [196.0, 726.0, 2644.0, 52.5], shoonya_4sCXAWKC06KUHC, 5710218]
[paragraph, [196.0, 778.5, 2644.0, 52.5], shoonya_4sCXAWKC06KUHC, 5710218]
[paragraph, [196.0, 831.0, 2644.0, 52.5], shoonya_4sCXAWKC06KUHC, 5710218]
[paragraph, [196.0, 883.5, 2644.0, 52.5], shoonya_4sCXAWKC06KUHC, 5710218]
[paragraph, [224.0, 984.0, 2622.0, 52.5], vCmbzrKJe8, 5710218]
[paragraph, [224.0, 1036.5, 2622.0, 52.5], vCmbzrKJe8, 5710218]
[paragraph, [224.0, 1089.0, 2622.0, 52.5], vCmbzrKJe8, 5710218]
[paragraph, [224.0, 1141.5, 2622.0, 52.5], vCmbzrKJe8, 5710218]
[paragraph, [224.0, 1194.0, 2622.0, 52.5], vCmbzrKJe8, 5710218]
[paragraph, [224.0, 1246.5, 2622.0, 52.5], vCmbzrKJe8, 5710218]
[paragraph, [224.0, 1299.0, 2622.0, 52.5], vCmbzrKJe8, 5710218]
[paragraph, [224.0, 1351.5, 2622.0, 52.5], vCmbzrKJe8, 5710218]
[paragraph, [224.0, 1404.0, 2622.0, 52.5], vCmbzrKJe8, 5710218]
[paragraph, [224.0, 1456.5, 2622.0, 52.5], vCmbzrKJe8, 5710218]
[paragraph, [224.0, 1509.0, 2622.0, 52.5], vCmbzrKJe8, 5710218]
[paragraph, [224.0, 1561.5, 2622.0, 52.5], vCmbzrKJe8, 5710218]
[paragraph, [224.0, 1614.0, 2622.0, 52.5], vCmbzrKJe8, 5710218]
[paragraph, [224.0, 1666.5, 2622.0, 52.5], vCmbzrKJe8, 5710218]
[paragraph, [224.0, 1719.0, 2622.0, 52.5], vCmbzrKJe8, 5710218]
[paragraph, [224.0, 1771.5, 2622.0, 52.5], vCmbzrKJe8, 5710218]
[paragraph, [224.0, 1824.0, 2622.0, 52.5], vCmbzrKJe8, 5710218]
[paragraph, [224.0, 1876.5, 2622.0, 52.5], vCmbzrKJe8, 5710218]
[paragraph, [224.0, 1929.0, 2622.0, 52.5], vCmbzrKJe8, 5710218]
[paragraph, [224.0, 1981.5, 2622.0, 52.5], vCmbzrKJe8, 5710218]
[paragraph, [224.0, 2034.0, 2622.0, 52.5], vCmbzrKJe8, 5710218]
[paragraph, [224.0, 2086.5, 2622.0, 52.5], vCmbzrKJe8, 5710218]
[paragraph, [224.0, 2139.0, 2622.0, 52.5], vCmbzrKJe8, 5710218]
[paragraph, [224.0, 2191.5, 2622.0, 52.5], vCmbzrKJe8, 5710218]
[paragraph, [224.0, 2244.0, 2622.0, 52.5], vCmbzrKJe8, 5710218]
[paragraph, [224.0, 2296.5, 2622.0, 52.5], vCmbzrKJe8, 5710218]
[paragraph, [224.0, 2349.0, 2622.0, 52.5], vCmbzrKJe8, 5710218]
[paragraph, [224.0, 2401.5, 2622.0, 52.5], vCmbzrKJe8, 5710218]
[paragraph, [224.0, 2454.0, 2622.0, 52.5], vCmbzrKJe8, 5710218]
[paragraph, [224.0, 2506.5, 2622.0, 52.5], vCmbzrKJe8, 5710218]
[paragraph, [236.0, 2597.0, 2618.0, 52.5], vDug3WuPcC, 5710218]
[paragraph, [236.0, 2649.5, 2618.0, 52.5], vDug3WuPcC, 5710218]
[paragraph, [232.0, 2730.0, 2618.0, 52.5], EwgnPM5bQq, 5710218]
[paragraph, [232.0, 2782.5, 2618.0, 52.5], EwgnPM5bQq, 5710218]
[paragraph, [232.0, 2835.0, 2618.0, 52.5], EwgnPM5bQq, 5710218]
[paragraph, [232.0, 2887.5, 2618.0, 52.5], EwgnPM5bQq, 5710218]
[paragraph, [232.0, 2940.0, 2618.0, 52.5], EwgnPM5bQq, 5710218]
[paragraph, [232.0, 2992.5, 2618.0, 52.5], EwgnPM5bQq, 5710218]
[paragraph, [245.0, 3092.0, 2593.0, 52.5], PhkyHDnvyK, 5710218]
[paragraph, [245.0, 3144.5, 2593.0, 52.5], PhkyHDnvyK, 5710218]
[paragraph, [245.0, 3197.0, 2593.0, 52.5], PhkyHDnvyK, 5710218]
[paragraph, [245.0, 3249.5, 2593.0, 52.5], PhkyHDnvyK, 5710218]
[paragraph, [245.0, 3302.0, 2593.0, 52.5], PhkyHDnvyK, 5710218]
[paragraph, [245.0, 3354.5, 2593.0, 52.5], PhkyHDnvyK, 5710218]
[paragraph, [245.0, 3407.0, 2593.0, 52.5], PhkyHDnvyK, 5710218]
[paragraph, [245.0, 3459.5, 2593.0, 52.5], PhkyHDnvyK, 5710218]
[paragraph, [261.0, 3549.0, 2576.0, 52.5], PArl1Zog9I, 5710218]
[paragraph, [261.0, 3601.5, 2576.0, 52.5], PArl1Zog9I, 5710218]
[paragraph, [261.0, 3654.0, 2576.0, 52.5], PArl1Zog9I, 5710218]
[paragraph, [261.0, 3706.5, 2576.0, 52.5], PArl1Zog9I, 5710218]
[paragraph, [261.0, 3759.0, 2576.0, 52.5], PArl1Zog9I, 5710218]
[paragraph, [261.0, 3811.5, 2576.0, 52.5], PArl1Zog9I, 5710218]
[paragraph, [261.0, 3864.0, 2576.0, 52.5], PArl1Zog9I, 5710218]
[paragraph, [261.0, 3916.5, 2576.0, 52.5], PArl1Zog9I, 5710218]
[paragraph, [261.0, 3969.0, 2576.0, 52.5], PArl1Zog9I, 5710218]
[paragraph, [261.0, 4021.5, 2576.0, 52.5], PArl1Zog9I, 5710218]
[paragraph, [261.0, 4074.0, 2576.0, 52.5], PArl1Zog9I, 5710218]
[paragraph, [261.0, 4126.5, 2576.0, 52.5], PArl1Zog9I, 5710218]
[paragraph, [261.0, 4179.0, 2576.0, 52.5], PArl1Zog9I, 5710218]
