[3300, 2550]
[paragraph, [260.0, 262.0, 2020.0, 52.5], shoonya_1sYHBMYU7U82JL, 5719975]
[paragraph, [260.0, 314.5, 2020.0, 52.5], shoonya_1sYHBMYU7U82JL, 5719975]
[paragraph, [260.0, 367.0, 2020.0, 52.5], shoonya_1sYHBMYU7U82JL, 5719975]
[paragraph, [260.0, 419.5, 2020.0, 52.5], shoonya_1sYHBMYU7U82JL, 5719975]
[paragraph, [260.0, 472.0, 2020.0, 52.5], shoonya_1sYHBMYU7U82JL, 5719975]
[paragraph, [260.0, 524.5, 2020.0, 52.5], shoonya_1sYHBMYU7U82JL, 5719975]
[paragraph, [260.0, 577.0, 2020.0, 52.5], shoonya_1sYHBMYU7U82JL, 5719975]
[paragraph, [260.0, 629.5, 2020.0, 52.5], shoonya_1sYHBMYU7U82JL, 5719975]
[paragraph, [260.0, 682.0, 2020.0, 52.5], shoonya_1sYHBMYU7U82JL, 5719975]
[paragraph, [260.0, 734.5, 2020.0, 52.5], shoonya_1sYHBMYU7U82JL, 5719975]
[paragraph, [260.0, 787.0, 2020.0, 52.5], shoonya_1sYHBMYU7U82JL, 5719975]
[paragraph, [260.0, 839.5, 2020.0, 52.5], shoonya_1sYHBMYU7U82JL, 5719975]
[paragraph, [260.0, 892.0, 2020.0, 52.5], shoonya_1sYHBMYU7U82JL, 5719975]
[paragraph, [260.0, 944.5, 2020.0, 52.5], shoonya_1sYHBMYU7U82JL, 5719975]
[paragraph, [260.0, 997.0, 2020.0, 52.5], shoonya_1sYHBMYU7U82JL, 5719975]
[paragraph, [260.0, 1049.5, 2020.0, 52.5], shoonya_1sYHBMYU7U82JL, 5719975]
[paragraph, [260.0, 1102.0, 2020.0, 52.5], shoonya_1sYHBMYU7U82JL, 5719975]
[paragraph, [260.0, 1154.5, 2020.0, 52.5], shoonya_1sYHBMYU7U82JL, 5719975]
[paragraph, [260.0, 1207.0, 2020.0, 52.5], shoonya_1sYHBMYU7U82JL, 5719975]
[paragraph, [260.0, 1259.5, 2020.0, 52.5], shoonya_1sYHBMYU7U82JL, 5719975]
[paragraph, [260.0, 1312.0, 2020.0, 52.5], shoonya_1sYHBMYU7U82JL, 5719975]
[paragraph, [260.0, 1364.5, 2020.0, 52.5], shoonya_1sYHBMYU7U82JL, 5719975]
[paragraph, [260.0, 1417.0, 2020.0, 52.5], shoonya_1sYHBMYU7U82JL, 5719975]
[paragraph, [277.0, 1535.0, 2001.0, 52.5], QMf1wUwS2p, 5719975]
[paragraph, [277.0, 1587.5, 2001.0, 52.5], QMf1wUwS2p, 5719975]
[paragraph, [277.0, 1640.0, 2001.0, 52.5], QMf1wUwS2p, 5719975]
[paragraph, [277.0, 1692.5, 2001.0, 52.5], QMf1wUwS2p, 5719975]
[paragraph, [277.0, 1745.0, 2001.0, 52.5], QMf1wUwS2p, 5719975]
[paragraph, [277.0, 1797.5, 2001.0, 52.5], QMf1wUwS2p, 5719975]
[paragraph, [277.0, 1850.0, 2001.0, 52.5], QMf1wUwS2p, 5719975]
[paragraph, [277.0, 1902.5, 2001.0, 52.5], QMf1wUwS2p, 5719975]
[paragraph, [277.0, 1955.0, 2001.0, 52.5], QMf1wUwS2p, 5719975]
[paragraph, [277.0, 2007.5, 2001.0, 52.5], QMf1wUwS2p, 5719975]
[paragraph, [277.0, 2060.0, 2001.0, 52.5], QMf1wUwS2p, 5719975]
[paragraph, [277.0, 2112.5, 2001.0, 52.5], QMf1wUwS2p, 5719975]
[paragraph, [277.0, 2165.0, 2001.0, 52.5], QMf1wUwS2p, 5719975]
[paragraph, [277.0, 2217.5, 2001.0, 52.5], QMf1wUwS2p, 5719975]
[paragraph, [277.0, 2270.0, 2001.0, 52.5], QMf1wUwS2p, 5719975]
[paragraph, [277.0, 2322.5, 2001.0, 52.5], QMf1wUwS2p, 5719975]
[paragraph, [277.0, 2375.0, 2001.0, 52.5], QMf1wUwS2p, 5719975]
[paragraph, [277.0, 2427.5, 2001.0, 52.5], QMf1wUwS2p, 5719975]
[paragraph, [277.0, 2480.0, 2001.0, 52.5], QMf1wUwS2p, 5719975]
[paragraph, [277.0, 2532.5, 2001.0, 52.5], QMf1wUwS2p, 5719975]
[paragraph, [277.0, 2585.0, 2001.0, 52.5], QMf1wUwS2p, 5719975]
[paragraph, [277.0, 2637.5, 2001.0, 52.5], QMf1wUwS2p, 5719975]
[paragraph, [277.0, 2690.0, 2001.0, 52.5], QMf1wUwS2p, 5719975]
[paragraph, [277.0, 2742.5, 2001.0, 52.5], QMf1wUwS2p, 5719975]
[paragraph, [277.0, 2795.0, 2001.0, 52.5], QMf1wUwS2p, 5719975]
[paragraph, [277.0, 2847.5, 2001.0, 52.5], QMf1wUwS2p, 5719975]
[paragraph, [277.0, 2900.0, 2001.0, 52.5], QMf1wUwS2p, 5719975]
