[1755, 1241]
[folio, [321.0, 176.0, 255.0, 36.0], yejVjci7pe, 5744566]
[folio, [321.0, 212.0, 255.0, 36.0], yejVjci7pe, 5744566]
[paragraph, [193.0, 260.0, 916.0, 36.0], KI6W4lTno7, 5744566]
[paragraph, [193.0, 296.0, 916.0, 36.0], KI6W4lTno7, 5744566]
[ordered-list, [100.0, 343.0, 1064.0, 36.0], shoonya_0sFGX6J5ARVXT9, 5744566]
[ordered-list, [100.0, 379.0, 1064.0, 36.0], shoonya_0sFGX6J5ARVXT9, 5744566]
[ordered-list, [100.0, 415.0, 1064.0, 36.0], shoonya_0sFGX6J5ARVXT9, 5744566]
[ordered-list, [100.0, 451.0, 1064.0, 36.0], shoonya_0sFGX6J5ARVXT9, 5744566]
[ordered-list, [100.0, 487.0, 1064.0, 36.0], shoonya_0sFGX6J5ARVXT9, 5744566]
[ordered-list, [100.0, 523.0, 1064.0, 36.0], shoonya_0sFGX6J5ARVXT9, 5744566]
[ordered-list, [100.0, 559.0, 1064.0, 36.0], shoonya_0sFGX6J5ARVXT9, 5744566]
[ordered-list, [100.0, 595.0, 1064.0, 36.0], shoonya_0sFGX6J5ARVXT9, 5744566]
[ordered-list, [100.0, 631.0, 1064.0, 36.0], shoonya_0sFGX6J5ARVXT9, 5744566]
[ordered-list, [100.0, 667.0, 1064.0, 36.0], shoonya_0sFGX6J5ARVXT9, 5744566]
[ordered-list, [100.0, 703.0, 1064.0, 36.0], shoonya_0sFGX6J5ARVXT9, 5744566]
[ordered-list, [100.0, 739.0, 1064.0, 36.0], shoonya_0sFGX6J5ARVXT9, 5744566]
[ordered-list, [100.0, 775.0, 1064.0, 36.0], shoonya_0sFGX6J5ARVXT9, 5744566]
[ordered-list, [100.0, 811.0, 1064.0, 36.0], shoonya_0sFGX6J5ARVXT9, 5744566]
[ordered-list, [100.0, 847.0, 1064.0, 36.0], shoonya_0sFGX6J5ARVXT9, 5744566]
[ordered-list, [100.0, 883.0, 1064.0, 36.0], shoonya_0sFGX6J5ARVXT9, 5744566]
[ordered-list, [100.0, 919.0, 1064.0, 36.0], shoonya_0sFGX6J5ARVXT9, 5744566]
[ordered-list, [100.0, 955.0, 1064.0, 36.0], shoonya_0sFGX6J5ARVXT9, 5744566]
[ordered-list, [100.0, 991.0, 1064.0, 36.0], shoonya_0sFGX6J5ARVXT9, 5744566]
[ordered-list, [100.0, 1027.0, 1064.0, 36.0], shoonya_0sFGX6J5ARVXT9, 5744566]
[ordered-list, [100.0, 1063.0, 1064.0, 36.0], shoonya_0sFGX6J5ARVXT9, 5744566]
[ordered-list, [100.0, 1099.0, 1064.0, 36.0], shoonya_0sFGX6J5ARVXT9, 5744566]
[ordered-list, [100.0, 1135.0, 1064.0, 36.0], shoonya_0sFGX6J5ARVXT9, 5744566]
[ordered-list, [100.0, 1171.0, 1064.0, 36.0], shoonya_0sFGX6J5ARVXT9, 5744566]
[ordered-list, [100.0, 1207.0, 1064.0, 36.0], shoonya_0sFGX6J5ARVXT9, 5744566]
[ordered-list, [100.0, 1243.0, 1064.0, 36.0], shoonya_0sFGX6J5ARVXT9, 5744566]
[ordered-list, [100.0, 1279.0, 1064.0, 36.0], shoonya_0sFGX6J5ARVXT9, 5744566]
[ordered-list, [100.0, 1315.0, 1064.0, 36.0], shoonya_0sFGX6J5ARVXT9, 5744566]
[ordered-list, [100.0, 1351.0, 1064.0, 36.0], shoonya_0sFGX6J5ARVXT9, 5744566]
[ordered-list, [100.0, 1387.0, 1064.0, 36.0], shoonya_0sFGX6J5ARVXT9, 5744566]
[ordered-list, [100.0, 1423.0, 1064.0, 36.0], shoonya_0sFGX6J5ARVXT9, 5744566]
