[2200, 1700]
[paragraph, [375.0, 113.0, 1128.0, 36.0], shoonya_3sRS38BLMZENMB, 5733803]
[paragraph, [375.0, 149.0, 1128.0, 36.0], shoonya_3sRS38BLMZENMB, 5733803]
[paragraph, [375.0, 185.0, 1128.0, 36.0], shoonya_3sRS38BLMZENMB, 5733803]
[paragraph, [375.0, 221.0, 1128.0, 36.0], shoonya_3sRS38BLMZENMB, 5733803]
[paragraph, [372.0, 300.0, 1135.0, 36.0], shoonya_0sPRMEHFP8VN7R, 5733803]
[paragraph, [372.0, 336.0, 1135.0, 36.0], shoonya_0sPRMEHFP8VN7R, 5733803]
[paragraph, [372.0, 372.0, 1135.0, 36.0], shoonya_0sPRMEHFP8VN7R, 5733803]
[paragraph, [372.0, 408.0, 1135.0, 36.0], shoonya_0sPRMEHFP8VN7R, 5733803]
[paragraph, [372.0, 444.0, 1135.0, 36.0], shoonya_0sPRMEHFP8VN7R, 5733803]
[paragraph, [372.0, 480.0, 1135.0, 36.0], shoonya_0sPRMEHFP8VN7R, 5733803]
[paragraph, [372.0, 516.0, 1135.0, 36.0], shoonya_0sPRMEHFP8VN7R, 5733803]
[paragraph, [372.0, 552.0, 1135.0, 36.0], shoonya_0sPRMEHFP8VN7R, 5733803]
[paragraph, [372.0, 588.0, 1135.0, 36.0], shoonya_0sPRMEHFP8VN7R, 5733803]
[paragraph, [372.0, 624.0, 1135.0, 36.0], shoonya_0sPRMEHFP8VN7R, 5733803]
[paragraph, [372.0, 660.0, 1135.0, 36.0], shoonya_0sPRMEHFP8VN7R, 5733803]
[paragraph, [372.0, 696.0, 1135.0, 36.0], shoonya_0sPRMEHFP8VN7R, 5733803]
[paragraph, [372.0, 732.0, 1135.0, 36.0], shoonya_0sPRMEHFP8VN7R, 5733803]
[paragraph, [372.0, 768.0, 1135.0, 36.0], shoonya_0sPRMEHFP8VN7R, 5733803]
[paragraph, [372.0, 804.0, 1135.0, 36.0], shoonya_0sPRMEHFP8VN7R, 5733803]
[paragraph, [372.0, 840.0, 1135.0, 36.0], shoonya_0sPRMEHFP8VN7R, 5733803]
[paragraph, [372.0, 876.0, 1135.0, 36.0], shoonya_0sPRMEHFP8VN7R, 5733803]
[paragraph, [372.0, 912.0, 1135.0, 36.0], shoonya_0sPRMEHFP8VN7R, 5733803]
[paragraph, [372.0, 948.0, 1135.0, 36.0], shoonya_0sPRMEHFP8VN7R, 5733803]
[paragraph, [372.0, 984.0, 1135.0, 36.0], shoonya_0sPRMEHFP8VN7R, 5733803]
[paragraph, [375.0, 1045.0, 1129.0, 36.0], shoonya_1sHICMIOXRVJNL, 5733803]
[paragraph, [375.0, 1081.0, 1129.0, 36.0], shoonya_1sHICMIOXRVJNL, 5733803]
[paragraph, [375.0, 1117.0, 1129.0, 36.0], shoonya_1sHICMIOXRVJNL, 5733803]
[paragraph, [375.0, 1153.0, 1129.0, 36.0], shoonya_1sHICMIOXRVJNL, 5733803]
[paragraph, [375.0, 1189.0, 1129.0, 36.0], shoonya_1sHICMIOXRVJNL, 5733803]
[paragraph, [375.0, 1225.0, 1129.0, 36.0], shoonya_1sHICMIOXRVJNL, 5733803]
[paragraph, [375.0, 1261.0, 1129.0, 36.0], shoonya_1sHICMIOXRVJNL, 5733803]
[paragraph, [375.0, 1297.0, 1129.0, 36.0], shoonya_1sHICMIOXRVJNL, 5733803]
[paragraph, [375.0, 1333.0, 1129.0, 36.0], shoonya_1sHICMIOXRVJNL, 5733803]
[paragraph, [375.0, 1369.0, 1129.0, 36.0], shoonya_1sHICMIOXRVJNL, 5733803]
[paragraph, [375.0, 1405.0, 1129.0, 36.0], shoonya_1sHICMIOXRVJNL, 5733803]
[paragraph, [375.0, 1441.0, 1129.0, 36.0], shoonya_1sHICMIOXRVJNL, 5733803]
[paragraph, [375.0, 1477.0, 1129.0, 36.0], shoonya_1sHICMIOXRVJNL, 5733803]
[paragraph, [375.0, 1513.0, 1129.0, 36.0], shoonya_1sHICMIOXRVJNL, 5733803]
[paragraph, [375.0, 1549.0, 1129.0, 36.0], shoonya_1sHICMIOXRVJNL, 5733803]
[paragraph, [375.0, 1585.0, 1129.0, 36.0], shoonya_1sHICMIOXRVJNL, 5733803]
[paragraph, [375.0, 1621.0, 1129.0, 36.0], shoonya_1sHICMIOXRVJNL, 5733803]
[paragraph, [375.0, 1657.0, 1129.0, 36.0], shoonya_1sHICMIOXRVJNL, 5733803]
[paragraph, [375.0, 1693.0, 1129.0, 36.0], shoonya_1sHICMIOXRVJNL, 5733803]
[paragraph, [375.0, 1729.0, 1129.0, 36.0], shoonya_1sHICMIOXRVJNL, 5733803]
[paragraph, [373.0, 1791.0, 1134.0, 36.0], shoonya_2sGR2I5XOWPP7N, 5733803]
[paragraph, [373.0, 1827.0, 1134.0, 36.0], shoonya_2sGR2I5XOWPP7N, 5733803]
[paragraph, [373.0, 1863.0, 1134.0, 36.0], shoonya_2sGR2I5XOWPP7N, 5733803]
[paragraph, [373.0, 1899.0, 1134.0, 36.0], shoonya_2sGR2I5XOWPP7N, 5733803]
[paragraph, [373.0, 1935.0, 1134.0, 36.0], shoonya_2sGR2I5XOWPP7N, 5733803]
[paragraph, [373.0, 1971.0, 1134.0, 36.0], shoonya_2sGR2I5XOWPP7N, 5733803]
[paragraph, [373.0, 2007.0, 1134.0, 36.0], shoonya_2sGR2I5XOWPP7N, 5733803]
