[1350, 900]
[folio, [194.0, 175.0, 223.0, 18.0], shoonya_4sPDVVWEFJRWH4, 5760378]
[folio, [194.0, 193.0, 223.0, 18.0], shoonya_4sPDVVWEFJRWH4, 5760378]
[paragraph, [171.0, 226.0, 573.0, 18.0], shoonya_0sQ3C2XA5Q3JVV, 5760378]
[paragraph, [171.0, 244.0, 573.0, 18.0], shoonya_0sQ3C2XA5Q3JVV, 5760378]
[paragraph, [171.0, 262.0, 573.0, 18.0], shoonya_0sQ3C2XA5Q3JVV, 5760378]
[paragraph, [171.0, 280.0, 573.0, 18.0], shoonya_0sQ3C2XA5Q3JVV, 5760378]
[paragraph, [171.0, 298.0, 573.0, 18.0], shoonya_0sQ3C2XA5Q3JVV, 5760378]
[paragraph, [171.0, 316.0, 573.0, 18.0], shoonya_0sQ3C2XA5Q3JVV, 5760378]
[paragraph, [171.0, 334.0, 573.0, 18.0], shoonya_0sQ3C2XA5Q3JVV, 5760378]
[paragraph, [171.0, 352.0, 573.0, 18.0], shoonya_0sQ3C2XA5Q3JVV, 5760378]
[paragraph, [171.0, 370.0, 573.0, 18.0], shoonya_0sQ3C2XA5Q3JVV, 5760378]
[paragraph, [171.0, 388.0, 573.0, 18.0], shoonya_0sQ3C2XA5Q3JVV, 5760378]
[paragraph, [171.0, 406.0, 573.0, 18.0], shoonya_0sQ3C2XA5Q3JVV, 5760378]
[paragraph, [171.0, 424.0, 573.0, 18.0], shoonya_0sQ3C2XA5Q3JVV, 5760378]
[paragraph, [171.0, 442.0, 573.0, 18.0], shoonya_0sQ3C2XA5Q3JVV, 5760378]
[paragraph, [171.0, 460.0, 573.0, 18.0], shoonya_0sQ3C2XA5Q3JVV, 5760378]
[paragraph, [171.0, 478.0, 573.0, 18.0], shoonya_0sQ3C2XA5Q3JVV, 5760378]
[paragraph, [171.0, 496.0, 573.0, 18.0], shoonya_0sQ3C2XA5Q3JVV, 5760378]
[paragraph, [171.0, 514.0, 573.0, 18.0], shoonya_0sQ3C2XA5Q3JVV, 5760378]
[paragraph, [171.0, 532.0, 573.0, 18.0], shoonya_0sQ3C2XA5Q3JVV, 5760378]
[paragraph, [171.0, 550.0, 573.0, 18.0], shoonya_0sQ3C2XA5Q3JVV, 5760378]
[paragraph, [171.0, 568.0, 573.0, 18.0], shoonya_0sQ3C2XA5Q3JVV, 5760378]
[paragraph, [171.0, 586.0, 573.0, 18.0], shoonya_0sQ3C2XA5Q3JVV, 5760378]
[paragraph, [171.0, 604.0, 573.0, 18.0], shoonya_0sQ3C2XA5Q3JVV, 5760378]
[paragraph, [171.0, 622.0, 573.0, 18.0], shoonya_0sQ3C2XA5Q3JVV, 5760378]
[paragraph, [171.0, 640.0, 573.0, 18.0], shoonya_0sQ3C2XA5Q3JVV, 5760378]
[paragraph, [171.0, 658.0, 573.0, 18.0], shoonya_0sQ3C2XA5Q3JVV, 5760378]
[paragraph, [171.0, 676.0, 573.0, 18.0], shoonya_0sQ3C2XA5Q3JVV, 5760378]
[paragraph, [171.0, 694.0, 573.0, 18.0], shoonya_0sQ3C2XA5Q3JVV, 5760378]
[paragraph, [171.0, 712.0, 573.0, 18.0], shoonya_0sQ3C2XA5Q3JVV, 5760378]
[paragraph, [171.0, 730.0, 573.0, 18.0], shoonya_0sQ3C2XA5Q3JVV, 5760378]
[paragraph, [171.0, 748.0, 573.0, 18.0], shoonya_0sQ3C2XA5Q3JVV, 5760378]
[paragraph, [177.0, 792.0, 569.0, 18.0], shoonya_2sPRO1MQH2LQWY, 5760378]
[paragraph, [177.0, 810.0, 569.0, 18.0], shoonya_2sPRO1MQH2LQWY, 5760378]
[paragraph, [177.0, 828.0, 569.0, 18.0], shoonya_2sPRO1MQH2LQWY, 5760378]
[paragraph, [177.0, 846.0, 569.0, 18.0], shoonya_2sPRO1MQH2LQWY, 5760378]
[paragraph, [177.0, 864.0, 569.0, 18.0], shoonya_2sPRO1MQH2LQWY, 5760378]
[paragraph, [177.0, 882.0, 569.0, 18.0], shoonya_2sPRO1MQH2LQWY, 5760378]
[paragraph, [177.0, 900.0, 569.0, 18.0], shoonya_2sPRO1MQH2LQWY, 5760378]
[paragraph, [177.0, 918.0, 569.0, 18.0], shoonya_2sPRO1MQH2LQWY, 5760378]
[paragraph, [177.0, 936.0, 569.0, 18.0], shoonya_2sPRO1MQH2LQWY, 5760378]
[paragraph, [177.0, 954.0, 569.0, 18.0], shoonya_2sPRO1MQH2LQWY, 5760378]
[paragraph, [177.0, 972.0, 569.0, 18.0], shoonya_2sPRO1MQH2LQWY, 5760378]
[paragraph, [177.0, 990.0, 569.0, 18.0], shoonya_2sPRO1MQH2LQWY, 5760378]
[paragraph, [178.0, 1028.0, 574.0, 18.0], shoonya_5sDKG3MYBQ3X97, 5760378]
[paragraph, [178.0, 1046.0, 574.0, 18.0], shoonya_5sDKG3MYBQ3X97, 5760378]
[paragraph, [178.0, 1064.0, 574.0, 18.0], shoonya_5sDKG3MYBQ3X97, 5760378]
[paragraph, [178.0, 1082.0, 574.0, 18.0], shoonya_5sDKG3MYBQ3X97, 5760378]
[paragraph, [178.0, 1100.0, 574.0, 18.0], shoonya_5sDKG3MYBQ3X97, 5760378]
