[3509, 2480]
[paragraph, [356.0, 371.0, 1768.0, 52.5], shoonya_2sLB9AMGI31KYG, 5724524]
[paragraph, [356.0, 423.5, 1768.0, 52.5], shoonya_2sLB9AMGI31KYG, 5724524]
[paragraph, [356.0, 476.0, 1768.0, 52.5], shoonya_2sLB9AMGI31KYG, 5724524]
[paragraph, [356.0, 528.5, 1768.0, 52.5], shoonya_2sLB9AMGI31KYG, 5724524]
[paragraph, [356.0, 581.0, 1768.0, 52.5], shoonya_2sLB9AMGI31KYG, 5724524]
[paragraph, [356.0, 633.5, 1768.0, 52.5], shoonya_2sLB9AMGI31KYG, 5724524]
[paragraph, [356.0, 686.0, 1768.0, 52.5], shoonya_2sLB9AMGI31KYG, 5724524]
[paragraph, [356.0, 738.5, 1768.0, 52.5], shoonya_2sLB9AMGI31KYG, 5724524]
[paragraph, [356.0, 791.0, 1768.0, 52.5], shoonya_2sLB9AMGI31KYG, 5724524]
[paragraph, [356.0, 843.5, 1768.0, 52.5], shoonya_2sLB9AMGI31KYG, 5724524]
[paragraph, [356.0, 896.0, 1768.0, 52.5], shoonya_2sLB9AMGI31KYG, 5724524]
[paragraph, [356.0, 948.5, 1768.0, 52.5], shoonya_2sLB9AMGI31KYG, 5724524]
[paragraph, [356.0, 1001.0, 1768.0, 52.5], shoonya_2sLB9AMGI31KYG, 5724524]
[paragraph, [356.0, 1053.5, 1768.0, 52.5], shoonya_2sLB9AMGI31KYG, 5724524]
[paragraph, [356.0, 1106.0, 1768.0, 52.5], shoonya_2sLB9AMGI31KYG, 5724524]
[paragraph, [356.0, 1158.5, 1768.0, 52.5], shoonya_2sLB9AMGI31KYG, 5724524]
[paragraph, [356.0, 1211.0, 1768.0, 52.5], shoonya_2sLB9AMGI31KYG, 5724524]
[paragraph, [356.0, 1263.5, 1768.0, 52.5], shoonya_2sLB9AMGI31KYG, 5724524]
[paragraph, [356.0, 1316.0, 1768.0, 52.5], shoonya_2sLB9AMGI31KYG, 5724524]
[paragraph, [356.0, 1368.5, 1768.0, 52.5], shoonya_2sLB9AMGI31KYG, 5724524]
[paragraph, [356.0, 1421.0, 1768.0, 52.5], shoonya_2sLB9AMGI31KYG, 5724524]
[paragraph, [356.0, 1473.5, 1768.0, 52.5], shoonya_2sLB9AMGI31KYG, 5724524]
[paragraph, [363.0, 1604.0, 1752.0, 52.5], shoonya_3sUTIXO7TJ29UC, 5724524]
[paragraph, [363.0, 1656.5, 1752.0, 52.5], shoonya_3sUTIXO7TJ29UC, 5724524]
[paragraph, [363.0, 1709.0, 1752.0, 52.5], shoonya_3sUTIXO7TJ29UC, 5724524]
[paragraph, [363.0, 1761.5, 1752.0, 52.5], shoonya_3sUTIXO7TJ29UC, 5724524]
[paragraph, [363.0, 1814.0, 1752.0, 52.5], shoonya_3sUTIXO7TJ29UC, 5724524]
[paragraph, [363.0, 1866.5, 1752.0, 52.5], shoonya_3sUTIXO7TJ29UC, 5724524]
[paragraph, [363.0, 1919.0, 1752.0, 52.5], shoonya_3sUTIXO7TJ29UC, 5724524]
[paragraph, [363.0, 1971.5, 1752.0, 52.5], shoonya_3sUTIXO7TJ29UC, 5724524]
[paragraph, [363.0, 2024.0, 1752.0, 52.5], shoonya_3sUTIXO7TJ29UC, 5724524]
[paragraph, [363.0, 2076.5, 1752.0, 52.5], shoonya_3sUTIXO7TJ29UC, 5724524]
[paragraph, [363.0, 2129.0, 1752.0, 52.5], shoonya_3sUTIXO7TJ29UC, 5724524]
[paragraph, [363.0, 2181.5, 1752.0, 52.5], shoonya_3sUTIXO7TJ29UC, 5724524]
[paragraph, [363.0, 2234.0, 1752.0, 52.5], shoonya_3sUTIXO7TJ29UC, 5724524]
[paragraph, [363.0, 2286.5, 1752.0, 52.5], shoonya_3sUTIXO7TJ29UC, 5724524]
[paragraph, [363.0, 2339.0, 1752.0, 52.5], shoonya_3sUTIXO7TJ29UC, 5724524]
[paragraph, [363.0, 2391.5, 1752.0, 52.5], shoonya_3sUTIXO7TJ29UC, 5724524]
[paragraph, [363.0, 2444.0, 1752.0, 52.5], shoonya_3sUTIXO7TJ29UC, 5724524]
[paragraph, [363.0, 2496.5, 1752.0, 52.5], shoonya_3sUTIXO7TJ29UC, 5724524]
[paragraph, [363.0, 2549.0, 1752.0, 52.5], shoonya_3sUTIXO7TJ29UC, 5724524]
[paragraph, [363.0, 2601.5, 1752.0, 52.5], shoonya_3sUTIXO7TJ29UC, 5724524]
[footnote, [358.0, 2735.0, 1766.0, 52.5], shoonya_1s91W46H1WOP2H, 5724524]
[footnote, [358.0, 2787.5, 1766.0, 52.5], shoonya_1s91W46H1WOP2H, 5724524]
[footnote, [358.0, 2840.0, 1766.0, 52.5], shoonya_1s91W46H1WOP2H, 5724524]
[footnote, [358.0, 2892.5, 1766.0, 52.5], shoonya_1s91W46H1WOP2H, 5724524]
[footnote, [358.0, 2945.0, 1766.0, 52.5], shoonya_1s91W46H1WOP2H, 5724524]
[footnote, [358.0, 2997.5, 1766.0, 52.5], shoonya_1s91W46H1WOP2H, 5724524]
[footnote, [358.0, 3050.0, 1766.0, 52.5], shoonya_1s91W46H1WOP2H, 5724524]
