[2200, 1700]
[paragraph, [318.0, 116.0, 1029.0, 36.0], N5YIgCYXR3, 5731301]
[paragraph, [314.0, 183.0, 1089.0, 36.0], shoonya_1sTBC6G1V81PXQ, 5731301]
[paragraph, [314.0, 219.0, 1089.0, 36.0], shoonya_1sTBC6G1V81PXQ, 5731301]
[paragraph, [314.0, 255.0, 1089.0, 36.0], shoonya_1sTBC6G1V81PXQ, 5731301]
[paragraph, [314.0, 291.0, 1089.0, 36.0], shoonya_1sTBC6G1V81PXQ, 5731301]
[paragraph, [314.0, 327.0, 1089.0, 36.0], shoonya_1sTBC6G1V81PXQ, 5731301]
[paragraph, [314.0, 363.0, 1089.0, 36.0], shoonya_1sTBC6G1V81PXQ, 5731301]
[paragraph, [314.0, 399.0, 1089.0, 36.0], shoonya_1sTBC6G1V81PXQ, 5731301]
[paragraph, [314.0, 435.0, 1089.0, 36.0], shoonya_1sTBC6G1V81PXQ, 5731301]
[paragraph, [314.0, 471.0, 1089.0, 36.0], shoonya_1sTBC6G1V81PXQ, 5731301]
[paragraph, [314.0, 507.0, 1089.0, 36.0], shoonya_1sTBC6G1V81PXQ, 5731301]
[paragraph, [314.0, 543.0, 1089.0, 36.0], shoonya_1sTBC6G1V81PXQ, 5731301]
[paragraph, [314.0, 579.0, 1089.0, 36.0], shoonya_1sTBC6G1V81PXQ, 5731301]
[paragraph, [314.0, 615.0, 1089.0, 36.0], shoonya_1sTBC6G1V81PXQ, 5731301]
[paragraph, [314.0, 651.0, 1089.0, 36.0], shoonya_1sTBC6G1V81PXQ, 5731301]
[paragraph, [314.0, 687.0, 1089.0, 36.0], shoonya_1sTBC6G1V81PXQ, 5731301]
[paragraph, [314.0, 723.0, 1089.0, 36.0], shoonya_1sTBC6G1V81PXQ, 5731301]
[paragraph, [314.0, 759.0, 1089.0, 36.0], shoonya_1sTBC6G1V81PXQ, 5731301]
[paragraph, [314.0, 795.0, 1089.0, 36.0], shoonya_1sTBC6G1V81PXQ, 5731301]
[paragraph, [314.0, 831.0, 1089.0, 36.0], shoonya_1sTBC6G1V81PXQ, 5731301]
[paragraph, [314.0, 867.0, 1089.0, 36.0], shoonya_1sTBC6G1V81PXQ, 5731301]
[paragraph, [314.0, 903.0, 1089.0, 36.0], shoonya_1sTBC6G1V81PXQ, 5731301]
[paragraph, [314.0, 939.0, 1089.0, 36.0], shoonya_1sTBC6G1V81PXQ, 5731301]
[paragraph, [314.0, 975.0, 1089.0, 36.0], shoonya_1sTBC6G1V81PXQ, 5731301]
[paragraph, [314.0, 1011.0, 1089.0, 36.0], shoonya_1sTBC6G1V81PXQ, 5731301]
[paragraph, [314.0, 1047.0, 1089.0, 36.0], shoonya_1sTBC6G1V81PXQ, 5731301]
[paragraph, [314.0, 1083.0, 1089.0, 36.0], shoonya_1sTBC6G1V81PXQ, 5731301]
[paragraph, [314.0, 1119.0, 1089.0, 36.0], shoonya_1sTBC6G1V81PXQ, 5731301]
[paragraph, [314.0, 1155.0, 1089.0, 36.0], shoonya_1sTBC6G1V81PXQ, 5731301]
[paragraph, [314.0, 1191.0, 1089.0, 36.0], shoonya_1sTBC6G1V81PXQ, 5731301]
[paragraph, [317.0, 1257.0, 1089.0, 36.0], shoonya_0sFOZ3UR64WXP7, 5731301]
[paragraph, [317.0, 1293.0, 1089.0, 36.0], shoonya_0sFOZ3UR64WXP7, 5731301]
[paragraph, [317.0, 1329.0, 1089.0, 36.0], shoonya_0sFOZ3UR64WXP7, 5731301]
[paragraph, [317.0, 1365.0, 1089.0, 36.0], shoonya_0sFOZ3UR64WXP7, 5731301]
[paragraph, [317.0, 1401.0, 1089.0, 36.0], shoonya_0sFOZ3UR64WXP7, 5731301]
[paragraph, [317.0, 1437.0, 1089.0, 36.0], shoonya_0sFOZ3UR64WXP7, 5731301]
[paragraph, [317.0, 1473.0, 1089.0, 36.0], shoonya_0sFOZ3UR64WXP7, 5731301]
[paragraph, [317.0, 1509.0, 1089.0, 36.0], shoonya_0sFOZ3UR64WXP7, 5731301]
[paragraph, [317.0, 1545.0, 1089.0, 36.0], shoonya_0sFOZ3UR64WXP7, 5731301]
[paragraph, [317.0, 1581.0, 1089.0, 36.0], shoonya_0sFOZ3UR64WXP7, 5731301]
[paragraph, [317.0, 1617.0, 1089.0, 36.0], shoonya_0sFOZ3UR64WXP7, 5731301]
[paragraph, [317.0, 1653.0, 1089.0, 36.0], shoonya_0sFOZ3UR64WXP7, 5731301]
[paragraph, [317.0, 1689.0, 1089.0, 36.0], shoonya_0sFOZ3UR64WXP7, 5731301]
[paragraph, [317.0, 1725.0, 1089.0, 36.0], shoonya_0sFOZ3UR64WXP7, 5731301]
[paragraph, [317.0, 1761.0, 1089.0, 36.0], shoonya_0sFOZ3UR64WXP7, 5731301]
[paragraph, [317.0, 1797.0, 1089.0, 36.0], shoonya_0sFOZ3UR64WXP7, 5731301]
[paragraph, [317.0, 1833.0, 1089.0, 36.0], shoonya_0sFOZ3UR64WXP7, 5731301]
[paragraph, [317.0, 1869.0, 1089.0, 36.0], shoonya_0sFOZ3UR64WXP7, 5731301]
[paragraph, [317.0, 1905.0, 1089.0, 36.0], shoonya_0sFOZ3UR64WXP7, 5731301]
[paragraph, [317.0, 1941.0, 1089.0, 36.0], shoonya_0sFOZ3UR64WXP7, 5731301]
[folio, [959.0, 2068.0, 369.0, 36.0], ckaeXKWevk, 5731301]
