[1754, 1241]
[headline, [384.0, 245.0, 303.0, 37.5], shoonya_0sSJ4Q3SV1LPYH, 6471527]
[paragraph, [161.0, 379.0, 454.0, 36.0], grqscqesJd, 6471527]
[paragraph, [161.0, 415.0, 454.0, 36.0], grqscqesJd, 6471527]
[paragraph, [161.0, 451.0, 454.0, 36.0], grqscqesJd, 6471527]
[paragraph, [161.0, 487.0, 454.0, 36.0], grqscqesJd, 6471527]
[paragraph, [161.0, 523.0, 454.0, 36.0], grqscqesJd, 6471527]
[paragraph, [629.0, 379.0, 279.0, 36.0], 5xGS1qk84q, 6471527]
[paragraph, [625.0, 449.0, 445.0, 36.0], v_SniWrmEu, 6471527]
[paragraph, [625.0, 485.0, 445.0, 36.0], v_SniWrmEu, 6471527]
[paragraph, [625.0, 521.0, 445.0, 36.0], v_SniWrmEu, 6471527]
[paragraph, [164.0, 581.0, 240.0, 36.0], RU10xez5Fd, 6471527]
[paragraph, [165.0, 616.0, 380.0, 36.0], shoonya_2sMUJPRZPTHWC5, 6471527]
[paragraph, [165.0, 652.0, 380.0, 36.0], shoonya_2sMUJPRZPTHWC5, 6471527]
[paragraph, [165.0, 688.0, 380.0, 36.0], shoonya_2sMUJPRZPTHWC5, 6471527]
[paragraph, [165.0, 724.0, 380.0, 36.0], shoonya_2sMUJPRZPTHWC5, 6471527]
[paragraph, [165.0, 760.0, 380.0, 36.0], shoonya_2sMUJPRZPTHWC5, 6471527]
[paragraph, [165.0, 796.0, 380.0, 36.0], shoonya_2sMUJPRZPTHWC5, 6471527]
[paragraph, [165.0, 832.0, 380.0, 36.0], shoonya_2sMUJPRZPTHWC5, 6471527]
[paragraph, [165.0, 868.0, 380.0, 36.0], shoonya_2sMUJPRZPTHWC5, 6471527]
[paragraph, [165.0, 904.0, 380.0, 36.0], shoonya_2sMUJPRZPTHWC5, 6471527]
[paragraph, [165.0, 940.0, 380.0, 36.0], shoonya_2sMUJPRZPTHWC5, 6471527]
[paragraph, [623.0, 947.0, 448.0, 36.0], zobtvH-BOM, 6471527]
[paragraph, [623.0, 983.0, 448.0, 36.0], zobtvH-BOM, 6471527]
[paragraph, [623.0, 1019.0, 448.0, 36.0], zobtvH-BOM, 6471527]
[paragraph, [623.0, 1055.0, 448.0, 36.0], zobtvH-BOM, 6471527]
[paragraph, [623.0, 1091.0, 448.0, 36.0], zobtvH-BOM, 6471527]
[paragraph, [623.0, 1127.0, 448.0, 36.0], zobtvH-BOM, 6471527]
[paragraph, [623.0, 1163.0, 448.0, 36.0], zobtvH-BOM, 6471527]
[paragraph, [623.0, 1199.0, 448.0, 36.0], zobtvH-BOM, 6471527]
[paragraph, [623.0, 1235.0, 448.0, 36.0], zobtvH-BOM, 6471527]
[paragraph, [623.0, 1271.0, 448.0, 36.0], zobtvH-BOM, 6471527]
[paragraph, [623.0, 1307.0, 448.0, 36.0], zobtvH-BOM, 6471527]
[paragraph, [623.0, 1343.0, 448.0, 36.0], zobtvH-BOM, 6471527]
[paragraph, [623.0, 1379.0, 448.0, 36.0], zobtvH-BOM, 6471527]
[paragraph, [623.0, 1415.0, 448.0, 36.0], zobtvH-BOM, 6471527]
[paragraph, [623.0, 1451.0, 448.0, 36.0], zobtvH-BOM, 6471527]
[paragraph, [162.0, 981.0, 454.0, 36.0], pnuTV56i8D, 6471527]
[paragraph, [162.0, 1017.0, 454.0, 36.0], pnuTV56i8D, 6471527]
[paragraph, [162.0, 1053.0, 454.0, 36.0], pnuTV56i8D, 6471527]
[paragraph, [162.0, 1089.0, 454.0, 36.0], pnuTV56i8D, 6471527]
[paragraph, [162.0, 1125.0, 454.0, 36.0], pnuTV56i8D, 6471527]
[paragraph, [162.0, 1161.0, 454.0, 36.0], pnuTV56i8D, 6471527]
[paragraph, [162.0, 1197.0, 454.0, 36.0], pnuTV56i8D, 6471527]
[paragraph, [162.0, 1233.0, 454.0, 36.0], pnuTV56i8D, 6471527]
[paragraph, [162.0, 1269.0, 454.0, 36.0], pnuTV56i8D, 6471527]
[paragraph, [162.0, 1305.0, 454.0, 36.0], pnuTV56i8D, 6471527]
[paragraph, [162.0, 1341.0, 454.0, 36.0], pnuTV56i8D, 6471527]
[paragraph, [162.0, 1377.0, 454.0, 36.0], pnuTV56i8D, 6471527]
[paragraph, [162.0, 1422.0, 455.0, 36.0], shoonya_6sLF8ILZB54LWL, 6471527]
[paragraph, [162.0, 1458.0, 455.0, 36.0], shoonya_6sLF8ILZB54LWL, 6471527]
[paragraph, [162.0, 1494.0, 455.0, 36.0], shoonya_6sLF8ILZB54LWL, 6471527]
