[1951, 1219]
[folio, [226.0, 118.0, 198.0, 36.0], coGFyGsppY, 5682055]
[paragraph, [127.0, 208.0, 258.0, 36.0], L1N0lsJ3Tr, 5682055]
[paragraph, [120.0, 266.0, 975.0, 36.0], _nMIc7hudD, 5682055]
[paragraph, [120.0, 302.0, 975.0, 36.0], _nMIc7hudD, 5682055]
[paragraph, [120.0, 338.0, 975.0, 36.0], _nMIc7hudD, 5682055]
[paragraph, [120.0, 374.0, 975.0, 36.0], _nMIc7hudD, 5682055]
[paragraph, [120.0, 442.0, 975.0, 36.0], DkjVvRIRHW, 5682055]
[paragraph, [120.0, 478.0, 975.0, 36.0], DkjVvRIRHW, 5682055]
[paragraph, [120.0, 514.0, 975.0, 36.0], DkjVvRIRHW, 5682055]
[paragraph, [120.0, 550.0, 975.0, 36.0], DkjVvRIRHW, 5682055]
[paragraph, [120.0, 586.0, 975.0, 36.0], DkjVvRIRHW, 5682055]
[paragraph, [120.0, 622.0, 975.0, 36.0], DkjVvRIRHW, 5682055]
[paragraph, [121.0, 679.0, 971.0, 36.0], NDObMPozym, 5682055]
[paragraph, [121.0, 715.0, 971.0, 36.0], NDObMPozym, 5682055]
[paragraph, [121.0, 751.0, 971.0, 36.0], NDObMPozym, 5682055]
[paragraph, [121.0, 787.0, 971.0, 36.0], NDObMPozym, 5682055]
[paragraph, [209.0, 854.0, 299.0, 36.0], sJn5thTqVX, 5682055]
[paragraph, [203.0, 914.0, 623.0, 36.0], MBJAduKgcr, 5682055]
[paragraph, [210.0, 972.0, 314.0, 36.0], mGYesQBDdh, 5682055]
[paragraph, [124.0, 1030.0, 960.0, 36.0], b5h3rxrBjc, 5682055]
[paragraph, [124.0, 1066.0, 960.0, 36.0], b5h3rxrBjc, 5682055]
[paragraph, [124.0, 1102.0, 960.0, 36.0], b5h3rxrBjc, 5682055]
[paragraph, [127.0, 1145.0, 960.0, 36.0], nLJFiEy5Am, 5682055]
[paragraph, [127.0, 1181.0, 960.0, 36.0], nLJFiEy5Am, 5682055]
[paragraph, [127.0, 1217.0, 960.0, 36.0], nLJFiEy5Am, 5682055]
[paragraph, [126.0, 1262.0, 961.0, 36.0], b3tXGaI0DS, 5682055]
[paragraph, [126.0, 1298.0, 961.0, 36.0], b3tXGaI0DS, 5682055]
[paragraph, [126.0, 1334.0, 961.0, 36.0], b3tXGaI0DS, 5682055]
[paragraph, [126.0, 1370.0, 961.0, 36.0], b3tXGaI0DS, 5682055]
[paragraph, [126.0, 1406.0, 961.0, 36.0], b3tXGaI0DS, 5682055]
[paragraph, [126.0, 1442.0, 961.0, 36.0], b3tXGaI0DS, 5682055]
[paragraph, [126.0, 1478.0, 961.0, 36.0], b3tXGaI0DS, 5682055]
[paragraph, [126.0, 1514.0, 961.0, 36.0], b3tXGaI0DS, 5682055]
[paragraph, [126.0, 1550.0, 961.0, 36.0], b3tXGaI0DS, 5682055]
[paragraph, [126.0, 1586.0, 961.0, 36.0], b3tXGaI0DS, 5682055]
[paragraph, [126.0, 1622.0, 961.0, 36.0], b3tXGaI0DS, 5682055]
[paragraph, [126.0, 1658.0, 961.0, 36.0], b3tXGaI0DS, 5682055]
[paragraph, [126.0, 1694.0, 961.0, 36.0], b3tXGaI0DS, 5682055]
[paragraph, [126.0, 1730.0, 961.0, 36.0], b3tXGaI0DS, 5682055]
[paragraph, [206.0, 1784.0, 563.0, 36.0], Lur1O7cO4q, 5682055]
