[1200, 825]
[section-title, [323.0, 305.0, 181.0, 30.0], MPU1pcWZk_, 5690830]
[paragraph, [144.0, 364.0, 538.0, 18.0], shoonya_1s1A1XUKW2NHJH, 5690830]
[paragraph, [144.0, 382.0, 538.0, 18.0], shoonya_1s1A1XUKW2NHJH, 5690830]
[paragraph, [144.0, 400.0, 538.0, 18.0], shoonya_1s1A1XUKW2NHJH, 5690830]
[paragraph, [144.0, 418.0, 538.0, 18.0], shoonya_1s1A1XUKW2NHJH, 5690830]
[paragraph, [144.0, 436.0, 538.0, 18.0], shoonya_1s1A1XUKW2NHJH, 5690830]
[paragraph, [144.0, 454.0, 538.0, 18.0], shoonya_1s1A1XUKW2NHJH, 5690830]
[paragraph, [144.0, 472.0, 538.0, 18.0], shoonya_1s1A1XUKW2NHJH, 5690830]
[paragraph, [144.0, 490.0, 538.0, 18.0], shoonya_1s1A1XUKW2NHJH, 5690830]
[paragraph, [144.0, 508.0, 538.0, 18.0], shoonya_1s1A1XUKW2NHJH, 5690830]
[paragraph, [144.0, 526.0, 538.0, 18.0], shoonya_1s1A1XUKW2NHJH, 5690830]
[paragraph, [144.0, 544.0, 538.0, 18.0], shoonya_1s1A1XUKW2NHJH, 5690830]
[paragraph, [144.0, 562.0, 538.0, 18.0], shoonya_1s1A1XUKW2NHJH, 5690830]
[paragraph, [144.0, 580.0, 538.0, 18.0], shoonya_1s1A1XUKW2NHJH, 5690830]
[paragraph, [144.0, 598.0, 538.0, 18.0], shoonya_1s1A1XUKW2NHJH, 5690830]
[paragraph, [144.0, 616.0, 538.0, 18.0], shoonya_1s1A1XUKW2NHJH, 5690830]
[paragraph, [145.0, 641.0, 537.0, 18.0], shoonya_0s4IOWL83T9XUV, 5690830]
[paragraph, [145.0, 659.0, 537.0, 18.0], shoonya_0s4IOWL83T9XUV, 5690830]
[paragraph, [145.0, 677.0, 537.0, 18.0], shoonya_0s4IOWL83T9XUV, 5690830]
[paragraph, [145.0, 695.0, 537.0, 18.0], shoonya_0s4IOWL83T9XUV, 5690830]
[paragraph, [145.0, 713.0, 537.0, 18.0], shoonya_0s4IOWL83T9XUV, 5690830]
[paragraph, [145.0, 731.0, 537.0, 18.0], shoonya_0s4IOWL83T9XUV, 5690830]
[paragraph, [145.0, 749.0, 537.0, 18.0], shoonya_0s4IOWL83T9XUV, 5690830]
[paragraph, [145.0, 767.0, 537.0, 18.0], shoonya_0s4IOWL83T9XUV, 5690830]
[paragraph, [145.0, 785.0, 537.0, 18.0], shoonya_0s4IOWL83T9XUV, 5690830]
[paragraph, [145.0, 803.0, 537.0, 18.0], shoonya_0s4IOWL83T9XUV, 5690830]
[paragraph, [145.0, 821.0, 537.0, 18.0], shoonya_0s4IOWL83T9XUV, 5690830]
[paragraph, [145.0, 839.0, 537.0, 18.0], shoonya_0s4IOWL83T9XUV, 5690830]
[paragraph, [145.0, 857.0, 537.0, 18.0], shoonya_0s4IOWL83T9XUV, 5690830]
[paragraph, [145.0, 875.0, 537.0, 18.0], shoonya_0s4IOWL83T9XUV, 5690830]
[paragraph, [145.0, 893.0, 537.0, 18.0], shoonya_0s4IOWL83T9XUV, 5690830]
[paragraph, [145.0, 911.0, 537.0, 18.0], shoonya_0s4IOWL83T9XUV, 5690830]
[paragraph, [145.0, 929.0, 537.0, 18.0], shoonya_0s4IOWL83T9XUV, 5690830]
[paragraph, [145.0, 947.0, 537.0, 18.0], shoonya_0s4IOWL83T9XUV, 5690830]
[paragraph, [145.0, 965.0, 537.0, 18.0], shoonya_0s4IOWL83T9XUV, 5690830]
[paragraph, [145.0, 983.0, 537.0, 18.0], shoonya_0s4IOWL83T9XUV, 5690830]
