[901, 612]
[section-title, [254.0, 148.0, 77.0, 30.0], 0p1D4Jo6qY, 6459900]
[paragraph, [122.0, 188.0, 341.0, 18.0], CkZ6kOl34w, 6459900]
[paragraph, [122.0, 206.0, 341.0, 18.0], CkZ6kOl34w, 6459900]
[paragraph, [122.0, 224.0, 341.0, 18.0], CkZ6kOl34w, 6459900]
[paragraph, [122.0, 242.0, 341.0, 18.0], CkZ6kOl34w, 6459900]
[paragraph, [122.0, 260.0, 341.0, 18.0], CkZ6kOl34w, 6459900]
[paragraph, [122.0, 278.0, 341.0, 18.0], CkZ6kOl34w, 6459900]
[paragraph, [122.0, 296.0, 341.0, 18.0], CkZ6kOl34w, 6459900]
[paragraph, [122.0, 314.0, 341.0, 18.0], CkZ6kOl34w, 6459900]
[paragraph, [122.0, 332.0, 341.0, 18.0], CkZ6kOl34w, 6459900]
[paragraph, [122.0, 350.0, 341.0, 18.0], CkZ6kOl34w, 6459900]
[paragraph, [122.0, 368.0, 341.0, 18.0], CkZ6kOl34w, 6459900]
[paragraph, [122.0, 386.0, 341.0, 18.0], CkZ6kOl34w, 6459900]
[paragraph, [122.0, 404.0, 341.0, 18.0], CkZ6kOl34w, 6459900]
[paragraph, [206.0, 427.0, 191.0, 18.0], shoonya_0s2QTJOEC6TR1U, 6459900]
[paragraph, [130.0, 499.0, 333.0, 18.0], tbC4rZ9rfD, 6459900]
[paragraph, [130.0, 517.0, 333.0, 18.0], tbC4rZ9rfD, 6459900]
[paragraph, [130.0, 535.0, 333.0, 18.0], tbC4rZ9rfD, 6459900]
[paragraph, [130.0, 553.0, 333.0, 18.0], tbC4rZ9rfD, 6459900]
[paragraph, [130.0, 571.0, 333.0, 18.0], tbC4rZ9rfD, 6459900]
[paragraph, [130.0, 589.0, 333.0, 18.0], tbC4rZ9rfD, 6459900]
[paragraph, [130.0, 607.0, 333.0, 18.0], tbC4rZ9rfD, 6459900]
[paragraph, [130.0, 625.0, 333.0, 18.0], tbC4rZ9rfD, 6459900]
[paragraph, [130.0, 643.0, 333.0, 18.0], tbC4rZ9rfD, 6459900]
[paragraph, [130.0, 661.0, 333.0, 18.0], tbC4rZ9rfD, 6459900]
[paragraph, [130.0, 679.0, 333.0, 18.0], tbC4rZ9rfD, 6459900]
[paragraph, [130.0, 697.0, 333.0, 18.0], tbC4rZ9rfD, 6459900]
[paragraph, [130.0, 715.0, 333.0, 18.0], tbC4rZ9rfD, 6459900]
[folio, [167.0, 741.0, 59.0, 18.0], TDxkgqUvr9, 6459900]
