[3509, 2480]
[paragraph, [363.0, 377.0, 1775.0, 52.5], shoonya_2sDDCUP435XS25, 5724118]
[paragraph, [363.0, 429.5, 1775.0, 52.5], shoonya_2sDDCUP435XS25, 5724118]
[paragraph, [363.0, 482.0, 1775.0, 52.5], shoonya_2sDDCUP435XS25, 5724118]
[paragraph, [363.0, 534.5, 1775.0, 52.5], shoonya_2sDDCUP435XS25, 5724118]
[paragraph, [361.0, 641.0, 1789.0, 52.5], shoonya_4s82OVL2FVMFN3, 5724118]
[paragraph, [361.0, 693.5, 1789.0, 52.5], shoonya_4s82OVL2FVMFN3, 5724118]
[paragraph, [361.0, 746.0, 1789.0, 52.5], shoonya_4s82OVL2FVMFN3, 5724118]
[paragraph, [361.0, 798.5, 1789.0, 52.5], shoonya_4s82OVL2FVMFN3, 5724118]
[paragraph, [361.0, 851.0, 1789.0, 52.5], shoonya_4s82OVL2FVMFN3, 5724118]
[paragraph, [361.0, 903.5, 1789.0, 52.5], shoonya_4s82OVL2FVMFN3, 5724118]
[paragraph, [361.0, 956.0, 1789.0, 52.5], shoonya_4s82OVL2FVMFN3, 5724118]
[paragraph, [361.0, 1008.5, 1789.0, 52.5], shoonya_4s82OVL2FVMFN3, 5724118]
[paragraph, [361.0, 1061.0, 1789.0, 52.5], shoonya_4s82OVL2FVMFN3, 5724118]
[paragraph, [361.0, 1113.5, 1789.0, 52.5], shoonya_4s82OVL2FVMFN3, 5724118]
[paragraph, [361.0, 1166.0, 1789.0, 52.5], shoonya_4s82OVL2FVMFN3, 5724118]
[paragraph, [361.0, 1218.5, 1789.0, 52.5], shoonya_4s82OVL2FVMFN3, 5724118]
[paragraph, [361.0, 1271.0, 1789.0, 52.5], shoonya_4s82OVL2FVMFN3, 5724118]
[paragraph, [361.0, 1323.5, 1789.0, 52.5], shoonya_4s82OVL2FVMFN3, 5724118]
[paragraph, [361.0, 1376.0, 1789.0, 52.5], shoonya_4s82OVL2FVMFN3, 5724118]
[paragraph, [361.0, 1428.5, 1789.0, 52.5], shoonya_4s82OVL2FVMFN3, 5724118]
[paragraph, [361.0, 1481.0, 1789.0, 52.5], shoonya_4s82OVL2FVMFN3, 5724118]
[paragraph, [361.0, 1533.5, 1789.0, 52.5], shoonya_4s82OVL2FVMFN3, 5724118]
[paragraph, [361.0, 1586.0, 1789.0, 52.5], shoonya_4s82OVL2FVMFN3, 5724118]
[paragraph, [361.0, 1638.5, 1789.0, 52.5], shoonya_4s82OVL2FVMFN3, 5724118]
[paragraph, [361.0, 1691.0, 1789.0, 52.5], shoonya_4s82OVL2FVMFN3, 5724118]
[paragraph, [361.0, 1743.5, 1789.0, 52.5], shoonya_4s82OVL2FVMFN3, 5724118]
[paragraph, [350.0, 1859.0, 1807.0, 52.5], shoonya_0s6GCK1QN1ZPVW, 5724118]
[paragraph, [350.0, 1911.5, 1807.0, 52.5], shoonya_0s6GCK1QN1ZPVW, 5724118]
[paragraph, [350.0, 1964.0, 1807.0, 52.5], shoonya_0s6GCK1QN1ZPVW, 5724118]
[paragraph, [350.0, 2016.5, 1807.0, 52.5], shoonya_0s6GCK1QN1ZPVW, 5724118]
[paragraph, [350.0, 2069.0, 1807.0, 52.5], shoonya_0s6GCK1QN1ZPVW, 5724118]
[paragraph, [350.0, 2121.5, 1807.0, 52.5], shoonya_0s6GCK1QN1ZPVW, 5724118]
[paragraph, [350.0, 2174.0, 1807.0, 52.5], shoonya_0s6GCK1QN1ZPVW, 5724118]
[paragraph, [350.0, 2226.5, 1807.0, 52.5], shoonya_0s6GCK1QN1ZPVW, 5724118]
[paragraph, [350.0, 2279.0, 1807.0, 52.5], shoonya_0s6GCK1QN1ZPVW, 5724118]
[paragraph, [350.0, 2331.5, 1807.0, 52.5], shoonya_0s6GCK1QN1ZPVW, 5724118]
[paragraph, [350.0, 2384.0, 1807.0, 52.5], shoonya_0s6GCK1QN1ZPVW, 5724118]
[paragraph, [350.0, 2436.5, 1807.0, 52.5], shoonya_0s6GCK1QN1ZPVW, 5724118]
[paragraph, [350.0, 2489.0, 1807.0, 52.5], shoonya_0s6GCK1QN1ZPVW, 5724118]
[paragraph, [350.0, 2541.5, 1807.0, 52.5], shoonya_0s6GCK1QN1ZPVW, 5724118]
[paragraph, [350.0, 2594.0, 1807.0, 52.5], shoonya_0s6GCK1QN1ZPVW, 5724118]
[paragraph, [350.0, 2646.5, 1807.0, 52.5], shoonya_0s6GCK1QN1ZPVW, 5724118]
[paragraph, [350.0, 2699.0, 1807.0, 52.5], shoonya_0s6GCK1QN1ZPVW, 5724118]
[paragraph, [350.0, 2751.5, 1807.0, 52.5], shoonya_0s6GCK1QN1ZPVW, 5724118]
[paragraph, [350.0, 2804.0, 1807.0, 52.5], shoonya_0s6GCK1QN1ZPVW, 5724118]
[paragraph, [350.0, 2856.5, 1807.0, 52.5], shoonya_0s6GCK1QN1ZPVW, 5724118]
[paragraph, [350.0, 2909.0, 1807.0, 52.5], shoonya_0s6GCK1QN1ZPVW, 5724118]
[paragraph, [350.0, 2961.5, 1807.0, 52.5], shoonya_0s6GCK1QN1ZPVW, 5724118]
[paragraph, [350.0, 3014.0, 1807.0, 52.5], shoonya_0s6GCK1QN1ZPVW, 5724118]
[paragraph, [350.0, 3066.5, 1807.0, 52.5], shoonya_0s6GCK1QN1ZPVW, 5724118]
