[975, 575]
[chapter-title, [61.0, 38.0, 413.0, 30.0], shoonya_1sHBC1PYS6FZEQ, 5775868]
[paragraph, [11.0, 68.0, 540.0, 18.0], shoonya_0sKCFF96UYB2D3, 5775868]
[paragraph, [11.0, 86.0, 540.0, 18.0], shoonya_0sKCFF96UYB2D3, 5775868]
[paragraph, [11.0, 104.0, 540.0, 18.0], shoonya_0sKCFF96UYB2D3, 5775868]
[paragraph, [11.0, 122.0, 540.0, 18.0], shoonya_0sKCFF96UYB2D3, 5775868]
[paragraph, [11.0, 140.0, 540.0, 18.0], shoonya_0sKCFF96UYB2D3, 5775868]
[paragraph, [11.0, 158.0, 540.0, 18.0], shoonya_0sKCFF96UYB2D3, 5775868]
[paragraph, [11.0, 176.0, 540.0, 18.0], shoonya_0sKCFF96UYB2D3, 5775868]
[paragraph, [11.0, 194.0, 540.0, 18.0], shoonya_0sKCFF96UYB2D3, 5775868]
[paragraph, [11.0, 212.0, 540.0, 18.0], shoonya_0sKCFF96UYB2D3, 5775868]
[paragraph, [11.0, 230.0, 540.0, 18.0], shoonya_0sKCFF96UYB2D3, 5775868]
[paragraph, [11.0, 248.0, 540.0, 18.0], shoonya_0sKCFF96UYB2D3, 5775868]
[paragraph, [11.0, 266.0, 540.0, 18.0], shoonya_0sKCFF96UYB2D3, 5775868]
[paragraph, [11.0, 284.0, 540.0, 18.0], shoonya_0sKCFF96UYB2D3, 5775868]
[paragraph, [11.0, 302.0, 540.0, 18.0], shoonya_0sKCFF96UYB2D3, 5775868]
[paragraph, [11.0, 320.0, 540.0, 18.0], shoonya_0sKCFF96UYB2D3, 5775868]
[paragraph, [11.0, 338.0, 540.0, 18.0], shoonya_0sKCFF96UYB2D3, 5775868]
[paragraph, [11.0, 356.0, 540.0, 18.0], shoonya_0sKCFF96UYB2D3, 5775868]
[paragraph, [11.0, 374.0, 540.0, 18.0], shoonya_0sKCFF96UYB2D3, 5775868]
[paragraph, [11.0, 392.0, 540.0, 18.0], shoonya_0sKCFF96UYB2D3, 5775868]
[paragraph, [11.0, 410.0, 540.0, 18.0], shoonya_0sKCFF96UYB2D3, 5775868]
[paragraph, [11.0, 428.0, 540.0, 18.0], shoonya_0sKCFF96UYB2D3, 5775868]
[paragraph, [11.0, 446.0, 540.0, 18.0], shoonya_0sKCFF96UYB2D3, 5775868]
[paragraph, [11.0, 464.0, 540.0, 18.0], shoonya_0sKCFF96UYB2D3, 5775868]
[paragraph, [11.0, 482.0, 540.0, 18.0], shoonya_0sKCFF96UYB2D3, 5775868]
[paragraph, [11.0, 500.0, 540.0, 18.0], shoonya_0sKCFF96UYB2D3, 5775868]
[paragraph, [11.0, 518.0, 540.0, 18.0], shoonya_0sKCFF96UYB2D3, 5775868]
[paragraph, [11.0, 536.0, 540.0, 18.0], shoonya_0sKCFF96UYB2D3, 5775868]
[paragraph, [11.0, 554.0, 540.0, 18.0], shoonya_0sKCFF96UYB2D3, 5775868]
[paragraph, [11.0, 572.0, 540.0, 18.0], shoonya_0sKCFF96UYB2D3, 5775868]
[paragraph, [11.0, 590.0, 540.0, 18.0], shoonya_0sKCFF96UYB2D3, 5775868]
[paragraph, [11.0, 608.0, 540.0, 18.0], shoonya_0sKCFF96UYB2D3, 5775868]
[paragraph, [11.0, 626.0, 540.0, 18.0], shoonya_0sKCFF96UYB2D3, 5775868]
[paragraph, [11.0, 644.0, 540.0, 18.0], shoonya_0sKCFF96UYB2D3, 5775868]
[paragraph, [11.0, 662.0, 540.0, 18.0], shoonya_0sKCFF96UYB2D3, 5775868]
[paragraph, [11.0, 680.0, 540.0, 18.0], shoonya_0sKCFF96UYB2D3, 5775868]
[paragraph, [11.0, 698.0, 540.0, 18.0], shoonya_0sKCFF96UYB2D3, 5775868]
[paragraph, [11.0, 716.0, 540.0, 18.0], shoonya_0sKCFF96UYB2D3, 5775868]
[paragraph, [11.0, 734.0, 540.0, 18.0], shoonya_0sKCFF96UYB2D3, 5775868]
[paragraph, [11.0, 752.0, 540.0, 18.0], shoonya_0sKCFF96UYB2D3, 5775868]
[paragraph, [11.0, 770.0, 540.0, 18.0], shoonya_0sKCFF96UYB2D3, 5775868]
[paragraph, [11.0, 788.0, 540.0, 18.0], shoonya_0sKCFF96UYB2D3, 5775868]
[paragraph, [11.0, 806.0, 540.0, 18.0], shoonya_0sKCFF96UYB2D3, 5775868]
[paragraph, [11.0, 824.0, 540.0, 18.0], shoonya_0sKCFF96UYB2D3, 5775868]
[paragraph, [11.0, 842.0, 540.0, 18.0], shoonya_0sKCFF96UYB2D3, 5775868]
[paragraph, [11.0, 860.0, 540.0, 18.0], shoonya_0sKCFF96UYB2D3, 5775868]
[paragraph, [11.0, 878.0, 540.0, 18.0], shoonya_0sKCFF96UYB2D3, 5775868]
[paragraph, [11.0, 896.0, 540.0, 18.0], shoonya_0sKCFF96UYB2D3, 5775868]
